ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction
IWM,2026-03-20 20:12:52.427884+00:00,PUT,220.0,2026-05-15,217919,500,9015,17407,242.0,REPEATEDHITS,True,False,182684,35235,56,ASK,SHORT
TLT,2026-03-20 20:12:20.811673+00:00,CALL,87.0,2026-05-15,367648,2501,10747,13995,85.0,REPEATEDHITS,False,False,148,367500,56,BID,
SLV,2026-03-20 20:11:22.782106+00:00,CALL,70.0,2026-09-18,11520,16,2210,15609,61.0,REPEATEDHITS,False,False,0,11520,182,BID,
DIA,2026-03-20 20:11:22.782106+00:00,CALL,455.0,2026-04-17,13400,10,222,90,456.0,REPEATEDHITS,False,False,13400,0,28,ASK,LONG
SPY,2026-03-20 20:11:14.575767+00:00,CALL,650.0,2026-03-24,163191,292,9520,74,649.0,REPEATEDHITSASCENDINGFILL,False,False,78347,69192,4,ASK,LONG
SLV,2026-03-20 20:11:02.968231+00:00,CALL,60.0,2026-09-18,21200,20,2424,5865,61.0,REPEATEDHITS,False,False,20140,1060,182,ASK,LONG
SPY,2026-03-20 20:10:53.959926+00:00,PUT,663.0,2026-03-25,600218,400,1035,569,649.0,REPEATEDHITSASCENDINGFILL,False,False,0,600218,5,BID,
TLT,2026-03-20 20:10:53.959926+00:00,CALL,86.0,2026-03-27,287475,3833,23468,793,85.0,REPEATEDHITS,True,False,0,287475,7,BID,
SPY,2026-03-20 20:10:31.146213+00:00,PUT,550.0,2026-05-15,146235,380,15780,8050,649.0,REPEATEDHITS,True,False,146235,0,56,ASK,SHORT
VIXY,2026-03-20 20:10:27.739689+00:00,CALL,33.0,2026-03-20,13000,100,190,1018,34.0,REPEATEDHITS,False,False,0,2600,0,BID,
GLD,2026-03-20 20:09:36.510765+00:00,PUT,385.0,2026-03-23,81940,964,4737,48,413.0,REPEATEDHITS,False,False,81940,0,3,ASK,SHORT
SLV,2026-03-20 20:09:36.510765+00:00,CALL,60.0,2026-08-21,18715,19,2028,826,61.0,REPEATEDHITS,False,False,18715,0,154,ASK,LONG
TLT,2026-03-20 20:09:36.510765+00:00,PUT,87.0,2026-03-20,14364,133,12170,36598,85.0,REPEATEDHITS,False,False,2808,2484,0,ASK,SHORT
TLT,2026-03-20 20:09:21.100430+00:00,PUT,86.0,2026-05-15,490179,2290,12855,9327,85.0,REPEATEDHITSDESCENDINGFILL,False,False,0,490179,56,BID,
TLT,2026-03-20 20:09:12.093955+00:00,PUT,87.0,2026-03-20,17280,160,12030,36598,85.0,REPEATEDHITS,False,False,0,17280,0,BID,
SLV,2026-03-20 20:09:08.689908+00:00,CALL,55.0,2026-09-18,32375,25,532,8829,61.0,REPEATEDHITS,False,False,0,32375,182,BID,
TLT,2026-03-20 20:09:01.284070+00:00,CALL,86.0,2026-05-15,485000,2500,5401,3882,85.0,REPEATEDHITS,False,False,0,485000,56,BID,
IWM,2026-03-20 20:08:55.679132+00:00,PUT,235.0,2026-03-27,441847,2056,11975,73816,242.0,REPEATEDHITSDESCENDINGFILL,False,False,421614,20233,7,ASK,SHORT
GLD,2026-03-20 20:08:33.065686+00:00,PUT,385.0,2026-03-23,52360,616,3732,48,412.0,REPEATEDHITS,False,False,52360,0,3,ASK,SHORT
SLV,2026-03-20 20:08:25.659532+00:00,CALL,60.0,2026-09-18,17850,17,2401,5865,61.0,REPEATEDHITS,True,False,2100,0,182,ASK,LONG
GLD,2026-03-20 20:08:03.246803+00:00,PUT,375.0,2026-03-27,32520,271,1480,257,413.0,REPEATEDHITS,False,False,32520,0,7,ASK,SHORT
GLD,2026-03-20 20:07:49.438308+00:00,PUT,385.0,2026-03-23,95795,1127,3116,48,413.0,REPEATEDHITS,False,False,95795,0,3,ASK,SHORT
