ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction
META,2026-03-20 19:55:07.027206+00:00,CALL,560.0,2026-11-20,1450080,144,191,694,591.0,REPEATEDHITS,False,False,1450080,0,245,ASK,LONG
QCOM,2026-03-20 19:55:07.027206+00:00,PUT,125.0,2026-05-15,59360,106,250,2057,131.0,REPEATEDHITS,False,False,59360,0,56,ASK,SHORT
SMCI,2026-03-20 19:55:07.027206+00:00,PUT,20.0,2026-03-27,15778,113,61938,12340,20.0,REPEATEDHITSASCENDINGFILL,False,False,14398,1380,7,ASK,SHORT
GLD,2026-03-20 19:55:05.623561+00:00,CALL,440.0,2026-04-17,54145,91,2351,8722,414.0,REPEATEDHITS,False,False,54145,0,28,ASK,LONG
FIGR,2026-03-20 19:55:02.815815+00:00,CALL,35.0,2026-05-15,45000,90,602,927,34.0,REPEATEDHITS,False,False,7000,500,56,ASK,LONG
SMCI,2026-03-20 19:55:02.815815+00:00,PUT,20.0,2026-03-27,15180,110,61730,12340,20.0,REPEATEDHITS,False,False,12420,2760,7,ASK,SHORT
YOU,2026-03-20 19:55:00.610197+00:00,CALL,49.8,2026-04-17,21420,126,307,576,47.0,REPEATEDHITS,False,False,1020,0,28,ASK,LONG
FIGR,2026-03-20 19:55:00.206507+00:00,CALL,35.0,2026-05-15,40000,80,436,927,34.0,REPEATEDHITS,False,False,0,40000,56,BID,
SEDG,2026-03-20 19:54:56.796906+00:00,CALL,50.0,2026-03-20,12376,104,11352,9819,51.0,REPEATEDHITS,False,False,12376,0,0,ASK,LONG
FIGR,2026-03-20 19:54:56.796906+00:00,CALL,35.0,2026-05-15,39500,79,356,927,34.0,REPEATEDHITS,False,False,2500,500,56,ASK,LONG
MRVL,2026-03-20 19:54:52.586789+00:00,PUT,83.0,2026-03-27,134316,1148,1277,323,87.0,REPEATEDHITS,True,False,2691,131625,7,BID,
SOFI,2026-03-20 19:54:52.586789+00:00,CALL,17.0,2026-04-17,93000,750,24944,10694,16.0,REPEATEDHITS,False,False,93000,0,28,ASK,LONG
FIGR,2026-03-20 19:54:52.586789+00:00,CALL,35.0,2026-05-15,30000,60,277,927,34.0,REPEATEDHITS,False,False,18500,0,56,ASK,LONG
PINS,2026-03-20 19:54:49.779363+00:00,CALL,30.0,2027-01-15,17653,139,2033,2350,18.0,REPEATEDHITS,False,False,17653,0,301,ASK,LONG
COPX,2026-03-20 19:54:49.779363+00:00,CALL,76.0,2026-04-02,19500,195,207,9,69.0,REPEATEDHITS,False,False,0,0,13,MIXED,
SBUX,2026-03-20 19:54:48.153933+00:00,PUT,96.0,2026-03-20,56280,168,319,317,92.0,REPEATEDHITS,True,False,56280,0,0,ASK,SHORT
DHR,2026-03-20 19:54:48.153933+00:00,PUT,180.0,2026-04-17,170000,500,515,1236,189.0,REPEATEDHITS,False,False,0,109480,28,BID,
GLD,2026-03-20 19:54:48.153933+00:00,CALL,430.0,2026-03-31,29325,69,479,2141,414.0,REPEATEDHITS,False,False,0,29325,11,BID,
REGN,2026-03-20 19:54:48.153933+00:00,CALL,860.0,2028-01-21,126000,10,10,65,734.0,REPEATEDHITS,False,False,88200,37800,672,ASK,LONG
SOXL,2026-03-20 19:54:48.153933+00:00,CALL,50.0,2026-03-20,16735,505,3757,2155,50.0,REPEATEDHITSASCENDINGFILL,False,False,250,16485,0,BID,
SOFI,2026-03-20 19:54:48.153933+00:00,PUT,19.0,2026-03-20,31416,154,1355,9906,16.0,REPEATEDHITS,False,False,31416,0,0,ASK,SHORT
DNN,2026-03-20 19:54:48.153933+00:00,CALL,3.0,2027-01-15,15000,150,950,16832,3.0,REPEATEDHITS,False,False,0,15000,301,BID,
TSEM,2026-03-20 19:54:48.153933+00:00,CALL,150.0,2026-03-20,16560,12,318,913,164.0,REPEATEDHITS,False,False,0,16560,0,BID,
INTC,2026-03-20 19:54:48.153933+00:00,CALL,45.0,2026-03-27,109750,878,9830,1798,44.0,REPEATEDHITS,False,False,0,109750,7,BID,
EXPE,2026-03-20 19:54:48.153933+00:00,PUT,220.0,2026-04-17,13375,17,74,321,233.0,REPEATEDHITSASCENDINGFILL,True,False,6320,7055,28,BID,
