ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
QQQ,2026-03-23 17:43:56.944088+00:00,CALL,589.0,2026-03-23,109690,1045,78276,3206,588.38,REPEATEDHITSASCENDINGFILL,True,False,105426,0,0,ASK,LONG,1.0
ALB,2026-03-23 17:43:56.944088+00:00,CALL,300.0,2026-09-18,172505,375,4111,15979,168.76,REPEATEDHITSDESCENDINGFILL,True,False,65320,106725,179,BID,SHORT,0.5
EEM,2026-03-23 17:43:52.734749+00:00,CALL,58.0,2026-06-18,14553,49,109,54002,57.18,REPEATEDHITS,False,False,0,14553,87,BID,SHORT,0.5
QCOM,2026-03-23 17:43:49.729194+00:00,CALL,145.0,2026-09-18,55125,75,82,577,128.06,REPEATEDHITS,False,False,45570,9555,179,ASK,LONG,1.0
QQQ,2026-03-23 17:43:49.729194+00:00,CALL,589.0,2026-03-23,101087,972,74958,3206,588.43,REPEATEDHITS,True,False,86944,14039,0,ASK,LONG,1.0
DIA,2026-03-23 17:43:44.523438+00:00,PUT,469.0,2026-04-24,17550,13,16,6,462.97,REPEATEDHITS,False,False,14850,1350,32,ASK,SHORT,1.0
CRCL,2026-03-23 17:43:44.523438+00:00,CALL,135.0,2026-03-27,16610,110,4539,5593,123.55,REPEATEDHITS,False,False,0,16610,4,BID,SHORT,0.5
IWM,2026-03-23 17:43:36.716950+00:00,PUT,200.0,2026-06-18,251920,1072,17709,44859,248.82,REPEATEDHITS,False,False,0,251920,87,BID,LONG,0.5
IWM,2026-03-23 17:43:26.507616+00:00,PUT,220.0,2026-05-15,153683,491,9958,23206,248.8,REPEATEDHITS,False,False,0,153683,53,BID,LONG,0.5
WEN,2026-03-23 14:19:13.065006+00:00,PUT,6.0,2026-05-15,937500,75000,75000,745,7.175,LOWHISTORICVOLUMEFLOOR,False,True,0,937500,53,BID,LONG,0.5
LYB,2026-03-23 15:22:04.038943+00:00,PUT,70.0,2026-04-17,2497500,7500,7563,13509,71.33,FLOORTRADELARGECAP,False,True,0,2497500,25,BID,LONG,0.5
LYB,2026-03-23 15:05:34.127094+00:00,PUT,67.5,2026-04-17,21996,100,182,497,72.075,REPEATEDHITSDESCENDINGFILL,False,False,21996,0,25,ASK,SHORT,1.0
LYB,2026-03-20 19:51:31.329242+00:00,CALL,75.0,2026-06-18,14490,21,43,1352,73.19,REPEATEDHITS,False,False,5520,0,90,ASK,LONG,1.0
LYB,2026-03-20 14:28:52.988252+00:00,CALL,62.5,2026-03-20,173310,159,159,1256,73.36,REPEATEDHITS,False,False,0,173310,0,BID,SHORT,0.5
LYB,2026-03-19 19:11:39.722644+00:00,CALL,65.0,2026-03-20,1016674,1105,1131,1842,74.54,REPEATEDHITSASCENDINGFILL,False,False,0,1016674,1,BID,SHORT,0.5
LYB,2026-03-19 19:00:49.293870+00:00,CALL,95.0,2026-12-18,13242,20,45,49,75.085,REPEATEDHITSASCENDINGFILL,False,False,11292,1950,274,ASK,LONG,1.0
LYB,2026-03-19 17:13:23.261495+00:00,CALL,80.0,2026-04-17,17600,70,627,2827,74.76,REPEATEDHITSDESCENDINGFILL,False,False,250,7700,29,BID,SHORT,0.5
LYB,2026-03-19 17:13:22.256772+00:00,CALL,80.0,2026-04-17,19615,80,557,2827,74.76,REPEATEDHITSDESCENDINGFILL,False,False,250,12120,29,BID,SHORT,0.5
LYB,2026-03-19 15:54:01.829955+00:00,PUT,70.0,2026-04-17,14756,59,114,13483,74.3,REPEATEDHITS,False,False,0,14756,29,BID,LONG,0.5
LYB,2026-03-19 14:57:37.024519+00:00,CALL,70.0,2026-09-18,48219,38,47,1718,74.4201,REPEATEDHITSDESCENDINGFILL,False,False,0,48219,183,BID,SHORT,0.5
LYB,2026-03-19 14:52:07.170173+00:00,PUT,65.0,2026-04-17,345000,2500,2513,5326,74.855,FLOORTRADELARGECAP,False,True,345000,0,29,ASK,SHORT,1.0
LYB,2026-03-19 14:14:26.196994+00:00,CALL,75.0,2026-03-20,17050,73,541,3040,76.045,REPEATEDHITSDESCENDINGFILL,False,False,0,700,1,BID,SHORT,0.5
LYB,2026-03-19 14:14:16.587094+00:00,CALL,75.0,2026-03-20,14965,73,367,3040,75.995,REPEATEDHITS,False,False,0,820,1,BID,SHORT,0.5
LYB,2026-03-19 14:14:13.380129+00:00,CALL,75.0,2026-03-20,17600,88,294,3040,75.995,REPEATEDHITS,False,False,0,14600,1,BID,SHORT,0.5
LYB,2026-03-19 14:14:08.974546+00:00,CALL,75.0,2026-03-20,35010,169,183,3040,75.99,REPEATEDHITSDESCENDINGFILL,False,False,0,1865,1,BID,SHORT,0.5
LYB,2026-03-19 14:14:00.949783+00:00,CALL,70.0,2026-03-20,32130,53,415,2180,76.04,REPEATEDHITSASCENDINGFILL,False,False,1830,3000,1,BID,SHORT,0.5
LYB,2026-03-19 14:13:58.744914+00:00,CALL,70.0,2026-03-20,210530,360,362,2180,76.0,REPEATEDHITSASCENDINGFILL,True,False,55970,41210,1,ASK,LONG,1.0
LYB,2026-03-18 19:20:33.215446+00:00,CALL,80.0,2026-06-18,461553,745,904,1364,75.94,REPEATEDHITSASCENDINGFILL,False,False,461553,0,92,ASK,LONG,1.0
LYB,2026-03-18 19:06:05.683159+00:00,CALL,80.0,2026-04-17,11200,40,438,1875,75.645,REPEATEDHITS,True,False,11200,0,30,ASK,LONG,1.0
LYB,2026-03-18 18:30:35.847222+00:00,CALL,72.5,2026-03-20,16100,46,73,432,75.4292,REPEATEDHITS,False,False,14000,2100,2,ASK,LONG,1.0
LYB,2026-03-18 17:37:38.623770+00:00,CALL,90.0,2026-05-15,107310,511,1511,1883,75.115,REPEATEDHITS,False,False,107310,0,58,ASK,LONG,1.0
LYB,2026-03-18 17:36:34.948690+00:00,CALL,90.0,2026-05-15,73710,378,942,1883,74.835,REPEATEDHITS,False,False,73710,0,58,ASK,LONG,1.0
LYB,2026-03-18 17:36:34.545779+00:00,CALL,90.0,2026-05-15,59280,304,564,1883,74.84,REPEATEDHITS,False,False,59280,0,58,ASK,LONG,1.0
LYB,2026-03-18 17:36:31.142235+00:00,CALL,90.0,2026-05-15,19240,104,114,1883,74.815,REPEATEDHITS,True,False,0,19055,58,BID,SHORT,0.5
LYB,2026-03-18 16:11:36.358485+00:00,CALL,80.0,2028-01-21,30870,21,23,267,74.14,REPEATEDHITS,False,False,7350,23520,674,BID,SHORT,0.5
LYB,2026-03-18 14:42:11.444597+00:00,CALL,80.0,2026-05-15,22320,62,67,692,73.52,REPEATEDHITS,False,False,360,16920,58,BID,SHORT,0.5
LYB,2026-03-18 14:24:12.902004+00:00,CALL,75.0,2026-06-18,12350,19,20,1350,73.09,REPEATEDHITS,False,False,12350,0,92,ASK,LONG,1.0
LYB,2026-03-17 19:42:40.921881+00:00,CALL,70.0,2026-03-20,13720,49,194,2379,71.865,REPEATEDHITS,False,False,1680,0,3,ASK,LONG,1.0
LYB,2026-03-17 19:42:31.707886+00:00,CALL,70.0,2026-03-20,14615,52,62,2379,71.865,REPEATEDHITSASCENDINGFILL,False,False,2525,0,3,ASK,LONG,1.0
LYB,2026-03-17 19:34:17.141224+00:00,PUT,55.0,2026-05-15,13670,150,172,1,71.75,REPEATEDHITSDESCENDINGFILL,False,False,0,13670,59,BID,LONG,0.5
GXO,2026-03-17 14:16:43.355759+00:00,PUT,52.5,2026-05-15,1610000,5000,5000,8,53.5,LOWHISTORICVOLUMEFLOOR,False,True,1610000,0,59,ASK,SHORT,1.0
EXE,2026-03-23 15:57:15.241237+00:00,PUT,105.0,2026-04-17,85995,273,283,623,107.05,REPEATEDHITS,False,False,82845,0,25,ASK,SHORT,1.0
EXE,2026-03-23 15:38:41.733183+00:00,PUT,95.0,2026-04-17,235941,3999,4041,19337,107.0225,FLOORTRADELARGECAP,False,True,235941,0,25,ASK,SHORT,1.0
EXE,2026-03-23 14:36:15.564067+00:00,PUT,100.0,2026-04-17,56467,412,1166,1343,107.64,REPEATEDHITS,False,False,37698,18221,25,ASK,SHORT,1.0
EXE,2026-03-23 14:26:25.785403+00:00,CALL,115.0,2026-05-15,11330,33,45,3565,106.945,REPEATEDHITSDESCENDINGFILL,False,False,3500,7830,53,BID,SHORT,0.5
EXE,2026-03-20 18:43:43.748358+00:00,PUT,90.0,2026-05-15,280886,2169,2169,0,107.91,REPEATEDHITSDESCENDINGFILL,False,False,0,0,56,MIXED,,0.0
EXE,2026-03-19 17:56:16.193395+00:00,PUT,100.0,2026-04-17,12957,79,329,1533,109.38,REPEATEDHITS,False,False,10169,0,29,ASK,SHORT,1.0
EXE,2026-03-19 15:19:57.955845+00:00,CALL,115.0,2026-09-18,108000,100,229,224,111.385,REPEATEDHITS,False,False,108000,0,183,ASK,LONG,1.0
EXE,2026-03-19 15:02:40.615589+00:00,CALL,115.0,2026-04-17,127593,353,492,3739,111.08,REPEATEDHITSASCENDINGFILL,False,False,126518,1075,29,ASK,LONG,1.0
EXE,2026-03-19 15:02:27.800536+00:00,CALL,115.0,2026-04-17,17595,51,139,3739,111.09,REPEATEDHITS,False,False,0,15870,29,BID,SHORT,0.5
EXE,2026-03-19 14:38:03.349128+00:00,PUT,110.0,2028-01-21,19415,10,10,12,111.39,REPEATEDHITSASCENDINGFILL,False,False,19415,0,673,ASK,SHORT,1.0
EXE,2026-03-19 14:32:52.283130+00:00,PUT,110.0,2026-04-17,69600,160,201,1498,111.035,REPEATEDHITS,False,False,69600,0,29,ASK,SHORT,1.0
EXE,2026-03-19 14:25:41.832304+00:00,CALL,110.0,2026-09-18,13915,11,11,55,110.775,REPEATEDHITS,False,False,0,13915,183,BID,SHORT,0.5
EXE,2026-03-19 14:18:02.986469+00:00,CALL,125.0,2028-01-21,15075,9,19,46,110.54,REPEATEDHITS,False,False,15075,0,673,ASK,LONG,1.0
EXE,2026-03-19 13:36:03.022877+00:00,PUT,95.0,2026-04-17,732270,9510,9510,2252,107.375,LOWHISTORICVOLUMEFLOOR,False,True,0,732270,29,BID,LONG,0.5
EXE,2026-03-18 14:10:27.523983+00:00,PUT,90.0,2026-04-17,448250,8965,8965,16028,104.15,LOWHISTORICVOLUMEFLOOR,False,True,0,448250,30,BID,LONG,0.5
MDLN,2026-03-23 17:36:59.868101+00:00,CALL,45.0,2026-04-17,17160,143,553,487,42.44,REPEATEDHITS,True,False,0,17160,25,BID,SHORT,0.5
MDLN,2026-03-23 13:39:05.751414+00:00,CALL,50.0,2026-04-17,49803,1240,1243,1651,42.52,REPEATEDHITSDESCENDINGFILL,False,False,17280,32523,25,BID,SHORT,0.5
IDYA,2026-03-19 19:50:42.868742+00:00,CALL,35.0,2026-04-17,240000,400,498,5192,32.51,LOWHISTORICVOLUMEFLOOR,False,True,240000,0,29,ASK,LONG,1.0
IDYA,2026-03-17 17:19:39.110783+00:00,CALL,35.0,2026-04-17,40600,58,58,5208,34.9,REPEATEDHITS,False,False,14700,25900,31,BID,SHORT,0.5
IDYA,2026-03-17 16:30:02.299127+00:00,PUT,40.0,2026-04-17,78400,80,806,334,34.975,REPEATEDHITS,False,False,0,73500,31,BID,LONG,0.5
IDYA,2026-03-17 14:42:54.824461+00:00,PUT,40.0,2026-04-17,73500,75,437,334,34.94,REPEATEDHITS,False,False,0,73500,31,BID,LONG,0.5
IDYA,2026-03-17 13:33:43.392889+00:00,PUT,40.0,2026-04-17,130150,137,137,334,34.81,REPEATEDHITS,False,False,0,130150,31,BID,LONG,0.5
WVE,2026-03-23 17:10:22.568177+00:00,PUT,12.5,2026-04-17,37500,150,3223,2816,11.475,REPEATEDHITS,False,False,13250,16250,25,BID,LONG,0.5
WVE,2026-03-23 14:13:17.731404+00:00,PUT,12.5,2026-04-17,14000,56,1855,2816,11.6946,REPEATEDHITS,False,False,0,14000,25,BID,LONG,0.5
WVE,2026-03-23 14:13:06.711653+00:00,PUT,12.5,2026-04-17,43000,172,1782,2816,11.68,REPEATEDHITS,False,False,0,43000,25,BID,LONG,0.5
WVE,2026-03-23 14:10:24.264838+00:00,PUT,12.5,2026-04-17,145521,560,1610,2816,11.705,REPEATEDHITSDESCENDINGFILL,False,False,145521,0,25,ASK,SHORT,1.0
WVE,2026-03-23 14:06:38.835377+00:00,PUT,12.5,2026-04-17,16830,66,1034,2816,11.72,REPEATEDHITS,False,False,0,15045,25,BID,LONG,0.5
WVE,2026-03-23 14:05:58.575215+00:00,PUT,12.5,2026-04-17,43750,175,783,2816,11.8,REPEATEDHITS,False,False,0,19250,25,BID,LONG,0.5
WVE,2026-03-23 14:05:58.575215+00:00,PUT,12.5,2026-04-17,40500,162,968,2816,11.8,REPEATEDHITS,False,False,5250,35250,25,BID,LONG,0.5
WVE,2026-03-23 13:49:24.768605+00:00,PUT,12.5,2026-04-17,25235,103,547,2816,11.8,REPEATEDHITS,False,False,22295,2940,25,ASK,SHORT,1.0
WVE,2026-03-23 13:48:39.867916+00:00,PUT,12.5,2026-04-17,38400,160,272,2816,11.82,REPEATEDHITS,False,False,0,38400,25,BID,LONG,0.5
WVE,2026-03-19 13:51:07.424221+00:00,CALL,13.0,2026-03-20,10000,400,756,1075,11.9,REPEATEDHITS,False,False,0,10000,1,BID,SHORT,0.5
WVE,2026-03-18 15:50:57.243559+00:00,CALL,15.0,2026-04-17,10000,100,1053,3779,11.825,REPEATEDHITS,False,False,0,10000,30,BID,SHORT,0.5
WVE,2026-03-17 16:48:01.702691+00:00,PUT,13.0,2026-03-20,50000,500,892,2169,12.46,REPEATEDHITS,False,False,0,50000,3,BID,LONG,0.5
WVE,2026-03-16 18:54:43.236181+00:00,CALL,13.0,2026-03-20,10800,90,365,821,12.77,REPEATEDHITS,True,False,10800,0,4,ASK,LONG,1.0
WVE,2026-03-16 18:54:43.236181+00:00,CALL,15.0,2026-03-20,42305,651,942,5196,12.77,REPEATEDHITSDESCENDINGFILL,False,False,40030,2275,4,ASK,LONG,1.0
CRK,2026-03-23 15:16:53.721919+00:00,CALL,24.0,2026-04-17,11370,200,645,189,21.14,REPEATEDHITSASCENDINGFILL,False,False,11370,0,25,ASK,LONG,1.0
CRK,2026-03-20 18:18:18.657040+00:00,CALL,29.0,2026-05-15,34400,688,688,0,21.78,REPEATEDHITS,False,False,0,34400,56,BID,SHORT,0.5
CRK,2026-03-20 15:05:10.004658+00:00,CALL,27.0,2026-05-15,22517,250,250,1072,22.15,REPEATEDHITS,False,False,0,22517,56,BID,SHORT,0.5
CRK,2026-03-20 14:05:16.095673+00:00,CALL,25.0,2026-04-17,17672,250,250,1971,21.9,REPEATEDHITSASCENDINGFILL,False,False,17672,0,28,ASK,LONG,1.0
CRK,2026-03-19 17:30:03.815622+00:00,CALL,22.0,2026-04-17,45622,350,752,349,21.47,REPEATEDHITSDESCENDINGFILL,False,False,0,45622,29,BID,SHORT,0.5
CRK,2026-03-19 17:28:47.746128+00:00,CALL,23.0,2026-04-17,37219,400,812,125,21.48,REPEATEDHITSDESCENDINGFILL,False,False,0,37219,29,BID,SHORT,0.5
CRK,2026-03-19 15:17:28.938031+00:00,CALL,22.0,2026-05-15,57500,250,287,1504,21.97,REPEATEDHITS,False,False,230,41630,57,BID,SHORT,0.5
CRK,2026-03-18 15:23:46.390031+00:00,CALL,20.0,2026-05-15,57500,250,255,502,20.21,REPEATEDHITS,False,False,57500,0,58,ASK,LONG,1.0
BAM,2026-03-23 13:34:35.824977+00:00,PUT,40.0,2026-04-17,51370,934,987,8481,43.53,REPEATEDHITS,False,False,55,51315,25,BID,LONG,0.5
TWO,2026-03-18 19:17:00.351856+00:00,CALL,10.0,2026-04-17,11250,250,5024,84,9.52,REPEATEDHITS,False,False,11250,0,30,ASK,LONG,1.0
DB,2026-03-18 19:43:21.279911+00:00,PUT,28.0,2026-07-17,448500,1725,1725,88,29.245,REPEATEDHITS,False,False,347360,101140,121,ASK,SHORT,1.0
DB,2026-03-17 14:08:30.556984+00:00,PUT,25.0,2026-09-18,73494,450,450,667,30.03,REPEATEDHITS,False,False,990,72504,185,BID,LONG,0.5
FND,2026-03-19 15:00:17.020869+00:00,PUT,45.0,2026-07-17,70400,220,229,0,51.89,REPEATEDHITS,False,False,70400,0,120,ASK,SHORT,1.0
FND,2026-03-19 14:58:15.667108+00:00,PUT,50.0,2026-04-17,11135,50,153,171,51.95,REPEATEDHITSDESCENDINGFILL,False,False,225,1330,29,BID,LONG,0.5
FND,2026-03-19 14:58:00.855363+00:00,PUT,55.0,2026-03-20,14050,46,115,259,51.945,REPEATEDHITSASCENDINGFILL,False,False,620,6610,1,BID,LONG,0.5
FND,2026-03-19 14:57:49.240641+00:00,PUT,55.0,2026-03-20,13730,44,46,259,51.91,REPEATEDHITSASCENDINGFILL,False,False,4740,620,1,ASK,SHORT,1.0
FND,2026-03-18 19:52:04.910322+00:00,CALL,65.0,2026-09-18,54600,130,134,1,54.49,LOWHISTORICVOLUMEFLOOR,False,True,0,54600,184,BID,SHORT,0.5
PPL,2026-03-23 17:12:04.879735+00:00,CALL,38.0,2026-04-17,35101,1001,5885,3930,36.895,REPEATEDHITSDESCENDINGFILL,False,False,0,35101,25,BID,SHORT,0.5
PPL,2026-03-23 17:10:01.946856+00:00,CALL,40.0,2026-06-18,21125,528,541,368,36.895,REPEATEDHITSASCENDINGFILL,False,False,0,19845,87,BID,SHORT,0.5
PPL,2026-03-23 17:09:24.293805+00:00,CALL,38.0,2026-04-17,73885,2111,4783,3930,36.925,REPEATEDHITS,False,False,0,73885,25,BID,SHORT,0.5
PPL,2026-03-23 16:54:26.053394+00:00,CALL,38.0,2026-04-17,31955,913,1144,3930,36.945,REPEATEDHITS,False,False,0,31955,25,BID,SHORT,0.5
PPL,2026-03-17 19:25:45.175854+00:00,CALL,38.0,2026-06-18,606000,3000,3000,0,38.605,LOWHISTORICVOLUMEFLOOR,False,True,0,606000,93,BID,SHORT,0.5
PPL,2026-03-17 14:43:42.673925+00:00,CALL,38.0,2026-03-20,130000,1300,1500,2673,38.79,FLOORTRADELARGECAP,False,True,130000,0,3,ASK,LONG,1.0
PPL,2026-03-17 13:57:38.669971+00:00,CALL,40.0,2026-10-16,12280,63,104,29,38.685,REPEATEDHITSASCENDINGFILL,False,False,11115,190,213,ASK,LONG,1.0
PPL,2026-03-17 13:57:38.669971+00:00,CALL,40.0,2026-10-16,27080,142,380,29,38.68,REPEATEDHITS,True,False,3900,23180,213,BID,SHORT,0.5
NE,2026-03-23 15:10:17.876346+00:00,PUT,20.0,2027-01-15,55924,1000,3000,3066,47.28,REPEATEDHITSDESCENDINGFILL,False,False,55924,0,298,ASK,SHORT,1.0
NE,2026-03-20 18:25:22.468648+00:00,CALL,45.0,2026-06-18,51001,100,100,1254,46.33,REPEATEDHITS,False,False,0,51001,90,BID,SHORT,0.5
NE,2026-03-20 16:43:32.707133+00:00,CALL,40.0,2028-01-21,14620,10,22,115,46.65,REPEATEDHITS,False,False,14620,0,672,ASK,LONG,1.0
NE,2026-03-17 13:47:14.057667+00:00,CALL,40.0,2027-01-15,11000,10,20,2351,46.66,REPEATEDHITS,False,False,1100,1100,304,MIXED,,0.0
NDAQ,2026-03-23 14:55:51.700376+00:00,PUT,87.5,2026-06-18,23276,50,50,252,87.07,REPEATEDHITSASCENDINGFILL,False,False,0,23276,87,BID,LONG,0.5
NDAQ,2026-03-18 14:42:35.068607+00:00,PUT,87.5,2026-06-18,11000,20,20,223,85.475,REPEATEDHITS,False,False,6050,4950,92,ASK,SHORT,1.0
NDAQ,2026-03-17 18:08:10.507586+00:00,CALL,95.0,2026-06-18,14350,82,90,993,86.685,REPEATEDHITS,False,False,14350,0,93,ASK,LONG,1.0
NDAQ,2026-03-17 16:39:00.216408+00:00,PUT,87.5,2026-09-18,38760,57,57,117,86.565,REPEATEDHITS,False,False,3400,35360,185,BID,LONG,0.5
NDAQ,2026-03-16 18:05:11.811140+00:00,PUT,90.0,2026-06-18,13600,20,151,235,85.77,REPEATEDHITS,False,False,5440,0,94,ASK,SHORT,1.0
MTN,2026-03-23 17:40:54.749787+00:00,CALL,145.0,2026-04-17,10080,56,3554,223,133.3,REPEATEDHITS,False,False,0,10080,25,BID,SHORT,0.5
MTN,2026-03-23 17:40:43.133676+00:00,CALL,145.0,2026-04-17,12600,70,3415,223,133.3,REPEATEDHITS,False,False,0,12600,25,BID,SHORT,0.5
MTN,2026-03-23 17:39:17.838566+00:00,CALL,145.0,2026-04-17,11700,65,3338,223,133.06,REPEATEDHITS,False,False,0,11700,25,BID,SHORT,0.5
MTN,2026-03-23 17:26:27.221092+00:00,CALL,145.0,2026-04-17,50220,279,3269,223,132.0901,REPEATEDHITS,False,False,0,50220,25,BID,SHORT,0.5
MTN,2026-03-23 17:24:36.479836+00:00,CALL,145.0,2026-04-17,11700,65,2819,223,132.21,REPEATEDHITS,False,False,0,11700,25,BID,SHORT,0.5
MTN,2026-03-23 16:57:46.462533+00:00,CALL,145.0,2026-04-17,11700,65,2555,223,132.42,REPEATEDHITS,False,False,0,11700,25,BID,SHORT,0.5
