ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
TWLO,2026-04-14 14:24:40.677779+00:00,CALL,125.0,2026-04-17,11219,34,61,369,125.55,REPEATEDHITS,True,False,11219,0,18824099236.0,3,ASK,LONG,1.0
TWLO,2026-04-14 14:24:40.677779+00:00,CALL,127.0,2026-04-17,13015,58,62,28,125.55,REPEATEDHITSASCENDINGFILL,False,False,13015,0,18824099236.0,3,ASK,LONG,1.0
APLD,2026-04-14 14:24:40.677779+00:00,CALL,31.0,2026-04-17,15200,100,2265,5609,31.1472,REPEATEDHITS,False,False,0,15200,7887239276.0,3,BID,SHORT,0.5
PLTR,2026-04-14 14:24:40.677779+00:00,PUT,110.0,2026-05-15,54910,323,649,11936,137.48,REPEATEDHITS,False,False,19210,35700,303321983310.0,31,BID,LONG,0.5
SMH,2026-04-14 14:24:37.272604+00:00,PUT,440.0,2026-04-24,182115,213,551,188,446.66,REPEATEDHITS,False,False,182115,0,50647992419.0,10,ASK,SHORT,1.0
ORCL,2026-04-14 14:24:37.272604+00:00,PUT,100.0,2027-01-15,81780,141,179,7121,164.38,REPEATEDHITS,False,False,0,81780,447570278520.0,276,BID,LONG,0.5
MSTR,2026-04-14 14:24:37.272604+00:00,PUT,133.0,2026-04-17,12865,155,454,155,142.735,REPEATEDHITS,False,False,0,12865,41575924941.0,3,BID,LONG,0.5
QUBT,2026-04-14 14:24:34.867028+00:00,CALL,8.0,2026-04-17,34194,834,5484,5852,8.09,REPEATEDHITS,False,False,0,33374,1632393107.0,3,BID,SHORT,0.5
COIN,2026-04-14 14:24:34.867028+00:00,CALL,200.0,2026-04-17,10817,70,4540,7357,185.77,REPEATEDHITSDESCENDINGFILL,False,False,10817,0,38927394249.0,3,ASK,LONG,1.0
CZR,2026-04-14 14:24:34.867028+00:00,PUT,26.5,2026-05-01,39102,266,636,2875,26.7,REPEATEDHITS,False,False,39102,0,5444187312.0,17,ASK,SHORT,1.0
NLY,2026-04-14 14:24:34.867028+00:00,PUT,21.0,2026-07-17,120170,1970,1991,1575,22.35,REPEATEDHITS,False,False,0,120170,15962558607.0,94,BID,LONG,0.5
TQQQ,2026-04-14 14:24:32.861516+00:00,CALL,51.5,2026-04-17,14603,100,2068,1106,52.17,REPEATEDHITS,False,False,5113,9490,50.7261,3,BID,SHORT,0.5
CZR,2026-04-14 14:24:32.861516+00:00,PUT,25.0,2026-05-15,13589,127,137,363,26.72,REPEATEDHITS,False,False,13161,428,5444187312.0,31,ASK,SHORT,1.0
AMKR,2026-04-14 14:24:32.861516+00:00,CALL,60.0,2026-06-18,46522,50,163,2173,61.9,REPEATEDHITSDESCENDINGFILL,False,False,46522,0,14947359768.0,65,ASK,LONG,1.0
IWM,2026-04-14 14:24:31.057172+00:00,CALL,274.0,2026-04-24,157035,1083,1163,819,267.84,REPEATEDHITS,False,False,157035,0,74357502159.0,10,ASK,LONG,1.0
NEM,2026-04-14 14:24:31.057172+00:00,PUT,123.0,2026-04-24,168585,238,238,3,119.56,REPEATEDHITSDESCENDINGFILL,False,False,112890,0,126737345698.0,10,ASK,SHORT,1.0
PCG,2026-04-14 14:24:28.851783+00:00,CALL,21.0,2026-09-18,22980,383,755,30745,17.775,REPEATEDHITS,True,False,0,16380,47467122791.0,157,BID,SHORT,0.5
IONQ,2026-04-14 14:24:28.851783+00:00,PUT,35.0,2026-04-17,17399,100,781,14094,34.915,REPEATEDHITS,False,False,0,17399,10911228899.0,3,BID,LONG,0.5
RGTI,2026-04-14 14:24:28.851783+00:00,CALL,16.5,2026-04-17,62127,531,3204,2812,17.155,REPEATEDHITS,False,False,0,62127,5025437927.0,3,BID,SHORT,0.5
SOXS,2026-04-14 14:24:25.043754+00:00,PUT,14.0,2028-01-21,84790,117,117,103,22.0,REPEATEDHITSDESCENDINGFILL,False,False,39420,45370,1574910836.0,647,BID,LONG,0.5
CAR,2026-04-14 14:24:25.043754+00:00,PUT,340.0,2026-06-18,95370,11,29,10,340.75,REPEATEDHITS,True,False,0,95370,13081312479.0,65,BID,LONG,0.5
TWST,2026-04-14 14:24:25.043754+00:00,CALL,70.0,2026-05-15,10530,117,736,0,53.7,REPEATEDHITS,True,False,5670,1260,3088883648.0,31,ASK,LONG,1.0
SNDK,2026-04-14 14:24:25.043754+00:00,CALL,920.0,2026-04-17,153200,40,1138,1229,922.49,REPEATEDHITS,False,False,0,153200,140557804673.0,3,BID,SHORT,0.5
ALK,2026-04-14 14:24:25.043754+00:00,CALL,45.0,2026-04-17,22109,499,3341,1403,43.045,REPEATEDHITSDESCENDINGFILL,False,False,22109,0,4582218757.0,3,ASK,LONG,1.0
BMNR,2026-04-14 14:24:18.835170+00:00,CALL,22.0,2026-04-17,26595,197,2118,21654,22.895,REPEATEDHITS,True,False,26595,0,9784091321.0,3,ASK,LONG,1.0
MU,2026-04-14 14:24:18.835170+00:00,CALL,445.0,2026-04-17,86500,80,5439,2921,440.32,REPEATEDHITSDESCENDINGFILL,False,False,0,86500,481046236795.0,3,BID,SHORT,0.5
SMCI,2026-04-14 14:24:18.835170+00:00,CALL,31.0,2026-05-15,134390,890,1526,1156,27.68,REPEATEDHITS,True,False,134390,0,15555755445.0,31,ASK,LONG,1.0
TSLA,2026-04-14 14:24:18.835170+00:00,CALL,385.0,2026-05-15,103400,94,338,2391,362.38,REPEATEDHITS,False,False,103400,0,1322432079801.0,31,ASK,LONG,1.0
QQQ,2026-04-14 14:24:18.835170+00:00,PUT,660.0,2026-05-01,121110,33,151,0,623.41,REPEATEDHITS,False,False,11010,110100,400164020159.0,17,BID,LONG,0.5
MRVL,2026-04-14 14:24:18.835170+00:00,CALL,150.0,2026-06-18,53625,65,1251,11449,131.181,REPEATEDHITS,False,False,13200,40425,114795590000.0,65,BID,SHORT,0.5
GOOG,2026-04-14 14:24:15.430413+00:00,PUT,322.5,2026-04-17,324624,1325,1563,200,325.08,REPEATEDHITS,False,False,324624,0,1879382770000.0,3,ASK,SHORT,1.0
FLEX,2026-04-14 14:24:13.426513+00:00,CALL,90.0,2026-08-21,595000,1000,1000,103,79.15,FLOORTRADELARGECAP,False,True,0,595000,28792544988.0,129,BID,SHORT,0.5
AAOI,2026-04-14 14:24:11.622840+00:00,CALL,155.0,2026-04-17,112000,200,792,1377,147.555,FLOORTRADELARGECAP,False,True,0,0,11519706776.0,3,MIXED,,0.0
SLV,2026-04-14 14:24:11.622840+00:00,CALL,65.0,2026-04-17,129000,200,1009,24826,71.395,REPEATEDHITS,False,False,0,129000,36506144016.0,3,BID,SHORT,0.5
AMZN,2026-04-14 14:24:09.616935+00:00,PUT,220.0,2026-10-16,108471,90,102,341,245.65,REPEATEDHITSASCENDINGFILL,False,False,0,108471,2575200167504.0,185,BID,LONG,0.5
SLV,2026-04-14 14:24:09.616935+00:00,CALL,68.0,2026-04-15,26265,76,586,1353,71.395,REPEATEDHITS,False,False,3495,22770,36506144016.0,1,BID,SHORT,0.5
CRCL,2026-04-14 14:24:05.410524+00:00,CALL,109.0,2026-04-17,91200,190,1284,1713,109.74,REPEATEDHITS,False,False,91200,0,22509002239.0,3,ASK,LONG,1.0
XLY,2026-04-14 14:24:05.410524+00:00,CALL,117.5,2026-05-15,37113,165,170,633,115.81,REPEATEDHITSDESCENDINGFILL,False,False,37113,0,113.931602,31,ASK,LONG,1.0
GLD,2026-04-14 14:24:05.410524+00:00,CALL,500.0,2026-06-18,20890,51,136,24360,440.985,REPEATEDHITSASCENDINGFILL,False,False,20890,0,433.781283,65,ASK,LONG,1.0
WFC,2026-04-14 14:24:01.003065+00:00,CALL,77.5,2026-06-18,172575,295,11340,16117,80.62,REPEATEDHITS,False,False,0,172575,267339471936.0,65,BID,SHORT,0.5
CHTR,2026-04-14 14:24:01.003065+00:00,CALL,207.5,2026-04-24,148410,70,70,0,222.28,REPEATEDHITS,False,False,4240,144170,28656719539.0,10,BID,SHORT,0.5
CIFR,2026-04-14 14:24:01.003065+00:00,CALL,17.0,2026-05-08,14850,45,538,364,19.03,REPEATEDHITS,False,False,14850,0,7194920668.0,24,ASK,LONG,1.0
CRWV,2026-04-14 14:23:57.397727+00:00,PUT,105.0,2026-04-17,28512,297,1728,2903,117.0,REPEATEDHITS,False,False,0,28512,46206226492.0,3,BID,LONG,0.5
TSLA,2026-04-14 14:23:57.397727+00:00,CALL,370.0,2026-04-17,145953,500,12979,16769,362.065,REPEATEDHITSASCENDINGFILL,True,False,145953,0,1322432079801.0,3,ASK,LONG,1.0
ASTS,2026-04-14 14:23:57.397727+00:00,CALL,120.0,2026-06-18,20130,26,128,2774,91.315,REPEATEDHITSDESCENDINGFILL,False,False,8510,11620,28962287750.0,65,BID,SHORT,0.5
FIG,2026-04-14 14:23:52.989342+00:00,CALL,19.5,2026-04-17,11390,170,439,1113,19.42,REPEATEDHITS,False,False,11189,201,8460783868.0,3,ASK,LONG,1.0
CRWV,2026-04-14 14:23:52.989342+00:00,CALL,120.0,2026-04-17,33500,100,8681,8450,116.95,REPEATEDHITS,False,False,33500,0,46206226492.0,3,ASK,LONG,1.0
IONQ,2026-04-14 14:23:52.989342+00:00,CALL,36.0,2026-04-17,60440,500,4181,2734,34.785,REPEATEDHITSASCENDINGFILL,False,False,56870,3570,10911228899.0,3,ASK,LONG,1.0
SPY,2026-04-14 14:23:52.989342+00:00,PUT,680.0,2026-04-16,113424,1668,8034,2208,690.78,REPEATEDHITS,False,False,113424,0,686.240785,2,ASK,SHORT,1.0
GSAT,2026-04-14 13:50:16.665335+00:00,CALL,85.0,2026-05-15,10000,100,335,1714,80.2499,REPEATEDHITS,False,False,10000,0,9370326426.0,31,ASK,LONG,1.0
GSAT,2026-04-14 13:46:12.932732+00:00,CALL,80.0,2026-04-17,14850,99,2815,3330,80.1439,REPEATEDHITS,False,False,450,13200,9370326426.0,3,BID,SHORT,0.5
