ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
ZS,2026-03-23 19:43:52.391675+00:00,PUT,145.0,2027-03-19,89006,32,32,0,153.08,REPEATEDHITSASCENDINGFILL,False,False,89006,0,361,ASK,SHORT,1.0
XLF,2026-03-23 19:43:52.391675+00:00,CALL,50.0,2026-06-18,10584,50,306,53041,49.46,REPEATEDHITSDESCENDINGFILL,False,False,7208,0,87,ASK,LONG,1.0
GLD,2026-03-23 19:43:52.391675+00:00,CALL,437.0,2026-04-17,109390,167,215,0,404.79,REPEATEDHITS,True,False,660,108730,25,BID,SHORT,0.5
GLD,2026-03-23 19:43:43.184641+00:00,CALL,436.0,2026-04-17,172740,254,276,0,404.76,REPEATEDHITSASCENDINGFILL,True,False,685,172055,25,BID,SHORT,0.5
IBIT,2026-03-23 19:43:40.778378+00:00,PUT,38.0,2026-04-17,75726,601,11404,17891,40.16,REPEATEDHITS,True,False,0,75726,25,BID,LONG,0.5
RH,2026-03-23 19:43:40.778378+00:00,PUT,115.0,2026-04-02,10240,27,51,93,131.675,REPEATEDHITSDESCENDINGFILL,False,False,10240,0,10,ASK,SHORT,1.0
ZION,2026-03-23 19:43:23.967609+00:00,CALL,52.5,2026-04-17,20909,50,150,250,55.31,REPEATEDHITSASCENDINGFILL,False,False,0,20909,25,BID,SHORT,0.5
DVN,2026-03-23 19:43:19.557228+00:00,CALL,60.0,2028-12-15,57000,75,283,648,48.37,REPEATEDHITS,False,False,760,56240,998,BID,SHORT,0.5
DOW,2026-03-23 19:43:16.150961+00:00,CALL,40.0,2026-05-15,64505,485,674,3498,36.04,REPEATEDHITS,False,False,0,64505,53,BID,SHORT,0.5
SLV,2026-03-23 19:43:16.150961+00:00,PUT,62.0,2026-03-27,15375,75,3375,2801,62.71,REPEATEDHITS,False,False,410,6150,4,BID,LONG,0.5
META,2026-03-23 19:43:08.145042+00:00,CALL,585.0,2026-09-18,162100,20,24,6,606.67,REPEATEDHITS,False,False,162100,0,179,ASK,LONG,1.0
OMC,2026-03-23 19:43:04.540137+00:00,PUT,75.0,2026-05-15,64000,200,3052,5064,76.35,REPEATEDHITS,False,False,0,64000,53,BID,LONG,0.5
AAL,2026-03-23 19:42:57.332933+00:00,CALL,12.0,2026-04-24,11400,300,666,695,10.86,REPEATEDHITS,False,False,8360,3040,32,ASK,LONG,1.0
CRCL,2026-03-23 19:42:57.332933+00:00,PUT,125.0,2026-03-27,38700,86,1716,856,126.15,REPEATEDHITS,False,False,0,900,4,BID,LONG,0.5
ENVA,2026-03-23 19:42:51.927401+00:00,CALL,155.0,2026-05-15,212500,500,500,504,137.56,LOWHISTORICVOLUMEFLOOR,False,True,0,212500,53,BID,SHORT,0.5
OMC,2026-03-23 19:42:50.122769+00:00,PUT,75.0,2026-05-15,32000,100,2852,5064,76.33,REPEATEDHITS,False,False,0,32000,53,BID,LONG,0.5
XLK,2026-03-23 19:42:45.514315+00:00,CALL,147.0,2026-05-15,21100,100,102,607,137.44,REPEATEDHITS,False,False,10128,4642,53,ASK,LONG,1.0
SPY,2026-03-23 19:42:45.514315+00:00,PUT,660.0,2026-03-23,116618,450,276486,4491,657.4503,REPEATEDHITSDESCENDINGFILL,False,False,8874,0,0,ASK,SHORT,1.0
GLD,2026-03-23 19:42:39.907424+00:00,CALL,550.0,2028-12-15,45850,10,21,73,405.02,REPEATEDHITS,False,False,0,45850,998,BID,SHORT,0.5
CRCL,2026-03-23 19:42:39.907424+00:00,CALL,135.0,2026-03-27,210966,1006,6062,5593,126.09,REPEATEDHITSDESCENDINGFILL,True,False,172808,20154,4,ASK,LONG,1.0
SPX,2026-03-23 19:42:38.699729+00:00,PUT,6075.0,2026-04-17,528000,150,2716,7228,6601.45,REPEATEDHITS,False,False,528000,0,25,ASK,SHORT,1.0
PANW,2026-03-23 19:42:38.699729+00:00,CALL,170.0,2026-04-17,55000,125,399,2357,165.07,REPEATEDHITS,False,False,0,35640,25,BID,SHORT,0.5
CPNG,2026-03-23 19:42:38.699729+00:00,PUT,17.0,2026-06-18,29670,345,656,1078,19.49,REPEATEDHITS,False,False,29670,0,87,ASK,SHORT,1.0
ONDS,2026-03-23 19:42:33.494304+00:00,PUT,11.0,2026-06-18,130036,551,564,6594,10.895,REPEATEDHITS,False,False,130036,0,87,ASK,SHORT,1.0
SPY,2026-03-23 19:42:28.489208+00:00,PUT,660.0,2026-03-30,101412,108,7530,1625,657.51,REPEATEDHITS,False,False,0,101412,7,BID,LONG,0.5
SPX,2026-03-23 19:42:19.879714+00:00,CALL,7000.0,2026-04-17,187500,250,7082,161796,6600.51,REPEATEDHITS,False,False,0,187500,25,BID,SHORT,0.5
IWM,2026-03-23 19:42:19.879714+00:00,CALL,290.0,2026-06-18,111038,941,1775,32582,248.635,REPEATEDHITS,False,False,0,111038,87,BID,SHORT,0.5
IWM,2026-03-23 19:42:19.879714+00:00,PUT,230.0,2027-06-17,592306,348,891,17133,248.635,REPEATEDHITSASCENDINGFILL,False,False,1711,590595,451,BID,LONG,0.5
NIO,2026-03-23 19:42:11.472531+00:00,CALL,15.0,2027-01-15,18000,1000,3502,92372,5.7822,REPEATEDHITS,False,False,0,18000,298,BID,SHORT,0.5
OMC,2026-03-23 19:42:11.472531+00:00,PUT,75.0,2026-05-15,32778,100,2552,5064,76.32,REPEATEDHITSDESCENDINGFILL,False,False,0,32778,53,BID,LONG,0.5
