ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction
GLD,2026-03-23 14:42:33.359495+00:00,CALL,425.0,2026-03-25,50200,200,1965,603,411.79,REPEATEDHITS,False,False,50200,0,2,ASK,LONG
BABA,2026-03-23 14:42:33.359495+00:00,PUT,130.0,2026-04-17,75710,113,383,15970,126.53,REPEATEDHITS,False,False,0,67670,25,BID,
QQQ,2026-03-23 14:42:33.359495+00:00,PUT,590.0,2026-05-15,463680,252,1050,6294,593.35,REPEATEDHITS,False,False,93840,277840,53,BID,
MSFT,2026-03-23 14:42:30.954817+00:00,CALL,390.0,2026-04-02,168960,352,3757,2040,385.57,REPEATEDHITS,False,False,168960,0,10,ASK,LONG
MU,2026-03-23 14:42:28.749662+00:00,CALL,600.0,2026-06-18,81400,74,187,3087,421.92,REPEATEDHITS,True,False,0,81400,87,BID,
SMCI,2026-03-23 14:42:28.749662+00:00,PUT,20.0,2026-03-27,21840,420,12473,25764,21.1501,REPEATEDHITS,False,False,0,21840,4,BID,
COIN,2026-03-23 14:42:24.741128+00:00,CALL,300.0,2026-06-18,45000,100,171,4791,202.08,REPEATEDHITS,False,False,0,45000,87,BID,
QQQ,2026-03-23 14:42:24.741128+00:00,CALL,597.0,2026-03-23,212040,5890,67415,4920,593.16,REPEATEDHITS,False,False,212040,0,0,ASK,LONG
HPE,2026-03-23 14:42:24.741128+00:00,CALL,24.0,2026-06-18,12000,100,141,4685,22.355,REPEATEDHITS,False,False,2160,0,87,ASK,LONG
NVDA,2026-03-23 14:42:24.741128+00:00,PUT,177.5,2026-03-25,106000,500,5582,2660,177.56,REPEATEDHITS,False,False,0,106000,2,BID,
CVX,2026-03-23 14:42:21.131519+00:00,PUT,210.0,2026-04-02,54750,73,75,16,204.415,REPEATEDHITS,False,False,53250,1500,10,ASK,SHORT
SCO,2026-03-23 14:42:21.131519+00:00,CALL,10.0,2026-07-17,31000,200,437,5293,8.715,REPEATEDHITS,False,False,31000,0,116,ASK,LONG
IREN,2026-03-23 14:42:19.925996+00:00,CALL,44.0,2026-04-17,31875,75,278,960,43.56,REPEATEDHITS,False,False,31875,0,25,ASK,LONG
SPX,2026-03-23 14:42:16.519344+00:00,CALL,6690.0,2026-06-18,5123250,207,575,782,6629.32,REPEATEDHITS,False,False,0,0,87,MIXED,
SPX,2026-03-23 14:42:16.519344+00:00,CALL,6900.0,2026-04-17,3162500,1150,3134,18589,6629.32,REPEATEDHITS,False,False,0,0,25,MIXED,
IWM,2026-03-23 14:42:16.519344+00:00,CALL,253.0,2026-03-31,112530,363,716,193,249.27,REPEATEDHITS,False,False,112530,0,8,ASK,LONG
SPX,2026-03-23 14:42:16.519344+00:00,PUT,6690.0,2026-06-18,5164650,207,575,1578,6629.32,REPEATEDHITS,False,False,0,0,87,MIXED,
AMD,2026-03-23 14:42:09.912478+00:00,PUT,200.0,2026-03-27,84053,306,4258,7017,205.96,REPEATEDHITSDESCENDINGFILL,False,False,4395,78288,4,BID,
MP,2026-03-23 14:42:09.912478+00:00,CALL,65.0,2026-06-18,20100,60,136,1627,53.21,REPEATEDHITS,False,False,0,4020,87,BID,
SLV,2026-03-23 14:42:05.895984+00:00,CALL,65.0,2026-04-17,19500,50,1012,26752,63.28,REPEATEDHITS,False,False,4290,0,25,ASK,LONG
SOXL,2026-03-23 14:42:01.489166+00:00,CALL,56.0,2026-04-10,88020,163,205,102,55.9,REPEATEDHITS,True,False,1620,86400,18,BID,
LAD,2026-03-23 14:42:01.489166+00:00,CALL,240.0,2026-11-20,215000,50,54,0,251.05,LOWHISTORICVOLUMEFLOOR,False,True,215000,0,242,ASK,LONG
MSFT,2026-03-23 14:41:53.679487+00:00,CALL,390.0,2026-04-02,301625,635,3398,2040,385.4,REPEATEDHITS,False,False,126350,0,10,ASK,LONG
CELH,2026-03-23 14:41:53.679487+00:00,PUT,42.5,2026-06-18,14580,27,41,1062,41.1,REPEATEDHITS,False,False,14580,0,87,ASK,SHORT
MSTR,2026-03-23 14:41:53.679487+00:00,CALL,200.0,2026-05-15,17800,100,183,8182,138.3078,REPEATEDHITS,False,False,0,17800,53,BID,
IWM,2026-03-23 14:41:48.672775+00:00,PUT,246.0,2026-03-30,119822,362,805,61,248.96,REPEATEDHITS,True,False,119822,0,7,ASK,SHORT
UUUU,2026-03-23 14:41:48.672775+00:00,CALL,37.0,2026-11-20,15675,95,154,294,17.4375,REPEATEDHITS,False,False,5775,9900,242,BID,
KWEB,2026-03-23 14:41:45.868485+00:00,CALL,33.0,2026-06-18,12255,215,2626,71383,28.6601,REPEATEDHITS,False,False,12255,0,87,ASK,LONG
SPY,2026-03-23 14:41:41.658590+00:00,CALL,675.0,2026-03-26,154050,2370,3017,1885,660.39,REPEATEDHITS,False,False,0,154050,3,BID,
SLV,2026-03-23 14:41:41.658590+00:00,CALL,62.0,2026-03-25,45900,180,901,1207,63.255,REPEATEDHITS,False,False,0,45900,2,BID,
CRCL,2026-03-23 14:41:41.658590+00:00,CALL,140.0,2026-04-17,733863,1299,1426,1658,126.46,REPEATEDHITSASCENDINGFILL,False,False,733313,0,25,ASK,LONG
KO,2026-03-23 14:41:33.649135+00:00,CALL,80.0,2026-06-18,78038,702,1711,14428,74.725,REPEATEDHITS,False,False,12992,65046,87,BID,
RKT,2026-03-23 14:41:33.649135+00:00,CALL,18.0,2026-05-15,10668,254,499,8457,14.335,REPEATEDHITS,False,False,0,10668,53,BID,
TGT,2026-03-23 14:41:33.649135+00:00,CALL,115.0,2027-01-15,79610,52,52,1178,115.54,REPEATEDHITSDESCENDINGFILL,False,False,79610,0,298,ASK,LONG
NFLX,2026-03-23 14:41:33.649135+00:00,PUT,93.0,2026-04-17,83830,202,386,0,92.835,REPEATEDHITS,False,False,0,14525,25,BID,
SPY,2026-03-23 14:41:26.040285+00:00,PUT,639.0,2026-03-25,120791,1529,5825,1946,660.31,REPEATEDHITS,False,False,120791,0,2,ASK,SHORT
LOW,2026-03-23 14:41:26.040285+00:00,PUT,235.0,2026-03-27,216905,611,620,50,234.99,REPEATEDHITS,False,False,216905,0,4,ASK,SHORT
IWM,2026-03-23 14:41:23.236646+00:00,CALL,255.0,2026-04-17,437388,889,1986,11183,249.05,REPEATEDHITS,False,False,0,437388,25,BID,
RIVN,2026-03-23 14:41:21.233057+00:00,CALL,16.0,2026-04-10,25250,250,3157,1042,16.085,REPEATEDHITS,False,False,0,25250,18,BID,
SPY,2026-03-23 14:41:20.430384+00:00,PUT,664.0,2026-03-23,102505,247,7268,766,660.28,REPEATEDHITS,False,False,102505,0,0,ASK,SHORT
CF,2026-03-23 14:41:16.623314+00:00,CALL,145.0,2026-04-17,20064,125,158,1494,118.7,REPEATEDHITSASCENDINGFILL,False,False,20064,0,25,ASK,LONG
CRDO,2026-03-23 14:41:16.623314+00:00,CALL,100.0,2026-03-27,23320,22,33,108,109.22,REPEATEDHITS,True,False,6360,16960,4,BID,
SMCI,2026-03-23 14:41:16.623314+00:00,PUT,2.0,2028-01-21,80494,2300,10034,0,21.055,REPEATEDHITSDESCENDINGFILL,True,False,80494,0,669,ASK,SHORT
NBIS,2026-03-23 14:41:11.615752+00:00,PUT,105.0,2026-07-17,64880,42,71,41,118.11,REPEATEDHITSDESCENDINGFILL,False,False,47995,16885,116,ASK,SHORT
SQQQ,2026-03-23 14:41:11.615752+00:00,CALL,72.5,2026-03-27,27750,75,76,736,75.4,REPEATEDHITS,False,False,27750,0,4,ASK,LONG
EEM,2026-03-23 14:41:11.615752+00:00,CALL,60.0,2027-01-15,24410,50,558,7418,57.515,REPEATEDHITSASCENDINGFILL,False,False,4900,19510,298,BID,
SMCI,2026-03-23 14:41:10.212950+00:00,PUT,3.0,2027-01-15,44000,2000,7089,30594,21.0694,REPEATEDHITS,False,False,44000,0,298,ASK,SHORT
CRM,2026-03-23 14:41:07.409424+00:00,PUT,190.0,2026-06-18,66045,51,64,4561,195.46,REPEATEDHITS,False,False,0,66045,87,BID,
TLT,2026-03-23 14:41:05.005011+00:00,CALL,91.0,2027-03-19,82770,310,1577,79,86.455,REPEATEDHITS,True,False,82770,0,361,ASK,LONG
LRCX,2026-03-23 14:41:05.005011+00:00,PUT,220.0,2026-04-17,129600,160,178,859,238.465,REPEATEDHITS,False,False,5670,8910,25,BID,
RRC,2026-03-23 14:41:03.400417+00:00,CALL,50.0,2026-09-18,85400,244,244,378,44.76,REPEATEDHITS,False,False,75950,0,179,ASK,LONG
BA,2026-03-23 14:41:01.997549+00:00,CALL,200.0,2026-04-17,78612,100,534,2265,199.71,REPEATEDHITS,False,False,78612,0,25,ASK,LONG
IWM,2026-03-23 14:41:00.393638+00:00,PUT,238.0,2026-04-10,213104,701,873,535,249.07,REPEATEDHITS,False,False,213104,0,18,ASK,SHORT
SMCI,2026-03-23 14:40:56.987934+00:00,PUT,15.0,2026-04-24,11440,260,839,32,21.08,REPEATEDHITS,False,False,0,11176,32,BID,
TSLL,2026-03-23 14:40:56.987934+00:00,CALL,17.0,2026-04-17,10000,1000,1055,2366,13.1235,REPEATEDHITS,True,False,0,10000,25,BID,
SOFI,2026-03-23 14:40:56.584667+00:00,PUT,16.5,2026-04-02,361584,7533,7779,3305,17.18,REPEATEDHITS,False,False,361584,0,10,ASK,SHORT
FSLY,2026-03-23 14:40:53.780889+00:00,CALL,30.0,2026-04-17,37080,206,780,2062,27.7638,REPEATEDHITS,False,False,14400,22680,25,BID,
MARA,2026-03-23 14:40:48.573769+00:00,PUT,7.5,2026-04-02,11700,900,1342,826,9.08,REPEATEDHITS,False,False,11700,0,10,ASK,SHORT
IWM,2026-03-23 14:40:44.567192+00:00,CALL,315.0,2027-03-19,141712,272,297,399,249.0,REPEATEDHITS,False,False,141712,0,361,ASK,LONG
SNDK,2026-03-23 14:40:44.567192+00:00,CALL,780.0,2026-03-27,128220,86,775,288,738.57,REPEATEDHITSASCENDINGFILL,False,False,13420,17880,4,BID,
SMCI,2026-03-23 14:40:39.355790+00:00,PUT,2.0,2028-01-21,36995,1057,7706,0,21.0799,REPEATEDHITS,False,False,36995,0,669,ASK,SHORT
SNDK,2026-03-23 14:40:39.355790+00:00,CALL,780.0,2026-03-27,190340,126,548,288,738.76,REPEATEDHITS,True,False,190340,0,4,ASK,LONG
AG,2026-03-23 14:40:39.355790+00:00,CALL,19.0,2026-03-27,63800,638,8925,386,19.325,REPEATEDHITS,False,False,1300,62500,4,BID,
SNDK,2026-03-23 14:40:39.355790+00:00,CALL,780.0,2026-03-27,214320,141,689,288,739.43,REPEATEDHITS,False,False,202160,12160,4,ASK,LONG
VST,2026-03-23 14:40:32.748225+00:00,PUT,148.0,2026-03-27,246768,1164,1187,113,153.8,REPEATEDHITS,False,False,246768,0,4,ASK,SHORT
SNDK,2026-03-23 14:40:32.748225+00:00,CALL,780.0,2026-03-27,141050,91,420,288,739.94,REPEATEDHITS,False,False,117800,0,4,ASK,LONG
CVNA,2026-03-23 14:40:32.748225+00:00,CALL,330.0,2026-04-17,16425,15,235,1348,301.74,REPEATEDHITS,False,False,3285,0,25,ASK,LONG
SMCI,2026-03-23 14:40:27.543666+00:00,PUT,2.0,2028-01-21,11088,317,6614,0,21.085,REPEATEDHITS,False,False,6230,483,669,ASK,SHORT
AMD,2026-03-23 14:40:23.738703+00:00,CALL,210.0,2026-06-18,397700,194,278,4665,205.9904,REPEATEDHITS,False,False,397700,0,87,ASK,LONG
LEU,2026-03-23 14:40:20.532272+00:00,CALL,210.0,2026-04-17,10350,12,48,135,191.58,REPEATEDHITSDESCENDINGFILL,True,False,1730,6020,25,BID,
SNDK,2026-03-23 14:40:20.532272+00:00,CALL,780.0,2026-03-27,158570,101,293,288,741.06,REPEATEDHITS,False,False,31400,0,4,ASK,LONG
GOOGL,2026-03-23 14:40:13.321652+00:00,CALL,640.0,2028-12-15,327250,175,449,4674,303.88,REPEATEDHITS,False,False,0,327250,998,BID,
HUT,2026-03-23 14:40:13.321652+00:00,PUT,46.0,2026-05-01,73261,193,193,11,51.75,REPEATEDHITS,False,False,72886,375,39,ASK,SHORT
TLT,2026-03-23 14:40:13.321652+00:00,PUT,83.0,2026-10-16,42600,200,200,2059,86.485,REPEATEDHITS,True,False,32589,2130,207,ASK,SHORT
CAVA,2026-03-23 14:40:13.321652+00:00,PUT,85.0,2026-04-17,84375,246,283,567,89.35,REPEATEDHITSASCENDINGFILL,True,False,74145,9900,25,ASK,SHORT
LNG,2026-03-23 14:40:13.321652+00:00,CALL,250.0,2026-11-20,194600,35,35,35,281.935,REPEATEDHITS,False,False,194600,0,242,ASK,LONG
DAL,2026-03-23 14:40:04.915443+00:00,CALL,65.0,2026-04-17,26040,62,377,21452,65.72,REPEATEDHITS,False,False,0,25620,25,BID,
AR,2026-03-23 14:40:01.907512+00:00,CALL,43.0,2026-04-17,42435,207,216,395,42.83,REPEATEDHITS,False,False,34645,0,25,ASK,LONG
IREN,2026-03-23 14:40:01.907512+00:00,CALL,48.0,2026-03-27,10878,222,2021,1645,43.54,REPEATEDHITS,False,False,10878,0,4,ASK,LONG
RDDT,2026-03-23 14:40:01.907512+00:00,PUT,130.0,2026-04-17,300390,589,603,1135,143.21,REPEATEDHITS,False,False,299880,510,25,ASK,SHORT
WFRD,2026-03-23 14:39:58.302623+00:00,CALL,95.0,2026-04-17,487500,1500,1506,4693,91.94,FLOORTRADEMIDCAP,False,True,0,487500,25,BID,
XLB,2026-03-23 14:39:55.693968+00:00,PUT,49.0,2026-03-27,10800,100,100,346,47.88,REPEATEDHITS,False,False,0,10800,4,BID,
LQDA,2026-03-23 14:39:55.693968+00:00,PUT,30.0,2026-04-17,210000,750,1110,9085,37.45,FLOORTRADEMIDCAP,False,True,210000,0,25,ASK,SHORT
SPY,2026-03-23 14:39:55.693968+00:00,PUT,675.0,2026-05-15,229140,93,378,11688,660.59,REPEATEDHITS,False,False,0,229140,53,BID,
NVDA,2026-03-23 14:39:55.693968+00:00,CALL,182.5,2026-04-17,110949,255,509,0,177.77,REPEATEDHITSASCENDINGFILL,False,False,0,110949,25,BID,
TSM,2026-03-23 14:39:55.693968+00:00,CALL,370.0,2027-06-17,645750,105,379,290,340.53,REPEATEDHITS,False,False,645750,0,451,ASK,LONG
TLT,2026-03-23 14:39:48.687180+00:00,CALL,86.0,2026-06-18,49200,200,929,2764,86.48,REPEATEDHITS,True,False,49200,0,87,ASK,LONG
YINN,2026-03-23 14:39:48.687180+00:00,CALL,32.0,2026-04-17,15850,58,137,33,32.25,REPEATEDHITSDESCENDINGFILL,False,False,0,15850,25,BID,
AKAM,2026-03-23 14:39:41.673234+00:00,CALL,125.0,2026-04-17,44499,356,366,246,113.16,REPEATEDHITS,False,False,44499,0,25,ASK,LONG
NVDA,2026-03-23 14:39:41.673234+00:00,CALL,175.0,2026-03-27,745013,1536,14832,17802,177.68,REPEATEDHITSASCENDINGFILL,False,False,0,745013,4,BID,
NVDA,2026-03-23 14:39:41.673234+00:00,CALL,172.5,2026-03-23,189130,352,3638,3956,177.68,REPEATEDHITSASCENDINGFILL,False,False,87480,101650,0,BID,
NVDA,2026-03-23 14:39:41.673234+00:00,CALL,175.0,2026-04-17,169150,199,2696,20520,177.72,REPEATEDHITS,False,False,0,169150,25,BID,
NVDA,2026-03-23 14:39:41.673234+00:00,CALL,175.0,2026-03-30,665150,1255,2430,1325,177.915,REPEATEDHITS,False,False,0,665150,7,BID,
XYZ,2026-03-23 14:39:41.673234+00:00,CALL,58.0,2026-03-27,11620,28,54,151,61.71,REPEATEDHITS,False,False,0,11620,4,BID,
XYZ,2026-03-23 14:39:41.673234+00:00,PUT,60.0,2026-04-17,833224,3336,3430,2807,61.72,REPEATEDHITSASCENDINGFILL,False,False,708322,124902,25,ASK,SHORT
DELL,2026-03-23 14:39:35.665892+00:00,PUT,150.0,2026-04-10,147015,605,608,133,164.145,REPEATEDHITS,False,False,147015,0,18,ASK,SHORT
LRCX,2026-03-23 14:39:35.665892+00:00,PUT,235.0,2026-04-02,641450,709,725,95,238.04,REPEATEDHITSDESCENDINGFILL,True,False,634330,7120,10,ASK,SHORT
KYIV,2026-03-23 14:39:30.259050+00:00,CALL,10.0,2026-06-18,35490,273,273,232,10.42,REPEATEDHITS,False,False,35490,0,87,ASK,LONG
FCX,2026-03-23 14:39:30.259050+00:00,PUT,58.0,2026-04-17,220480,424,429,0,54.58,REPEATEDHITS,False,False,26000,194480,25,BID,
NUGT,2026-03-23 14:39:25.454031+00:00,CALL,160.0,2026-05-15,52500,21,22,2,161.055,REPEATEDHITS,False,False,0,52500,53,BID,
TEM,2026-03-23 14:39:23.450449+00:00,PUT,48.5,2026-04-02,174981,799,800,3,48.85,REPEATEDHITS,False,False,169725,5256,10,ASK,SHORT
CRM,2026-03-23 14:39:19.244503+00:00,PUT,195.0,2026-05-15,252845,227,1652,2097,195.23,REPEATEDHITS,True,False,224115,28730,53,ASK,SHORT
RIOT,2026-03-23 14:39:19.244503+00:00,PUT,13.0,2026-04-02,126665,3619,3662,1433,14.3801,REPEATEDHITS,False,False,126665,0,10,ASK,SHORT
SPY,2026-03-23 14:39:16.440470+00:00,PUT,550.0,2026-04-17,152712,1512,2037,14919,660.4,REPEATEDHITS,True,False,0,147662,25,BID,
TLT,2026-03-23 14:39:12.835659+00:00,CALL,91.0,2027-03-19,84588,318,1267,79,86.48,REPEATEDHITS,True,False,84588,0,361,ASK,LONG
USAR,2026-03-23 14:39:09.631670+00:00,CALL,17.5,2026-04-17,45175,325,500,0,16.965,REPEATEDHITS,False,False,0,45175,25,BID,
DDOG,2026-03-23 14:39:03.023048+00:00,PUT,123.0,2026-04-17,26410,60,60,0,129.935,REPEATEDHITSASCENDINGFILL,True,False,445,25965,25,BID,
NVDA,2026-03-23 14:39:03.023048+00:00,CALL,185.0,2026-04-17,217350,630,5371,40084,178.065,REPEATEDHITS,False,False,0,217350,25,BID,
NKE,2026-03-23 14:39:03.023048+00:00,CALL,60.0,2026-10-16,140254,346,347,32,53.2,REPEATEDHITS,False,False,0,136609,207,BID,
NVDA,2026-03-23 14:39:03.023048+00:00,CALL,175.0,2027-03-19,716960,200,261,1532,178.07,REPEATEDHITSASCENDINGFILL,False,False,716960,0,361,ASK,LONG
NIO,2026-03-23 14:38:57.216944+00:00,CALL,7.0,2028-01-21,18600,100,180,30753,5.785,REPEATEDHITS,False,False,18600,0,669,ASK,LONG
HL,2026-03-23 14:38:57.216944+00:00,CALL,19.5,2026-03-27,15530,626,895,315,18.04,REPEATEDHITSASCENDINGFILL,False,False,15530,0,4,ASK,LONG
COHR,2026-03-23 14:38:50.809381+00:00,CALL,240.0,2026-03-27,37700,13,93,651,265.99,REPEATEDHITS,False,False,23200,14500,4,ASK,LONG
SLV,2026-03-23 14:38:50.809381+00:00,PUT,62.0,2026-03-23,11498,500,3541,4625,63.6,REPEATEDHITSASCENDINGFILL,False,False,11454,0,0,ASK,SHORT
TSLA,2026-03-23 14:38:50.809381+00:00,PUT,300.0,2027-12-17,256849,55,379,7876,383.7151,REPEATEDHITS,False,False,256849,0,634,ASK,SHORT
SMCI,2026-03-23 14:38:48.405866+00:00,CALL,28.0,2026-04-17,51456,2144,2184,2466,21.09,REPEATEDHITS,False,False,0,51456,25,BID,
RIOT,2026-03-23 14:38:42.800151+00:00,CALL,24.0,2026-09-18,27305,215,215,32,14.42,REPEATEDHITS,False,False,9652,17653,179,BID,
IWM,2026-03-23 14:38:40.597106+00:00,PUT,240.0,2026-04-24,103382,200,234,895,248.74,REPEATEDHITS,False,False,103382,0,32,ASK,SHORT
DHI,2026-03-23 14:38:35.790917+00:00,PUT,125.0,2026-04-17,44660,308,308,160,137.91,REPEATEDHITS,False,False,44660,0,25,ASK,SHORT
TSLA,2026-03-23 14:38:35.790917+00:00,CALL,375.0,2026-03-25,166500,150,4338,1482,383.435,REPEATEDHITS,False,False,0,166500,2,BID,
AAOI,2026-03-23 14:24:18.734656+00:00,PUT,96.0,2026-04-17,74930,59,59,0,93.59,REPEATEDHITS,False,False,0,74930,25,BID,
AAOI,2026-03-23 14:24:18.734656+00:00,PUT,94.0,2026-04-17,56840,49,49,0,93.59,REPEATEDHITS,True,False,0,56840,25,BID,
AAOI,2026-03-23 14:20:22.606178+00:00,CALL,95.0,2026-03-27,50850,113,805,3526,92.702,REPEATEDHITS,False,False,8550,7200,4,ASK,LONG
AAOI,2026-03-23 14:15:08.956984+00:00,CALL,105.0,2026-03-27,16206,100,262,1151,92.445,REPEATEDHITSDESCENDINGFILL,False,False,0,16206,4,BID,
AAOI,2026-03-23 14:14:52.910395+00:00,CALL,90.0,2026-03-27,28694,41,1171,2323,92.68,REPEATEDHITS,False,False,28694,0,4,ASK,LONG
AAOI,2026-03-23 14:10:27.470719+00:00,CALL,110.0,2026-03-27,14600,146,1508,840,92.1692,REPEATEDHITS,False,False,100,14500,4,BID,
AAOI,2026-03-23 14:05:21.114170+00:00,CALL,81.0,2026-03-27,60000,50,54,211,91.205,REPEATEDHITS,False,False,60000,0,4,ASK,LONG
AAOI,2026-03-23 14:01:55.230466+00:00,CALL,100.0,2026-03-27,60414,281,2111,3920,90.25,REPEATEDHITS,False,False,60414,0,4,ASK,LONG
AAOI,2026-03-23 13:55:34.669587+00:00,PUT,80.0,2026-04-17,62278,100,101,478,90.28,REPEATEDHITSDESCENDINGFILL,False,False,0,62278,25,BID,
AAOI,2026-03-23 13:33:31.050288+00:00,CALL,100.0,2026-03-27,45855,300,734,3920,87.765,REPEATEDHITSASCENDINGFILL,False,False,0,45855,4,BID,
AAOI,2026-03-20 19:59:53.052654+00:00,CALL,75.0,2026-03-20,140805,111,138,228,87.5,REPEATEDHITSDESCENDINGFILL,True,False,123025,0,0,ASK,LONG
AAOI,2026-03-20 19:51:02.073178+00:00,CALL,90.0,2026-03-27,232070,500,1535,1483,86.47,REPEATEDHITSASCENDINGFILL,False,False,232070,0,7,ASK,LONG
AAOI,2026-03-20 19:46:05.154212+00:00,CALL,95.0,2026-03-27,24700,95,3621,1288,85.48,REPEATEDHITS,True,False,5200,19500,7,BID,
AAOI,2026-03-20 19:37:31.169111+00:00,PUT,70.0,2026-05-15,10400,10,70,1,84.825,REPEATEDHITS,False,False,10400,0,56,ASK,SHORT
AAOI,2026-03-20 19:22:47.704779+00:00,PUT,75.0,2026-03-27,82127,382,753,1024,85.53,REPEATEDHITSASCENDINGFILL,False,False,82127,0,7,ASK,SHORT
AAOI,2026-03-20 19:10:27.580082+00:00,PUT,65.0,2026-04-17,143960,488,714,832,86.245,REPEATEDHITS,False,False,143960,0,28,ASK,SHORT
AAOI,2026-03-20 18:47:17.486093+00:00,CALL,165.0,2027-01-15,184500,90,94,695,86.445,REPEATEDHITS,False,False,0,184500,301,BID,
AAOI,2026-03-20 18:38:53.518824+00:00,PUT,80.0,2026-03-27,30400,95,300,503,86.39,REPEATEDHITS,False,False,30400,0,7,ASK,SHORT
AAOI,2026-03-20 18:29:25.087039+00:00,CALL,91.0,2026-03-27,168000,350,382,10,87.53,REPEATEDHITS,False,False,168000,0,7,ASK,LONG
AAOI,2026-03-20 18:08:24.579626+00:00,PUT,89.0,2026-03-20,19500,100,340,332,87.505,REPEATEDHITS,False,False,18720,780,0,ASK,SHORT
AAOI,2026-03-20 16:46:32.155624+00:00,PUT,65.0,2026-04-17,14934,65,220,832,90.2941,REPEATEDHITS,False,False,14934,0,28,ASK,SHORT
AAOI,2026-03-20 16:13:15.669244+00:00,PUT,70.0,2027-01-15,110000,50,50,1273,91.63,REPEATEDHITS,False,False,8800,0,301,ASK,SHORT
AAOI,2026-03-20 15:57:27.202182+00:00,CALL,140.0,2026-06-18,111259,100,1524,2264,92.08,REPEATEDHITSDESCENDINGFILL,False,False,0,111259,90,BID,
AAOI,2026-03-20 15:57:22.997008+00:00,CALL,140.0,2026-06-18,111134,100,1424,2264,92.08,REPEATEDHITS,False,False,0,111134,90,BID,
AAOI,2026-03-20 15:51:39.558309+00:00,CALL,140.0,2026-06-18,22904,20,91,2264,92.2099,REPEATEDHITSDESCENDINGFILL,False,False,0,22904,90,BID,
AAOI,2026-03-20 14:50:14.342803+00:00,PUT,90.0,2026-03-27,16000,32,238,298,92.95,REPEATEDHITS,False,False,16000,0,7,ASK,SHORT
AAOI,2026-03-20 14:42:57.380855+00:00,PUT,75.0,2026-09-18,107459,54,54,134,94.17,REPEATEDHITS,False,False,107459,0,182,ASK,SHORT
AAOI,2026-03-20 14:30:32.373119+00:00,CALL,105.0,2026-03-27,13218,50,236,215,93.605,REPEATEDHITSDESCENDINGFILL,False,False,12694,524,7,ASK,LONG
AAOI,2026-03-20 14:20:01.351800+00:00,CALL,95.0,2026-03-27,52080,93,1123,1288,93.155,REPEATEDHITS,False,False,5600,0,7,ASK,LONG
AAOI,2026-03-20 14:19:49.129773+00:00,CALL,95.0,2026-03-27,141010,239,1012,1288,93.6501,REPEATEDHITS,False,False,38350,7670,7,ASK,LONG
AAOI,2026-03-20 14:19:43.312816+00:00,CALL,95.0,2026-03-27,54000,90,773,1288,93.75,REPEATEDHITS,False,False,16200,0,7,ASK,LONG
AAOI,2026-03-20 14:19:36.900950+00:00,CALL,95.0,2026-03-27,115200,192,683,1288,93.71,REPEATEDHITS,False,False,115200,0,7,ASK,LONG
AAOI,2026-03-20 14:19:30.686932+00:00,CALL,95.0,2026-03-27,67200,112,491,1288,93.8599,REPEATEDHITS,False,False,33600,0,7,ASK,LONG
AAOI,2026-03-20 14:19:23.075222+00:00,CALL,95.0,2026-03-27,121800,203,365,1288,93.7914,REPEATEDHITS,False,False,39600,0,7,ASK,LONG
AAOI,2026-03-20 14:19:14.864935+00:00,CALL,95.0,2026-03-27,83400,139,162,1288,93.73,REPEATEDHITS,False,False,4800,0,7,ASK,LONG
AAOI,2026-03-20 14:00:01.084723+00:00,CALL,110.0,2026-04-02,10827,25,68,173,96.1,REPEATEDHITSDESCENDINGFILL,False,False,0,10827,13,BID,
AAOI,2026-03-20 13:55:53.392421+00:00,CALL,95.0,2026-05-15,24210,11,16,5,96.8384,REPEATEDHITS,False,False,6660,17550,56,BID,
AAOI,2026-03-20 13:55:53.392421+00:00,CALL,95.0,2026-05-15,37369,17,43,5,96.89,REPEATEDHITSASCENDINGFILL,False,False,24259,10900,56,ASK,LONG
AAOI,2026-03-20 13:55:53.392421+00:00,CALL,95.0,2026-05-15,304920,138,205,5,96.95,REPEATEDHITS,False,False,185880,119040,56,ASK,LONG
AAOI,2026-03-20 13:35:42.916151+00:00,PUT,108.0,2026-03-27,57168,50,50,28,100.65,REPEATEDHITSDESCENDINGFILL,False,False,57168,0,7,ASK,SHORT
AAOI,2026-03-19 20:00:18.925716+00:00,CALL,130.0,2026-04-17,10400,20,127,370,101.94,REPEATEDHITS,False,False,10400,0,29,ASK,LONG
AAOI,2026-03-19 19:59:27.256787+00:00,CALL,100.0,2026-03-20,41570,100,4055,8066,101.825,REPEATEDHITSASCENDINGFILL,False,False,0,41570,1,BID,
AAOI,2026-03-19 19:56:27.594579+00:00,PUT,112.0,2026-03-20,10900,10,10,32,101.465,REPEATEDHITS,False,False,3270,0,1,ASK,SHORT
AAOI,2026-03-19 18:41:27.175127+00:00,CALL,100.0,2026-05-15,31050,15,46,0,98.555,REPEATEDHITS,False,False,0,20700,57,BID,
AAOI,2026-03-19 18:30:20.078661+00:00,CALL,95.0,2026-03-27,28249,31,2130,467,98.665,REPEATEDHITSASCENDINGFILL,False,False,10920,17329,8,BID,
AAOI,2026-03-19 17:51:54.703538+00:00,CALL,100.0,2026-03-20,14500,50,3588,8066,99.0,REPEATEDHITS,False,False,0,14500,1,BID,
