ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
SPX,2026-04-17 20:29:55.700662+00:00,PUT,7125.0,2026-05-15,261610,25,433,72,7105.0,REPEATEDHITS,False,False,261610,0,,28,ASK,SHORT,1.0
SPX,2026-04-17 20:29:55.700662+00:00,CALL,7130.0,2026-05-15,294640,25,7243,827,7105.0,REPEATEDHITS,False,False,294640,0,,28,ASK,LONG,1.0
SOXL,2026-04-17 20:23:28.135787+00:00,CALL,100.0,2026-04-24,32000,100,3431,1229,94.0,REPEATEDHITS,False,False,32000,0,13692936802.0,7,ASK,LONG,1.0
TLT,2026-04-17 20:15:00.915231+00:00,CALL,87.5,2026-04-24,44642,1860,41273,5848,87.0,REPEATEDHITSDESCENDINGFILL,False,False,50,44592,42166014866.0,7,BID,SHORT,0.5
TLT,2026-04-17 20:15:00.915231+00:00,CALL,87.0,2026-04-24,17640,360,5477,5755,87.0,REPEATEDHITS,False,False,0,17640,42166014866.0,7,BID,SHORT,0.5
TLT,2026-04-17 20:15:00.915231+00:00,CALL,87.5,2026-04-24,80808,3367,45141,5848,87.0,REPEATEDHITS,False,False,0,80808,42166014866.0,7,BID,SHORT,0.5
TLT,2026-04-17 20:14:50.907839+00:00,CALL,87.5,2026-04-24,202877,8115,39386,5848,87.0,REPEATEDHITS,False,False,52,187800,42166014866.0,7,BID,SHORT,0.5
TLT,2026-04-17 20:14:48.705036+00:00,CALL,87.5,2026-04-24,144250,5770,28554,5848,87.0,REPEATEDHITS,False,False,0,144250,42166014866.0,7,BID,SHORT,0.5
TLT,2026-04-17 20:14:44.701393+00:00,CALL,87.5,2026-04-24,39286,1511,22780,5848,87.0,REPEATEDHITS,False,False,0,36114,42166014866.0,7,BID,SHORT,0.5
IWM,2026-04-17 20:14:34.094089+00:00,PUT,240.0,2026-07-17,153392,544,2350,3189,275.0,REPEATEDHITS,True,False,153392,0,75780667582.0,91,ASK,SHORT,1.0
SPY,2026-04-17 20:14:17.484797+00:00,CALL,715.0,2026-04-24,134550,450,15664,4567,710.0,REPEATEDHITS,False,False,107042,27508,701.756241,7,ASK,LONG,1.0
TLT,2026-04-17 20:13:59.074349+00:00,PUT,86.5,2026-05-22,36935,415,460,2429,87.0,REPEATEDHITS,False,False,0,36935,42166014866.0,35,BID,LONG,0.5
QQQ,2026-04-17 20:13:30.459656+00:00,PUT,648.0,2026-04-20,140400,585,47333,0,648.0,REPEATEDHITS,False,False,960,78240,419318673913.0,3,BID,LONG,0.5
TLT,2026-04-17 20:11:40.401630+00:00,PUT,87.0,2026-04-20,13820,691,3375,500,87.0,REPEATEDHITS,True,False,0,13820,42166014866.0,3,BID,LONG,0.5
SLV,2026-04-17 20:11:16.586741+00:00,CALL,100.0,2026-06-18,33000,200,7019,42516,73.0,REPEATEDHITS,False,False,0,33000,39109453513.0,62,BID,SHORT,0.5
GLD,2026-04-17 20:09:08.528398+00:00,PUT,390.0,2026-05-15,11400,120,688,5852,445.0,REPEATEDHITS,False,False,11400,0,440.284551,28,ASK,SHORT,1.0
GLD,2026-04-17 20:08:55.520073+00:00,PUT,390.0,2026-05-15,10670,110,424,5852,445.0,REPEATEDHITS,False,False,9700,0,440.284551,28,ASK,SHORT,1.0
GLD,2026-04-17 20:08:50.916009+00:00,PUT,390.0,2026-05-15,11880,120,304,5852,445.0,REPEATEDHITS,False,False,11880,0,440.284551,28,ASK,SHORT,1.0
QQQ,2026-04-17 20:08:46.711481+00:00,PUT,648.0,2026-04-21,105900,300,7491,0,648.0,REPEATEDHITS,False,False,105900,0,419318673913.0,4,ASK,SHORT,1.0
SPY,2026-04-17 20:08:37.503664+00:00,CALL,707.0,2026-04-17,172535,531,192484,29705,710.0,REPEATEDHITSDESCENDINGFILL,False,False,6785,159250,701.756241,0,BID,SHORT,0.5
QQQ,2026-04-17 20:07:30.072368+00:00,CALL,650.0,2026-09-18,300047,75,464,7297,648.0,REPEATEDHITS,False,False,0,112000,419318673913.0,154,BID,SHORT,0.5
