ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
AAPL,2026-03-23 18:44:32.371153+00:00,CALL,280.0,2026-06-18,215275,545,67210,20876,251.79,REPEATEDHITS,False,False,215275,0,87,ASK,LONG,1.0
VST,2026-03-23 18:44:24.563917+00:00,PUT,150.0,2026-06-18,29715,21,172,8749,153.46,REPEATEDHITS,False,False,29715,0,87,ASK,SHORT,1.0
NIO,2026-03-23 18:44:24.563917+00:00,CALL,6.0,2026-03-27,19976,2497,14694,10481,5.8,REPEATEDHITS,False,False,19744,0,4,ASK,LONG,1.0
VST,2026-03-23 18:44:11.753164+00:00,PUT,150.0,2026-06-18,53769,38,130,8749,153.53,REPEATEDHITS,False,False,53769,0,87,ASK,SHORT,1.0
VST,2026-03-23 18:44:11.753164+00:00,PUT,150.0,2026-06-18,65090,46,82,8749,153.53,REPEATEDHITS,False,False,36790,28300,87,ASK,SHORT,1.0
AAPL,2026-03-23 18:44:08.945901+00:00,CALL,280.0,2026-06-18,197454,500,66665,20876,251.87,REPEATEDHITSDESCENDINGFILL,False,False,197454,0,87,ASK,LONG,1.0
COMP,2026-03-23 18:44:08.945901+00:00,CALL,9.0,2026-04-17,151465,4000,4283,4088,8.51,REPEATEDHITSASCENDINGFILL,True,False,141485,4135,25,ASK,LONG,1.0
VSAT,2026-03-23 18:44:08.945901+00:00,CALL,50.0,2026-04-17,35700,85,143,4430,49.625,REPEATEDHITS,False,False,35700,0,25,ASK,LONG,1.0
RGTI,2026-03-23 18:44:05.341986+00:00,CALL,16.0,2026-03-27,25066,464,4617,1348,15.825,REPEATEDHITSDESCENDINGFILL,False,False,22042,0,4,ASK,LONG,1.0
GLD,2026-03-23 18:44:00.337034+00:00,PUT,316.0,2026-06-18,99541,403,403,586,409.835,REPEATEDHITS,False,False,0,99541,87,BID,LONG,0.5
SLV,2026-03-23 18:43:55.129860+00:00,CALL,65.0,2026-03-25,21146,194,15264,1807,63.52,REPEATEDHITS,True,False,21146,0,2,ASK,LONG,1.0
NVDA,2026-03-23 18:43:50.724223+00:00,CALL,190.0,2026-06-18,854155,999,3071,79130,176.55,REPEATEDHITS,False,False,0,854155,87,BID,SHORT,0.5
IWM,2026-03-23 18:43:48.718061+00:00,PUT,247.0,2026-03-24,124700,1247,8157,348,249.87,REPEATEDHITS,False,False,84300,0,1,ASK,SHORT,1.0
SPY,2026-03-23 18:43:48.718061+00:00,CALL,660.0,2026-03-24,126630,402,53291,3695,658.99,REPEATEDHITS,True,False,126630,0,1,ASK,LONG,1.0
GDX,2026-03-23 18:43:39.110562+00:00,CALL,92.0,2026-04-17,10656,48,430,1549,83.9799,REPEATEDHITS,False,False,0,10656,25,BID,SHORT,0.5
ENPH,2026-03-23 18:43:31.095260+00:00,CALL,44.0,2026-04-17,26782,108,140,0,42.27,REPEATEDHITS,True,False,26536,246,25,ASK,LONG,1.0
TLT,2026-03-23 18:43:27.690621+00:00,PUT,75.0,2026-12-18,12255,129,1036,15186,86.52,REPEATEDHITS,False,False,12255,0,270,ASK,SHORT,1.0
SPY,2026-03-23 18:43:27.690621+00:00,CALL,668.0,2026-03-24,112150,2243,18440,1522,658.8,REPEATEDHITS,False,False,112150,0,1,ASK,LONG,1.0
GLD,2026-03-23 18:43:07.069929+00:00,PUT,400.0,2026-05-15,1845000,1125,2725,16495,409.665,REPEATEDHITS,True,False,0,1845000,53,BID,LONG,0.5
ABBV,2026-03-23 18:43:07.069929+00:00,CALL,207.5,2026-04-17,173855,319,401,0,205.53,REPEATEDHITS,False,False,1090,172765,25,BID,SHORT,0.5
NVDA,2026-03-23 18:43:07.069929+00:00,CALL,190.0,2026-08-21,1375000,1000,2275,12858,176.495,REPEATEDHITS,False,False,0,1375000,151,BID,SHORT,0.5
GLD,2026-03-23 18:43:03.465436+00:00,CALL,447.0,2026-04-17,69750,150,304,0,409.66,REPEATEDHITS,False,False,0,69750,25,BID,SHORT,0.5
GLD,2026-03-23 18:42:59.259317+00:00,PUT,310.0,2026-07-17,60876,228,235,1154,409.62,REPEATEDHITS,False,False,0,60876,116,BID,LONG,0.5
ETHA,2026-03-23 18:42:59.259317+00:00,PUT,13.0,2026-05-15,14280,238,703,66,16.275,REPEATEDHITS,True,False,0,14280,53,BID,LONG,0.5
SLV,2026-03-23 18:42:55.052938+00:00,CALL,65.0,2026-03-25,64855,595,14891,1807,63.5,REPEATEDHITS,False,False,0,64855,2,BID,SHORT,0.5
SLV,2026-03-23 18:42:55.052938+00:00,CALL,65.0,2026-03-25,18530,170,15069,1807,63.5,REPEATEDHITS,False,False,0,18530,2,BID,SHORT,0.5
SMCI,2026-03-23 18:42:49.644826+00:00,PUT,3.0,2027-01-15,52458,2498,13212,30594,22.02,REPEATEDHITS,False,False,52458,0,298,ASK,SHORT,1.0
IREN,2026-03-23 18:42:49.644826+00:00,CALL,50.0,2026-06-18,1192660,2434,7523,7906,41.59,REPEATEDHITS,False,False,0,1037330,87,BID,SHORT,0.5
ASTS,2026-03-23 18:42:34.831505+00:00,CALL,160.0,2027-01-15,78400,50,50,761,88.61,REPEATEDHITSDESCENDINGFILL,False,False,78400,0,298,ASK,LONG,1.0
SLV,2026-03-23 18:42:34.831505+00:00,CALL,65.0,2026-06-18,30870,42,2751,22555,63.5,REPEATEDHITS,False,False,29400,0,87,ASK,LONG,1.0
CVNA,2026-03-23 18:42:34.831505+00:00,PUT,295.0,2026-04-17,19405,10,37,0,303.97,REPEATEDHITS,True,False,1945,17460,25,BID,LONG,0.5
