ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
GLD,2026-03-27 15:46:43.421757+00:00,PUT,435.0,2026-05-08,61770,20,20,0,415.79,REPEATEDHITSDESCENDINGFILL,False,False,52515,9255,409.401097,42,ASK,SHORT,1.0
USO,2026-03-27 15:46:43.421757+00:00,PUT,116.0,2026-04-17,16500,20,77,5542,121.81,REPEATEDHITS,False,False,4125,5775,1228364647.0,21,BID,LONG,0.5
SLV,2026-03-27 15:46:37.614859+00:00,CALL,100.0,2027-01-15,96650,150,688,38563,64.205,REPEATEDHITSDESCENDINGFILL,False,False,77945,0,33322736224.0,294,ASK,LONG,1.0
NVO,2026-03-27 15:46:35.210228+00:00,CALL,37.0,2026-04-17,11400,120,342,4610,36.2975,REPEATEDHITS,True,False,2850,3990,39125340800.0,21,BID,SHORT,0.5
GLD,2026-03-27 15:46:35.210228+00:00,CALL,411.0,2026-04-02,21087,17,65,189,415.92,REPEATEDHITS,True,False,0,21087,409.401097,6,BID,SHORT,0.5
ROP,2026-03-27 15:46:31.805989+00:00,CALL,340.0,2026-05-15,66600,30,78,5,346.965,REPEATEDHITS,False,False,53280,0,36134762691.0,49,ASK,LONG,1.0
WULF,2026-03-27 15:46:31.805989+00:00,CALL,16.0,2026-04-17,54500,500,642,17972,15.025,REPEATEDHITS,False,False,109,109,6509445719.0,21,MIXED,,0.0
XLF,2026-03-27 15:46:22.800079+00:00,CALL,54.0,2026-08-21,17000,200,200,430,48.405,REPEATEDHITS,False,False,17000,0,49.044199,147,ASK,LONG,1.0
AVGO,2026-03-27 15:46:17.594468+00:00,CALL,260.0,2026-08-21,117990,18,35,38,303.82,REPEATEDHITS,False,False,117990,0,1464977356152.0,147,ASK,LONG,1.0
IEX,2026-03-27 15:46:17.594468+00:00,CALL,185.0,2026-07-17,95760,63,108,12,188.605,REPEATEDHITS,False,False,0,95760,14106012648.0,112,BID,SHORT,0.5
LULU,2026-03-27 15:46:09.787727+00:00,PUT,105.0,2026-12-18,17400,25,60,37,145.75,REPEATEDHITS,False,False,0,17400,16725971563.0,266,BID,LONG,0.5
ROP,2026-03-27 15:46:06.382916+00:00,CALL,340.0,2026-05-15,108480,48,48,5,347.05,REPEATEDHITS,False,False,13560,0,36134762691.0,49,ASK,LONG,1.0
