ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
GLD,2026-04-20 15:13:35.864595+00:00,PUT,441.0,2026-05-01,523730,631,634,31,440.62,REPEATEDHITS,False,False,False,0,523730,447.344009,11,BID,LONG,0.5
GLD,2026-04-20 15:13:35.864595+00:00,PUT,441.0,2026-05-01,311805,369,1003,31,440.465,REPEATEDHITS,False,False,False,311805,0,447.344009,11,ASK,SHORT,1.0
GLD,2026-04-20 15:13:35.864595+00:00,PUT,441.0,2026-05-01,680547,802,1805,31,440.41,REPEATEDHITSASCENDINGFILL,False,False,False,677172,3375,447.344009,11,ASK,SHORT,1.0
GLD,2026-04-20 15:13:35.864595+00:00,PUT,447.0,2026-05-01,15210,13,23,160,440.465,REPEATEDHITS,False,False,False,14040,1170,447.344009,11,ASK,SHORT,1.0
GLD,2026-04-20 15:13:35.864595+00:00,PUT,443.0,2026-04-22,40800,80,147,22,440.5,REPEATEDHITS,False,False,False,39780,1020,447.344009,2,ASK,SHORT,1.0
SOXL,2026-04-20 15:13:35.864595+00:00,CALL,92.0,2026-04-24,27500,50,134,1526,92.89,REPEATEDHITS,False,False,False,0,27500,14206739681.0,4,BID,SHORT,0.5
FIG,2026-04-20 15:13:35.864595+00:00,CALL,17.5,2026-06-18,55800,155,926,1615,18.66,REPEATEDHITS,False,False,False,55800,0,8346091281.0,59,ASK,LONG,1.0
RKLB,2026-04-20 15:13:27.849580+00:00,PUT,82.0,2026-04-24,12694,70,543,426,86.6748,REPEATEDHITS,False,False,False,0,12694,48119374075.0,4,BID,LONG,0.5
ADBE,2026-04-20 15:13:25.847069+00:00,CALL,220.0,2026-06-18,73372,20,20,88,247.74,REPEATEDHITSASCENDINGFILL,False,False,False,0,73372,98806690000.0,59,BID,SHORT,0.5
TLT,2026-04-20 15:13:23.243104+00:00,CALL,87.0,2026-06-18,400200,2900,12902,38065,86.8001,REPEATEDHITS,False,False,False,400200,0,42365093531.0,59,ASK,LONG,1.0
TLT,2026-04-20 15:13:19.439195+00:00,PUT,88.0,2026-05-15,16684,97,148,10748,86.8001,REPEATEDHITS,False,False,False,0,16684,42365093531.0,25,BID,LONG,0.5
IREN,2026-04-20 15:13:14.429693+00:00,CALL,47.5,2026-04-24,10540,40,195,525,48.16,REPEATEDHITS,False,False,False,10540,0,15989332030.0,4,ASK,LONG,1.0
