ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
SPY,2026-03-25 20:18:32.824102+00:00,PUT,650.0,2026-05-15,319200,190,3219,23915,656.0,REPEATEDHITS,False,False,0,319200,51,BID,LONG,0.5
SPY,2026-03-25 20:18:32.824102+00:00,CALL,660.0,2026-05-01,443760,258,729,715,656.0,REPEATEDHITS,False,False,0,443760,37,BID,SHORT,0.5
SPY,2026-03-25 20:18:32.824102+00:00,CALL,660.0,2026-04-30,196326,117,2663,3389,656.0,REPEATEDHITS,False,False,0,196326,36,BID,SHORT,0.5
SPY,2026-03-25 20:18:32.824102+00:00,CALL,655.0,2026-04-30,265131,133,406,1160,656.0,REPEATEDHITSASCENDINGFILL,False,False,1994,263137,36,BID,SHORT,0.5
SLV,2026-03-25 20:14:56.722555+00:00,PUT,50.0,2026-04-17,11638,253,1909,20176,64.0,REPEATEDHITS,False,False,0,11638,23,BID,LONG,0.5
SPY,2026-03-25 20:14:44.313815+00:00,CALL,657.0,2026-04-06,318000,300,1346,970,656.0,REPEATEDHITS,False,False,0,318000,12,BID,SHORT,0.5
QQQ,2026-03-25 20:13:18.872980+00:00,PUT,585.0,2026-05-15,379800,200,2233,14161,587.0,REPEATEDHITS,False,False,0,379800,51,BID,LONG,0.5
SPY,2026-03-25 20:12:36.251394+00:00,PUT,656.0,2026-03-26,148122,529,59870,1049,656.0,REPEATEDHITS,True,False,148122,0,1,ASK,SHORT,1.0
IWM,2026-03-25 20:10:55.602007+00:00,CALL,252.0,2026-04-17,223312,272,1097,5096,251.0,REPEATEDHITS,False,False,223312,0,23,ASK,LONG,1.0
SLV,2026-03-25 20:10:44.994325+00:00,PUT,70.0,2026-03-27,16335,33,498,7382,65.0,REPEATEDHITS,False,False,0,16335,2,BID,LONG,0.5
IWM,2026-03-25 20:10:07.972838+00:00,CALL,260.0,2026-04-17,103500,250,2047,18226,251.0,REPEATEDHITS,False,False,0,103500,23,BID,SHORT,0.5
HYG,2026-03-25 20:09:59.364732+00:00,PUT,70.0,2027-03-19,38640,210,233,259,79.0,REPEATEDHITS,False,False,0,38640,359,BID,LONG,0.5
SPY,2026-03-25 20:07:55.103695+00:00,PUT,657.0,2026-03-26,191216,592,76596,1098,656.0,REPEATEDHITS,False,False,0,191216,1,BID,LONG,0.5
IWM,2026-03-25 20:07:48.497945+00:00,PUT,240.0,2026-04-17,151600,400,39807,98899,252.0,REPEATEDHITS,False,False,151600,0,23,ASK,SHORT,1.0
SPY,2026-03-25 20:07:39.690921+00:00,PUT,657.0,2026-03-26,101761,319,75728,1098,656.0,REPEATEDHITS,False,False,0,101761,1,BID,LONG,0.5
SPY,2026-03-25 20:07:09.674325+00:00,CALL,657.0,2026-03-26,202464,666,61352,1220,656.0,REPEATEDHITS,False,False,0,202464,1,BID,SHORT,0.5
SPY,2026-03-25 20:06:35.855651+00:00,PUT,626.0,2026-04-17,399312,708,12958,942,656.0,REPEATEDHITS,False,False,399312,0,23,ASK,SHORT,1.0
