ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
COIN,2026-03-25 14:54:19.036453+00:00,CALL,190.0,2026-09-18,18675,5,5,671,187.42,REPEATEDHITS,True,False,3735,0,177,ASK,LONG,1.0
TSLA,2026-03-25 14:54:15.432595+00:00,CALL,480.0,2026-08-21,114165,59,86,1039,393.805,REPEATEDHITS,False,False,114165,0,149,ASK,LONG,1.0
RKLB,2026-03-25 14:54:06.821281+00:00,PUT,70.0,2026-04-02,24480,102,944,417,73.88,REPEATEDHITS,False,False,0,24480,8,BID,LONG,0.5
RIVN,2026-03-25 14:54:06.821281+00:00,PUT,16.0,2026-03-27,20202,481,11979,2053,15.8701,REPEATEDHITS,False,False,0,20202,2,BID,LONG,0.5
HAL,2026-03-25 14:54:06.821281+00:00,CALL,37.5,2026-04-17,33726,154,154,347,38.5,REPEATEDHITS,False,False,0,33726,23,BID,SHORT,0.5
RKLB,2026-03-25 14:54:06.821281+00:00,CALL,80.0,2026-05-15,259860,333,667,1213,73.87,REPEATEDHITS,False,False,0,250380,51,BID,SHORT,0.5
NVDA,2026-03-25 14:54:01.013432+00:00,CALL,380.0,2027-12-17,107170,114,134,1094,180.97,REPEATEDHITS,False,False,0,107170,632,BID,SHORT,0.5
NVDA,2026-03-25 14:54:01.013432+00:00,PUT,180.0,2026-04-17,106275,195,3640,37604,180.965,REPEATEDHITS,False,False,106275,0,23,ASK,SHORT,1.0
SILJ,2026-03-25 14:53:57.008203+00:00,CALL,49.0,2027-01-15,27800,100,105,3919,28.96,REPEATEDHITS,False,False,27800,0,296,ASK,LONG,1.0
HYG,2026-03-25 14:53:57.008203+00:00,PUT,78.0,2026-04-17,37004,841,11160,438418,79.545,REPEATEDHITS,False,False,37004,0,23,ASK,SHORT,1.0
CVNA,2026-03-25 14:53:54.604519+00:00,CALL,330.0,2026-04-02,428917,1011,1442,8079,302.625,REPEATEDHITSDESCENDINGFILL,True,False,417877,415,8,ASK,LONG,1.0
NVDA,2026-03-25 14:53:54.000611+00:00,CALL,230.0,2026-11-20,208075,203,1245,3558,181.06,REPEATEDHITS,False,False,208075,0,240,ASK,LONG,1.0
CRM,2026-03-25 14:53:54.000611+00:00,CALL,195.0,2026-09-18,768382,448,679,318,183.0,REPEATEDHITS,True,False,0,768382,177,BID,SHORT,0.5
NOW,2026-03-25 14:53:48.795242+00:00,CALL,100.0,2026-04-17,53130,77,1332,1001,102.96,REPEATEDHITS,False,False,5520,11040,23,BID,SHORT,0.5
TEAM,2026-03-25 14:53:48.795242+00:00,CALL,70.0,2026-04-17,57960,138,553,1024,68.36,REPEATEDHITS,False,False,8820,5880,23,ASK,LONG,1.0
WDAY,2026-03-25 14:53:48.795242+00:00,CALL,125.0,2026-04-17,53940,62,248,65,128.71,REPEATEDHITS,False,False,7830,2610,23,ASK,LONG,1.0
NFLX,2026-03-25 14:53:44.790956+00:00,CALL,90.0,2026-03-27,428752,1688,6140,3215,92.15,REPEATEDHITS,False,False,0,428752,2,BID,SHORT,0.5
HPQ,2026-03-25 14:53:44.790956+00:00,CALL,19.5,2026-04-02,13206,186,202,2998,19.755,REPEATEDHITS,False,False,0,13135,8,BID,SHORT,0.5
DOV,2026-03-25 14:53:41.385477+00:00,CALL,210.0,2026-06-18,161000,100,100,96,214.44,FLOORTRADELARGECAP,False,True,161000,0,85,ASK,LONG,1.0
SLV,2026-03-25 14:53:40.983553+00:00,CALL,72.0,2026-04-10,46800,300,1371,1393,66.165,REPEATEDHITS,True,False,0,1560,16,BID,SHORT,0.5
ITT,2026-03-25 14:53:29.974827+00:00,CALL,190.0,2026-07-17,124250,71,200,15,193.36,REPEATEDHITS,False,False,1750,122500,114,BID,SHORT,0.5
EWZ,2026-03-25 14:53:29.974827+00:00,PUT,35.0,2026-06-18,73647,501,14151,6666,37.7199,REPEATEDHITS,False,False,73647,0,85,ASK,SHORT,1.0
NVDA,2026-03-25 14:53:29.974827+00:00,CALL,180.0,2026-03-30,357700,1022,10945,7723,181.0221,REPEATEDHITS,True,False,0,357700,5,BID,SHORT,0.5
CRWV,2026-03-25 14:53:29.974827+00:00,PUT,74.0,2026-04-17,51786,250,256,132,88.15,REPEATEDHITSASCENDINGFILL,False,False,13041,38745,23,BID,LONG,0.5
SLV,2026-03-25 14:53:25.969852+00:00,CALL,67.0,2026-03-25,11764,692,10833,3209,66.21,REPEATEDHITS,False,False,0,11764,0,BID,SHORT,0.5
JEF,2026-03-25 14:53:20.964911+00:00,PUT,37.5,2026-04-17,54993,423,457,10943,40.36,REPEATEDHITS,False,False,130,54863,23,BID,LONG,0.5
PATH,2026-03-25 14:53:20.964911+00:00,PUT,10.5,2026-04-02,17112,744,761,2327,11.05,REPEATEDHITS,False,False,17112,0,8,ASK,SHORT,1.0
EWZ,2026-03-25 14:53:16.357372+00:00,PUT,35.0,2026-06-18,72276,500,13650,6666,37.725,REPEATEDHITSASCENDINGFILL,False,False,49904,14308,85,ASK,SHORT,1.0
ONDS,2026-03-25 14:53:16.357372+00:00,PUT,10.5,2026-03-27,16200,356,7531,7538,10.445,REPEATEDHITS,True,False,0,7920,2,BID,LONG,0.5
UFO,2026-03-25 14:53:08.944215+00:00,CALL,50.0,2026-04-17,15944,84,2122,71,48.435,REPEATEDHITSASCENDINGFILL,False,False,15944,0,23,ASK,LONG,1.0
META,2026-03-25 14:53:08.944215+00:00,CALL,580.0,2026-05-15,708000,150,815,348,597.71,REPEATEDHITS,True,False,708000,0,51,ASK,LONG,1.0
GLD,2026-03-25 14:53:05.139065+00:00,PUT,420.0,2026-06-18,68460,29,912,8349,420.01,REPEATEDHITSASCENDINGFILL,True,False,42490,0,85,ASK,SHORT,1.0
CRWV,2026-03-25 14:53:05.139065+00:00,PUT,65.0,2026-05-15,29574,106,268,7311,87.96,REPEATEDHITS,True,False,29574,0,51,ASK,SHORT,1.0
SLV,2026-03-25 14:53:02.936241+00:00,CALL,73.0,2026-04-10,26800,200,714,1775,66.2201,REPEATEDHITS,False,False,0,26800,16,BID,SHORT,0.5
NEE,2026-03-25 14:53:01.534053+00:00,CALL,92.5,2027-01-15,74630,79,79,1532,91.4,REPEATEDHITSASCENDINGFILL,False,False,72745,1885,296,ASK,LONG,1.0
LQDA,2026-03-25 14:52:58.930534+00:00,CALL,35.0,2026-04-17,10880,17,80,1889,36.92,REPEATEDHITS,True,False,2560,8320,23,BID,SHORT,0.5
