ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
OKLO,2026-04-14 15:09:51.202227+00:00,CALL,75.0,2027-01-15,27200,20,27,2366,57.49,REPEATEDHITS,False,False,27200,0,9362300425.0,276,ASK,LONG,1.0
XYZ,2026-04-14 15:09:47.393583+00:00,PUT,68.0,2026-05-01,101214,247,316,13,65.4,REPEATEDHITSASCENDINGFILL,False,False,81534,0,34621194660.0,17,ASK,SHORT,1.0
XYZ,2026-04-14 15:09:47.393583+00:00,CALL,67.0,2026-05-01,24522,122,155,411,65.41,REPEATEDHITS,False,False,24522,0,34621194660.0,17,ASK,LONG,1.0
XYZ,2026-04-14 15:09:47.393583+00:00,CALL,75.0,2026-05-15,20049,123,152,2208,65.41,REPEATEDHITS,False,False,20049,0,34621194660.0,31,ASK,LONG,1.0
XYZ,2026-04-14 15:09:47.393583+00:00,PUT,67.0,2026-05-01,31500,90,209,0,65.41,REPEATEDHITS,False,False,31500,0,34621194660.0,17,ASK,SHORT,1.0
SPY,2026-04-14 15:09:41.988636+00:00,PUT,691.0,2026-04-15,128750,625,26748,24,690.96,REPEATEDHITS,False,False,0,128750,686.240785,1,BID,LONG,0.5
COP,2026-04-14 15:09:41.988636+00:00,CALL,115.0,2026-05-15,313528,439,490,1582,119.27,REPEATEDHITSDESCENDINGFILL,False,False,313528,0,151105565970.0,31,ASK,LONG,1.0
MSFT,2026-04-14 15:09:35.579531+00:00,CALL,450.0,2026-06-18,1030000,2000,8314,11915,391.02,REPEATEDHITS,False,False,1030000,0,2854189047942.0,65,ASK,LONG,1.0
META,2026-04-14 15:09:35.579531+00:00,CALL,670.0,2026-04-17,125800,340,5259,5583,656.715,REPEATEDHITS,False,False,0,125800,1387829896438.0,3,BID,SHORT,0.5
COIN,2026-04-14 15:09:35.579531+00:00,CALL,187.5,2026-04-17,14446,36,1476,1866,184.29,REPEATEDHITSDESCENDINGFILL,False,False,0,14446,38927394249.0,3,BID,SHORT,0.5
WHR,2026-04-14 15:09:30.771948+00:00,PUT,60.0,2026-06-18,71710,101,101,942,56.8,REPEATEDHITS,True,False,71710,0,3166742705.0,65,ASK,SHORT,1.0
APLD,2026-04-14 15:09:30.771948+00:00,PUT,29.0,2026-04-17,36141,500,1311,510,30.27,REPEATEDHITSASCENDINGFILL,False,False,0,24501,7887239276.0,3,BID,LONG,0.5
APLD,2026-04-14 15:09:30.771948+00:00,CALL,30.0,2026-05-15,11020,29,10344,2682,30.255,REPEATEDHITS,True,False,11020,0,7887239276.0,31,ASK,LONG,1.0
IBIT,2026-04-14 15:09:26.166015+00:00,CALL,42.0,2026-04-24,147000,1000,1813,12652,42.368,REPEATEDHITS,True,False,0,147000,57639213093.0,10,BID,SHORT,0.5
BITX,2026-04-14 15:09:26.166015+00:00,CALL,17.5,2026-05-01,50050,350,505,469,17.77,REPEATEDHITS,False,False,0,50050,1457377600.0,17,BID,SHORT,0.5
BABA,2026-04-14 15:09:17.558319+00:00,PUT,130.0,2026-06-18,290500,350,453,12030,132.09,REPEATEDHITS,False,False,188410,102090,295610864059.0,65,ASK,SHORT,1.0
CORZ,2026-04-14 15:09:17.558319+00:00,CALL,20.0,2026-04-17,17000,500,6662,81043,19.06,REPEATEDHITS,False,False,17000,0,5899873975.0,3,ASK,LONG,1.0
TSLA,2026-04-14 15:09:14.354562+00:00,CALL,500.0,2026-12-18,248270,122,713,11725,361.0201,REPEATEDHITS,False,False,0,248270,1322432079801.0,248,BID,SHORT,0.5
VITL,2026-04-14 15:09:11.947645+00:00,CALL,15.0,2026-05-15,27500,250,297,1035,12.7491,REPEATEDHITS,False,False,0,27500,571163344.0,31,BID,SHORT,0.5
QQQ,2026-04-14 15:09:11.947645+00:00,CALL,624.0,2026-04-24,293232,396,685,1484,623.08,REPEATEDHITSASCENDINGFILL,False,False,266592,0,400164020159.0,10,ASK,LONG,1.0
QQQ,2026-04-14 15:09:11.947645+00:00,CALL,624.0,2026-04-24,145672,197,882,1484,623.06,REPEATEDHITSDESCENDINGFILL,False,False,144192,0,400164020159.0,10,ASK,LONG,1.0
QQQ,2026-04-14 15:09:11.947645+00:00,CALL,624.0,2026-04-24,165760,224,1129,1484,623.06,REPEATEDHITS,False,False,165760,0,400164020159.0,10,ASK,LONG,1.0
HOOD,2026-04-14 15:09:08.940399+00:00,CALL,73.0,2026-04-17,58000,100,2482,5800,78.31,REPEATEDHITS,False,False,17400,40600,56623217052.0,3,BID,SHORT,0.5
APLD,2026-04-14 15:09:07.134742+00:00,CALL,30.0,2026-05-15,20900,55,10308,2682,30.26,REPEATEDHITS,True,False,20900,0,7887239276.0,31,ASK,LONG,1.0
NVDA,2026-04-14 15:09:07.134742+00:00,CALL,192.5,2026-04-17,103615,391,28860,36912,192.82,REPEATEDHITS,False,False,0,103615,4600233000000.0,3,BID,SHORT,0.5
IBIT,2026-04-14 15:09:07.134742+00:00,CALL,39.5,2026-04-15,58400,200,236,370,42.402,REPEATEDHITS,False,False,0,58400,57639213093.0,1,BID,SHORT,0.5
GLD,2026-04-14 15:09:02.929368+00:00,PUT,395.0,2026-09-18,140871,129,431,996,440.405,REPEATEDHITSASCENDINGFILL,False,False,39400,101471,433.781283,157,BID,LONG,0.5
TLT,2026-04-14 15:09:00.522275+00:00,PUT,78.0,2026-06-18,15732,1311,1510,6500,86.885,REPEATEDHITS,False,False,15732,0,42149968217.0,65,ASK,SHORT,1.0
CORZ,2026-04-14 15:09:00.522275+00:00,CALL,20.0,2026-04-17,21120,640,6112,81043,19.05,REPEATEDHITS,False,False,21120,0,5899873975.0,3,ASK,LONG,1.0
RKLB,2026-04-14 15:09:00.522275+00:00,CALL,80.0,2026-05-15,12625,25,860,2663,72.94,REPEATEDHITS,False,False,0,12625,40072997608.0,31,BID,SHORT,0.5
CCL,2026-04-14 15:08:52.916489+00:00,CALL,32.0,2026-07-17,14900,100,132,7056,28.545,REPEATEDHITS,False,False,745,11324,14643115865.0,94,BID,SHORT,0.5
SLV,2026-04-14 15:08:49.911430+00:00,CALL,65.0,2026-06-18,10190,10,59,28139,71.33,REPEATEDHITS,False,False,0,10190,36506144016.0,65,BID,SHORT,0.5
ROKU,2026-04-14 15:08:49.911430+00:00,PUT,100.0,2026-05-15,28750,50,56,368,106.47,REPEATEDHITS,False,False,22425,6325,13505754314.0,31,ASK,SHORT,1.0
MSFT,2026-04-14 15:08:39.303141+00:00,CALL,450.0,2026-06-18,519635,1009,6302,11915,391.38,REPEATEDHITS,True,False,227630,292005,2854189047942.0,65,BID,SHORT,0.5
GEV,2026-04-14 15:08:39.303141+00:00,CALL,940.0,2026-04-24,67273,9,9,62,996.56,REPEATEDHITSASCENDINGFILL,False,False,0,67273,267136042360.0,10,BID,SHORT,0.5
ABBV,2026-04-14 15:08:30.493621+00:00,CALL,250.0,2027-06-17,79530,66,66,474,208.505,REPEATEDHITS,False,False,38560,40970,365073855908.0,429,BID,SHORT,0.5
MSFT,2026-04-14 15:08:30.493621+00:00,CALL,450.0,2026-06-18,505410,991,5293,11915,391.23,REPEATEDHITS,False,False,505410,0,2854189047942.0,65,ASK,LONG,1.0
BMNR,2026-04-14 15:08:30.493621+00:00,CALL,24.0,2026-04-24,42000,700,1464,2970,22.0922,REPEATEDHITS,True,False,42000,0,9784091321.0,10,ASK,LONG,1.0
ORCL,2026-04-14 15:08:24.086410+00:00,PUT,160.0,2026-04-17,150000,500,10101,3276,162.33,REPEATEDHITS,False,False,0,150000,447570278520.0,3,BID,LONG,0.5
IWM,2026-04-14 15:08:21.680628+00:00,PUT,260.0,2026-05-15,349500,932,11711,14946,268.5,REPEATEDHITS,False,False,329625,19875,74357502159.0,31,ASK,SHORT,1.0
OWL,2026-04-14 15:08:17.275263+00:00,PUT,8.0,2026-06-18,56250,1250,4327,31703,9.045,REPEATEDHITS,False,False,0,56250,5624050386.0,65,BID,LONG,0.5
BMNR,2026-04-14 15:08:17.275263+00:00,CALL,31.0,2026-05-15,49500,1500,3629,5556,22.08,REPEATEDHITS,False,False,49500,0,9784091321.0,31,ASK,LONG,1.0
ITB,2026-04-14 15:08:12.461380+00:00,PUT,95.0,2026-07-17,30470,56,60,201,96.22,REPEATEDHITSASCENDINGFILL,False,False,1100,9570,2564207342.0,94,BID,LONG,0.5
IWM,2026-04-14 15:08:12.461380+00:00,PUT,260.0,2026-05-15,128737,347,4330,14946,268.56,REPEATEDHITS,True,False,128737,0,74357502159.0,31,ASK,SHORT,1.0
IWM,2026-04-14 15:08:12.461380+00:00,PUT,260.0,2026-05-15,1085145,2917,7247,14946,268.53,REPEATEDHITSASCENDINGFILL,True,False,1085145,0,74357502159.0,31,ASK,SHORT,1.0
BMNR,2026-04-14 15:08:12.461380+00:00,CALL,31.0,2026-05-15,65175,1975,2129,5556,22.0499,REPEATEDHITS,False,False,65175,0,9784091321.0,31,ASK,LONG,1.0
IWM,2026-04-14 15:08:12.461380+00:00,PUT,260.0,2026-05-15,357212,957,8204,14946,268.5,REPEATEDHITSASCENDINGFILL,True,False,278882,0,74357502159.0,31,ASK,SHORT,1.0
IWM,2026-04-14 15:08:12.461380+00:00,PUT,260.0,2026-05-15,366924,979,9747,14946,268.46,REPEATEDHITSASCENDINGFILL,True,False,365799,1125,74357502159.0,31,ASK,SHORT,1.0
IWM,2026-04-14 15:08:12.461380+00:00,PUT,260.0,2026-05-15,210936,564,8768,14946,268.49,REPEATEDHITS,True,False,210936,0,74357502159.0,31,ASK,SHORT,1.0
SMCI,2026-04-14 15:08:12.461380+00:00,PUT,25.0,2026-04-17,14850,990,8911,5878,27.255,REPEATEDHITS,True,False,0,14850,15555755445.0,3,BID,LONG,0.5
BTDR,2026-04-14 15:04:33.685909+00:00,CALL,12.5,2026-04-17,16249,325,7177,32254,12.25,REPEATEDHITS,False,False,13849,950,2162612042.0,3,ASK,LONG,1.0
BTDR,2026-04-14 15:00:27.543452+00:00,CALL,20.0,2026-06-18,11375,175,17198,16291,12.26,REPEATEDHITS,False,False,11375,0,2162612042.0,65,ASK,LONG,1.0
BTDR,2026-04-14 15:00:20.535097+00:00,CALL,15.0,2026-06-18,10295,71,9227,45373,12.25,REPEATEDHITS,False,False,10295,0,2162612042.0,65,ASK,LONG,1.0
