ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
DAVE,2026-04-14 18:10:30.736070+00:00,PUT,210.0,2026-10-16,26600,7,7,2,212.71,REPEATEDHITS,False,False,22800,3800,2389467537.0,185,ASK,SHORT,1.0
SLV,2026-04-14 18:10:26.530901+00:00,CALL,66.0,2026-04-17,49990,84,183,6344,71.755,REPEATEDHITS,True,False,10115,39875,36506144016.0,3,BID,SHORT,0.5
BIDU,2026-04-14 18:10:26.530901+00:00,CALL,220.0,2027-06-17,19005,33,33,5,117.42,REPEATEDHITSDESCENDINGFILL,False,False,2875,16130,30774660132.0,429,BID,SHORT,0.5
VIAV,2026-04-14 18:10:26.530901+00:00,CALL,40.0,2026-12-18,29005,25,27,31,40.63,REPEATEDHITSASCENDINGFILL,False,False,0,23180,9598030031.0,248,BID,SHORT,0.5
ADBE,2026-04-14 18:10:20.926613+00:00,PUT,230.0,2026-04-24,57720,104,223,220,234.28,REPEATEDHITS,False,False,0,56610,97052462000.0,10,BID,LONG,0.5
FIS,2026-04-14 18:10:19.123598+00:00,PUT,47.5,2026-05-15,12455,47,47,14,47.05,REPEATEDHITS,False,False,12455,0,23883763234.0,31,ASK,SHORT,1.0
MELI,2026-04-14 18:10:18.321122+00:00,CALL,1900.0,2026-05-29,64960,7,9,3,1846.1,REPEATEDHITS,False,False,0,64960,92873688621.0,45,BID,SHORT,0.5
ORCL,2026-04-14 18:10:14.917471+00:00,CALL,200.0,2026-05-15,61050,407,16789,15640,161.71,REPEATEDHITS,False,False,0,61050,447570278520.0,31,BID,SHORT,0.5
TEAM,2026-04-14 18:10:11.312322+00:00,PUT,60.0,2026-05-15,282880,416,2007,1037,59.93,REPEATEDHITS,False,False,145520,137360,10397121014.0,31,ASK,SHORT,1.0
SPY,2026-04-14 18:10:11.312322+00:00,PUT,689.0,2026-05-15,1149924,1213,5353,2692,693.815,REPEATEDHITS,True,False,1149924,0,686.240785,31,ASK,SHORT,1.0
CAR,2026-04-14 18:10:11.312322+00:00,CALL,500.0,2026-05-22,22098,5,18,0,371.6449,REPEATEDHITSASCENDINGFILL,False,False,0,22098,13081312479.0,38,BID,SHORT,0.5
AMLP,2026-04-14 18:10:03.303420+00:00,CALL,50.0,2026-10-16,11480,56,182,100,51.355,REPEATEDHITS,False,False,11480,0,8720903689.0,185,ASK,LONG,1.0
SPY,2026-04-14 18:10:03.303420+00:00,PUT,689.0,2026-05-15,1303588,1378,2570,2692,693.84,REPEATEDHITS,True,False,1296020,7568,686.240785,31,ASK,SHORT,1.0
MSTR,2026-04-14 18:09:55.495560+00:00,PUT,137.0,2026-04-17,32000,100,3211,146,137.77,REPEATEDHITS,False,False,0,32000,41575924941.0,3,BID,LONG,0.5
BTGO,2026-04-14 18:09:55.495560+00:00,CALL,10.0,2026-05-15,45250,362,397,619,10.3249,REPEATEDHITS,False,False,6750,0,1510000000.0,31,ASK,LONG,1.0
SMH,2026-04-14 18:09:55.495560+00:00,CALL,460.0,2026-04-17,118720,371,1027,6331,450.73,REPEATEDHITS,True,False,118720,0,50647992419.0,3,ASK,LONG,1.0
NN,2026-04-14 18:09:50.872069+00:00,CALL,20.0,2026-06-18,12600,120,620,17901,15.58,REPEATEDHITS,False,False,0,12600,2111224504.0,65,BID,SHORT,0.5
CAR,2026-04-14 18:09:50.872069+00:00,PUT,252.5,2026-05-22,14727,5,5,5,371.9699,REPEATEDHITSASCENDINGFILL,False,False,0,14727,13081312479.0,38,BID,LONG,0.5
EWZ,2026-04-14 18:09:42.265821+00:00,CALL,41.5,2026-04-24,43758,429,638,633,41.775,REPEATEDHITS,False,False,0,43758,11005134523.0,10,BID,SHORT,0.5
VFC,2026-04-14 18:09:38.659398+00:00,PUT,20.0,2026-05-01,125240,808,4619,4,18.805,REPEATEDHITS,True,False,0,80290,7214896045.0,17,BID,LONG,0.5
VFC,2026-04-14 18:09:38.659398+00:00,PUT,20.0,2026-05-01,26847,171,4790,4,18.775,REPEATEDHITS,False,False,24806,0,7214896045.0,17,ASK,SHORT,1.0
XLE,2026-04-14 18:09:33.452910+00:00,PUT,50.0,2026-09-18,14100,100,744,24786,55.74,REPEATEDHITS,False,False,14100,0,57.140789,157,ASK,SHORT,1.0
ORCL,2026-04-14 18:09:31.250456+00:00,CALL,200.0,2027-01-15,387626,204,1315,10641,161.67,REPEATEDHITSASCENDINGFILL,False,False,3806,383820,447570278520.0,276,BID,SHORT,0.5
GDX,2026-04-14 18:09:28.847399+00:00,CALL,101.0,2026-04-17,26163,171,724,20952,100.61,REPEATEDHITS,False,False,26163,0,52.3404,3,ASK,LONG,1.0
DUOL,2026-04-14 18:09:25.443404+00:00,PUT,95.0,2026-05-15,369600,336,397,259,93.1,REPEATEDHITS,False,False,1100,368500,3796779174.0,31,BID,LONG,0.5
MSFT,2026-04-14 18:09:15.836180+00:00,CALL,575.0,2027-01-15,102040,177,337,26637,391.07,REPEATEDHITSASCENDINGFILL,False,False,13248,88792,2854189047942.0,276,BID,SHORT,0.5
IBIT,2026-04-14 18:09:15.836180+00:00,CALL,54.0,2026-08-21,51188,382,2127,784,42.41,REPEATEDHITS,False,False,51188,0,57639213093.0,129,ASK,LONG,1.0
MSFT,2026-04-14 18:09:15.836180+00:00,CALL,575.0,2027-01-15,160509,279,616,26637,391.065,REPEATEDHITSASCENDINGFILL,True,False,12650,147859,2854189047942.0,276,BID,SHORT,0.5
U,2026-04-14 18:09:05.828096+00:00,PUT,20.0,2026-08-21,11221,49,690,7626,23.465,REPEATEDHITS,False,False,5038,0,9872117531.0,129,ASK,SHORT,1.0
ABVX,2026-04-14 18:09:05.828096+00:00,CALL,155.0,2026-05-08,11220,17,17,11,125.4,REPEATEDHITS,False,False,11220,0,9527252140.0,24,ASK,LONG,1.0
ABVX,2026-04-14 18:09:01.022437+00:00,CALL,150.0,2026-05-15,45000,50,112,753,125.4,REPEATEDHITS,False,False,38700,6300,9527252140.0,31,ASK,LONG,1.0
EIX,2026-04-14 18:09:01.022437+00:00,PUT,60.0,2026-07-17,36600,488,503,241,72.39,REPEATEDHITS,False,False,0,36600,27855015206.0,94,BID,LONG,0.5
HUBS,2026-04-14 18:09:01.022437+00:00,PUT,195.0,2026-04-17,26910,69,87,281,203.81,REPEATEDHITS,False,False,26910,0,10826577230.0,3,ASK,SHORT,1.0
SPX,2026-04-14 18:08:55.615959+00:00,PUT,6750.0,2026-05-15,1877700,330,3597,6909,6961.88,REPEATEDHITS,False,False,1877700,0,,31,ASK,SHORT,1.0
SPX,2026-04-14 18:08:55.615959+00:00,PUT,6550.0,2026-05-15,1454510,467,1921,5686,6961.9,REPEATEDHITSDESCENDINGFILL,False,False,1006920,447590,,31,ASK,SHORT,1.0
CRWV,2026-04-14 18:08:54.013574+00:00,CALL,210.0,2028-01-21,57445,20,1024,2638,117.882,REPEATEDHITSDESCENDINGFILL,False,False,2865,54580,46206226492.0,647,BID,SHORT,0.5
GEO,2026-04-14 18:08:50.809692+00:00,CALL,20.0,2026-06-18,34270,298,302,5106,18.15,REPEATEDHITS,False,False,0,34270,2379544786.0,65,BID,SHORT,0.5
TME,2026-04-14 18:08:47.804363+00:00,CALL,12.0,2026-07-17,14945,427,785,268,9.74,REPEATEDHITS,True,False,0,12810,14606169473.0,94,BID,SHORT,0.5
SMCI,2026-04-14 18:08:47.804363+00:00,CALL,24.0,2026-04-17,48825,155,2028,18919,27.095,REPEATEDHITS,False,False,0,48825,15555755445.0,3,BID,SHORT,0.5
SNAP,2026-04-14 18:08:47.804363+00:00,CALL,5.5,2026-04-17,22500,2500,32770,70018,5.38,REPEATEDHITS,False,False,22500,0,7389229049.0,3,ASK,LONG,1.0
MSFT,2026-04-14 18:08:40.999699+00:00,PUT,385.0,2026-05-15,274060,193,729,5337,390.8675,REPEATEDHITS,True,False,274060,0,2854189047942.0,31,ASK,SHORT,1.0
HEI,2026-04-14 18:08:38.794582+00:00,CALL,330.0,2026-08-21,17700,15,15,17,297.69,REPEATEDHITS,False,False,14160,3540,16202085747.0,129,ASK,LONG,1.0
PLTR,2026-04-14 18:08:36.590603+00:00,CALL,140.0,2026-05-01,99060,254,2249,3026,134.9099,REPEATEDHITS,False,False,390,88140,303321983310.0,17,BID,SHORT,0.5
WYNN,2026-04-14 18:08:35.186802+00:00,CALL,125.0,2026-09-18,20250,54,386,12726,105.3,REPEATEDHITS,False,False,20250,0,10747435970.0,157,ASK,LONG,1.0
MITK,2026-04-14 18:08:31.582318+00:00,CALL,12.5,2026-05-15,50400,180,213,15,14.69,REPEATEDHITS,False,False,0,50400,637600186.0,31,BID,SHORT,0.5
IBIT,2026-04-14 18:08:31.582318+00:00,CALL,45.0,2026-05-15,131118,1066,31182,86203,42.39,REPEATEDHITS,False,False,131118,0,57639213093.0,31,ASK,LONG,1.0
GLD,2026-04-14 18:08:24.975195+00:00,CALL,465.0,2026-06-18,96750,75,3752,7101,444.66,REPEATEDHITS,False,False,96750,0,433.781283,65,ASK,LONG,1.0
