ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
GIL,2026-03-26 17:57:32.312915+00:00,CALL,60.0,2026-06-18,13440,60,113,5,55.43,REPEATEDHITS,False,False,12544,896,10722177974.0,84,ASK,LONG,1.0
RCL,2026-03-26 17:57:32.312915+00:00,PUT,270.0,2026-04-17,104993,75,77,486,273.39,REPEATEDHITSDESCENDINGFILL,False,False,99398,1395,75480101820.0,22,ASK,SHORT,1.0
RCL,2026-03-26 17:57:32.312915+00:00,PUT,270.0,2026-04-10,69884,58,59,33,273.39,REPEATEDHITSDESCENDINGFILL,False,False,69884,0,75480101820.0,15,ASK,SHORT,1.0
RCL,2026-03-26 17:57:32.312915+00:00,PUT,282.5,2026-04-02,58325,39,46,16,273.39,REPEATEDHITS,False,False,6000,52325,75480101820.0,7,BID,LONG,0.5
WYNN,2026-03-26 17:57:25.103240+00:00,CALL,110.0,2026-12-18,59445,59,97,317,99.48,REPEATEDHITSASCENDINGFILL,True,False,59445,0,10625424520.0,267,ASK,LONG,1.0
SMH,2026-03-26 17:57:25.103240+00:00,PUT,382.5,2026-04-02,39360,41,290,3376,382.425,REPEATEDHITS,False,False,2880,0,43888957563.0,7,ASK,SHORT,1.0
SMH,2026-03-26 17:57:25.103240+00:00,PUT,382.5,2026-04-02,50160,53,249,3376,382.425,REPEATEDHITSASCENDINGFILL,False,False,7635,17010,43888957563.0,7,BID,LONG,0.5
SMH,2026-03-26 17:57:22.699312+00:00,PUT,382.5,2026-04-02,51145,53,196,3376,382.4,REPEATEDHITS,False,False,4825,18335,43888957563.0,7,BID,LONG,0.5
CRCL,2026-03-26 17:57:21.296740+00:00,CALL,120.0,2027-06-17,195690,66,1352,2317,97.905,REPEATEDHITS,False,False,169005,2965,23690565186.0,448,ASK,LONG,1.0
SPY,2026-03-26 17:57:18.089318+00:00,PUT,645.0,2026-04-17,647010,455,5465,48026,646.99,REPEATEDHITS,False,False,647010,0,656.630875,22,ASK,SHORT,1.0
RIVN,2026-03-26 17:57:18.089318+00:00,CALL,17.0,2026-06-18,40260,300,690,22060,15.24,REPEATEDHITSASCENDINGFILL,False,False,6492,33768,19323147254.0,84,BID,SHORT,0.5
SMH,2026-03-26 17:57:18.089318+00:00,PUT,382.5,2026-04-02,50615,53,143,3376,382.41,REPEATEDHITS,False,False,5730,0,43888957563.0,7,ASK,SHORT,1.0
GEV,2026-03-26 17:57:18.089318+00:00,PUT,910.0,2026-03-27,51750,15,66,155,877.05,REPEATEDHITS,False,False,3450,0,248961670602.0,1,ASK,SHORT,1.0
IWM,2026-03-26 17:57:08.280715+00:00,PUT,230.0,2026-05-15,322679,604,2322,40044,247.7483,REPEATEDHITSDESCENDINGFILL,False,False,322679,0,73032574625.0,50,ASK,SHORT,1.0
