ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
SPX,2026-03-24 20:21:04.266884+00:00,PUT,6250.0,2026-06-18,519717,33,306,10468,6535.0,REPEATEDHITS,False,False,0,519717,86,BID,LONG,0.5
SPX,2026-03-24 20:21:04.266884+00:00,CALL,7000.0,2026-06-18,232254,33,9009,274134,6535.0,REPEATEDHITS,False,False,0,232254,86,BID,SHORT,0.5
SPX,2026-03-24 20:21:04.266884+00:00,CALL,6950.0,2026-05-15,141339,33,923,7324,6535.0,REPEATEDHITS,False,False,0,141339,52,BID,SHORT,0.5
SPX,2026-03-24 20:18:55.001009+00:00,PUT,6225.0,2026-05-15,216248,20,168,1884,6535.0,REPEATEDHITSDESCENDINGFILL,False,False,0,216248,52,BID,LONG,0.5
SPX,2026-03-24 20:17:40.361113+00:00,PUT,6300.0,2026-06-18,591500,35,514,30852,6535.0,REPEATEDHITS,False,False,0,591500,86,BID,LONG,0.5
SPX,2026-03-24 20:16:58.135282+00:00,CALL,6610.0,2026-06-18,4862000,187,2619,937,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
SPX,2026-03-24 20:16:58.135282+00:00,PUT,6610.0,2026-06-18,4899400,187,2616,1052,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
IWM,2026-03-24 20:15:31.893027+00:00,PUT,245.0,2026-03-25,128774,1922,20764,1113,248.0,REPEATEDHITS,False,False,118724,3350,1,ASK,SHORT,1.0
QQQ,2026-03-24 20:13:52.640523+00:00,CALL,565.0,2026-05-15,184750,50,79,59,584.0,REPEATEDHITS,False,False,0,184750,52,BID,SHORT,0.5
SPX,2026-03-24 20:13:14.816538+00:00,PUT,6610.0,2026-06-18,4008600,153,2157,1052,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
SPX,2026-03-24 20:13:14.816538+00:00,CALL,6610.0,2026-06-18,3978000,153,2160,937,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
SPY,2026-03-24 20:12:52.404229+00:00,CALL,654.0,2026-03-25,111878,375,43116,1713,653.0,REPEATEDHITSDESCENDINGFILL,True,False,0,111878,1,BID,SHORT,0.5
SPY,2026-03-24 20:12:20.978782+00:00,CALL,710.0,2026-06-18,153663,393,1744,12576,653.0,REPEATEDHITS,False,False,153663,0,86,ASK,LONG,1.0
SPY,2026-03-24 20:11:20.548934+00:00,CALL,645.0,2026-05-01,196481,76,134,61,653.0,REPEATEDHITSDESCENDINGFILL,False,False,196481,0,38,ASK,LONG,1.0
SPY,2026-03-24 20:11:08.940738+00:00,CALL,635.0,2026-05-01,168351,51,190,107,653.0,REPEATEDHITS,False,False,168351,0,38,ASK,LONG,1.0
SPY,2026-03-24 20:11:08.940738+00:00,PUT,590.0,2026-05-15,127400,200,3702,7827,653.0,REPEATEDHITS,True,False,127400,0,52,ASK,SHORT,1.0
SPY,2026-03-24 20:11:04.534869+00:00,PUT,620.0,2026-04-17,405040,664,19245,44817,653.0,REPEATEDHITS,False,False,0,405040,24,BID,LONG,0.5
SPY,2026-03-24 20:11:04.534869+00:00,PUT,620.0,2026-04-17,563640,924,20581,44817,653.0,REPEATEDHITS,False,False,0,563640,24,BID,LONG,0.5
SPX,2026-03-24 20:10:58.127017+00:00,PUT,6610.0,2026-06-18,13624000,520,1874,1052,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
SPX,2026-03-24 20:10:58.127017+00:00,CALL,6610.0,2026-06-18,13520000,520,1877,937,6535.0,REPEATEDHITS,False,False,0,0,86,MIXED,,0.0
SPX,2026-03-24 20:10:58.127017+00:00,CALL,6800.0,2026-04-17,3165600,800,8372,13962,6535.0,REPEATEDHITS,False,False,0,0,24,MIXED,,0.0
TLT,2026-03-24 20:10:49.118688+00:00,CALL,87.0,2026-03-31,13200,440,14197,16656,85.0,REPEATEDHITS,False,False,13200,0,7,ASK,LONG,1.0
QQQ,2026-03-24 20:10:49.118688+00:00,PUT,570.0,2026-04-17,301200,300,4780,42880,584.0,REPEATEDHITS,False,False,0,301200,24,BID,LONG,0.5
SPY,2026-03-24 20:10:39.310683+00:00,PUT,632.0,2026-03-31,307000,1000,10900,4000,653.0,REPEATEDHITS,False,False,307000,0,7,ASK,SHORT,1.0
IWM,2026-03-24 20:10:39.310683+00:00,CALL,300.0,2028-12-15,325950,123,123,6,248.0,REPEATEDHITS,False,False,323300,2650,997,ASK,LONG,1.0
QQQ,2026-03-24 20:10:31.504235+00:00,PUT,583.0,2026-03-25,259532,954,51923,2199,584.0,REPEATEDHITSDESCENDINGFILL,True,False,1365,258167,1,BID,LONG,0.5
GLD,2026-03-24 20:10:18.094548+00:00,CALL,452.0,2026-04-02,17748,204,238,66,404.0,REPEATEDHITS,False,False,17748,0,9,ASK,LONG,1.0
SPY,2026-03-24 20:10:18.094548+00:00,CALL,645.0,2026-04-30,108962,43,86,704,653.0,REPEATEDHITS,False,False,108962,0,37,ASK,LONG,1.0
QQQ,2026-03-24 20:09:54.077052+00:00,PUT,583.0,2026-03-25,121716,441,50894,2199,583.0,REPEATEDHITS,False,False,0,121440,1,BID,LONG,0.5
SPY,2026-03-24 20:09:33.865090+00:00,PUT,670.0,2026-03-27,517500,300,2290,7683,653.0,REPEATEDHITS,False,False,517500,0,3,ASK,SHORT,1.0
IWM,2026-03-24 20:09:25.057084+00:00,PUT,238.0,2026-03-31,352000,2000,20266,3842,248.0,REPEATEDHITS,False,False,352000,0,7,ASK,SHORT,1.0
IBRX,2026-03-24 19:59:06.657937+00:00,CALL,7.5,2026-05-15,15000,100,2226,3865,7.37,REPEATEDHITS,False,False,15000,0,52,ASK,LONG,1.0
IBRX,2026-03-24 19:53:56.673965+00:00,CALL,7.5,2026-04-17,25000,250,12150,8027,7.335,REPEATEDHITS,False,False,25000,0,24,ASK,LONG,1.0
IBRX,2026-03-24 19:52:08.157085+00:00,CALL,7.5,2026-04-17,24282,250,10400,8027,7.345,REPEATEDHITSDESCENDINGFILL,False,False,24282,0,24,ASK,LONG,1.0
IBRX,2026-03-24 19:46:57.620779+00:00,CALL,7.5,2026-04-17,25000,250,9381,8027,7.3599,REPEATEDHITS,False,False,25000,0,24,ASK,LONG,1.0
IBRX,2026-03-24 19:46:27.180632+00:00,CALL,7.5,2026-04-17,25000,250,8631,8027,7.395,REPEATEDHITS,False,False,25000,0,24,ASK,LONG,1.0
IBRX,2026-03-24 19:44:21.216798+00:00,CALL,7.5,2026-04-17,24900,250,7631,8027,7.425,REPEATEDHITSDESCENDINGFILL,False,False,22400,2500,24,ASK,LONG,1.0
IBRX,2026-03-24 15:35:17.970757+00:00,PUT,5.5,2026-05-15,29940,500,837,2420,7.055,REPEATEDHITS,False,False,29940,0,52,ASK,SHORT,1.0
