ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
SPY,2026-03-23 15:55:37.451728+00:00,CALL,667.0,2026-07-31,748216,248,266,226,656.725,REPEATEDHITS,False,False,0,748216,130,BID,SHORT,0.5
NUGT,2026-03-23 15:55:37.451728+00:00,CALL,185.0,2026-04-17,24140,34,37,1,155.695,REPEATEDHITS,False,False,0,24140,25,BID,SHORT,0.5
NVDA,2026-03-23 15:55:37.451728+00:00,PUT,150.0,2026-05-15,134460,500,1622,31279,175.41,REPEATEDHITSDESCENDINGFILL,False,False,124276,10184,53,ASK,SHORT,1.0
TSLA,2026-03-23 15:55:37.451728+00:00,CALL,405.0,2026-04-06,155310,501,659,0,378.9898,REPEATEDHITS,False,False,0,155310,14,BID,SHORT,0.5
KPTI,2026-03-23 15:55:37.451728+00:00,CALL,15.0,2026-04-17,16275,93,103,3301,7.0401,REPEATEDHITS,False,False,0,16275,25,BID,SHORT,0.5
CWVX,2026-03-23 15:55:33.243163+00:00,PUT,23.0,2026-04-17,10360,28,29,172,22.98,REPEATEDHITS,False,False,10360,0,25,ASK,SHORT,1.0
MU,2026-03-23 15:55:33.243163+00:00,PUT,400.0,2026-03-27,550000,500,19093,6402,405.71,REPEATEDHITS,True,False,524700,0,4,ASK,SHORT,1.0
SNDK,2026-03-23 15:55:33.243163+00:00,CALL,1080.0,2026-05-15,171153,100,904,3758,687.98,REPEATEDHITSASCENDINGFILL,False,False,0,171153,53,BID,SHORT,0.5
TLN,2026-03-23 15:55:33.243163+00:00,PUT,265.0,2026-04-10,12765,69,186,16,315.75,REPEATEDHITS,False,False,12765,0,18,ASK,SHORT,1.0
SOXL,2026-03-23 15:55:33.243163+00:00,PUT,54.5,2026-04-17,11280,16,197,0,53.52,REPEATEDHITS,False,False,10575,705,25,ASK,SHORT,1.0
QQQ,2026-03-23 15:55:31.638825+00:00,PUT,592.0,2026-03-23,144395,361,101368,2773,588.74,REPEATEDHITSASCENDINGFILL,True,False,144395,0,0,ASK,SHORT,1.0
LULU,2026-03-23 15:55:31.638825+00:00,PUT,162.5,2026-03-27,29900,92,160,701,163.2,REPEATEDHITS,False,False,29900,0,4,ASK,SHORT,1.0
SNDK,2026-03-23 15:55:29.229694+00:00,CALL,1080.0,2026-05-15,172012,100,804,3758,688.04,REPEATEDHITSASCENDINGFILL,False,False,0,172012,53,BID,SHORT,0.5
NB,2026-03-23 15:55:28.226842+00:00,CALL,5.0,2026-05-15,14625,225,684,2299,4.64,REPEATEDHITS,False,False,14625,0,53,ASK,LONG,1.0
ZION,2026-03-23 15:55:26.021792+00:00,PUT,55.0,2027-01-15,35204,50,50,87,55.17,REPEATEDHITSASCENDINGFILL,False,False,35204,0,298,ASK,SHORT,1.0
MSFT,2026-03-23 15:55:26.021792+00:00,CALL,385.0,2026-03-25,171798,627,2625,837,382.69,REPEATEDHITS,False,False,171798,0,2,ASK,LONG,1.0
CRM,2026-03-23 15:55:20.809140+00:00,PUT,205.0,2026-04-24,122640,73,73,40,192.14,REPEATEDHITS,False,False,122640,0,32,ASK,SHORT,1.0
PLTR,2026-03-23 15:55:20.809140+00:00,CALL,135.0,2026-08-21,226240,64,64,681,156.65,REPEATEDHITS,False,False,0,226240,151,BID,SHORT,0.5
KRE,2026-03-23 15:55:20.809140+00:00,PUT,64.0,2026-03-31,11100,100,114,242,64.44,REPEATEDHITS,False,False,11100,0,8,ASK,SHORT,1.0
COIN,2026-03-23 15:55:20.809140+00:00,PUT,200.0,2026-03-27,24000,30,1241,1281,197.7251,REPEATEDHITS,False,False,22400,1600,4,ASK,SHORT,1.0
SLV,2026-03-23 15:55:20.809140+00:00,PUT,62.0,2026-03-23,27179,302,13155,4625,61.6803,REPEATEDHITSASCENDINGFILL,True,False,27179,0,0,ASK,SHORT,1.0
COIN,2026-03-23 15:55:20.809140+00:00,PUT,190.0,2026-05-15,90505,52,66,3735,197.585,REPEATEDHITS,True,False,90505,0,53,ASK,SHORT,1.0
MA,2026-03-23 15:55:20.809140+00:00,PUT,500.0,2026-06-18,55995,23,45,1056,502.22,REPEATEDHITS,True,False,14570,41425,87,BID,LONG,0.5
