ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
BMNR,2026-04-14 19:15:59.593743+00:00,CALL,19.0,2026-04-17,135730,554,676,3662,21.34,REPEATEDHITS,False,False,0,135730,9784091321.0,3,BID,SHORT,0.5
CRWV,2026-04-14 19:15:59.593743+00:00,CALL,200.0,2028-01-21,60600,20,1190,1675,117.57,REPEATEDHITS,False,False,48480,3030,46206226492.0,647,ASK,LONG,1.0
NFLX,2026-04-14 19:15:53.783691+00:00,CALL,112.0,2026-05-15,72090,267,3422,3076,106.04,REPEATEDHITS,True,False,0,72090,435558247394.0,31,BID,SHORT,0.5
AG,2026-04-14 19:15:53.783691+00:00,CALL,25.0,2026-07-17,20475,91,621,30687,21.525,REPEATEDHITS,True,False,19800,675,10209677477.0,94,ASK,LONG,1.0
M,2026-04-14 19:15:25.967621+00:00,PUT,22.0,2028-01-21,12597,21,24,95,19.295,REPEATEDHITSASCENDINGFILL,False,False,12597,0,5071710393.0,647,ASK,SHORT,1.0
XP,2026-04-14 19:15:22.562198+00:00,CALL,25.0,2026-08-21,595000,5000,5000,88,21.18,FLOORTRADEMIDCAP,False,True,0,595000,8841551547.0,129,BID,SHORT,0.5
SLV,2026-04-14 19:15:22.562198+00:00,CALL,78.0,2026-05-15,24297,89,1293,3840,71.775,REPEATEDHITS,True,False,0,22386,36506144016.0,31,BID,SHORT,0.5
NVDA,2026-04-14 19:15:17.755112+00:00,CALL,202.5,2026-04-17,154980,2870,15115,12935,196.14,REPEATEDHITS,False,False,0,154980,4600233000000.0,3,BID,SHORT,0.5
SPX,2026-04-14 19:15:17.755112+00:00,CALL,6995.0,2026-06-18,2194625,125,4618,6,6959.66,REPEATEDHITS,False,False,0,0,,65,MIXED,,0.0
SPX,2026-04-14 19:15:17.755112+00:00,PUT,6995.0,2026-06-18,2152375,125,4635,2,6959.66,REPEATEDHITS,False,False,0,0,,65,MIXED,,0.0
BULL,2026-04-14 19:15:09.347715+00:00,CALL,15.0,2027-01-15,44694,2483,5705,35987,5.8,REPEATEDHITS,False,False,0,44694,2326979260.0,276,BID,SHORT,0.5
TLT,2026-04-14 19:15:07.543013+00:00,CALL,87.5,2026-05-01,11151,189,507,1887,87.16,REPEATEDHITS,False,False,0,11151,42149968217.0,17,BID,SHORT,0.5
C,2026-04-14 19:15:07.543013+00:00,CALL,135.0,2027-01-15,86125,65,455,741,130.13,REPEATEDHITS,False,False,0,86125,220904004457.0,276,BID,SHORT,0.5
NVDA,2026-04-14 19:15:02.938294+00:00,PUT,192.5,2026-04-22,110495,500,1729,26,196.03,REPEATEDHITSASCENDINGFILL,False,False,0,110495,4600233000000.0,8,BID,LONG,0.5
INTC,2026-04-14 19:14:47.329359+00:00,PUT,55.0,2026-05-15,99183,508,4716,13410,63.2999,REPEATEDHITSASCENDINGFILL,True,False,1576,97607,325574100000.0,31,BID,LONG,0.5
F,2026-04-14 19:14:39.721369+00:00,CALL,13.0,2026-09-18,43516,473,1202,8004,12.695,REPEATEDHITS,True,False,0,43516,47650457492.0,157,BID,SHORT,0.5
BULL,2026-04-14 19:14:39.721369+00:00,CALL,5.0,2026-05-15,26699,284,2647,2971,5.81,REPEATEDHITSDESCENDINGFILL,True,False,0,26699,2326979260.0,31,BID,SHORT,0.5
KLAC,2026-04-14 19:14:39.721369+00:00,PUT,1740.0,2026-04-17,96000,48,104,20,1795.71,REPEATEDHITS,False,False,16000,80000,231845688005.0,3,BID,LONG,0.5
SNAP,2026-04-14 19:14:35.117549+00:00,CALL,5.5,2026-04-17,38715,2581,48229,70018,5.52,REPEATEDHITS,True,False,7155,31560,7389229049.0,3,BID,SHORT,0.5
UNH,2026-04-14 19:14:25.911594+00:00,CALL,350.0,2028-01-21,107525,23,83,2055,314.7,REPEATEDHITS,False,False,0,107525,284102537607.0,647,BID,SHORT,0.5
HSAI,2026-04-14 19:14:25.911594+00:00,CALL,25.0,2026-04-17,128000,6400,10055,2743,23.34,LOWHISTORICVOLUMEFLOOR,False,True,0,0,2259552626.0,3,MIXED,,0.0
SNAP,2026-04-14 19:14:15.704072+00:00,CALL,5.0,2026-04-17,44825,862,23497,48317,5.515,REPEATEDHITSDESCENDINGFILL,False,False,0,44772,7389229049.0,3,BID,SHORT,0.5
TLN,2026-04-14 19:14:15.704072+00:00,CALL,350.0,2026-11-20,244360,41,756,19,343.39,REPEATEDHITS,False,False,65560,178800,14900227883.0,220,BID,SHORT,0.5
SYF,2026-04-14 19:14:09.482829+00:00,CALL,75.0,2026-06-18,20240,44,2384,4985,75.51,REPEATEDHITS,False,False,0,20240,25649129427.0,65,BID,SHORT,0.5
QQQ,2026-04-14 19:14:02.474357+00:00,PUT,626.0,2026-04-16,430642,1549,17847,6,627.44,REPEATEDHITSASCENDINGFILL,True,False,403770,26594,400164020159.0,2,ASK,SHORT,1.0
