ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
SOXL,2026-07-31 17:47:32.232600+00:00,PUT,95.0,2026-12-18,1717330,585,617,156,120.71,REPEATEDHITSASCENDINGFILL,False,False,False,53185,1664145,19433574883.0,140,BID,LONG,0.5
SOXL,2026-07-31 17:47:32.232600+00:00,PUT,125.0,2026-12-18,2069280,432,594,223,120.71,REPEATEDHITS,False,False,False,0,2069280,19433574883.0,140,BID,LONG,0.5
QQQ,2026-07-31 17:36:16.767623+00:00,CALL,690.0,2026-08-06,844077,1052,1832,799,690.04,REPEATEDHITSASCENDINGFILL,True,False,False,799988,39259,455797039540.0,6,ASK,LONG,1.0
COIN,2026-07-31 17:33:35.759031+00:00,CALL,160.0,2026-11-20,1312395,680,696,218,147.34,REPEATEDHITS,False,False,False,1312395,0,36446119975.0,112,ASK,LONG,1.0
EWY,2026-07-31 17:30:06.135068+00:00,PUT,154.0,2026-08-07,2394885,4435,4441,7,160.1701,REPEATEDHITSDESCENDINGFILL,False,False,False,2394885,0,22720686063.0,7,ASK,SHORT,1.0
AAPL,2026-07-31 17:29:50.117554+00:00,CALL,297.5,2026-07-31,1579715,4051,8906,176,301.075,REPEATEDHITSDESCENDINGFILL,False,False,False,1579715,0,4866137437400.0,0,ASK,LONG,1.0
STX,2026-07-31 17:24:45.364465+00:00,CALL,1020.0,2026-09-18,557600,85,87,50,876.41,REPEATEDHITS,False,False,False,557600,0,190971347907.0,49,ASK,LONG,1.0
SMTC,2026-07-31 17:24:39.354618+00:00,CALL,125.0,2026-10-16,585800,290,592,13,119.62,REPEATEDHITS,False,False,False,585800,0,10676055364.0,77,ASK,LONG,1.0
DDOG,2026-07-31 17:22:51.586230+00:00,CALL,300.0,2026-09-18,1464690,755,819,639,271.51,REPEATEDHITS,True,False,False,1925,1460820,88846576311.0,49,BID,SHORT,0.5
MU,2026-07-31 17:17:41.245422+00:00,PUT,830.0,2026-08-05,603803,197,537,116,842.15,REPEATEDHITS,False,False,False,603803,0,987835013454.0,5,ASK,SHORT,1.0
BE,2026-07-31 17:08:45.968539+00:00,CALL,217.5,2026-07-31,1735257,3337,3851,326,212.66,REPEATEDHITSASCENDINGFILL,True,False,False,525,1734732,61002503904.0,0,BID,SHORT,0.5
EWY,2026-07-31 17:08:17.330504+00:00,PUT,140.0,2026-08-07,1112622,5428,6041,3389,158.995,REPEATEDHITSDESCENDINGFILL,False,False,False,1112622,0,22720686063.0,7,ASK,SHORT,1.0
ETHA,2026-07-31 17:07:12.251361+00:00,PUT,13.0,2026-08-21,666425,22325,22331,4175,14.0423,REPEATEDHITSDESCENDINGFILL,False,False,False,0,0,6944643005.0,21,MIXED,,0.0
SOXL,2026-07-31 17:00:07.342733+00:00,PUT,70.0,2026-09-04,693690,1110,1175,155,118.5642,REPEATEDHITSDESCENDINGFILL,True,False,False,693115,575,19433574883.0,35,ASK,SHORT,1.0
MPWR,2026-07-31 16:58:12.404810+00:00,PUT,1420.0,2026-09-18,588800,40,111,20,1439.215,REPEATEDHITS,False,False,False,588800,0,64663923400.0,49,ASK,SHORT,1.0
TER,2026-07-31 16:57:36.757611+00:00,CALL,500.0,2026-11-20,535500,126,130,98,377.06,REPEATEDHITS,False,False,False,535500,0,57214594789.0,112,ASK,LONG,1.0
SYK,2026-07-31 16:54:24.912700+00:00,PUT,350.0,2027-06-17,891801,182,256,71,324.06,REPEATEDHITS,True,False,False,142100,749701,133424879606.0,321,BID,LONG,0.5
DRAM,2026-07-31 16:48:31.908020+00:00,PUT,50.0,2026-09-04,1149115,2052,2117,185,51.1,REPEATEDHITS,False,False,False,1149115,0,286480.0,35,ASK,SHORT,1.0
PWR,2026-07-31 16:46:25.191373+00:00,PUT,650.0,2026-08-21,976858,402,424,88,666.7,REPEATEDHITSDESCENDINGFILL,False,False,False,976858,0,98922945726.0,21,ASK,SHORT,1.0
INTC,2026-07-31 16:44:37.869738+00:00,CALL,180.0,2028-12-15,1588160,564,614,552,91.81,REPEATEDHITS,False,False,False,0,1306160,459659720000.0,868,BID,SHORT,0.5
BE,2026-07-31 16:40:45.769481+00:00,PUT,150.0,2026-09-04,1118525,1407,1454,95,212.59,REPEATEDHITS,True,False,False,1112205,6320,61002503904.0,35,ASK,SHORT,1.0
V,2026-07-31 16:40:02.326952+00:00,CALL,390.0,2026-09-18,725685,1792,1823,594,364.94,REPEATEDHITSDESCENDINGFILL,False,False,False,725685,0,624165356431.0,49,ASK,LONG,1.0
SMH,2026-07-31 16:39:13.282555+00:00,PUT,545.0,2026-08-07,1342335,821,1094,171,544.32,REPEATEDHITS,True,False,False,1301460,19620,67708405899.0,7,ASK,SHORT,1.0
SPY,2026-07-31 16:37:06.922755+00:00,PUT,789.0,2026-08-03,503079,113,116,0,744.51,REPEATEDHITSDESCENDINGFILL,True,False,False,4455,498624,741.370067,3,BID,LONG,0.5
COHR,2026-07-31 16:37:04.518275+00:00,PUT,240.0,2026-08-14,3527782,2247,2281,70,262.895,REPEATEDHITS,False,False,False,3527782,0,48725929288.0,14,ASK,SHORT,1.0
SMH,2026-07-31 16:35:16.771276+00:00,CALL,535.0,2026-08-10,1136785,490,491,3,544.74,REPEATEDHITS,True,False,False,2310,1134475,67708405899.0,10,BID,SHORT,0.5
SOXX,2026-07-31 16:33:35.425553+00:00,PUT,450.0,2026-08-28,997705,907,924,237,511.41,REPEATEDHITS,False,False,False,0,997705,41242652347.0,28,BID,LONG,0.5
SPOT,2026-07-31 16:31:33.576830+00:00,PUT,520.0,2026-10-16,799034,176,176,55,511.33,REPEATEDHITSDESCENDINGFILL,False,False,False,776339,22695,107570136935.0,77,ASK,SHORT,1.0
BE,2026-07-31 16:29:17.339226+00:00,PUT,175.0,2026-08-07,625675,1422,1638,460,211.78,REPEATEDHITS,False,False,False,625675,0,61002503904.0,7,ASK,SHORT,1.0
RSP,2026-07-31 16:28:39.688762+00:00,PUT,205.0,2027-01-15,691880,1332,2990,336,214.795,REPEATEDHITS,True,False,False,691880,0,97307675290.0,168,ASK,SHORT,1.0
EWY,2026-07-31 16:25:04.950599+00:00,PUT,150.0,2026-08-14,3849256,5833,11151,175,158.75,REPEATEDHITSDESCENDINGFILL,False,False,False,3817416,31840,22720686063.0,14,ASK,SHORT,1.0
FLNC,2026-07-31 16:24:23.904178+00:00,PUT,10.0,2026-11-20,589352,3802,3827,463,13.85,REPEATEDHITSASCENDINGFILL,False,False,False,0,589352,1788970770.0,112,BID,LONG,0.5
AAPL,2026-07-31 16:22:01.918977+00:00,CALL,297.5,2026-07-31,1180304,2879,4063,176,301.33,REPEATEDHITS,False,False,False,1180304,0,4866137437400.0,0,ASK,LONG,1.0
FSLR,2026-07-31 16:22:01.918977+00:00,CALL,230.0,2026-10-16,983240,467,509,195,214.5,REPEATEDHITSASCENDINGFILL,True,False,False,425210,513825,22139851026.0,77,BID,SHORT,0.5
WDC,2026-07-31 16:21:44.102002+00:00,CALL,605.0,2026-08-21,572120,170,171,12,547.68,REPEATEDHITSASCENDINGFILL,False,False,False,70665,501455,183729363108.0,21,BID,SHORT,0.5
STX,2026-07-31 16:18:43.470366+00:00,PUT,695.0,2026-08-21,1052470,506,582,17,859.2,REPEATEDHITSDESCENDINGFILL,False,False,False,1052470,0,190971347907.0,21,ASK,SHORT,1.0
SOXX,2026-07-31 16:18:35.661808+00:00,PUT,425.0,2026-08-21,963812,2095,4034,202,508.285,REPEATEDHITSASCENDINGFILL,False,False,False,0,963812,41242652347.0,21,BID,LONG,0.5
MRVL,2026-07-31 16:10:11.979532+00:00,CALL,197.5,2026-08-07,714538,922,1060,159,191.22,REPEATEDHITSDESCENDINGFILL,True,False,False,671913,41850,160350840000.0,7,ASK,LONG,1.0
EWY,2026-07-31 16:06:35.720272+00:00,PUT,150.0,2026-08-14,3589623,5279,5292,175,157.47,REPEATEDHITSDESCENDINGFILL,False,False,False,3589623,0,22720686063.0,14,ASK,SHORT,1.0
SPOT,2026-07-31 16:05:04.009715+00:00,CALL,550.0,2026-08-07,548205,510,1323,97,511.38,REPEATEDHITSDESCENDINGFILL,True,False,False,6425,541780,107570136935.0,7,BID,SHORT,0.5
TLN,2026-07-31 16:02:15.148794+00:00,CALL,345.0,2026-08-28,502900,235,235,0,334.21,REPEATEDHITS,False,False,False,502900,0,15095655628.0,28,ASK,LONG,1.0
SOXX,2026-07-31 16:00:08.773833+00:00,PUT,425.0,2026-08-21,886890,1928,1938,202,508.305,REPEATEDHITSASCENDINGFILL,False,False,False,0,886890,41242652347.0,21,BID,LONG,0.5
ETN,2026-07-31 15:56:02.876836+00:00,CALL,460.0,2026-10-16,530999,354,354,63,409.16,REPEATEDHITS,False,False,False,530999,0,150229387000.0,77,ASK,LONG,1.0
STX,2026-07-31 15:53:41.268361+00:00,PUT,700.0,2026-08-21,712708,330,337,249,857.11,REPEATEDHITSDESCENDINGFILL,True,False,False,710618,2090,190971347907.0,21,ASK,SHORT,1.0
CIEN,2026-07-31 15:53:08.610687+00:00,PUT,335.0,2026-08-21,807348,553,557,67,381.535,REPEATEDHITSDESCENDINGFILL,True,False,False,805918,1430,52667595689.0,21,ASK,SHORT,1.0
KO,2026-07-31 15:51:25.678890+00:00,PUT,91.0,2026-08-07,780954,2297,2322,134,87.845,REPEATEDHITSDESCENDINGFILL,False,False,False,780954,0,380732582513.0,7,ASK,SHORT,1.0
LRCX,2026-07-31 15:50:22.985331+00:00,PUT,267.5,2026-08-07,1195598,2135,2153,34,299.22,REPEATEDHITSDESCENDINGFILL,False,False,False,1195598,0,372319998120.0,7,ASK,SHORT,1.0
DKS,2026-07-31 15:49:31.918136+00:00,PUT,160.0,2026-09-18,1337000,7000,7001,55,197.31,LOWHISTORICVOLUMEFLOOR,False,True,False,0,1337000,13180446929.0,49,BID,LONG,0.5
COHR,2026-07-31 15:47:00.911996+00:00,PUT,240.0,2026-08-21,3415940,1817,1825,809,259.58,REPEATEDHITSDESCENDINGFILL,False,False,False,3414070,0,48725929288.0,21,ASK,SHORT,1.0
AMZN,2026-07-31 17:17:24.224279+00:00,CALL,272.5,2026-08-07,423979,1034,8725,393,269.84,REPEATEDHITSASCENDINGFILL,False,False,False,18450,405529,2540176846206.0,7,BID,SHORT,0.5
AMZN,2026-07-31 16:00:50.424782+00:00,CALL,280.0,2027-02-19,222855,83,134,32,269.12,REPEATEDHITS,False,False,False,222855,0,2540176846206.0,203,ASK,LONG,1.0
AMZN,2026-07-31 15:28:25.573318+00:00,CALL,285.0,2027-02-19,242000,100,236,42,268.14,REPEATEDHITS,False,False,False,140360,41140,2540176846206.0,203,ASK,LONG,1.0
AMZN,2026-07-31 15:16:31.124167+00:00,PUT,290.0,2026-11-20,281325,93,99,88,271.175,REPEATEDHITS,False,False,False,0,254100,2540176846206.0,112,BID,LONG,0.5
AMZN,2026-07-31 15:16:06.688596+00:00,PUT,280.0,2027-02-19,196950,65,71,0,271.445,REPEATEDHITS,False,False,False,6060,187860,2540176846206.0,203,BID,LONG,0.5
AMZN,2026-07-31 15:14:33.337683+00:00,CALL,285.0,2027-02-19,147915,57,128,42,271.49,REPEATEDHITS,False,False,False,0,132345,2540176846206.0,203,BID,SHORT,0.5
AMZN,2026-07-31 15:14:03.275155+00:00,PUT,270.0,2027-02-19,150000,60,98,0,271.255,REPEATEDHITS,False,False,False,0,150000,2540176846206.0,203,BID,LONG,0.5
AMZN,2026-07-31 15:12:29.518188+00:00,PUT,280.0,2026-11-20,519400,212,1140,198,270.46,REPEATEDHITS,False,False,False,0,519400,2540176846206.0,112,BID,LONG,0.5
AMZN,2026-07-31 15:10:49.347920+00:00,PUT,280.0,2026-11-20,612500,250,422,198,270.27,REPEATEDHITS,False,False,False,612500,0,2540176846206.0,112,ASK,SHORT,1.0
AMZN,2026-07-31 14:50:40.417297+00:00,CALL,272.5,2026-08-03,261330,843,7681,736,271.15,REPEATEDHITS,True,False,False,0,261330,2540176846206.0,3,BID,SHORT,0.5
AMZN,2026-07-31 14:50:40.417297+00:00,PUT,272.5,2026-08-03,150480,342,988,148,271.13,REPEATEDHITS,False,False,False,150480,0,2540176846206.0,3,ASK,SHORT,1.0
AMZN,2026-07-31 14:26:54.369939+00:00,PUT,257.5,2026-08-14,122758,493,528,1,270.09,REPEATEDHITS,True,False,False,250,122508,2540176846206.0,14,BID,LONG,0.5
AMZN,2026-07-31 14:24:50.570640+00:00,PUT,260.0,2026-08-14,111786,300,927,41,268.385,REPEATEDHITSDESCENDINGFILL,True,False,False,107716,0,2540176846206.0,14,ASK,SHORT,1.0
AMZN,2026-07-31 14:23:43.635767+00:00,PUT,260.0,2026-08-14,191250,501,627,41,267.835,REPEATEDHITSDESCENDINGFILL,True,False,False,141850,0,2540176846206.0,14,ASK,SHORT,1.0
AMZN,2026-07-31 14:19:21.091504+00:00,PUT,272.5,2026-08-03,204795,333,472,148,268.475,REPEATEDHITS,True,False,False,0,204795,2540176846206.0,3,BID,LONG,0.5
AMZN,2026-07-31 14:19:21.091504+00:00,CALL,272.5,2026-08-03,353550,1666,4962,736,268.44,REPEATEDHITSASCENDINGFILL,True,False,False,347155,4487,2540176846206.0,3,ASK,LONG,1.0
AMZN,2026-07-31 14:18:22.699925+00:00,PUT,272.5,2026-08-07,714230,946,1063,38,268.8955,REPEATEDHITS,True,False,False,0,714230,2540176846206.0,7,BID,LONG,0.5
AMZN,2026-07-31 14:10:33.695913+00:00,PUT,267.5,2026-08-03,103668,288,1300,62,268.04,REPEATEDHITSDESCENDINGFILL,False,False,False,103668,0,2540176846206.0,3,ASK,SHORT,1.0
AMZN,2026-07-31 14:10:20.062828+00:00,PUT,265.0,2026-08-03,135248,582,4475,84,268.125,REPEATEDHITSASCENDINGFILL,False,False,False,233,135015,2540176846206.0,3,BID,LONG,0.5
AMZN,2026-07-31 14:01:49.618736+00:00,PUT,270.0,2026-07-31,114136,511,4033,366,270.46,REPEATEDHITSASCENDINGFILL,True,False,False,104279,9857,2540176846206.0,0,ASK,SHORT,1.0
AMZN,2026-07-31 13:55:11.110835+00:00,PUT,265.0,2026-08-03,272863,1000,2251,84,267.905,REPEATEDHITSASCENDINGFILL,True,False,False,272863,0,2540176846206.0,3,ASK,SHORT,1.0
AMZN,2026-07-31 13:43:30.875577+00:00,PUT,250.0,2026-08-07,237500,2375,3080,1662,266.045,REPEATEDHITS,False,False,False,216000,16400,2540176846206.0,7,ASK,SHORT,1.0
AMZN,2026-07-31 13:39:23.276495+00:00,PUT,260.0,2026-07-31,104225,2051,11699,1194,268.57,REPEATEDHITSDESCENDINGFILL,True,False,False,21803,64922,2540176846206.0,0,BID,LONG,0.5
AMZN,2026-07-31 13:37:42.454912+00:00,PUT,267.5,2026-08-07,226315,398,532,22,268.1,REPEATEDHITSASCENDINGFILL,True,False,False,113315,113000,2540176846206.0,7,ASK,SHORT,1.0
AMZN,2026-07-31 13:37:30.824847+00:00,PUT,260.0,2026-07-31,104910,1614,8707,1194,267.89,REPEATEDHITS,False,False,False,1300,0,2540176846206.0,0,ASK,SHORT,1.0
AMZN,2026-07-31 13:31:57.167268+00:00,PUT,260.0,2026-07-31,454463,2320,3255,1194,263.26,REPEATEDHITSDESCENDINGFILL,True,False,False,4011,450452,2540176846206.0,0,BID,LONG,0.5
AMZN,2026-07-30 19:27:21.416584+00:00,CALL,270.0,2026-08-03,132340,1018,2357,104,239.55,REPEATEDHITS,False,False,False,132340,0,2540176846206.0,4,ASK,LONG,1.0
AMZN,2026-07-30 18:40:17.255026+00:00,CALL,217.5,2026-07-31,4117438,1924,2391,581,237.2,REPEATEDHITSASCENDINGFILL,False,False,False,0,4117438,2540176846206.0,1,BID,SHORT,0.5
AMZN,2026-07-30 18:02:27.321288+00:00,CALL,260.0,2026-08-05,193496,800,1185,238,237.43,REPEATEDHITSASCENDINGFILL,False,False,False,190262,3234,2540176846206.0,6,ASK,LONG,1.0
AMZN,2026-07-30 14:02:54.592951+00:00,CALL,227.5,2026-07-31,2883483,2128,2292,1070,236.97,REPEATEDHITSASCENDINGFILL,False,False,False,0,2883483,2540176846206.0,1,BID,SHORT,0.5
RDDT,2026-07-31 17:24:45.364465+00:00,PUT,134.0,2026-08-14,21150,47,142,1,140.46,REPEATEDHITS,False,False,False,450,20700,26012213728.0,14,BID,LONG,0.5
RDDT,2026-07-31 17:08:36.756725+00:00,CALL,137.0,2026-07-31,28025,95,1016,0,139.24,REPEATEDHITS,False,False,False,25960,2065,26012213728.0,0,ASK,LONG,1.0
RDDT,2026-07-31 17:05:00.908758+00:00,CALL,150.0,2026-08-07,21153,104,1303,23,139.17,REPEATEDHITSASCENDINGFILL,True,False,False,1030,20123,26012213728.0,7,BID,SHORT,0.5
RDDT,2026-07-31 17:00:23.771011+00:00,CALL,140.0,2026-08-21,224275,252,1265,111,139.4625,REPEATEDHITS,True,False,False,224275,0,26012213728.0,21,ASK,LONG,1.0
RDDT,2026-07-31 17:00:10.948714+00:00,CALL,138.0,2026-07-31,24335,106,1680,2,139.285,REPEATEDHITSDESCENDINGFILL,False,False,False,226,24109,26012213728.0,0,BID,SHORT,0.5
RDDT,2026-07-31 16:41:56.669936+00:00,CALL,140.0,2026-07-31,10120,88,3773,17,138.4,REPEATEDHITS,False,False,False,0,10120,26012213728.0,0,BID,SHORT,0.5
RDDT,2026-07-31 15:35:34.135532+00:00,CALL,135.0,2026-07-31,65780,299,706,19,135.655,REPEATEDHITS,False,False,False,0,65780,26012213728.0,0,BID,SHORT,0.5
RDDT,2026-07-31 15:31:37.084327+00:00,CALL,137.0,2026-07-31,16997,116,600,0,135.591,REPEATEDHITSDESCENDINGFILL,True,False,False,14600,2397,26012213728.0,0,ASK,LONG,1.0
RDDT,2026-07-31 15:27:42.515275+00:00,PUT,140.0,2026-07-31,724559,1610,5360,1102,135.86,REPEATEDHITSASCENDINGFILL,False,False,False,0,724559,26012213728.0,0,BID,LONG,0.5
RDDT,2026-07-31 15:06:42.365736+00:00,PUT,133.0,2026-08-07,20976,76,242,22,139.9028,REPEATEDHITS,False,False,False,0,20976,26012213728.0,7,BID,LONG,0.5
RDDT,2026-07-31 15:02:36.909205+00:00,PUT,136.0,2026-07-31,26895,489,1382,353,140.625,REPEATEDHITS,False,False,False,26895,0,26012213728.0,0,ASK,SHORT,1.0
RDDT,2026-07-31 14:58:10.555353+00:00,PUT,100.0,2026-09-04,377300,4900,4902,1,138.7955,FLOORTRADELARGECAP,False,True,False,0,377300,26012213728.0,35,BID,LONG,0.5
RDDT,2026-07-31 14:47:59.721287+00:00,CALL,140.0,2026-07-31,200000,1000,2285,17,139.24,REPEATEDHITS,False,False,False,0,200000,26012213728.0,0,BID,SHORT,0.5
RDDT,2026-07-31 14:38:18.689206+00:00,CALL,150.0,2026-09-11,18800,20,71,1,138.54,REPEATEDHITS,False,False,False,18800,0,26012213728.0,42,ASK,LONG,1.0
RDDT,2026-07-31 14:31:13.820786+00:00,CALL,142.0,2026-07-31,14652,132,764,5,138.8792,REPEATEDHITS,False,False,False,14652,0,26012213728.0,0,ASK,LONG,1.0
RDDT,2026-07-31 14:27:50.672128+00:00,PUT,125.0,2026-08-28,25440,48,145,30,137.34,REPEATEDHITS,True,False,False,0,25440,26012213728.0,28,BID,LONG,0.5
RDDT,2026-07-31 14:19:06.383454+00:00,CALL,140.0,2026-10-16,70725,41,83,39,137.885,REPEATEDHITS,False,False,False,70725,0,26012213728.0,77,ASK,LONG,1.0
RDDT,2026-07-31 14:14:24.634274+00:00,CALL,138.0,2026-07-31,20401,102,210,2,136.45,REPEATEDHITS,False,False,False,0,20401,26012213728.0,0,BID,SHORT,0.5
