ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
MRCY,2026-03-27 17:44:34.765149+00:00,PUT,70.0,2026-04-17,97500,250,251,251,71.48,REPEATEDHITS,False,False,97500,0,4570714373.0,21,ASK,SHORT,1.0
AAPL,2026-03-27 17:44:34.765149+00:00,CALL,290.0,2026-06-18,103616,500,12834,25009,249.67,REPEATEDHITSASCENDINGFILL,False,False,10816,92800,3712713494600.0,83,BID,SHORT,0.5
ITB,2026-03-27 17:44:33.360914+00:00,CALL,90.0,2026-07-17,19240,26,26,3,89.59,REPEATEDHITS,False,False,18500,740,2302988717.0,112,ASK,LONG,1.0
CLSK,2026-03-27 17:44:28.953047+00:00,PUT,8.5,2026-04-02,10368,216,861,1334,8.43,REPEATEDHITS,True,False,10368,0,2378502091.0,6,ASK,SHORT,1.0
CLSK,2026-03-27 17:44:28.953047+00:00,PUT,8.5,2026-03-27,21931,1687,10726,12068,8.43,REPEATEDHITS,True,False,21931,0,2378502091.0,0,ASK,SHORT,1.0
AAPL,2026-03-27 17:44:26.546863+00:00,CALL,290.0,2026-06-18,103500,500,11834,25009,249.615,REPEATEDHITS,False,False,0,103500,3712713494600.0,83,BID,SHORT,0.5
XHB,2026-03-27 17:44:26.546863+00:00,CALL,95.0,2026-04-17,24735,51,51,11,97.25,REPEATEDHITS,True,False,0,24735,98.085811,21,BID,SHORT,0.5
ONON,2026-03-27 17:44:20.738145+00:00,PUT,25.0,2027-03-19,17100,60,827,13,32.53,REPEATEDHITS,False,False,0,17100,9532603365.0,357,BID,LONG,0.5
CRWV,2026-03-27 17:44:17.132366+00:00,PUT,70.0,2026-04-17,205200,456,2968,42188,73.635,REPEATEDHITS,False,False,204750,450,33710809116.0,21,ASK,SHORT,1.0
SPY,2026-03-27 17:44:17.132366+00:00,CALL,652.0,2026-03-31,225849,1500,3907,1616,636.49,REPEATEDHITSASCENDINGFILL,False,False,225549,0,645.206867,4,ASK,LONG,1.0
UPST,2026-03-27 17:44:17.132366+00:00,PUT,24.0,2026-04-17,194523,1255,1259,33,24.79,REPEATEDHITSDESCENDINGFILL,False,False,194369,154,2483892121.0,21,ASK,SHORT,1.0
WULF,2026-03-27 17:44:12.715876+00:00,CALL,17.0,2026-04-17,13000,200,3114,18345,14.69,REPEATEDHITS,False,False,13000,0,6509445719.0,21,ASK,LONG,1.0
PVH,2026-03-27 17:44:09.711784+00:00,PUT,70.0,2026-04-17,37050,57,639,63,66.28,REPEATEDHITS,False,False,0,21450,3043589149.0,21,BID,LONG,0.5
SQQQ,2026-03-27 17:44:09.711784+00:00,CALL,95.0,2026-04-10,48840,132,646,365,86.88,REPEATEDHITS,False,False,47730,1110,82.5318,14,ASK,LONG,1.0
TSM,2026-03-27 17:44:07.307821+00:00,CALL,340.0,2026-04-17,523878,500,10320,5877,325.77,REPEATEDHITSASCENDINGFILL,False,False,523878,0,890560819860.0,21,ASK,LONG,1.0
CF,2026-03-27 17:44:05.104485+00:00,CALL,145.0,2026-05-15,12242,17,175,1496,134.5,REPEATEDHITS,False,False,0,12242,20370338912.0,49,BID,SHORT,0.5
SPY,2026-03-27 17:44:01.899430+00:00,CALL,650.0,2026-07-17,105640,38,460,192,636.47,REPEATEDHITS,False,False,0,105640,645.206867,112,BID,SHORT,0.5
MU,2026-03-27 17:43:57.893819+00:00,PUT,300.0,2026-05-01,72930,81,171,485,357.29,REPEATEDHITS,True,False,72030,900,400864345768.0,35,ASK,SHORT,1.0
CRWV,2026-03-27 17:43:57.893819+00:00,CALL,87.5,2026-04-17,118779,659,1113,2504,73.645,REPEATEDHITSASCENDINGFILL,False,False,42953,75826,33710809116.0,21,BID,SHORT,0.5
