ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
SMH,2026-03-24 16:01:56.673512+00:00,PUT,362.5,2026-03-27,48963,859,3385,38356,395.34,REPEATEDHITS,False,False,0,48963,3,BID,LONG,0.5
VRT,2026-03-24 16:01:56.673512+00:00,CALL,260.0,2026-04-17,164120,88,488,8650,263.102,REPEATEDHITS,False,False,14920,0,24,ASK,LONG,1.0
ET,2026-03-24 16:01:52.868641+00:00,CALL,19.5,2026-04-17,70557,1641,1955,440,19.435,REPEATEDHITSASCENDINGFILL,False,False,68370,252,24,ASK,LONG,1.0
GLD,2026-03-24 16:01:50.263172+00:00,CALL,470.0,2026-08-21,225870,165,187,748,405.19,REPEATEDHITSDESCENDINGFILL,True,False,221785,4085,150,ASK,LONG,1.0
NN,2026-03-24 16:01:50.263172+00:00,CALL,18.0,2026-06-18,88160,232,273,3164,18.55,REPEATEDHITS,False,False,0,88160,86,BID,SHORT,0.5
RVLV,2026-03-24 16:01:44.856148+00:00,PUT,20.0,2026-04-17,13301,266,1274,22,21.85,REPEATEDHITS,False,False,2600,10701,24,BID,LONG,0.5
VRT,2026-03-24 16:01:44.856148+00:00,CALL,260.0,2026-04-17,258385,138,372,8650,263.33,REPEATEDHITSASCENDINGFILL,False,False,44980,0,24,ASK,LONG,1.0
SPY,2026-03-24 16:01:41.650531+00:00,PUT,655.0,2026-03-25,361497,977,39403,1941,655.02,REPEATEDHITSASCENDINGFILL,True,False,2226,74001,1,BID,LONG,0.5
VRT,2026-03-24 16:01:38.846483+00:00,CALL,260.0,2026-04-17,213630,113,234,8650,263.5,REPEATEDHITSASCENDINGFILL,True,False,202260,0,24,ASK,LONG,1.0
AVGO,2026-03-24 16:01:37.442502+00:00,PUT,310.0,2026-04-02,440969,735,997,698,318.8,REPEATEDHITSDESCENDINGFILL,False,False,440389,580,9,ASK,SHORT,1.0
CORN,2026-03-24 16:01:35.838713+00:00,CALL,19.0,2026-05-15,20100,201,527,8575,18.52,REPEATEDHITS,False,False,20100,0,52,ASK,LONG,1.0
DOC,2026-03-24 16:01:32.029769+00:00,CALL,17.5,2026-04-17,15275,611,9041,2608,17.14,REPEATEDHITS,False,False,0,15275,24,BID,SHORT,0.5
XLE,2026-03-24 16:01:27.824662+00:00,CALL,56.0,2026-04-17,87750,150,474,2953,61.39,REPEATEDHITS,False,False,0,87750,24,BID,SHORT,0.5
SMCI,2026-03-24 16:01:22.215471+00:00,CALL,22.0,2026-03-27,27962,451,8772,14631,21.63,REPEATEDHITS,True,False,27962,0,3,ASK,LONG,1.0
LULU,2026-03-24 16:01:22.215471+00:00,CALL,177.5,2026-04-02,18746,206,242,147,164.055,REPEATEDHITS,False,False,0,18746,9,BID,SHORT,0.5
COIN,2026-03-24 16:01:22.215471+00:00,PUT,190.0,2026-04-17,15480,9,387,1827,183.3399,REPEATEDHITS,False,False,0,15480,24,BID,LONG,0.5
IWM,2026-03-24 16:01:22.215471+00:00,CALL,255.0,2026-03-27,122870,1117,4987,14604,248.76,REPEATEDHITS,True,False,71830,12320,3,ASK,LONG,1.0
WDC,2026-03-24 16:01:10.605201+00:00,PUT,240.0,2026-06-18,50730,24,52,644,294.0,REPEATEDHITSASCENDINGFILL,False,False,12720,38010,86,BID,LONG,0.5
BRKB,2026-03-24 16:01:10.605201+00:00,CALL,500.0,2026-06-18,775107,645,739,4050,481.185,REPEATEDHITSASCENDINGFILL,True,False,0,775107,86,BID,SHORT,0.5
TQQQ,2026-03-24 16:01:10.605201+00:00,CALL,49.0,2026-04-02,178440,5948,24698,23288,44.0901,REPEATEDHITS,False,False,0,80160,9,BID,SHORT,0.5
GLD,2026-03-24 16:01:05.995385+00:00,PUT,405.0,2026-04-06,21175,17,116,62,404.71,REPEATEDHITSASCENDINGFILL,True,False,2500,18675,13,BID,LONG,0.5
GLD,2026-03-24 16:01:05.995385+00:00,PUT,400.0,2026-03-27,31075,55,840,9697,404.63,REPEATEDHITS,False,False,0,31075,3,BID,LONG,0.5
GLD,2026-03-24 16:01:05.995385+00:00,PUT,407.0,2026-04-06,30870,23,36,11,404.71,REPEATEDHITSASCENDINGFILL,True,False,5395,25475,13,BID,LONG,0.5
IWM,2026-03-24 16:01:05.995385+00:00,PUT,260.0,2026-04-17,139780,100,104,11380,248.74,REPEATEDHITSASCENDINGFILL,False,False,139780,0,24,ASK,SHORT,1.0
GLD,2026-03-24 16:00:57.780306+00:00,PUT,410.0,2026-04-06,13510,9,34,6,404.73,REPEATEDHITSDESCENDINGFILL,True,False,10515,2995,13,ASK,SHORT,1.0
GLD,2026-03-24 16:00:57.780306+00:00,CALL,425.0,2026-03-30,78961,351,526,500,404.73,REPEATEDHITS,True,False,1575,10336,6,BID,SHORT,0.5
SPY,2026-03-24 16:00:57.780306+00:00,PUT,655.0,2026-03-27,424889,679,13749,28521,655.0086,REPEATEDHITSASCENDINGFILL,True,False,181992,18760,3,ASK,SHORT,1.0
SPY,2026-03-24 16:00:57.780306+00:00,PUT,655.0,2026-03-27,160048,255,14004,28521,655.01,REPEATEDHITSASCENDINGFILL,True,False,160048,0,3,ASK,SHORT,1.0
VSAT,2026-03-24 16:00:57.780306+00:00,PUT,50.0,2026-04-17,40670,83,83,8,48.655,REPEATEDHITS,False,False,40180,490,24,ASK,SHORT,1.0
TQQQ,2026-03-24 16:00:57.780306+00:00,PUT,40.0,2026-03-27,77000,2750,22452,19306,44.06,REPEATEDHITS,False,False,77000,0,3,ASK,SHORT,1.0
GLD,2026-03-24 16:00:57.780306+00:00,PUT,408.0,2026-03-27,28665,31,32,0,404.685,REPEATEDHITSDESCENDINGFILL,True,False,27745,920,3,ASK,SHORT,1.0
GLD,2026-03-24 16:00:57.780306+00:00,PUT,407.0,2026-04-06,17580,13,13,11,404.685,REPEATEDHITSDESCENDINGFILL,True,False,16235,1345,13,ASK,SHORT,1.0
SPY,2026-03-24 16:00:57.780306+00:00,PUT,655.0,2026-03-27,146875,235,14459,28521,654.97,REPEATEDHITS,False,False,0,146875,3,BID,LONG,0.5
GLD,2026-03-24 16:00:51.574264+00:00,PUT,405.0,2026-04-06,59750,48,98,62,404.925,REPEATEDHITSDESCENDINGFILL,True,False,57270,1240,13,ASK,SHORT,1.0
TQQQ,2026-03-24 16:00:47.967554+00:00,PUT,40.0,2026-03-27,129192,4614,17452,19306,44.105,REPEATEDHITS,False,False,0,0,3,MIXED,,0.0
