ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
GLW,2026-07-10 16:21:20.669883+00:00,CALL,185.0,2026-07-24,740157,476,485,127,190.68,REPEATEDHITSDESCENDINGFILL,False,False,False,738602,1555,165569504774.0,14,ASK,LONG,1.0
MU,2026-07-10 16:20:14.802293+00:00,CALL,965.0,2026-07-10,1277313,732,4058,471,979.0,REPEATEDHITSDESCENDINGFILL,False,False,False,1277313,0,1119951424258.0,0,ASK,LONG,1.0
META,2026-07-10 16:19:00.728396+00:00,PUT,665.0,2026-07-17,814030,489,1026,46,669.1025,REPEATEDHITSDESCENDINGFILL,True,False,False,762570,51460,1386758867910.0,7,ASK,SHORT,1.0
NKE,2026-07-10 16:15:29.091251+00:00,CALL,42.5,2026-10-16,1561966,3359,3429,1598,44.455,REPEATEDHITSASCENDINGFILL,False,False,False,0,1561966,51314579241.0,98,BID,SHORT,0.5
META,2026-07-10 16:02:51.840769+00:00,CALL,790.0,2027-02-19,604281,97,100,1,670.37,REPEATEDHITS,False,False,False,485911,118370,1386758867910.0,224,ASK,LONG,1.0
SLV,2026-07-10 16:02:47.834082+00:00,CALL,54.0,2026-07-17,1104445,8350,22812,3007,54.17,REPEATEDHITSDESCENDINGFILL,False,False,False,60436,1015680,38529495748.0,7,BID,SHORT,0.5
MU,2026-07-10 15:46:14.062427+00:00,CALL,965.0,2026-07-13,986400,360,708,65,964.56,REPEATEDHITS,False,False,False,0,219200,1119951424258.0,3,BID,SHORT,0.5
IBIT,2026-07-10 15:44:45.770567+00:00,CALL,70.0,2028-12-15,2528785,4640,4642,2294,36.22,REPEATEDHITSDESCENDINGFILL,True,False,False,2528785,0,64762757065.0,889,ASK,LONG,1.0
NBIS,2026-07-10 15:44:38.559008+00:00,CALL,220.0,2026-10-16,680725,127,343,0,215.75,REPEATEDHITS,True,False,False,155440,310885,47448352026.0,98,BID,SHORT,0.5
NBIS,2026-07-10 15:43:57.518631+00:00,CALL,220.0,2026-10-16,641405,119,140,0,215.66,REPEATEDHITS,False,False,False,237160,264105,47448352026.0,98,BID,SHORT,0.5
GLD,2026-07-10 15:37:55.163920+00:00,CALL,376.0,2026-07-17,520000,1000,1042,369,376.48,REPEATEDHITS,True,False,False,0,520000,378.988692,7,BID,SHORT,0.5
CAT,2026-07-10 15:37:27.344059+00:00,PUT,960.0,2026-08-07,584790,101,101,22,949.92,REPEATEDHITS,False,False,False,584790,0,432257178828.0,28,ASK,SHORT,1.0
TSLA,2026-07-10 15:37:14.708605+00:00,CALL,405.0,2026-07-20,938810,698,944,419,409.745,REPEATEDHITS,False,False,False,938810,0,1525551223095.0,10,ASK,LONG,1.0
NVDA,2026-07-10 15:34:58.951481+00:00,CALL,207.5,2026-07-15,2099964,5122,9717,2022,208.59,REPEATEDHITSDESCENDINGFILL,False,False,False,2099964,0,4907276000000.0,5,ASK,LONG,1.0
QQQ,2026-07-10 15:32:18.734756+00:00,CALL,724.0,2026-07-31,867538,510,540,293,724.245,REPEATEDHITSASCENDINGFILL,False,False,False,865840,1698,476707048424.0,21,ASK,LONG,1.0
INTU,2026-07-10 15:31:31.478636+00:00,CALL,290.0,2026-10-16,607758,221,227,91,275.305,REPEATEDHITSASCENDINGFILL,False,False,False,2750,605008,74779545060.0,98,BID,SHORT,0.5
