ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
HYG,2026-06-12 16:40:14.569566+00:00,PUT,75.0,2027-01-15,4350000.0,50000,50000,13315,79.96,FLOORTRADELARGECAP,False,True,True,4350000,0.0,16976255226.0,217,ASK,SHORT,1.0
KLAC,2026-06-12 16:39:28.723328+00:00,PUT,246.0,2028-01-21,732600.0,99,99,0,250.79,REPEATEDHITS,True,False,False,7400,725200.0,315026554744.0,588,BID,LONG,0.5
META,2026-06-12 16:33:42.713678+00:00,CALL,655.0,2026-08-21,660790.0,442,505,181,570.84,REPEATEDHITS,False,False,False,660790,0.0,1248298193587.0,70,ASK,LONG,1.0
MU,2026-06-12 16:30:04.873673+00:00,PUT,600.0,2026-07-10,614910.0,618,686,226,990.7421,REPEATEDHITS,True,False,False,0,614910.0,1123076509369.0,28,BID,LONG,0.5
NVDA,2026-06-12 16:13:11.098878+00:00,PUT,202.5,2026-06-24,651890.0,1516,1645,343,204.705,REPEATEDHITS,False,False,False,0,651890.0,4957854000000.0,12,BID,LONG,0.5
META,2026-06-12 16:12:30.240351+00:00,PUT,572.5,2026-06-18,515270.0,433,541,211,569.98,REPEATEDHITS,False,False,False,279650,0.0,1248298193587.0,6,ASK,SHORT,1.0
SLV,2026-06-12 16:10:10.298083+00:00,PUT,50.0,2026-07-17,690350.0,13807,13890,7176,60.9901,REPEATEDHITS,False,False,False,690350,0.0,38529495748.0,35,ASK,SHORT,1.0
LITE,2026-06-12 16:06:16.627883+00:00,CALL,940.0,2026-06-18,581400.0,190,479,127,907.73,REPEATEDHITS,False,False,False,385560,195840.0,69210102000.0,6,ASK,LONG,1.0
SPX,2026-06-12 15:55:13.879480+00:00,PUT,7625.0,2027-05-21,40783484.0,829,829,290,7420.47,REPEATEDHITS,False,False,False,0,0.0,,343,MIXED,,0.0
SPX,2026-06-12 15:55:13.879480+00:00,PUT,7530.0,2026-10-16,63977550.0,2150,2150,544,7420.47,REPEATEDHITS,False,False,False,0,0.0,,126,MIXED,,0.0
MPWR,2026-06-12 15:53:09.313457+00:00,CALL,1740.0,2026-09-18,837660.0,46,46,9,1580.3,REPEATEDHITS,False,False,False,837660,0.0,78094591500.0,98,ASK,LONG,1.0
QQQ,2026-06-12 15:49:24.836372+00:00,PUT,702.0,2026-06-15,804856.0,3692,12277,996,717.79,REPEATEDHITS,True,False,False,804856,0.0,474326945686.0,3,ASK,SHORT,1.0
ARM,2026-06-12 15:47:22.880012+00:00,CALL,420.0,2026-07-24,1802770.0,500,523,41,377.385,REPEATEDHITSDESCENDINGFILL,False,False,False,7216,1795554.0,364151628892.0,42,BID,SHORT,0.5
AMAT,2026-06-12 15:43:55.369436+00:00,PUT,565.0,2026-06-18,619325.0,257,325,0,561.03,REPEATEDHITS,False,False,False,595270,24055.0,438773739395.0,6,ASK,SHORT,1.0
NOK,2026-06-12 15:39:24.888544+00:00,PUT,16.0,2027-01-15,889871.0,2119,2119,1215,14.945,REPEATEDHITSDESCENDINGFILL,False,False,False,889871,0.0,80908157317.0,217,ASK,SHORT,1.0
