ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
IGV,2026-03-27 16:47:17.647136+00:00,CALL,80.0,2026-04-17,24645,159,5459,2822,77.16,REPEATEDHITS,False,False,0,24645,9788215199.0,21,BID,SHORT,0.5
SPY,2026-03-27 16:47:17.647136+00:00,CALL,639.0,2026-03-27,123516,754,157123,538,639.21,REPEATEDHITSASCENDINGFILL,False,False,116833,326,645.206867,0,ASK,LONG,1.0
IGV,2026-03-27 16:47:12.241972+00:00,CALL,80.0,2026-04-17,18445,119,5300,2822,77.16,REPEATEDHITS,False,False,0,18445,9788215199.0,21,BID,SHORT,0.5
COIN,2026-03-27 16:47:07.435904+00:00,PUT,135.0,2027-01-15,20600,8,143,5129,161.89,REPEATEDHITS,False,False,10300,5150,38670896780.0,294,ASK,SHORT,1.0
BLSH,2026-03-27 16:47:07.435904+00:00,CALL,36.5,2026-04-02,19093,313,313,0,34.48,REPEATEDHITS,True,False,3904,0,5496387899.0,6,ASK,LONG,1.0
PANW,2026-03-27 16:46:59.629313+00:00,PUT,95.0,2027-03-19,173042,336,336,12,146.15,REPEATEDHITS,True,False,54075,118967,127589760000.0,357,BID,LONG,0.5
CRWV,2026-03-27 16:46:45.418414+00:00,CALL,95.0,2026-04-17,21988,268,1579,4294,73.825,REPEATEDHITSDESCENDINGFILL,False,False,0,21648,33710809116.0,21,BID,SHORT,0.5
MSTR,2026-03-27 16:46:45.418414+00:00,CALL,123.0,2026-03-27,22705,70,246,182,125.89,REPEATEDHITSASCENDINGFILL,False,False,22705,0,41754969042.0,0,ASK,LONG,1.0
TEM,2026-03-27 16:46:37.011506+00:00,PUT,42.0,2026-04-17,17821,71,105,28,42.98,REPEATEDHITS,True,False,0,17821,7909922393.0,21,BID,LONG,0.5
RDDT,2026-03-27 16:46:31.003451+00:00,PUT,109.0,2026-04-02,11520,120,146,218,122.105,REPEATEDHITS,False,False,0,11520,17771796388.0,6,BID,LONG,0.5
SPY,2026-03-27 16:46:31.003451+00:00,PUT,627.0,2026-03-31,139780,580,8267,14483,638.86,REPEATEDHITS,False,False,0,139780,645.206867,4,BID,LONG,0.5
LXU,2026-03-27 16:46:18.990722+00:00,CALL,15.0,2026-04-17,35600,178,485,7950,16.46,REPEATEDHITS,False,False,35600,0,1212774693.0,21,ASK,LONG,1.0
QQQ,2026-03-27 16:46:18.990722+00:00,PUT,566.0,2026-03-27,104780,935,188329,11812,566.66,REPEATEDHITSASCENDINGFILL,False,False,456,104324,369779034999.0,0,BID,LONG,0.5
FRMI,2026-03-27 16:46:18.990722+00:00,PUT,5.5,2026-04-02,40000,1000,1138,2341,6.0784,REPEATEDHITS,False,False,0,40000,3733274298.0,6,BID,LONG,0.5
AMD,2026-03-27 16:46:18.990722+00:00,PUT,200.0,2026-04-02,563095,1115,7048,6332,200.98,REPEATEDHITSASCENDINGFILL,False,False,0,563095,332228817478.0,6,BID,LONG,0.5
UPRO,2026-03-27 16:46:18.990722+00:00,PUT,92.0,2026-04-02,40250,115,154,49,92.28,REPEATEDHITS,False,False,0,40250,95.2168,6,BID,LONG,0.5
SNAP,2026-03-27 16:46:13.185254+00:00,CALL,5.0,2026-05-15,29190,1390,27142,8404,3.925,REPEATEDHITS,False,False,29190,0,5753555046.0,49,ASK,LONG,1.0
AON,2026-03-27 16:46:09.378830+00:00,PUT,280.0,2026-07-17,65696,73,73,113,315.765,REPEATEDHITS,False,False,61196,4500,69369178170.0,112,ASK,SHORT,1.0
IGV,2026-03-27 16:46:02.569932+00:00,CALL,90.0,2026-05-15,290084,5000,10281,47863,77.12,REPEATEDHITSDESCENDINGFILL,False,False,289974,110,9788215199.0,49,ASK,LONG,1.0
IGV,2026-03-27 16:46:02.569932+00:00,CALL,80.0,2026-05-15,23085,81,4305,3487,77.12,REPEATEDHITS,False,False,22800,0,9788215199.0,49,ASK,LONG,1.0
ARKK,2026-03-27 16:46:02.569932+00:00,PUT,70.0,2026-06-18,14348,17,1085,9840,64.985,REPEATEDHITS,False,False,11816,2532,5723514000.0,83,ASK,SHORT,1.0
T,2026-03-27 16:46:02.569932+00:00,CALL,30.0,2026-12-18,92000,400,431,6428,29.175,REPEATEDHITS,False,False,92000,0,202456692653.0,266,ASK,LONG,1.0
