ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.9281650923835831,9.281650923835832,6.34,7.5628,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.1,NEUTRAL,trend_continuation,,,500.0,320.0,9.89,29.67,5808.0,8480.0,1.46,7793.0,5739.0,756.0,74.7,1.477,1.81,0.11,1.0,1.4,1.99,0.03,147865033.4291977,36,1.0,7.999408202569656,0.003806,0.000313,41944.782482633025,57678.3426504913,122.263389,25.767857,30,1,0.629685,0.381616,,,,
TSEM,LONG,0.8198982153464689,8.198982153464689,0.0,4.9194,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5535268.383864388,18,1.0,99.0,0.000412,4.4e-05,27746.321222874718,0.12825932821917785,186.585831,0.440824,10,1,0.342829,0.489346,,,,
EWY,LONG,0.8090600084937932,8.090600084937932,0.0,4.8544,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.398622479360086,11,1.0,2.0873571040051377,8.9e-05,3e-05,111306.66122402552,239958.92918707887,3.406994,0.069876,7,0,0.594335,0.346473,,,,
SOXS,LONG,0.7433333333333334,7.433333333333334,0.0,4.46,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482381.227262022,3,1.0,2.555259742445649,0.000345,0.000112,218695.50522036545,171172.81784516445,99.905556,66.444444,0,1,4e-06,0.0,,,,
CSIQ,LONG,0.7340831076311811,7.340831076311812,0.0,4.4045,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.305682339252744e+31,5,1.0,99.0,0.0002,0.000192,39971.075957147914,2.8245306979234045e-13,142.99026,0.965997,0,0,0.0,0.0,,,,
DAVE,LONG,0.7005416666666667,7.005416666666667,5.6,6.6227,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.2,NEUTRAL,retest_and_confirm,,,240.0,160.0,11.94,25.37,16838.0,3695.0,0.219,8630.0,4689.0,7214.0,37.4,0.667,0.0,0.34,1.0,1.4,1.98,0.88,146125212.39635742,10,1.0,9.066312618654054e-07,0.000576,9.5e-05,0.018040326745933706,179083.765961632,3.102595,35.1,1,0,0.11925,0.0,,,,
DUOL,LONG,0.6901171765408604,6.901171765408604,2.36,5.3986,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.2,NEUTRAL,unknown,,,100.0,60.0,9.03,34.58,76941.0,47576.0,0.618,33486.0,42999.0,48032.0,84.4,0.952,0.0,0.62,1.0,0.0,0.51,0.24,7531881.368071107,16,1.0,99.0,0.000519,7.1e-05,12536.739807634256,0.0027579223402855765,2.663626,3.376371,0,0,0.00542,0.431275,,,,
SPXS,LONG,0.67,6.7,0.0,4.02,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523505786.7074057,7,1.0,1.3684380541207439e-05,0.001328,0.000464,0.18029904514871178,17567.381010857032,8.397471,2.641939,4,3,8.2e-05,0.0,,,,
STX,LONG,0.6530299490446867,6.5302994904468665,0.0,3.9182,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,118.62434076718891,22,1.0,3.7860818107484255,6.5e-05,1.4e-05,131995.19447175405,24136.110376965426,2.779074,2.509004,3,1,0.239859,0.515824,,,,
PTON,LONG,0.6522703666666667,6.522703666666667,6.26,5.9794,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,POSITIVE,trend_continuation,594216.93,4.76,10.0,3.0,110.3,36.91,697415.0,224973.0,0.323,272077.0,75239.0,575072.0,95.9,0.942,2.25,0.49,1.0,1.4,1.05,0.07,162548694416.10855,10,1.0,99.0,0.000445,2.4e-05,1.193266106276905e-06,6.667653217256227e-18,2.218395,0.046572,1,0,0.0,0.0,,,,
