ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
KORU,LONG,0.9072646454842066,9.072646454842065,6.27,7.4173,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.0,NEUTRAL,trend_continuation,,,500.0,320.0,7.83,30.99,5808.0,8480.0,1.46,7793.0,5739.0,756.0,74.7,1.475,1.82,0.05,1.0,1.4,1.98,0.03,147865033.42919767,36,1.0,7.999408202569654,0.003806,0.000313,31511.88372940549,43332.04560208742,122.263389,25.767857,30,1,0.629685,0.381616,,,,
CIEN,LONG,0.7790095298188243,7.790095298188243,5.17,6.706,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.3,NEUTRAL,trend_continuation,,,600.0,360.0,28.43,22.94,38622.0,33030.0,0.855,33252.0,17604.0,20796.0,64.4,0.804,2.3,0.42,0.37,1.4,0.33,0.36,5.436930980895751,26,1.0,99.0,0.000115,1.4e-05,159935.22763348615,3.065784025789833,2.985113,3.508543,2,0,0.772634,0.223151,,,,
EWY,LONG,0.7573751109927402,7.573751109927402,0.0,4.5443,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.771915059742792,10,1.0,2.0626513163161193,7.8e-05,3e-05,92960.65198076182,180274.0991565921,3.802086,0.069876,6,0,0.589476,0.346473,,,,
SOXS,LONG,0.7433333333333334,7.433333333333334,0.0,4.46,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482381.2272620227,3,1.0,2.555259742445649,0.000345,0.000112,164299.51294898553,128597.11302126478,99.905556,66.444444,0,1,4e-06,0.0,,,,
DAVE,LONG,0.7178519200000001,7.178519200000001,5.63,6.7783,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.5,NEUTRAL,retest_and_confirm,,,240.0,160.0,12.28,25.15,16838.0,3695.0,0.219,8630.0,4689.0,7214.0,43.2,0.683,0.0,0.36,1.0,1.4,1.91,0.96,2342873376.9959645,21,1.0,9.077932708382555e-07,0.001028,0.000282,0.009394988315227799,16817.547015024436,2.856607,7.925481,2,1,0.120377,0.0,,,,
CSIQ,LONG,0.703355320462834,7.03355320462834,0.0,4.2201,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.30568233925275e+31,5,1.0,99.0,0.0002,0.000192,30029.095957820133,2.1219869951632532e-13,142.99026,0.965997,0,0,0.0,0.0,,,,
QBTS,LONG,0.6894579630790768,6.894579630790768,6.11,6.4003,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,POSITIVE,flag_breakout,1452088.28,16.95,20.0,5.0,17.86,70.54,309593.0,202104.0,0.653,172887.0,81328.0,257482.0,58.1,1.014,0.0,0.58,1.0,1.6,1.93,1.0,1.3588119866740505,12,1.0,3.853767000275048,0.000123,3.1e-05,38278.220883350805,29798.029471386446,4.070963,3.223608,0,0,0.848811,0.581029,,,,
URA,LONG,0.6709449523809524,6.709449523809524,0.0,4.0257,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,876.6098765402656,10,1.0,99.0,0.000149,0.000386,0.5037805745284115,0.006669429516765802,3.722177,8.564394,0,0,0.439896,0.139525,,,,
SPXS,LONG,0.67,6.7,0.0,4.02,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523505786.7074036,7,1.0,1.3684380541207415e-05,0.001328,0.000464,0.13545337968080876,13197.857637561945,8.397471,2.641939,4,3,8.2e-05,0.0,,,,
FSLY,LONG,0.6644749602333309,6.644749602333309,2.91,5.3954,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.0,NEGATIVE,ema_pullback,-122775.93,20.93,30.0,17.5,43.2,16.47,138509.0,114349.0,0.826,109042.0,48968.0,94848.0,98.5,1.275,0.0,0.1,1.0,1.2,0.04,0.58,58.760594219677756,15,1.0,0.6286286865311336,0.000349,0.00022,26270.669303200313,62685.659752895874,1.528023,0.955218,1,1,0.517179,0.215487,,,,
