ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_pattern_vol,price_pattern_candle,price_momentum,price_confirm_vol
SCHW,SHORT,0.42671785831011394,4.267178583101139,0.0,2.5603,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
MRVL,SHORT,0.41032976500898666,4.103297650089867,5.28,5.5956,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, structural_breakdown, trend_aligned, trend_continuation",9.8,NEGATIVE,pullback_to_resistance,-23863582.45,87.93,100.0,75.0,13.75,14.69,511675.0,667315.0,1.304,188736.0,271576.0,421168.0,0.0,0.8,0.87,1.4,0.5,0.27,1.0,0.43
ALAB,SHORT,0.4079887478084649,4.079887478084649,5.85,5.0549,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_volume, retest_and_confirm, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEUTRAL,unknown,,,200.0,80.0,72.35,31.06,123318.0,108936.0,0.883,50221.0,42515.0,85912.0,1.27,0.52,0.16,1.4,0.23,0.0,1.41,0.86
AEM,SHORT,0.39230151750580955,3.9230151750580955,4.93,4.8605,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target, trend_aligned","breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown, trend_continuation",7.1,NEUTRAL,bounce_and_fail,,,220.0,90.0,22.82,49.76,77444.0,60187.0,0.777,22626.0,26320.0,56416.0,1.69,0.0,0.32,1.0,0.0,0.0,1.36,0.55
VST,SHORT,0.3890713426626623,3.890713426626623,5.73,5.6244,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, room_to_target, structural_breakdown, trend_continuation",9.8,NEGATIVE,pullback_to_resistance,-29335648.55,,190.0,110.0,30.12,24.67,147327.0,203322.0,1.38,77596.0,82993.0,114246.0,1.37,0.0,0.16,1.4,0.5,0.0,1.44,0.86
HD,SHORT,0.3837692667954338,3.837692667954338,0.0,2.3026,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
CRWD,SHORT,0.377223734339678,3.77223734339678,0.0,2.2633,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
AAOI,SHORT,0.3638829513654974,3.638829513654974,4.79,4.4964,price_validation_failed,"ema_rally, momentum_aligned, not_extended, pullback_volume, room_to_target","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",6.2,NEUTRAL,unknown,,,100.0,20.0,14.23,77.15,139636.0,100529.0,0.72,58617.0,48931.0,49406.0,0.0,0.95,1.0,1.2,0.09,0.0,1.25,0.29
XLI,SHORT,0.3598623464542209,3.598623464542209,5.77,5.4503,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation","bounce_and_fail, breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown",9.6,NEGATIVE,unknown,-3242168.05,162.0,185.0,145.0,14.43,10.31,138947.0,488923.0,3.519,66856.0,331916.0,62518.0,1.84,0.0,0.66,1.4,0.0,0.24,1.22,0.41
SHOO,SHORT,0.35721416485192375,3.5721416485192377,5.71,4.7991,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, strong_trend, trend_aligned","breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.5,NEUTRAL,bounce_and_fail,,,40.0,30.0,25.67,5.75,20513.0,9156.0,0.446,10388.0,185.0,2219.0,2.12,0.22,0.0,1.0,0.5,0.0,1.21,0.66
UVIX,SHORT,0.3562011904154594,3.562011904154594,1.79,3.138,price_validation_failed,"not_extended, room_to_target","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation",4.1,POSITIVE,unknown,1060576.56,9.21,10.0,5.0,9.05,45.47,191857.0,117605.0,0.613,103137.0,59234.0,52304.0,0.0,0.31,1.0,0.0,0.0,0.0,0.23,0.25
GOOG,SHORT,0.34824055913110763,3.4824055913110765,0.0,2.0894,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
SOXS,SHORT,0.3425,3.4250000000000003,5.28,4.4565,price_validation_failed,"ema_rally, not_extended, pullback_volume, room_to_target, trend_aligned","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, structural_breakdown, trend_continuation",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,1.38,0.77,0.71,1.2,0.48,0.0,0.54,0.19
XOP,SHORT,0.3425,3.4250000000000003,1.58,4.0665,price_validation_failed,room_to_target,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation",9.4,NEGATIVE,unknown,-10612680.84,,180.0,145.0,1.63,18.13,160044.0,463483.0,2.896,136054.0,153497.0,133297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28,0.3
VRT,SHORT,0.33742036934485264,3.3742036934485267,0.0,2.0245,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
VIAV,SHORT,0.3293139839069671,3.2931398390696707,4.63,4.5356,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, room_to_target","breakout_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",7.5,NEUTRAL,bounce_and_fail,,,35.0,18.0,11.32,42.75,73588.0,9903.0,0.135,5488.0,22551.0,17882.0,0.0,0.76,1.0,1.0,0.18,0.0,1.09,0.61
SHLS,SHORT,0.3272944916900273,3.272944916900273,4.88,4.4005,price_validation_failed,"momentum_aligned, not_extended, room_to_target, strong_trend, trend_aligned, trend_continuation","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, pullback_to_resistance, pullback_volume, structural_breakdown",6.5,NEUTRAL,unknown,,,7.0,5.0,14.75,18.03,65758.0,12031.0,0.183,24308.0,3177.0,40779.0,1.93,0.46,0.26,1.4,0.0,0.0,0.65,0.19
TEM,SHORT,0.3228550991779582,3.228550991779582,5.05,4.3893,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, pullback_volume, trend_aligned","breakout_volume, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",6.3,NEGATIVE,bounce_and_fail,-4529278.89,,60.0,45.0,27.77,4.17,179907.0,118709.0,0.66,75331.0,50611.0,130115.0,1.79,0.2,0.0,1.0,0.49,0.03,1.31,0.24
GLXY,SHORT,0.3181224314583622,3.181224314583622,0.0,1.9087,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
CORZ,SHORT,0.317996417368034,3.1799641736803403,0.0,1.908,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
XBI,SHORT,0.308248402532442,3.08248402532442,5.52,4.8372,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_volume, retest_and_confirm, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.2,NEGATIVE,unknown,-5049317.97,,135.0,110.0,12.21,8.57,321879.0,572626.0,1.779,217210.0,145456.0,255122.0,1.34,0.43,0.05,1.4,0.32,0.2,1.29,0.49
ISRG,SHORT,0.30363152650072195,3.0363152650072194,6.1,4.8882,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, pullback_volume, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",7.7,NEUTRAL,unknown,,,520.0,450.0,8.79,5.85,51450.0,57255.0,1.113,16777.0,25820.0,37041.0,1.8,0.61,0.0,1.2,0.44,0.39,1.12,0.54
MU,SHORT,0.29538317820852267,2.953831782085227,0.0,1.7723,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
BRKB,SHORT,0.295038999047619,2.95038999047619,0.0,1.7702,error: No OHLCV data returned for ticker=BRKB,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
SBUX,SHORT,0.29501246853950647,2.950124685395065,0.0,1.7701,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
MSFT,SHORT,0.2916261069305457,2.916261069305457,5.1,4.6681,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, pullback_volume, trend_aligned","breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",8.4,NEGATIVE,bounce_and_fail,-633014747.2,,575.0,350.0,50.57,8.35,2603936.0,1186226.0,0.456,659051.0,707676.0,1851207.0,1.68,0.0,0.0,1.0,0.44,0.0,1.39,0.59
GDX,SHORT,0.29078735703885117,2.907873570388512,4.97,4.6849,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, strong_trend, trend_aligned","breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_continuation",8.7,NEGATIVE,bounce_and_fail,-114041841.9,80.11,90.0,75.0,12.33,6.39,1081283.0,1051545.0,0.972,322699.0,475182.0,785007.0,2.03,0.0,0.0,1.0,0.0,0.0,1.38,0.56
PLTR,SHORT,0.28676203950687496,2.8676203950687498,5.33,4.8928,price_validation_failed,"momentum_aligned, not_extended, pullback_volume, retest_and_confirm, room_to_target","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",9.3,NEGATIVE,unknown,-27065164.12,150.59,160.0,100.0,6.19,33.63,1834671.0,1953104.0,1.065,574830.0,760230.0,1685179.0,0.0,0.94,1.0,1.4,0.5,0.0,1.19,0.31
HOOD,SHORT,0.28479569521460424,2.8479569521460424,5.84,4.096,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, breakout_volume, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_continuation",4.6,NEGATIVE,flag_breakdown,-43088255.25,,100.0,70.0,41.06,1.26,1191664.0,739203.0,0.62,370112.0,369975.0,766489.0,1.87,0.28,0.0,1.6,0.0,0.27,1.31,0.51
CRK,SHORT,0.28182282919634294,2.8182282919634294,0.0,1.6909,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.2791883809179535,2.7918838091795353,0.0,1.6751,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
COST,SHORT,0.27485655674052895,2.7485655674052896,5.02,4.1403,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_volume, resistance_ema_confluence","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned, trend_continuation",6.3,NEUTRAL,unknown,,,1600.0,800.0,64.55,17.72,119753.0,115895.0,0.968,42170.0,41799.0,85547.0,0.0,0.5,0.0,1.6,0.49,0.41,1.43,0.59
KRE,SHORT,0.26879613619047615,2.6879613619047618,0.0,1.6128,weak_bearish_flow,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,,,,,,,,
NEM,LONG,0.34232736195802344,0.34232736195802344,1.19,0.6814,watchlist_reeval_failed,"confirmation_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, not_extended, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.55,0.0,0.0,0.0,0.12,0.53
SLV,LONG,0.29415107253830675,0.29415107253830675,1.05,0.5965,watchlist_reeval_failed,"confirmation_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, not_extended, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.64,0.0,0.0,0.0,0.08,0.33
TSM,LONG,0.2726510575087494,0.2726510575087494,3.2,1.4436,watchlist_reeval_failed,"confirmation_volume, not_extended, pullback_to_support, pullback_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, structural_breakout, trend_aligned, trend_continuation",,,pullback_to_support,,,,,,,,,,,,,0.0,0.28,0.51,1.4,0.24,0.0,0.27,0.5
BMNR,LONG,0.27110487366467906,0.27110487366467906,3.79,1.6787,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, pullback_volume","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.91,0.03,1.2,0.26,0.5,0.3,0.6
CIA,SHORT,0.589127782069222,0.589127782069222,4.82,2.2815,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, trend_aligned","breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,1.68,0.38,0.0,1.0,0.28,0.0,0.92,0.56
LEU,SHORT,0.28676273848710104,0.28676273848710104,6.22,2.6601,watchlist_reeval_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","bounce_and_fail, breakout_volume, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_continuation",,,flag_breakdown,,,,,,,,,,,,,1.38,0.35,0.0,1.6,0.0,0.48,1.41,1.0
EXE,LONG,0.2270506807804592,0.2270506807804592,4.56,1.9602,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence","bounce_and_fail, breakout_volume, flag_breakout, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.92,0.37,1.6,0.0,0.0,0.68,0.99
OKE,LONG,0.18465883144319192,0.18465883144319192,5.4,2.2708,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation","bounce_and_fail, breakout_volume, flag_breakout, pullback_to_support, pullback_volume, room_to_target, structural_breakout",,,unknown,,,,,,,,,,,,,1.84,0.25,0.0,1.4,0.0,0.0,0.91,1.0
ASTS,SHORT,0.29893400347472,0.29893400347472,4.44,1.9554,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_volume, retest_and_confirm, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.96,0.36,1.4,0.34,0.01,0.91,0.47
SM,SHORT,0.28994788768666385,0.28994788768666385,1.8,0.894,watchlist_reeval_failed,"confirmation_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.71
GDXJ,SHORT,0.2560531170424425,0.2560531170424425,4.9,2.1136,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, strong_trend, trend_aligned","breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,1.9,0.0,0.0,1.0,0.0,0.0,1.39,0.61
AVGO,LONG,0.3238721556621676,0.3238721556621676,2.06,1.0183,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.43,1.0,0.0,0.0,0.0,0.14,0.49
LNG,LONG,0.31534403069398415,0.31534403069398415,4.5,1.9892,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, strong_trend, trend_aligned","bounce_and_fail, breakout_volume, flag_breakout, not_extended, pullback_to_support, pullback_volume, structural_breakout, trend_continuation",,,unknown,,,,,,,,,,,,,2.29,0.0,0.56,0.0,0.0,0.0,0.96,0.7
NVO,LONG,0.3044475852671384,0.3044475852671384,2.64,1.2387,watchlist_reeval_failed,"bounce_and_fail, pullback_volume, room_to_target","breakout_volume, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pullback_to_support, structural_breakout, trend_aligned, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.0,0.72,1.0,0.47,0.0,0.17,0.29
CVNA,LONG,0.2944799133940591,0.2944799133940591,1.47,0.7647,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.16,0.73,0.0,0.0,0.0,0.2,0.38
QQQ,LONG,0.2944003412450158,0.2944003412450158,1.77,0.8846,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.08,1.0,0.0,0.0,0.0,0.19,0.5
SOFI,LONG,0.2798175971504504,0.2798175971504504,2.83,1.2999,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.29,0.84,1.0,0.0,0.0,0.35,0.35
IWM,SHORT,0.32494924387203705,0.32494924387203705,6.68,2.867,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, strong_trend, structural_breakdown, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, pullback_volume, trend_continuation",,,structural_breakdown,,,,,,,,,,,,,1.96,0.54,0.0,2.0,0.0,0.3,1.25,0.65
DELL,SHORT,0.3129634552198107,0.3129634552198107,4.57,2.0158,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, room_to_target","breakout_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.14,1.0,1.0,0.5,0.15,0.79,1.0
FDX,SHORT,0.2078851240073546,0.2078851240073546,4.22,1.8127,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.88,0.24,1.2,0.0,0.0,0.9,1.0
TQQQ,LONG,0.21720191045381462,0.21720191045381462,1.67,0.7983,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.04,1.0,0.0,0.0,0.0,0.18,0.45
NOW,LONG,0.2150877380952381,0.2150877380952381,2.91,1.2931,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, pullback_volume","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.67,0.0,1.2,0.5,0.0,0.19,0.35
SNDK,SHORT,0.2446039259371901,0.2446039259371901,4.32,1.8748,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, room_to_target","breakout_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.49,1.0,1.0,0.25,0.0,1.13,0.44
GS,SHORT,0.23166741666666668,0.23166741666666668,3.61,1.583,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","bounce_and_fail, breakout_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, pullback_volume, structural_breakdown, trend_continuation",,,unknown,,,,,,,,,,,,,1.81,0.59,0.26,0.0,0.0,0.0,0.55,0.41
XLU,SHORT,0.22806510333333335,0.22806510333333335,4.69,2.0128,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, pullback_volume, retest_and_confirm, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.0,0.87,1.4,0.32,0.0,1.4,0.7
COIN,SHORT,0.21890593755569843,0.21890593755569843,5.03,2.1433,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_volume, retest_and_confirm, room_to_target","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.88,1.0,1.4,0.37,0.0,1.11,0.27
NVDA,LONG,0.24709278364557738,0.24709278364557738,1.65,0.8083,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","bounce_and_fail, breakout_volume, flag_breakout, momentum_aligned, pullback_to_support, pullback_volume, structural_breakout, trend_aligned, trend_continuation",,,unknown,,,,,,,,,,,,,0.0,0.19,1.0,0.0,0.0,0.0,0.09,0.37
