ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
WMB,LONG,0.5215503371661334,5.215503371661335,5.37,5.0388,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.1,POSITIVE,support_ema_confluence,16808799.69,74.52,80.0,68.0,7.31,8.79,238121.0,105997.0,0.445,87771.0,51497.0,204850.0,95.4,0.305,1.51,0.97,0.28,1.6,1.0,0.0,False,default,2.5,False,2,1.0,99.0,1.5e-05,0.0,5.234496957389219e-29,0.0,2.897069,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233091,0.0,0.0,0.0,1.0,0.5215503371661334,0.5215503371661334,n/a,2026-07-20,2026-07-20,False,
SOLS,LONG,0.5074560453507633,5.074560453507633,1.31,3.8503,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.6,NEUTRAL,unknown,,,65.0,55.0,13.26,4.16,40327.0,50421.0,1.25,0.0,68602.0,22146.0,92.9,0.658,0.0,0.0,1.0,0.0,0.31,0.0,True,default,2.5,False,2,1.0,99.0,0.000114,0.0,9.886737974466469e-20,0.0,8.642937,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.5074560453507633,0.5074560453507633,n/a,2026-07-20,2026-07-20,False,
KLAC,LONG,0.44065491226258846,4.406549122625885,3.07,4.2843,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.8,NEGATIVE,ema_pullback,-147243.89,,270.0,122.0,28.73,41.83,155118.0,248518.0,1.602,0.0,221047.0,182589.0,99.2,0.959,0.0,0.56,1.0,1.2,0.31,0.0,False,default,2.5,False,7,1.0,1.7978059479495208,1.2e-05,6e-06,4.351077670543501e-19,6.050538540472211e-19,786.932895,4,1,0.701543,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.624474,0.607306,0.0,0.0,1.0,0.44065491226258846,0.44065491226258846,n/a,2026-07-20,2026-07-20,False,583.0
USO,LONG,0.4319271793445167,4.319271793445167,6.64,4.9716,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,POSITIVE,trend_continuation,33867403.5,124.8,130.0,100.0,4.17,19.87,626205.0,659885.0,1.054,288924.0,497806.0,499360.0,62.8,0.587,1.79,0.3,1.0,1.4,1.76,0.39,False,default,2.5,False,1,1.0,99.0,0.000699,0.0,735962.720264718,0.0,2.697749,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000376,0.0,0.627863,0.0,0.0,0.0,1.0,0.4319271793445167,0.4319271793445167,n/a,2026-07-20,2026-07-20,False,
MXL,LONG,0.4111630752781434,4.1116307527814335,0.0,2.467,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,4.223668134452051e-23,0.000283,0.000195,4.827918102800858e-25,0.007620418948827915,4.966851,2,1,0.462282,0.035972,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615846,0.25275,0.0,0.0,,,,,,,False,9.73059
TSEM,LONG,0.4082288162342412,4.082288162342412,0.0,2.4494,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,4.9986057710139986e-08,0.000147,0.000191,2.0597831628502357e-07,2.47242922191769,7.699727,0,2,0.036813,0.006161,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.515335,0.050581,0.0,0.0,,,,,,,False,36.06455
MA,LONG,0.3816933601095431,3.816933601095431,6.18,4.4625,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.5,NEUTRAL,trend_continuation,,,550.0,450.0,0.56,17.73,64363.0,60212.0,0.936,13893.0,41854.0,68828.0,92.3,0.291,2.27,0.65,0.29,1.4,1.58,0.0,False,sustained_trend,5.0,False,4,1.0,3.634283924758978e-11,6e-06,2e-06,6.431687824147275e-12,0.5309178884179077,10.992979,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.538884,0.550388,0.0,0.0,1.0,0.3816933601095431,0.3816933601095431,n/a,2026-07-20,2026-07-20,False,35.666667
TER,LONG,0.38107467486253005,3.8107467486253004,0.0,2.2864,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,5.138508869277191e-07,6.3e-05,7.7e-05,0.19243266017481536,624152.0807892918,12.428676,0,1,0.022565,0.000115,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.594822,0.100117,0.0,0.0,,,,,,,False,3.185175
POET,LONG,0.3792843837979793,3.792843837979793,1.75,3.5214,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.5,POSITIVE,unknown,2088407.05,,40.0,5.0,431.21,33.6,882212.0,154025.0,0.175,133587.0,159975.0,742675.0,73.3,1.227,0.0,0.4,1.0,0.0,0.35,0.0,False,default,2.5,False,4,1.0,0.2205536154159018,0.001855,0.000258,1.127460101287669e-26,1.5335864240922976e-25,53.264871,0,0,0.475255,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.171835,0.57199,0.0,0.0,1.0,0.3792843837979793,0.3792843837979793,n/a,2026-07-20,2026-07-20,False,712.6
SPOT,LONG,0.3758065710169355,3.7580657101693546,6.75,4.844,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.7,NEGATIVE,support_ema_confluence,-5115884.53,493.24,500.0,450.0,1.44,8.71,62345.0,62022.0,0.995,15304.0,55697.0,53366.0,89.9,0.574,1.54,0.7,1.0,1.6,1.84,0.07,False,default,2.5,False,8,1.0,4.419689436571079e-20,3.1e-05,2e-05,1.378226925691871e-18,51.97299287922889,4.083634,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.716396,0.589358,0.0,0.0,1.0,0.3758065710169355,0.3758065710169355,n/a,2026-07-20,2026-07-20,False,4.119577
