ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
BNO,LONG,0.4517714035636047,4.517714035636047,6.01,5.3619,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.5,POSITIVE,retest_and_confirm,7724833.37,50.58,60.0,50.0,18.64,1.14,314612.0,30352.0,0.096,91350.0,145758.0,107856.0,31.5,0.49,1.68,0.8,0.54,1.4,1.59,0.0,False,sustained_trend,5.0,False,6,1.0,15.858789716004146,0.014792,0.008102,0.0008511043351311706,2.6833836325866195e-05,1070.00935,171.947854,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,1.0,0.4517714035636047,0.4517714035636047,n/a,2026-08-14,2026-08-14,False
RMBS,LONG,0.44056596275768345,4.405659627576835,4.24,4.8148,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.7,NEUTRAL,ema_pullback,,,150.0,80.0,51.21,19.35,33607.0,27525.0,0.819,35782.0,8135.0,17215.0,26.6,0.701,0.0,0.97,1.0,1.2,1.07,0.0,False,default,2.5,False,1,0.7,99.0,4.2e-05,0.0,409171.4043676611,0.0,4.539062,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.8e-05,0.0,0.48294,0.0,0.0,0.0,1.0,0.44056596275768345,0.44056596275768345,n/a,2026-08-14,2026-08-14,False
NOK,LONG,0.43589681990545565,4.358968199054557,4.46,4.8175,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.5,POSITIVE,bounce_and_fail,16504693.29,10.64,15.0,10.0,40.91,6.06,2957105.0,1046657.0,0.354,749959.0,1095243.0,2158560.0,52.3,0.625,0.0,0.63,1.0,1.0,1.7,0.12,False,default,2.5,False,7,1.0,99.0,7.8e-05,9e-06,1.3748443967977057e-14,1.4886202725637768e-21,8.00213,1.332458,0,0,0.602158,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.293267,0.266689,0.0,0.0,1.0,0.43589681990545565,0.43589681990545565,n/a,2026-08-14,2026-08-14,False
ABVX,LONG,0.4201384721984219,4.201384721984219,2.64,4.0927,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.0,NEUTRAL,ema_pullback,,,200.0,60.0,68.21,49.54,120936.0,49475.0,0.409,80226.0,20291.0,69894.0,12.9,0.67,0.0,0.5,0.48,1.2,0.14,0.32,False,default,2.5,False,4,1.0,1.6952570362035155,0.000291,0.000163,3.995539374242228e-49,7.070678880395864e-49,10.020761,10.844291,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4201384721984219,0.4201384721984219,n/a,2026-08-14,2026-08-14,False
TPL,LONG,0.3947340023450771,3.947340023450771,4.05,4.5487,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,560.0,300.0,56.53,16.14,17558.0,12956.0,0.738,4040.0,17064.0,9410.0,24.1,0.452,0.0,0.6,1.0,1.0,1.34,0.11,False,default,2.5,False,1,1.0,99.0,2.3e-05,0.0,1.783085165617258e-20,0.0,8.111111,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.819098,0.0,0.0,0.0,1.0,0.3947340023450771,0.3947340023450771,n/a,2026-08-14,2026-08-14,False
CW,LONG,0.3911528995119631,3.911528995119631,3.48,4.5598,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.8,NEUTRAL,pullback_to_support,,,790.0,610.0,13.74,12.18,1523.0,1489.0,0.978,899.0,1063.0,1050.0,52.9,0.403,0.0,0.67,0.68,1.4,0.58,0.15,False,default,2.5,False,2,1.0,1.889212699328712e-13,2.1e-05,1.2e-05,3.492258422063306e-20,1.8485258029994184e-07,,3.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.766599,0.844174,0.0,0.0,1.0,0.3911528995119631,0.3911528995119631,n/a,2026-08-14,2026-08-14,False
CRCL,LONG,0.3851505862273633,3.8515058622736333,4.54,4.2478,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.8,POSITIVE,trend_continuation,12966364.6,72.38,80.0,65.0,10.63,10.11,476580.0,341792.0,0.717,241825.0,201441.0,375106.0,20.7,0.749,0.0,0.63,1.0,1.4,1.37,0.14,False,default,2.5,False,5,1.0,99.0,0.000127,4.2e-05,30751.905992764976,4.759231704824397e-14,2.526018,2.689819,3,1,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.691588,0.076538,0.0,0.0,1.0,0.3851505862273633,0.3851505862273633,n/a,2026-08-14,2026-08-14,False
COST,LONG,0.37339492682967196,3.7339492682967195,4.17,4.118,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEGATIVE,ema_pullback,-17151490.91,961.37,1000.0,900.0,4.02,6.38,160908.0,203488.0,1.265,175133.0,71906.0,117357.0,10.5,0.199,0.0,0.74,0.49,1.2,1.75,0.0,False,default,2.5,False,5,1.0,99.0,1.2e-05,0.0,11752.870512857695,0.0,2.845185,,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,1.0,0.37339492682967196,0.37339492682967196,n/a,2026-08-14,2026-08-14,False
RBLX,LONG,0.36650378134949146,3.665037813494915,4.44,4.0045,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,POSITIVE,trend_continuation,2677710.97,38.51,40.0,35.0,3.91,9.08,276605.0,165500.0,0.598,107219.0,115682.0,219204.0,11.7,0.573,0.0,0.57,1.0,1.4,1.48,0.0,False,default,2.5,False,2,1.0,99.0,7.1e-05,0.0,2.280214869320218e-07,0.0,3.1104,,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.36650378134949146,0.36650378134949146,n/a,2026-08-14,2026-08-14,False
NXPI,LONG,0.36512248395621205,3.6512248395621203,2.62,4.1716,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",7.8,NEUTRAL,bounce_and_fail,,,350.0,210.0,50.94,9.44,99301.0,34252.0,0.345,20005.0,26763.0,86785.0,27.6,0.419,0.0,0.49,1.0,1.0,0.14,0.0,False,default,2.5,False,2,1.0,99.0,2.2e-05,6e-06,1.9496919870725692e-23,7.058486963320687e-29,2.3,1.207493,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.060541,0.374462,0.0,0.0,1.0,0.36512248395621205,0.36512248395621205,n/a,2026-08-14,2026-08-14,False
