ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.6180854945260792,6.180854945260792,0.0,3.7085,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,16,1.0,0.5881345658551242,5.3e-05,4.1e-05,0.0014355808235333879,0.0040681756264575,21.648377,5.418333,0,1,1.9e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.45148,0.418218,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
GFS,LONG,0.5084801342590993,5.0848013425909935,1.52,4.6184,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.1,NEGATIVE,unknown,-1149441.3,,55.0,45.0,19.41,2.3,44200.0,58422.0,1.322,16915.0,30685.0,55022.0,30.5,0.571,2,1.0,99.0,8.7e-05,0.0,5.35215855830877e-29,0.0,16.062134,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.333085,0.0,0.0,0.0,False,0.0,0.27,1.0,0.0,0.2,0.05,False,default,2.5,False,1.0,0.5084801342590993,0.5084801342590993,n/a,2026-08-24,2026-08-24,,,,
NAMS,LONG,0.5065163738543761,5.065163738543761,3.48,4.7566,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.9,NEGATIVE,ema_pullback,-281180.36,26.9,35.0,25.0,30.14,7.05,5137.0,19392.0,3.775,5144.0,58.0,19327.0,89.5,0.899,1,1.0,99.0,0.000165,0.0,3.038228073829924e-08,0.0,2.792287,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.801354,0.0,0.0,0.0,False,0.0,0.63,1.0,1.2,0.4,0.26,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
KRE,LONG,0.5065163738543761,5.065163738543761,3.15,4.8176,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.7,NEGATIVE,ema_pullback,-51099968.29,,80.0,65.0,6.92,13.13,581922.0,1167729.0,2.007,438450.0,448205.0,862996.0,8.2,0.228,1,1.0,99.0,0.003009,0.0,1.1704845718427667e-16,0.0,5.623862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,False,0.0,0.57,1.0,1.2,0.33,0.05,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
NVMI,LONG,0.48038696620585475,4.803869662058547,1.75,4.7669,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",9.2,NEGATIVE,unknown,-565756.11,,580.0,350.0,59.92,3.49,6391.0,5239.0,0.82,2049.0,5153.0,4428.0,35.6,0.613,1,0.7,99.0,5.7e-05,0.0,427091.0716610954,0.0,87.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.8e-05,0.0,0.784665,0.0,0.0,0.0,False,0.0,0.33,1.0,0.0,0.39,0.03,False,default,2.5,False,1.0,0.48038696620585475,0.48038696620585475,n/a,2026-08-24,2026-08-24,,,,
DKS,LONG,0.4641312761679483,4.641312761679483,2.16,4.1487,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.9,NEGATIVE,unknown,-1962347.96,179.51,200.0,160.0,11.42,10.86,17070.0,22168.0,1.299,26245.0,2480.0,10513.0,90.7,0.546,1,1.0,99.0,5.5e-05,0.0,5.530962171195296e-24,0.0,127.290909,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.044698,0.0,0.0,0.0,False,0.0,0.06,1.0,0.0,0.32,0.78,False,default,2.5,False,1.0,0.4641312761679483,0.4641312761679483,n/a,2026-08-24,2026-08-24,,,,
ABVX,LONG,0.45165411256390603,4.51654112563906,0.0,2.7099,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,5,1.0,1.425760452122374e-62,0.000307,0.000226,3.017326692568544e-61,31.744393191124555,10.020761,6.202083,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.38698,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
TEAM,LONG,0.4066922475830254,4.066922475830254,6.26,5.2115,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.5,NEGATIVE,trend_continuation,-41737.77,,200.0,130.0,15.77,24.75,99180.0,72155.0,0.728,70020.0,15864.0,85451.0,10.0,0.603,4,1.0,0.07318766155459538,5.4e-05,2.5e-05,2.0724995055680364,84.95282380440695,63.824916,20.307692,2,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.53733,0.393092,0.0,0.0,False,2.99,0.36,0.04,1.4,1.47,0.0,False,sustained_trend,5.0,False,1.0,0.4066922475830254,0.4066922475830254,n/a,2026-08-24,2026-08-24,,,,
CMG,LONG,0.3973239368329549,3.973239368329549,6.62,4.9526,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,POSITIVE,trend_continuation,2179897.62,37.87,40.0,29.0,5.6,23.44,420713.0,310654.0,0.738,305988.0,11616.0,413763.0,20.2,0.355,2,1.0,99.0,4.6e-05,0.0,0.13989936516381413,0.0,2.148266,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.265183,0.0,0.0,0.0,False,1.69,0.52,1.0,1.4,1.91,0.09,False,sustained_trend,5.0,False,1.0,0.3973239368329549,0.3973239368329549,n/a,2026-08-24,2026-08-24,,,,
XLI,LONG,0.388152658716153,3.88152658716153,2.77,4.0718,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.5,NEGATIVE,ema_pullback,-304660.12,178.76,195.0,170.0,9.07,4.92,139412.0,409920.0,2.94,262657.0,147245.0,139430.0,21.1,0.173,1,0.7,99.0,6.2e-05,0.0,5.986977497834135e-08,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,False,0.0,0.39,1.0,1.2,0.12,0.06,False,default,2.5,False,1.0,0.388152658716153,0.388152658716153,n/a,2026-08-24,2026-08-24,,,,
