ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
SHAZ,LONG,0.5258145426322365,5.258145426322365,4.29,5.0161,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.5,NEUTRAL,bounce_and_fail,,,65.0,30.0,25.02,42.3,46805.0,16642.0,0.356,37073.0,15951.0,10423.0,99.7,1.498,0.0,0.5,1.0,1.0,0.79,1.0,False,default,2.5,False,1,1.0,99.0,0.000782,0.0,51192.12068104701,0.0,1230.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.036672,0.0,0.0,0.0,1.0,0.5258145426322365,0.5258145426322365,n/a,2026-07-30,2026-07-30,False,,,,,
XPO,LONG,0.5220719294099316,5.220719294099316,2.5,4.3604,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.0,NEUTRAL,unknown,,,220.0,155.0,12.6,20.67,5960.0,12742.0,2.138,9243.0,3119.0,6340.0,19.7,0.425,0.0,0.37,1.0,0.0,0.13,1.0,False,default,2.5,False,2,1.0,99.0,2.7e-05,0.0,1.6717767534414196e-30,0.0,1170.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.034367,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-07-30,2026-07-30,False,,,,,
TRMB,LONG,0.5065163738543761,5.065163738543761,6.01,5.3156,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,60.0,50.0,6.8,11.0,12054.0,9557.0,0.793,2625.0,7764.0,11222.0,99.4,0.532,1.77,0.53,1.0,1.4,1.26,0.04,False,default,2.5,False,1,1.0,99.0,9e-05,0.0,338.9629605910891,0.0,100.06,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291968,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False,,,,,
RMBS,LONG,0.49636851384292696,4.96368513842927,3.04,4.5138,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,bounce_and_fail,,,150.0,80.0,68.8,9.97,26902.0,18980.0,0.706,27586.0,4352.0,13944.0,74.4,0.898,0.0,0.38,0.64,1.0,0.61,0.41,False,default,2.5,False,1,1.0,99.0,7.4e-05,0.0,588309.3856348513,0.0,3.257485,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.2e-05,0.0,0.49143,0.0,0.0,0.0,1.0,0.49636851384292696,0.49636851384292696,n/a,2026-07-30,2026-07-30,False,,,,,
ASX,LONG,0.4886399707877742,4.886399707877742,3.79,4.7202,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,NEUTRAL,bounce_and_fail,,,42.5,32.5,23.62,5.47,76851.0,26777.0,0.348,42496.0,38597.0,22535.0,89.3,0.847,0.0,0.51,1.0,1.0,0.89,0.4,False,default,2.5,False,1,1.0,99.0,1.8e-05,0.0,1189753.2739216343,0.0,12.551724,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.1e-05,0.0,0.660226,0.0,0.0,0.0,1.0,0.4886399707877742,0.4886399707877742,n/a,2026-07-30,2026-07-30,False,,,,,
AXTI,LONG,0.45106891409051825,4.510689140905183,5.11,5.0683,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.4,NEUTRAL,pullback_to_support,,,105.0,45.0,132.3,0.44,134473.0,75695.0,0.563,124183.0,11306.0,74679.0,68.6,1.645,0.0,0.6,1.0,1.4,1.12,0.99,False,default,2.5,False,1,1.0,99.0,0.000179,0.0,382989.5633983667,0.0,1.988854,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.4e-05,0.0,0.211703,0.0,0.0,0.0,1.0,0.45106891409051825,0.45106891409051825,n/a,2026-07-30,2026-07-30,False,,,,,
SOXS,LONG,0.4394108179664135,4.394108179664135,3.82,4.3831,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_continuation","room_to_target, trend_aligned",5.2,NEUTRAL,trend_continuation,,,80.0,45.0,44.72,18.6,55645.0,41494.0,0.746,84069.0,6895.0,6175.0,78.2,1.671,0.0,0.73,0.03,1.4,0.66,1.0,False,default,2.5,False,1,1.0,99.0,0.000272,0.0,462451.0615050557,0.0,2.132275,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000113,0.0,0.469361,0.0,0.0,0.0,1.0,0.4394108179664135,0.4394108179664135,n/a,2026-07-30,2026-07-30,False,,,,,
CI,LONG,0.43803485941641346,4.3803485941641345,0.0,2.6282,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,1e-05,1e-05,124278.8383201402,9.138328822940087e-12,737.15,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.160002,0.520414,0.0,0.0,,,,,,,False,12.392857,,,,
V,LONG,0.43801308223304153,4.380130822330416,0.0,2.6281,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,0.46875048912571426,9e-06,7e-06,13931.103532165489,29719.656523770165,22.282343,2,1,0.0,0.001986,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.305164,0.504472,0.0,0.0,,,,,,,False,39.060516,,,,
SOXL,LONG,0.4313176177895308,4.313176177895308,4.15,4.6216,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.1,NEGATIVE,bounce_and_fail,-1856907.31,,200.0,71.0,76.38,37.38,530860.0,1011665.0,1.906,766747.0,78388.0,697390.0,86.3,1.796,0.0,0.45,1.0,1.0,0.69,1.0,False,default,2.5,False,2,1.0,99.0,0.000106,0.0,654764.2246190044,0.0,1.712481,0,0,0.430005,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-05,0.0,0.331891,0.0,0.0,0.0,1.0,0.4313176177895308,0.4313176177895308,n/a,2026-07-30,2026-07-30,False,,,,,
