ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
HUT,LONG,0.5127574883472794,5.1275748834727946,3.24,4.4358,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",4.5,NEUTRAL,ema_pullback,,,100.0,70.0,3.07,27.85,154061.0,92114.0,0.598,103390.0,47001.0,95784.0,71.6,1.076,0.0,0.37,1.0,1.2,0.05,0.61,False,default,2.5,False,4,0.7,3.898931060347914e-07,0.000703,8.6e-05,4.308593539790764e-11,0.0003315211379556653,5.151961,8.163043,2,0,0.287427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373857,0.108888,0.0,0.0,1.0,0.5127574883472794,0.5127574883472794,n/a,2026-07-02,2026-07-02,False,,,,
NTNX,LONG,0.43541881866785326,4.354188186678533,6.36,5.5451,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.3,NEUTRAL,trend_continuation,,,80.0,40.0,56.65,21.68,44994.0,19830.0,0.441,13070.0,12713.0,39041.0,34.2,0.481,1.72,0.83,0.79,1.4,1.51,0.1,False,sustained_trend,5.0,False,1,0.7,99.0,4.1e-05,0.0,1.9298850732334283e-27,0.0,1.083538,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472338,0.0,0.0,0.0,1.0,0.43541881866785326,0.43541881866785326,n/a,2026-07-02,2026-07-02,False,,,,
TER,LONG,0.43448324552659395,4.34483245526594,2.26,3.8304,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.9,NEUTRAL,ema_pullback,,,520.0,340.0,37.11,10.35,43214.0,35086.0,0.812,34747.0,15005.0,28548.0,100.0,1.045,0.0,0.56,0.27,1.2,0.01,0.21,False,default,2.5,False,8,1.0,99.0,5.7e-05,4e-06,12.297072580679737,1.017305489994442e-14,27.315631,25.0,1,0,0.000203,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.147398,0.55377,0.0,0.0,1.0,0.43448324552659395,0.43448324552659395,n/a,2026-07-02,2026-07-02,False,,,,
ABVX,LONG,0.4153118643189441,4.153118643189441,7.14,5.0986,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.4,NEUTRAL,trend_continuation,,,150.0,60.0,4.16,58.34,149174.0,74417.0,0.499,140163.0,41693.0,41735.0,9.4,0.632,1.84,0.0,1.0,1.4,1.9,1.0,True,consolidation_break,3.0,True,4,1.0,1.6952570362034949,0.000267,0.000149,2932.087642830371,5188.74880955529,10.020761,10.844291,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4153118643189441,0.4153118643189441,n/a,2026-07-02,2026-07-02,False,,,,
NEM,LONG,0.4144278807411526,4.144278807411526,4.86,5.2901,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.8,NEGATIVE,bounce_and_fail,-5952702.21,97.13,110.0,90.0,13.23,7.36,340043.0,211403.0,0.622,131040.0,154534.0,265872.0,59.7,0.494,0.0,0.79,1.0,1.0,1.76,0.3,False,default,2.5,False,5,1.0,0.08464548607467232,3.8e-05,1.2e-05,1.6512539468254004e-21,2.92618193255226e-20,2.804518,1.737761,1,1,0.0,0.208665,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1331,0.333703,0.0,0.0,1.0,0.4144278807411526,0.4144278807411526,n/a,2026-07-02,2026-07-02,False,,,,
COHR,LONG,0.40204360049241605,4.020436004924161,0.0,2.4123,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,0.2003464348517964,7e-05,0.00023,0.0023203599693634733,0.006434299032184839,27.004644,9.716043,2,3,0.649186,0.579443,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615123,0.127365,0.0,0.0,,,,,,,False,,,,
DELL,LONG,0.3819330763473432,3.819330763473432,0.0,2.2916,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.5238810513107395,2.7e-05,1.8e-05,2845.383525196763,7468.781169630941,5.124293,3.057471,1,1,0.526492,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415464,0.452766,0.0,0.0,,,,,,,False,,,,
CRWV,LONG,0.3819289675246841,3.819289675246841,1.78,4.0436,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",8.0,NEGATIVE,unknown,-32192544.84,,150.0,70.0,82.28,14.93,981119.0,797236.0,0.813,592605.0,310617.0,875133.0,53.2,0.903,0.0,0.15,1.0,0.0,0.04,0.59,False,default,2.5,False,1,0.7,99.0,5e-05,0.0,1587758.1630263526,0.0,8.992308,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-05,0.0,0.491434,0.0,0.0,0.0,1.0,0.3819289675246841,0.3819289675246841,n/a,2026-07-02,2026-07-02,False,,,,
BE,LONG,0.3551629363774907,3.551629363774907,5.7,4.6458,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.8,NEGATIVE,trend_continuation,-29240907.03,267.19,330.0,250.0,23.13,6.72,403246.0,524642.0,1.301,386083.0,209405.0,332400.0,99.4,1.445,1.58,0.76,0.83,1.4,0.56,0.55,False,default,2.5,False,8,1.0,99.0,8.8e-05,2.2e-05,5922.46927934987,0.0011707237371846385,9.871734,1.54382,1,1,0.444744,0.430635,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.080846,0.464053,0.0,0.0,1.0,0.3551629363774907,0.3551629363774907,n/a,2026-07-02,2026-07-02,False,,,,
VSH,LONG,0.34887954381554065,3.4887954381554067,0.0,2.0933,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,1.4625070624160933e-23,0.001069,0.002319,6.440183431917085e-30,2.2017614811643244e-07,2.850427,15.633838,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.475919,0.087155,0.0,0.0,,,,,,,False,,,,
