ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
BNO,LONG,0.4517714035636047,4.517714035636047,5.78,5.3929,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,7.0,POSITIVE,trend_continuation,8873671.22,50.2,60.0,50.0,19.62,0.32,314612.0,30352.0,0.096,91350.0,145758.0,107856.0,34.1,0.503,1.67,0.84,0.64,1.4,1.23,0.0,False,sustained_trend,5.0,False,6,1.0,15.858789716004095,0.014792,0.008102,0.0010750647316548946,3.389491729529586e-05,1070.00935,171.947854,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,1.0,0.4517714035636047,0.4517714035636047,n/a,2026-08-14,2026-08-14,False,,,,
NOK,LONG,0.43589681990545565,4.358968199054557,4.71,4.8725,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.4,POSITIVE,bounce_and_fail,16457247.5,10.61,15.0,10.0,41.4,5.73,2957105.0,1046657.0,0.354,749959.0,1095243.0,2158560.0,54.9,0.633,0.0,0.66,1.0,1.0,1.66,0.39,False,default,2.5,False,7,1.0,99.0,7.8e-05,9e-06,1.7366222465342782e-14,1.8803372134312425e-21,8.00213,1.332458,0,0,0.602158,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.293267,0.266689,0.0,0.0,1.0,0.43589681990545565,0.43589681990545565,n/a,2026-08-14,2026-08-14,False,,,,
ABVX,LONG,0.4201384721984219,4.201384721984219,2.8,4.1207,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.9,NEUTRAL,ema_pullback,,,200.0,60.0,68.19,49.54,120936.0,49475.0,0.409,80226.0,20291.0,69894.0,11.0,0.657,0.0,0.51,0.46,1.2,0.12,0.51,False,default,2.5,False,4,1.0,1.6952570362034638,0.000291,0.000163,5.046929369152094e-49,8.931263981870353e-49,10.020761,10.844291,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4201384721984219,0.4201384721984219,n/a,2026-08-14,2026-08-14,False,,,,
SOLS,LONG,0.40097223003172594,4.009722300317259,4.68,4.3489,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.7,NEUTRAL,trend_continuation,,,65.0,55.0,4.5,11.58,44054.0,78708.0,1.787,74654.0,24792.0,23316.0,19.0,0.511,0.0,0.98,1.0,1.4,1.3,0.0,False,default,2.5,False,1,1.0,99.0,4e-05,0.0,2.0064227448070685e-49,0.0,15.987461,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.40097223003172594,0.40097223003172594,n/a,2026-08-14,2026-08-14,False,,,,
TPL,LONG,0.3947340023450771,3.947340023450771,4.19,4.6907,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.3,NEUTRAL,bounce_and_fail,,,560.0,300.0,56.69,16.06,17558.0,12956.0,0.738,4040.0,17064.0,9410.0,34.1,0.461,0.0,0.59,1.0,1.0,1.32,0.28,False,default,2.5,False,1,1.0,99.0,2.3e-05,0.0,2.2522878758415676e-20,0.0,8.111111,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.819098,0.0,0.0,0.0,1.0,0.3947340023450771,0.3947340023450771,n/a,2026-08-14,2026-08-14,False,,,,
CW,LONG,0.3911528995119631,3.911528995119631,3.38,4.5098,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",7.7,NEUTRAL,trend_continuation,,,790.0,610.0,14.33,11.72,1523.0,1489.0,0.978,899.0,1063.0,1050.0,55.2,0.406,0.0,0.62,0.73,1.4,0.43,0.19,False,default,2.5,False,2,1.0,1.889212699328725e-13,2.1e-05,1.2e-05,4.411214593104441e-20,2.334948624192413e-07,,3.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.766599,0.844174,0.0,0.0,1.0,0.3911528995119631,0.3911528995119631,n/a,2026-08-14,2026-08-14,False,,,,
CRCL,LONG,0.3870548640811047,3.8705486408110468,4.74,4.2973,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.7,POSITIVE,trend_continuation,11584072.33,72.28,80.0,65.0,10.65,10.1,476580.0,341792.0,0.717,241825.0,201441.0,375106.0,20.6,0.747,0.0,0.63,1.0,1.4,1.37,0.35,False,default,2.5,False,5,1.0,99.0,0.000127,4.2e-05,38843.99150533438,6.011580419035166e-14,2.526018,2.689819,3,1,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.691588,0.076538,0.0,0.0,1.0,0.3870548640811047,0.3870548640811047,n/a,2026-08-14,2026-08-14,False,,,,
TLN,LONG,0.37841150586598765,3.7841150586598764,4.24,3.8441,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.4,NEUTRAL,trend_continuation,,,370.0,310.0,1.06,15.33,61195.0,45496.0,0.743,26333.0,18556.0,61802.0,12.5,0.525,0.0,0.76,0.41,1.4,1.64,0.03,False,default,2.5,False,3,1.0,0.10328963665511541,0.000137,1.8e-05,2.8107232128388835e-07,5.442410882369355e-06,15.84879,14.172414,0,1,3e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.591591,0.023463,0.0,0.0,1.0,0.37841150586598765,0.37841150586598765,n/a,2026-08-14,2026-08-14,False,,,,
COST,LONG,0.37339492682967196,3.7339492682967195,4.62,3.793,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",2.7,POSITIVE,support_ema_confluence,42087216.6,963.27,1000.0,900.0,3.81,6.57,160908.0,203488.0,1.265,175133.0,71906.0,117357.0,12.9,0.201,0.0,0.7,0.44,1.6,1.87,0.0,False,default,2.5,False,5,1.0,99.0,1.2e-05,0.0,14845.531931326379,0.0,2.845185,,2,0,0.04091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.0,0.0,0.0,1.0,0.37339492682967196,0.37339492682967196,n/a,2026-08-14,2026-08-14,False,,,,
RBLX,LONG,0.36650378134949146,3.665037813494915,4.66,4.0705,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.2,POSITIVE,trend_continuation,2122290.6,38.9,40.0,35.0,2.89,9.97,276605.0,165500.0,0.598,107219.0,115682.0,219204.0,11.9,0.578,0.0,0.61,1.0,1.4,1.64,0.0,False,default,2.5,False,2,1.0,99.0,7.1e-05,0.0,2.880232758094765e-07,0.0,3.1104,,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.36650378134949146,0.36650378134949146,n/a,2026-08-14,2026-08-14,False,,,,
