ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8361978225451496,9.660410097867219,8.0,8.9962,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.746163472183443,8.0,7.2477,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6194541266533156,6.546112328996935,8.0,7.1277,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6141906736101654,6.470484016019305,8.0,7.0823,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5531222828896697,5.593018343088035,9.0,6.9558,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.5437463633596495,5.45829975229672,9.0,6.875,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.5695460830659862,5.247045597018386,8.0,6.3482,357.06,314.21,442.75,485.6,2.0,5,fresh
