ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
UTHR,LONG,0.5065163738543761,5.065163738543761,4.77,4.9636,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,ema_pullback,,,550.0,480.0,4.32,8.95,32823.0,30486.0,0.929,58375.0,0.0,4934.0,17.4,0.325,0.0,0.83,1.0,1.2,1.59,0.15,False,default,2.5,False,2,1.0,99.0,9.9e-05,3e-05,10907.113726175803,1.7870652778380626e-34,541.823529,25.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282089,0.505954,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-19,2026-08-19,False,,,,
SLN,LONG,0.5065163738543761,5.065163738543761,6.78,5.7066,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.7,NEUTRAL,trend_continuation,,,15.0,12.5,7.64,10.3,37318.0,14311.0,0.383,25214.0,18988.0,7427.0,17.2,1.103,2.63,0.78,1.0,1.4,0.93,0.03,False,sustained_trend,5.0,False,1,1.0,99.0,0.002552,0.0,4.1953637738110864e-11,0.0,54.347826,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.012749,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-19,2026-08-19,False,,,,
AXTI,LONG,0.47713818570248223,4.7713818570248225,6.7,5.6957,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.5,NEGATIVE,trend_continuation,-329160.02,,100.0,45.0,33.24,40.04,166228.0,115316.0,0.694,163433.0,4282.0,113829.0,5.3,1.23,2.19,0.95,1.0,1.4,0.16,1.0,False,sustained_trend,5.0,False,1,1.0,99.0,0.000204,0.0,1024129.4167906197,0.0,1.195006,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000108,0.0,0.568154,0.0,0.0,0.0,1.0,0.47713818570248223,0.47713818570248223,n/a,2026-08-19,2026-08-19,False,,,,
RIOT,LONG,0.45466985414554645,4.546698541455465,2.73,4.3123,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.1,POSITIVE,unknown,398369.98,18.4,25.0,15.0,35.5,18.7,604036.0,328446.0,0.544,567359.0,31202.0,333921.0,31.3,0.845,0.0,0.62,1.0,0.0,0.39,0.73,False,default,2.5,False,1,1.0,99.0,0.00012,0.0,837626.8066449751,0.0,3900.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.000126,0.0,0.0,0.0,1.0,0.45466985414554645,0.45466985414554645,n/a,2026-08-19,2026-08-19,False,,,,
SILJ,LONG,0.45222167862302026,4.522216786230203,0.0,2.7133,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.000659,0.001437,45542.86145150659,1.8760637066796557e-09,3.562044,43.268537,0,0,0.0,0.025523,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.7e-05,0.0,0.368656,0.450771,0.0,0.0,,,,,,,False,,,,
TTWO,LONG,0.4368967220250867,4.368967220250867,4.85,4.7195,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.4,POSITIVE,ema_pullback,7852516.3,243.75,290.0,200.0,18.98,17.95,155873.0,114543.0,0.735,160121.0,10786.0,99509.0,52.3,0.408,1.51,0.96,0.06,1.2,0.89,0.23,False,default,2.5,False,1,1.0,99.0,0.000155,0.0,1.5478004532637446e-09,0.0,4.954082,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,1.0,0.4368967220250867,0.4368967220250867,n/a,2026-08-19,2026-08-19,False,,,,
ABVX,LONG,0.4357802954734589,4.35780295473459,3.08,4.1629,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.3,NEUTRAL,bounce_and_fail,,,200.0,60.0,66.06,50.18,123740.0,51014.0,0.412,91919.0,10447.0,72388.0,0.0,0.554,0.0,0.7,0.41,1.0,0.61,0.37,False,default,2.5,False,4,1.0,1.6952570362034864,0.000297,0.000166,5.601064010325189e-55,9.91188455327469e-55,10.020761,10.844291,1,0,0.441379,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.558737,0.551194,0.0,0.0,1.0,0.4357802954734589,0.4357802954734589,n/a,2026-08-19,2026-08-19,False,,,,
DDOG,LONG,0.38213171328229767,3.8213171328229767,0.0,2.2928,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,2.445645428563875,4.4e-05,4.2e-05,1.1957268104007173e-10,4.889207554109218e-11,9.021545,2.757799,2,1,0.328278,0.068689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.327175,0.116433,0.0,0.0,,,,,,,False,,,,
CRCL,LONG,0.38204037248618117,3.8204037248618117,7.58,5.1042,poor_rr (0.3:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.6,POSITIVE,flag_breakout,13226893.82,77.33,80.0,65.0,3.44,15.96,472800.0,336167.0,0.711,347903.0,80272.0,380792.0,35.5,0.806,1.72,0.47,1.0,1.6,1.79,1.0,False,consolidation_break,3.0,False,4,1.0,99.0,0.000134,0.0,0.043108921667840444,0.0,2.526018,,3,0,0.473826,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.691588,0.0,0.0,0.0,1.0,0.38204037248618117,0.38204037248618117,n/a,2026-08-19,2026-08-19,False,77.34,68.06,80.0,0.29
XLI,LONG,0.38127767586186456,3.8127767586186456,4.28,4.5704,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",6.9,NEGATIVE,unknown,-6539341.13,,195.0,170.0,6.44,7.21,154889.0,437714.0,2.826,305595.0,2191.0,284817.0,19.5,0.167,1.56,0.91,0.54,0.0,0.33,0.94,False,default,2.5,False,1,0.7,99.0,6.1e-05,0.0,0.11113627263609217,0.0,4.647305,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397079,0.0,0.0,0.0,1.0,0.38127767586186456,0.38127767586186456,n/a,2026-08-19,2026-08-19,False,,,,
