ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.6108449790842596,6.108449790842596,0.0,3.6651,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,16,1.0,0.5881345658551203,5.3e-05,4.1e-05,0.0022381348307966417,0.0063424680924353246,21.648377,5.418333,0,1,1.9e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.45148,0.418218,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
NVMI,LONG,0.5230790734972924,5.230790734972924,1.7,4.9854,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",9.3,NEGATIVE,unknown,-561699.39,,580.0,350.0,61.79,2.37,6391.0,5239.0,0.82,2049.0,5153.0,4428.0,38.8,0.616,1,0.7,99.0,5.7e-05,0.0,665854.1182336541,0.0,87.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4.4e-05,0.0,0.784665,0.0,0.0,0.0,False,0.0,0.27,1.0,0.0,0.22,0.2,False,default,2.5,False,1.0,0.5230790734972924,0.5230790734972924,n/a,2026-08-24,2026-08-24,,,,
KRE,LONG,0.5065163738543761,5.065163738543761,3.46,4.8506,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEGATIVE,ema_pullback,-69112095.12,,80.0,65.0,6.75,13.26,581922.0,1167729.0,2.007,438450.0,448205.0,862996.0,4.1,0.222,1,1.0,99.0,0.003009,0.0,1.8248378957191397e-16,0.0,5.623862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,False,0.0,0.6,1.0,1.2,0.4,0.26,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
EME,LONG,0.4672105087401217,4.672105087401217,1.67,4.6571,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",9.1,NEGATIVE,unknown,-34227.85,764.82,900.0,760.0,17.67,0.63,3510.0,1927.0,0.549,860.0,1168.0,3409.0,26.4,0.382,1,0.7,99.0,1.7e-05,0.0,514265.54982495663,0.0,1.3,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.600411,0.0,0.0,0.0,False,0.0,0.53,1.0,0.0,0.14,0.0,False,default,2.5,False,1.0,0.4672105087401217,0.4672105087401217,n/a,2026-08-24,2026-08-24,,,,
DKS,LONG,0.4641312761679483,4.641312761679483,2.32,4.2567,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.2,NEGATIVE,unknown,-1675793.18,,200.0,160.0,9.67,12.26,17070.0,22168.0,1.299,26245.0,2480.0,10513.0,89.1,0.534,1,1.0,99.0,5.5e-05,0.0,8.623017861650162e-24,0.0,127.290909,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.044698,0.0,0.0,0.0,False,0.0,0.14,1.0,0.0,0.54,0.64,False,default,2.5,False,1.0,0.4641312761679483,0.4641312761679483,n/a,2026-08-24,2026-08-24,,,,
TTWO,LONG,0.45114136349008377,4.511413634900838,5.43,4.8447,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.8,POSITIVE,retest_and_confirm,1097109.35,239.74,300.0,200.0,24.77,16.82,138519.0,103633.0,0.748,114140.0,41905.0,86107.0,63.0,0.434,1,1.0,99.0,0.000157,0.0,1.2999461612412962e-15,0.0,4.954082,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,False,1.53,0.94,0.22,1.4,1.06,0.28,False,default,2.5,False,1.0,0.45114136349008377,0.45114136349008377,n/a,2026-08-24,2026-08-24,,,,
CMG,LONG,0.39801276605395475,3.9801276605395475,6.91,5.1631,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,POSITIVE,trend_continuation,7616496.56,,40.0,29.0,5.35,23.62,420713.0,310654.0,0.738,305988.0,11616.0,413763.0,29.4,0.363,2,1.0,99.0,4.6e-05,0.0,0.2181093790378216,0.0,2.148266,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.265183,0.0,0.0,0.0,False,1.7,0.51,1.0,1.4,1.95,0.35,False,sustained_trend,5.0,False,1.0,0.39801276605395475,0.39801276605395475,n/a,2026-08-24,2026-08-24,,,,
PBR,LONG,0.3687898394896338,3.687898394896338,6.46,4.7019,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.6,POSITIVE,trend_continuation,13909637.85,18.57,20.0,10.0,7.73,46.14,911444.0,941439.0,1.033,471221.0,199324.0,1182338.0,17.6,0.292,1,1.0,99.0,7e-06,0.0,494295.2907155613,0.0,2.11897,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.239227,0.0,0.0,0.0,False,1.66,0.93,1.0,1.4,0.78,0.68,False,sustained_trend,5.0,False,1.0,0.3687898394896338,0.3687898394896338,n/a,2026-08-24,2026-08-24,,,,
COST,LONG,0.36782636611259517,3.6782636611259516,4.37,3.9701,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",4.1,POSITIVE,support_ema_confluence,7458486.09,966.83,1000.0,900.0,3.42,6.92,154839.0,175456.0,1.133,178060.0,38256.0,113979.0,54.1,0.227,7,1.0,1.168089673981463e-07,1.2e-05,3e-06,1.3837239847398366e-08,0.29615106090771665,2.845185,3.238201,2,0,0.04091,0.080698,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415256,0.686156,0.0,0.0,False,0.0,0.67,0.33,1.6,1.55,0.21,False,default,2.5,False,1.0,0.36782636611259517,0.36782636611259517,n/a,2026-08-24,2026-08-24,,,,
MOD,LONG,0.3536485853650854,3.5364858536508543,2.14,3.4902,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.4,POSITIVE,unknown,456883.51,189.0,250.0,160.0,32.28,15.34,11169.0,8165.0,0.731,8736.0,3181.0,7417.0,30.0,0.721,1,1.0,99.0,5.8e-05,0.0,7.535997501058587e-24,0.0,5.641026,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.596226,0.0,0.0,0.0,False,0.0,0.58,1.0,0.0,0.38,0.19,False,default,2.5,False,1.0,0.3536485853650854,0.3536485853650854,n/a,2026-08-24,2026-08-24,,,,
