ticker,direction,flow_score_raw,flow_score_scaled,price_score,reject_reason,checks_passed,checks_failed
GLNG,LONG,0.8895181816837296,10.0,6,price_validation_failed,"confirmation_volume, pullback_to_ema, trend_aligned","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target"
SPY,LONG,0.6458439704220701,6.367220944764686,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, room_to_target, trend_aligned"
NEM,LONG,0.5820700783352839,5.416457799809072,4,price_validation_failed,"confirmation_volume, pullback_to_support, room_to_target","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned"
NFLX,LONG,0.5737340170615167,5.2921809276620175,7,price_validation_failed,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","pullback_to_support, trend_aligned"
SLV,LONG,0.5728239499882817,5.278613334335708,5,price_validation_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_support, room_to_target","bullish_rejection_wick, bullish_strong_close, not_extended, pullback_to_ema, trend_aligned"
TQQQ,LONG,0.5662967996591696,5.181304329483696,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target","bullish_rejection_wick, bullish_strong_close, pullback_to_ema, trend_aligned"
SOXS,LONG,0.5585210528727574,5.065380818668846,5,price_validation_failed,"healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bullish_rejection_wick, bullish_strong_close, confirmation_volume, pullback_to_support, trend_aligned"
TSM,LONG,0.5391445643176713,4.776509454635424,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target","bullish_rejection_wick, bullish_strong_close, pullback_to_ema, trend_aligned"
ORCL,LONG,0.533521271614789,4.6926754705354305,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, room_to_target, trend_aligned"
BMNR,LONG,0.5155098550637129,4.424155070025723,7,price_validation_failed,"bullish_rejection_wick, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bullish_strong_close, pullback_to_support, trend_aligned"
USAR,LONG,0.4920107425622341,4.073822208497251,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bullish_rejection_wick, bullish_strong_close, pullback_to_support, trend_aligned"
CRM,LONG,0.4250767745567591,3.0759475635149105,5,price_validation_failed,"bullish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema","bullish_rejection_wick, confirmation_volume, pullback_to_support, room_to_target, trend_aligned"
NOW,LONG,0.34344899399022205,1.8590125007846272,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bullish_rejection_wick, bullish_strong_close, pullback_to_support, trend_aligned"
HOOD,LONG,0.21875288724477165,0.0,0,weak_bullish_flow,none,"bullish_rejection_wick, bullish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_support, room_to_target, trend_aligned"
XLI,SHORT,0.8602944504712079,10.0,4,price_validation_failed,"confirmation_volume, healthy_pullback_volume, pullback_to_ema","bearish_rejection_wick, bearish_strong_close, not_extended, pullback_to_resistance, room_to_target, trend_aligned"
CMG,SHORT,0.8365757900070803,9.65899189153028,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
SPY,SHORT,0.7555255574282166,8.493715861522153,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_resistance, room_to_target, trend_aligned"
XLU,SHORT,0.6410351165651856,6.84766301061961,5,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_resistance","bearish_rejection_wick, not_extended, pullback_to_ema, room_to_target, trend_aligned"
QQQ,SHORT,0.6333769520732364,6.737559988920757,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
IWM,SHORT,0.6196667434908579,6.540445472168295,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
HOOD,SHORT,0.6147661937907494,6.469989251159386,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
CIA,SHORT,0.55530691701577,5.615130877741578,6,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_ema, pullback_to_resistance, room_to_target"
ORCL,SHORT,0.5534361051248957,5.588233826570643,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
LEU,SHORT,0.5441361855226876,5.4545269506167555,9,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, pullback_to_resistance, room_to_target"
WFC,SHORT,0.542804803576697,5.435385395816912,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
PLTR,SHORT,0.5289000639961782,5.235474066495086,6,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bearish_rejection_wick, confirmation_volume, pullback_to_resistance, trend_aligned"
QCOM,SHORT,0.5224466082269819,5.142691392352295,7,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, pullback_to_ema, pullback_to_resistance, room_to_target"
TLT,SHORT,0.5196159658908714,5.101994659488682,8,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, pullback_to_ema, trend_aligned","bearish_rejection_wick, not_extended, pullback_to_resistance, room_to_target"
HIMS,SHORT,0.47442448101732715,4.452267294025837,6,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, room_to_target","bearish_rejection_wick, confirmation_volume, pullback_to_resistance, trend_aligned"
CRM,SHORT,0.45355124948463726,4.152168508372306,0,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, pullback_to_resistance, room_to_target, trend_aligned"
ALAB,SHORT,0.4123844056926024,3.5603042437599814,9,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_resistance, trend_aligned","bearish_rejection_wick, pullback_to_ema, room_to_target"
U,SHORT,0.32735874171602586,2.337872610747399,8,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, confirmation_volume, pullback_to_resistance, room_to_target"
HPQ,SHORT,0.18297175847216635,0.2619909597534597,7,price_validation_failed,"healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, pullback_to_resistance, room_to_target"
RDDT,SHORT,0.16474909905521296,0.0,8,price_validation_failed,"confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_ema, trend_aligned","bearish_rejection_wick, bearish_strong_close, pullback_to_resistance, room_to_target"
MU,LONG,6.8227394011081,6.8227394011081,8,watchlist_reeval_failed,"confirmation_volume, not_extended, pullback_to_ema, room_to_target, trend_aligned","bullish_rejection_wick, bullish_strong_close, healthy_pullback_volume, pullback_to_support"
