ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.5385740512787154,5.385740512787153,5.66,5.4109,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEUTRAL,ema_pullback,,,700.0,540.0,6.85,17.57,16219.0,20260.0,1.249,16302.0,6364.0,13813.0,82.2,0.499,0.0,0.84,1.0,1.2,1.62,1.0,False,default,2.5,False,11,1.0,0.12971955600703122,5.3e-05,1.8e-05,4587.07535117703,94297.27724175261,62.667521,6.570157,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.481537,0.206138,0.0,0.0,1.0,0.5385740512787154,0.5385740512787154,n/a,2026-07-30,2026-07-30,False,,,,
SHAZ,LONG,0.5258145426322365,5.258145426322365,3.89,4.8961,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.5,NEUTRAL,bounce_and_fail,,,65.0,30.0,31.93,39.11,46805.0,16642.0,0.356,37073.0,15951.0,10423.0,99.6,1.496,0.0,0.4,1.0,1.0,0.62,0.87,False,default,2.5,False,1,1.0,99.0,0.000782,0.0,34071.263984723264,0.0,1230.333333,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.036672,0.0,0.0,0.0,1.0,0.5258145426322365,0.5258145426322365,n/a,2026-07-30,2026-07-30,False,,,,
LQD,LONG,0.5229256436956459,5.229256436956459,3.44,4.7866,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.7,NEGATIVE,bounce_and_fail,-577857273.08,,109.0,105.0,2.44,1.32,663357.0,1273989.0,1.921,667891.0,857139.0,412316.0,78.1,0.068,0.0,0.34,1.0,1.0,0.76,0.35,False,default,2.5,False,3,1.0,1.270642424780464e-12,6.5e-05,1.9e-05,1.2185092520124905e-14,0.019179420240482196,1.664795,3.442408,0,0,0.111952,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.48224,0.474918,0.0,0.0,1.0,0.5229256436956459,0.5229256436956459,n/a,2026-07-30,2026-07-30,False,,,,
XPO,LONG,0.5220719294099316,5.220719294099316,4.11,4.8234,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",4.9,NEUTRAL,pullback_to_support,,,220.0,155.0,11.26,21.61,5960.0,12742.0,2.138,9243.0,3119.0,6340.0,15.7,0.411,0.0,0.48,0.96,1.4,0.34,0.93,False,default,2.5,False,2,1.0,99.0,2.7e-05,0.0,1.1126623849969598e-30,0.0,1170.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.034367,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-07-30,2026-07-30,False,,,,
TLN,LONG,0.5103732859490206,5.103732859490206,3.87,4.7129,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,5.0,NEUTRAL,pullback_to_support,,,370.0,330.0,9.81,2.06,53049.0,40577.0,0.765,25545.0,12658.0,55423.0,99.5,0.687,0.0,0.52,0.91,1.4,0.7,0.34,False,default,2.5,False,1,1.0,99.0,0.000116,0.0,1370171.4832254862,0.0,16.322581,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.4e-05,0.0,0.361122,0.0,0.0,0.0,1.0,0.5103732859490206,0.5103732859490206,n/a,2026-07-30,2026-07-30,False,,,,
TRMB,LONG,0.5065163738543761,5.065163738543761,6.04,5.3246,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,60.0,50.0,5.39,12.17,12054.0,9557.0,0.793,2625.0,7764.0,11222.0,99.4,0.525,1.78,0.4,1.0,1.4,1.43,0.03,False,default,2.5,False,1,1.0,99.0,9e-05,0.0,225.59910309826427,0.0,100.06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.291968,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False,,,,
GDS,LONG,0.5065163738543761,5.065163738543761,5.15,5.2776,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,ema_pullback,,,35.0,25.0,9.7,21.64,76399.0,35431.0,0.464,5099.0,47981.0,58750.0,98.2,0.783,0.0,0.98,1.0,1.2,1.69,0.28,False,default,2.5,False,1,1.0,99.0,0.000173,0.0,1.3858201155671535e-57,0.0,17.365011,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.100916,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-30,2026-07-30,False,,,,
CHDN,LONG,0.4808020881400903,4.808020881400903,4.23,5.113,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",7.2,NEUTRAL,pullback_to_support,,,90.0,75.0,10.48,7.93,7627.0,32475.0,4.258,6425.0,32084.0,1593.0,57.6,0.382,0.0,0.44,1.0,1.4,0.39,1.0,False,default,2.5,False,1,0.7,99.0,0.000229,0.0,1.342303425633446e-46,0.0,2616.666667,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.148015,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-30,2026-07-30,False,,,,
SOXS,LONG,0.47886135415909364,4.788613541590936,3.16,4.3823,price_validation_failed,"confirmation_volume, not_extended, trend_continuation","momentum_aligned, room_to_target, trend_aligned",5.2,NEUTRAL,trend_continuation,,,80.0,45.0,49.05,16.16,55645.0,41494.0,0.746,84069.0,6895.0,6175.0,78.2,1.671,0.0,0.7,0.06,1.4,0.54,0.46,False,default,2.5,False,2,1.0,99.0,0.000679,0.0,166718.84644326312,0.0,1.680098,,2,0,0.076927,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,8.5e-05,0.0,0.489352,0.0,0.0,0.0,1.0,0.47886135415909364,0.47886135415909364,n/a,2026-07-30,2026-07-30,False,,,,
EPD,LONG,0.45656540333155393,4.565654033315539,5.01,5.4058,price_validation_failed,"confirmation_volume, not_extended, trend_aligned, trend_continuation","momentum_aligned, room_to_target",8.1,NEUTRAL,trend_continuation,,,42.0,35.0,10.06,8.28,189189.0,40581.0,0.214,25274.0,84443.0,120053.0,34.3,0.172,1.82,0.98,0.0,1.4,0.22,0.58,False,sustained_trend,5.0,False,1,0.7,99.0,7e-06,0.0,7.2919723055802415e-65,0.0,2.992174,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.320906,0.0,0.0,0.0,1.0,0.45656540333155393,0.45656540333155393,n/a,2026-07-30,2026-07-30,False,,,,
