ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio
POWL,LONG,0.5207167375700467,5.207167375700466,3.67,4.8246,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.6,NEUTRAL,unknown,,,300.0,240.0,23.91,0.88,20434.0,13509.0,0.661,8579.0,7987.0,17377.0,93.4,0.954,0.0,0.64,1.0,0.0,1.8,0.23,False,default,2.5,False,4,1.0,99.0,0.000245,6.7e-05,3.567613314581838e-36,9.875282854089718e-53,5.068985,28.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.488437,0.748581,0.0,0.0,1.0,0.5207167375700467,0.5207167375700467,n/a,2026-07-15,2026-07-15,False,,,,
RMD,LONG,0.49731042369240236,4.973104236924024,4.17,4.7176,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.9,NEUTRAL,trend_continuation,,,220.0,195.0,10.65,1.92,6438.0,15667.0,2.434,8472.0,7111.0,6522.0,92.9,0.401,0.0,0.87,1.0,1.4,0.9,0.0,False,default,2.5,False,1,1.0,99.0,1.1e-05,0.0,0.22095518372534242,0.0,66.75,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.325121,0.0,0.0,0.0,1.0,0.49731042369240236,0.49731042369240236,n/a,2026-07-15,2026-07-15,False,,,,
SEZL,LONG,0.45150952513681175,4.515095251368118,7.9,5.6475,poor_rr (0.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,NEUTRAL,trend_continuation,,,200.0,75.0,6.88,59.92,31312.0,24936.0,0.796,26217.0,10926.0,19105.0,89.4,0.983,2.59,0.64,1.0,1.4,1.66,0.59,False,sustained_trend,5.0,False,3,0.7,1.6288136052956312,0.000231,6.1e-05,6.6442673919630425e-22,8.158413424790986e-22,46.469512,211.0,1,0,0.167401,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.592313,0.595135,0.0,0.0,1.0,0.45150952513681175,0.45150952513681175,n/a,2026-07-15,2026-07-15,False,187.12,164.67,200.0,0.57
ECHO,LONG,0.4442338438164518,4.442338438164518,3.18,4.9352,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.8,NEGATIVE,bounce_and_fail,-14822564.92,94.22,150.0,85.0,59.12,9.83,480961.0,229680.0,0.478,184758.0,193271.0,332612.0,23.0,0.593,0.0,0.52,1.0,1.0,0.66,0.0,False,default,2.5,False,1,0.7,99.0,2.3e-05,0.0,640932.7522267272,0.0,46.692308,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.620005,0.0,0.0,0.0,1.0,0.4442338438164518,0.4442338438164518,n/a,2026-07-15,2026-07-15,False,,,,
ZM,LONG,0.4124089520115364,4.124089520115364,4.93,4.921,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.9,POSITIVE,trend_continuation,4538780.09,92.2,100.0,80.0,8.37,13.3,198827.0,105293.0,0.53,56428.0,93406.0,154286.0,50.0,0.431,0.0,0.75,1.0,1.4,1.57,0.2,False,default,2.5,False,1,0.7,99.0,0.000148,0.0,1.7962526933657148e-30,0.0,1.356315,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.43214,0.0,0.0,0.0,1.0,0.4124089520115364,0.4124089520115364,n/a,2026-07-15,2026-07-15,False,,,,
SHEL,LONG,0.4006591679583461,4.006591679583461,6.51,4.2963,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,1.7,POSITIVE,trend_continuation,42015191.11,84.45,86.0,82.5,1.84,2.31,190433.0,82648.0,0.434,76077.0,56496.0,140508.0,75.7,0.279,1.89,0.39,1.0,1.4,1.48,0.36,False,consolidation_break,3.0,False,1,0.7,99.0,4e-06,0.0,2.130005722459847e-27,0.0,14.220339,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.500883,0.0,0.0,0.0,1.0,0.4006591679583461,0.4006591679583461,n/a,2026-07-15,2026-07-15,False,,,,
V,LONG,0.39426255840714003,3.9426255840714,5.66,3.9293,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",1.3,POSITIVE,bounce_and_fail,10191224.29,359.08,360.0,320.0,0.25,10.89,230771.0,241557.0,1.047,121428.0,118763.0,232137.0,73.3,0.263,2.32,0.33,0.09,1.0,1.83,0.1,False,default,2.5,False,6,1.0,0.003845519315133629,7e-06,2e-06,611.7596797345545,795418.8103113146,11.779117,,2,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.391239,0.516949,0.0,0.0,1.0,0.39426255840714003,0.39426255840714003,n/a,2026-07-15,2026-07-15,False,,,,
ANF,LONG,0.3937674199841141,3.937674199841141,6.59,5.2658,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.6,NEUTRAL,support_ema_confluence,,,100.0,35.0,3.0,63.95,23161.0,19013.0,0.821,11822.0,16442.0,13910.0,49.5,0.526,1.77,0.64,0.66,1.6,1.78,0.15,False,sustained_trend,5.0,False,1,1.0,99.0,0.000129,0.0,4.743196647574707e-54,0.0,6.102804,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.495873,0.0,0.0,0.0,1.0,0.3937674199841141,0.3937674199841141,n/a,2026-07-15,2026-07-15,False,,,,
TSEM,LONG,0.3818026183360204,3.818026183360204,0.0,2.2908,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,8.113775277147288e-06,0.000135,0.000169,0.2354326636747858,17409.848483570124,7.699727,37.539353,0,1,0.036813,0.055148,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.515335,0.430981,0.0,0.0,,,,,,,False,,,,
POET,LONG,0.37873896784707767,3.7873896784707766,2.84,3.7857,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",5.2,POSITIVE,unknown,2924774.75,8.36,10.0,5.0,19.4,40.3,1125958.0,226961.0,0.202,465931.0,37697.0,849291.0,63.1,1.126,0.0,0.56,1.0,0.0,0.83,0.44,False,default,2.5,False,4,1.0,0.22055361541590565,0.001556,0.000216,1.288683875179831e-20,1.7528851740875543e-19,53.264871,712.6,0,0,0.475255,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.171835,0.57199,0.0,0.0,1.0,0.37873896784707767,0.37873896784707767,n/a,2026-07-15,2026-07-15,False,,,,
OKTA,LONG,0.36413894371097405,3.6413894371097406,0.0,2.1848,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,0.5271710234246468,2e-05,3.7e-05,416769.173300128,790576.7858648257,3.9375,45.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,2e-05,0.288603,0.636336,0.0,0.0,,,,,,,False,,,,
XLE,LONG,0.3384445615337827,3.3844456153378273,6.38,5.3862,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,8.9,NEGATIVE,trend_continuation,-72438477.05,,60.0,50.0,7.0,10.83,1962830.0,2687535.0,1.369,682577.0,1383305.0,2584483.0,44.3,0.249,1.68,0.73,1.0,1.4,1.2,0.37,False,default,2.5,False,2,1.0,99.0,0.0,0.0,0.08689884696606992,0.0,40.96843,,0,0,0.000572,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.465635,0.0,0.0,0.0,1.0,0.3384445615337827,0.3384445615337827,n/a,2026-07-15,2026-07-15,False,,,,
