ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
WWD,LONG,0.6550324857856082,6.550324857856083,5.84,5.7272,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.5,NEUTRAL,trend_continuation,,,430.0,420.0,0.22,2.11,3606.0,2498.0,0.693,4390.0,220.0,1494.0,75.8,0.423,2.67,0.63,0.41,1.4,0.73,0.0,False,sustained_trend,5.0,False,1,1.0,99.0,5.4e-05,0.0,1107714.9946189518,0.0,75.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.1e-05,0.0,0.48498,0.0,0.0,0.0,1.0,0.6550324857856082,0.6550324857856082,n/a,2026-06-26,2026-06-26,False,,,,,
BLK,LONG,0.6052465325845348,6.052465325845348,2.99,4.9432,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.1,NEUTRAL,bounce_and_fail,,,1760.0,390.0,79.85,60.15,18096.0,18226.0,1.007,10196.0,8150.0,17976.0,82.0,0.321,0.0,0.38,1.0,1.0,0.27,0.33,False,default,2.5,False,13,0.7,73.83119246250565,4.4e-05,8e-06,527.2800920603652,16.06882088134106,18.796084,0,0,0.072553,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.592658,0.4399,0.0,0.0,1.0,0.6052465325845348,0.6052465325845348,n/a,2026-06-26,2026-06-26,False,14.351562,,,,
HUT,LONG,0.5127632982478378,5.127632982478378,5.91,5.8568,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,7.6,NEUTRAL,retest_and_confirm,,,130.0,70.0,11.24,40.1,140074.0,87751.0,0.626,87258.0,45935.0,94632.0,40.5,1.002,1.65,1.0,0.73,1.4,0.73,0.4,False,sustained_trend,5.0,False,4,0.7,3.898931060347912e-07,0.000632,7.7e-05,0.0007059107009267049,5431.571038322345,5.151961,2,0,0.287427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373857,0.108888,0.0,0.0,1.0,0.5127632982478378,0.5127632982478378,n/a,2026-06-26,2026-06-26,False,8.163043,,,,
EWZ,LONG,0.5125562231562866,5.125562231562865,5.21,5.5658,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.2,POSITIVE,bounce_and_fail,82173609.47,34.77,45.0,30.0,29.48,13.68,3117444.0,1147064.0,0.368,860991.0,1185174.0,2218343.0,48.2,0.29,0.0,0.99,1.0,1.0,1.9,0.32,False,default,2.5,False,1,1.0,99.0,0.000163,0.0,1351582.134338423,0.0,1.499636,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-05,0.0,0.389718,0.0,0.0,0.0,1.0,0.5125562231562866,0.5125562231562866,n/a,2026-06-26,2026-06-26,False,,,,,
VSAT,LONG,0.5119131992512014,5.119131992512013,3.68,5.4036,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.7,NEUTRAL,bounce_and_fail,,,105.0,60.0,69.77,2.99,81779.0,54260.0,0.663,11809.0,71764.0,52466.0,44.7,0.822,0.0,0.69,1.0,1.0,0.99,0.0,False,default,2.5,False,4,0.7,99.0,0.000905,0.00022,2.615903922164108e-05,1.4623680202377765e-30,4.69826,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.228335,0.136637,0.0,0.0,1.0,0.5119131992512014,0.5119131992512014,n/a,2026-06-26,2026-06-26,False,566.833333,,,,
ALKS,LONG,0.5065163738543761,5.065163738543761,7.69,5.9396,"wall_proximity (1.4%, 0.4 ATR to call wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,NEUTRAL,trend_continuation,,,55.0,41.0,1.43,24.39,13178.0,9539.0,0.724,3032.0,12457.0,7228.0,40.0,0.483,2.91,0.13,1.0,1.4,1.81,0.44,False,sustained_trend,5.0,False,1,1.0,99.0,6.8e-05,0.0,4.8521555043293564e-08,0.0,130.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.46261,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-26,2026-06-26,False,,,,,
NTNX,LONG,0.44520136650171316,4.452013665017132,6.72,5.702,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.3,NEUTRAL,retest_and_confirm,,,80.0,40.0,64.74,17.63,41183.0,19218.0,0.467,11365.0,9989.0,39047.0,34.5,0.484,1.62,0.97,1.0,1.4,1.74,0.0,False,default,2.5,False,1,0.7,99.0,4.5e-05,0.0,3.1618822062764596e-20,0.0,1.083538,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472338,0.0,0.0,0.0,1.0,0.44520136650171316,0.44520136650171316,n/a,2026-06-26,2026-06-26,False,,,,,
SITM,LONG,0.44136768036116425,4.413676803611643,6.0,5.0068,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,5.0,NEUTRAL,retest_and_confirm,,,1100.0,630.0,64.43,5.82,3192.0,3455.0,1.082,2369.0,1805.0,2473.0,86.6,0.916,1.55,0.79,1.0,1.4,0.67,0.59,False,default,2.5,False,1,1.0,99.0,3.8e-05,0.0,616817.251173558,0.0,8.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.411531,0.0,0.0,0.0,1.0,0.44136768036116425,0.44136768036116425,n/a,2026-06-26,2026-06-26,False,,,,,
QXO,LONG,0.4401207197459467,4.401207197459467,5.43,4.6896,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.3,POSITIVE,retest_and_confirm,6507083.17,18.09,35.0,15.0,93.05,17.26,385297.0,168829.0,0.438,155890.0,116719.0,281517.0,90.0,0.618,0.0,0.64,1.0,1.4,1.93,0.46,False,consolidation_break,3.0,False,2,0.7,3.667314361315209e-24,0.000108,2.9e-05,6.001925672238221e-32,1.6365997241877436e-08,2.033877,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.569652,0.299094,0.0,0.0,1.0,0.4401207197459467,0.4401207197459467,n/a,2026-06-26,2026-06-26,False,1.856342,,,,
AMGN,LONG,0.3714365891969771,3.714365891969771,6.66,5.4752,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,8.1,NEUTRAL,support_ema_confluence,,,440.0,330.0,22.74,7.94,65130.0,50189.0,0.771,33278.0,37633.0,44408.0,43.5,0.262,1.63,0.71,1.0,1.6,1.69,0.03,False,sustained_trend,5.0,False,1,0.7,99.0,1.1e-05,0.0,3.888540203985248e-16,0.0,1.825455,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.522121,0.0,0.0,0.0,1.0,0.3714365891969771,0.3714365891969771,n/a,2026-06-26,2026-06-26,False,,,,,
