ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
CORZ,LONG,0.7455482423128036,7.455482423128036,4.48,6.1317,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",5.3,POSITIVE,unknown,19273522.34,18.57,20.0,12.0,7.58,35.45,1245336.0,665480.0,0.534,828129.0,534042.0,548645.0,66.3,0.901,1.74,0.33,1.0,0.0,1.21,0.2,1.8983667306153194,10,1.0,99.0,0.000236,0.0,47605.166688701305,0.0,462.459892,2,0,0.674619,0.0,,,,,
USAR,LONG,0.742463843610213,7.42463843610213,4.25,6.0073,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_continuation","room_to_target, trend_aligned",5.1,POSITIVE,trend_continuation,3210944.35,17.67,20.0,15.0,12.74,15.45,332319.0,142488.0,0.429,230132.0,122899.0,121776.0,15.7,0.968,0.0,0.69,0.07,1.4,1.38,0.71,2515954667.191614,9,1.0,54.970972399215896,0.000138,2.3e-05,19186.5656322082,1221.6080011290935,10.061917,4,0,0.315784,0.0,0.304311,,,,
DAVE,LONG,0.7178519200000001,7.178519200000001,0.0,4.3071,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9469436612.634073,19,1.0,1.8313175282297304e-08,0.000938,0.000501,0.0010202299740555093,120705.3524604813,2.856607,2,1,0.120377,0.435115,15.628246,,,,
UPST,LONG,0.7078206971920186,7.078206971920186,0.0,4.2469,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.239906600986828,9,1.0,2.055555414790084,0.000131,7.1e-05,71267.5508508885,27736.56223057024,3.314119,0,0,0.663,0.633471,4.289907,,,,
RGTI,LONG,0.6643733782604786,6.6437337826047855,0.0,3.9862,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5873192989380395,7,1.0,99.0,0.000116,0.0,81718.7698688159,0.0,19.260049,1,0,0.762209,0.0,,,,,
SOXS,LONG,0.6322148054994159,6.322148054994159,0.0,3.7933,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,482381.2272620225,3,1.0,2.5552597424456494,0.00035,0.000113,17841.77714852349,13964.746402999372,99.905556,0,1,4e-06,0.0,66.444444,,,,
UUUU,LONG,0.6101661668657813,6.101661668657813,0.0,3.661,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.6429352675223785,4,1.0,2.113321990826755,6.2e-05,4.2e-05,120520.51191332199,57028.93947844315,64.292563,0,0,0.465712,0.0,46.117547,,,,
SOUN,LONG,0.5921934726513545,5.921934726513545,5.38,5.475,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.5,POSITIVE,unknown,2205859.95,7.62,10.0,6.0,31.32,21.21,566762.0,273977.0,0.483,503488.0,24373.0,312878.0,78.7,1.008,0.0,0.56,1.0,1.2,1.62,1.0,272.93602420740535,7,1.0,99.0,0.000238,0.0,17363.1510239858,0.0,1.185804,0,0,0.37633,0.0,,,,,
W,LONG,0.5879077866666667,5.879077866666666,0.0,3.5274,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,539186631.0951968,13,1.0,99.0,0.000101,0.000241,0.0003224751664407385,3.8947290228395506e-11,1.812352,1,2,0.000136,0.250996,2.388663,,,,
SMR,LONG,0.5734150385838399,5.734150385838399,5.53,5.4061,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,4.4,POSITIVE,unknown,633838.96,11.37,20.0,10.0,75.98,12.01,318238.0,188896.0,0.594,224372.0,95259.0,187503.0,80.7,1.145,0.0,0.75,1.0,1.2,1.59,1.0,50.22315263421737,5,1.0,1.8726116634177905,0.00015,8.3e-05,83514.77752380172,66897.0340903797,1.055384,0,0,0.037987,0.026525,0.704751,,,,
