ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
EMN,LONG,0.676516373854376,6.765163738543761,5.43,6.2316,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,NEUTRAL,trend_continuation,,,80.0,65.0,9.2,11.27,20666.0,5520.0,0.267,10502.0,9011.0,6673.0,11.1,0.339,1.96,0.83,0.61,1.4,0.64,0.0,False,sustained_trend,5.0,False,1,1.0,99.0,7.4e-05,0.0,588511.7040608614,0.0,11.496552,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-05,0.0,0.417214,0.0,0.0,0.0,1.0,0.676516373854376,0.676516373854376,n/a,2026-08-13,2026-08-13,False,,,,,
BIRK,LONG,0.5469506333406597,5.469506333406597,5.66,5.5328,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.5,NEUTRAL,unknown,,,45.0,27.5,3.64,36.67,14925.0,72904.0,4.885,29636.0,48379.0,9814.0,27.2,0.493,0.0,0.58,1.0,1.2,1.88,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,0.000151,0.0,71240.58207250672,0.0,1842.235294,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.02616,0.0,0.0,0.0,1.0,0.5469506333406597,0.5469506333406597,n/a,2026-08-13,2026-08-13,False,,,,,
TTWO,LONG,0.5100766119874915,5.1007661198749155,4.64,5.8624,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",9.6,NEGATIVE,ema_pullback,-819320.77,240.59,290.0,200.0,20.55,16.86,148326.0,110632.0,0.746,76783.0,86891.0,95284.0,44.1,0.395,1.56,0.91,0.2,1.2,0.74,0.03,False,default,2.5,False,2,1.0,99.0,0.000214,0.0,0.01238777129970244,0.0,6.915136,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,1.0,0.5100766119874915,0.5100766119874915,n/a,2026-08-13,2026-08-13,False,,,,,
KOD,LONG,0.5065163738543761,5.065163738543761,4.24,4.7246,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",4.6,NEUTRAL,ema_pullback,,,45.0,35.0,4.56,18.68,13410.0,6399.0,0.477,4588.0,9449.0,5772.0,5.1,0.762,1.63,0.87,0.13,1.2,0.35,0.05,False,default,2.5,False,1,1.0,99.0,0.000352,0.0,1.0523008053423958e-35,0.0,4.896353,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.146037,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-13,2026-08-13,False,,,,,
GRAL,LONG,0.4902119844017343,4.902119844017343,6.04,5.4431,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.9,NEUTRAL,trend_continuation,,,80.0,55.0,16.32,20.03,15621.0,13304.0,0.852,3882.0,12296.0,12747.0,0.6,0.717,1.51,0.94,1.0,1.4,1.05,0.14,False,default,2.5,False,1,1.0,99.0,0.000169,0.0,0.02991006938280241,0.0,2.530303,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106197,0.0,0.0,0.0,1.0,0.4902119844017343,0.4902119844017343,n/a,2026-08-13,2026-08-13,False,,,,,
LOW,LONG,0.48002444343190687,4.800244434319069,5.77,5.2511,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,230.0,190.0,5.44,12.9,64920.0,70458.0,1.085,38019.0,51474.0,45885.0,85.4,0.351,1.59,0.83,1.0,1.4,0.81,0.14,False,default,2.5,False,4,1.0,99.0,1.9e-05,0.0,2.2854650289457866e-07,0.0,2.900899,0,0,0.00021,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.352121,0.0,0.0,0.0,1.0,0.48002444343190687,0.48002444343190687,n/a,2026-08-13,2026-08-13,False,,,,,
SNDK,LONG,0.4171984784165262,4.171984784165262,6.01,5.049,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.8,NEGATIVE,flag_breakout,-891669.68,1420.63,1600.0,250.0,12.54,82.42,455779.0,536004.0,1.176,314473.0,140885.0,536425.0,3.2,0.869,0.0,0.89,1.0,1.6,1.9,0.62,False,default,2.5,False,8,1.0,99.0,0.000106,0.0,133300.3718830572,0.0,7.973684,2,0,0.642762,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.480462,0.0,0.0,0.0,1.0,0.4171984784165262,0.4171984784165262,n/a,2026-08-13,2026-08-13,False,,,,,
BRUN,LONG,0.376819290129554,3.76819290129554,0.0,2.2609,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,0.000867,0.00165,5.238766216309718e-13,3.282261968307875e-39,175.2,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.185065,0.06591,0.0,0.0,,,,,,,False,8.977887,,,,
IREN,LONG,0.3756642581927054,3.756642581927054,5.42,4.3643,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.3,POSITIVE,trend_continuation,30922926.43,46.0,110.0,30.0,138.87,34.85,1463698.0,1347194.0,0.92,894549.0,467465.0,1448878.0,10.7,0.968,0.0,0.55,1.0,1.4,1.47,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,4.2e-05,0.0,588645.721512785,0.0,1.569347,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.001979,0.0,0.0,0.0,1.0,0.3756642581927054,0.3756642581927054,n/a,2026-08-13,2026-08-13,False,,,,,
CMG,LONG,0.3591342795464189,3.591342795464189,4.79,4.6927,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.3,NEGATIVE,bounce_and_fail,-1279741.92,32.87,40.0,29.0,21.71,11.76,544296.0,382943.0,0.704,337550.0,187476.0,402213.0,16.2,0.343,0.0,0.77,1.0,1.0,1.35,0.67,False,default,2.5,False,1,1.0,99.0,3.9e-05,0.0,443.50349239428596,0.0,2.46665,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.517447,0.0,0.0,0.0,1.0,0.3591342795464189,0.3591342795464189,n/a,2026-08-13,2026-08-13,False,,,,,
