ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
KLAC,LONG,0.27682899639884867,2.7682899639884866,6.29,4.4511,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.9,NEUTRAL,trend_continuation,,,2000.0,1620.0,13.43,8.12,15554.0,22042.0,1.417,10228.0,10865.0,16503.0,71.9,0.516,1,1.0,99.0,4e-06,0.0,7.047064760386646e-07,0.0,21.2,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.322315,0.0,0.0,0.0,False,,1.53,0.96,0.74,1.4,1.17,0.49,False,sustained_trend,5.0,False,1.0,0.27682899639884867,0.27682899639884867,n/a,2026-05-07,2026-05-07,,,,
LITE,LONG,0.27616981021790543,2.7616981021790545,5.63,4.4098,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,6.7,NEUTRAL,ema_pullback,,,1000.0,800.0,12.03,10.37,91444.0,110975.0,1.214,87029.0,47176.0,68214.0,47.5,0.905,1,1.0,99.0,3.8e-05,0.0,65963.04090559886,0.0,13.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.360443,0.0,0.0,0.0,False,,2.02,0.94,0.5,1.2,0.46,0.51,False,default,2.5,False,1.0,0.27616981021790543,0.27616981021790543,n/a,2026-05-07,2026-05-07,,,,
MSTR,LONG,0.2761223163687109,2.7612231636871085,4.96,3.3686,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",2.5,POSITIVE,unknown,227188008.74,179.88,180.0,5.0,0.09,97.22,1432525.0,1260366.0,0.88,917667.0,730079.0,1045145.0,22.5,0.642,2,1.0,99.0,2.9e-05,0.0,0.006927321436333169,0.0,4.335895,0,0,0.010709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173193,0.0,0.0,0.0,False,,2.31,0.44,1.0,0.0,0.99,0.22,False,default,2.5,False,1.0,0.2761223163687109,0.2761223163687109,n/a,2026-05-07,2026-05-07,,,,
SLV,LONG,0.2686756450355716,2.686756450355716,5.26,4.2814,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.8,POSITIVE,support_ema_confluence,170407135.69,71.6,100.0,70.0,39.66,2.23,5234917.0,2846169.0,0.544,1612826.0,3104792.0,3363468.0,51.7,0.506,1,1.0,99.0,1.3e-05,0.0,238223.2026737334,0.0,2.934097,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.321338,0.0,0.0,0.0,False,,0.0,0.64,1.0,1.6,1.37,0.64,False,consolidation_break,3.0,False,1.0,0.2686756450355716,0.2686756450355716,n/a,2026-05-07,2026-05-07,,,,
SCHW,LONG,0.2636984671009396,2.6369846710093956,0.0,1.5822,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,2.5527524707321223e-10,4e-06,3e-06,1.4015173067286604e-20,5.490220155684382e-11,2.686667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.435781,0.350784,0.0,0.0,False,3.177936,,,,,,,,,,,,,,,,,,,,
NFLX,LONG,0.2603168690535853,2.603168690535853,2.77,3.2726,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.7,POSITIVE,bounce_and_fail,17036305.1,88.28,100.0,5.0,13.31,94.33,3380286.0,2849840.0,0.843,1291739.0,1388263.0,3550124.0,19.2,0.298,1,1.0,99.0,1e-06,0.0,78.92668854358969,0.0,4.433155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366339,0.0,0.0,0.0,False,,0.0,0.29,1.0,1.0,0.38,0.1,False,default,2.5,False,1.0,0.2603168690535853,0.2603168690535853,n/a,2026-05-07,2026-05-07,,,,
COIN,LONG,0.25067810807693774,2.5067810807693776,3.35,3.0784,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.1,POSITIVE,ema_pullback,21170274.63,192.87,300.0,125.0,55.47,35.22,664438.0,509739.0,0.767,418983.0,263539.0,491655.0,76.2,0.721,1,1.0,99.0,1.3e-05,0.0,5.8891978873783804e-05,0.0,5.655172,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.587114,0.0,0.0,0.0,False,,0.0,1.0,0.57,1.2,0.33,0.26,False,default,2.5,False,1.0,0.25067810807693774,0.25067810807693774,n/a,2026-05-07,2026-05-07,,,,
GOOG,LONG,0.24975963569872064,2.4975963569872066,6.6,3.8888,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.3,POSITIVE,trend_continuation,428343757.82,395.14,400.0,300.0,1.19,24.11,1025250.0,853795.0,0.833,480437.0,493552.0,905056.0,22.8,0.3,2,0.7,99.0,1e-06,0.0,819214.6574704251,0.0,2.951036,0,0,0.276776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.37226,0.0,0.0,0.0,False,,3.0,0.17,0.0,1.4,1.82,0.21,False,sustained_trend,5.0,False,1.0,0.24975963569872064,0.24975963569872064,n/a,2026-05-07,2026-05-07,,,,
INTU,LONG,0.2386394893224117,2.386394893224117,4.78,3.8072,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.9,NEUTRAL,retest_and_confirm,,,500.0,300.0,22.92,26.25,69288.0,58753.0,0.848,34626.0,36669.0,56746.0,94.8,0.625,1,1.0,99.0,7e-06,0.0,498839.00901915587,0.0,1.935484,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.277372,0.0,0.0,0.0,False,,0.0,0.83,1.0,1.4,1.38,0.17,False,default,2.5,False,1.0,0.2386394893224117,0.2386394893224117,n/a,2026-05-07,2026-05-07,,,,
IWM,LONG,0.23850054691789335,2.3850054691789335,0.0,1.431,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,0.09946893820759367,5e-06,8.7e-05,752.4154649404184,1080.6179848686777,20.889737,0,0,0.0,0.656277,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.303506,0.304171,0.0,0.0,False,4.891889,,,,,,,,,,,,,,,,,,,,
ADBE,LONG,0.22306170679417026,2.2306170679417026,4.85,4.1903,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",8.1,NEGATIVE,trend_continuation,-8359279.68,256.25,300.0,220.0,16.95,14.23,355832.0,245189.0,0.689,132006.0,141138.0,327877.0,70.7,0.457,1,0.7,99.0,6e-06,0.0,6.180493775007145e-06,0.0,5.048544,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.563475,0.0,0.0,0.0,False,,0.0,0.62,1.0,1.4,1.62,0.2,False,default,2.5,False,1.0,0.22306170679417026,0.22306170679417026,n/a,2026-05-07,2026-05-07,,,,
IBIT,LONG,0.2122945824734489,2.1229458247344892,0.0,1.2738,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,80.8092051109147,4.3e-05,3.1e-05,1757.20692581694,10.872566580781761,2.38586,0,0,0.0,0.000396,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.485261,0.155817,0.0,0.0,False,22.957113,,,,,,,,,,,,,,,,,,,,
GOOGL,LONG,0.18406577370929608,1.8406577370929609,0.0,1.1044,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,0.0,0.0,29237.067632552025,0.027583384898765412,1.987624,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.243817,0.556235,0.0,0.0,False,20.846715,,,,,,,,,,,,,,,,,,,,
TTD,LONG,0.1714125866586858,1.714125866586858,0.0,1.0285,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,5.444680143945207e-08,3e-05,6.8e-05,1.3159051004452144e-13,1.208431960790732e-06,1.745955,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373217,0.170268,0.0,0.0,False,2.801737,,,,,,,,,,,,,,,,,,,,
CRM,LONG,0.16721588473807436,1.6721588473807436,0.0,1.0033,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,1.708096148846954,5e-06,4e-06,1.6721537981718125e-27,4.894788268507589e-28,1.52203,0,1,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,False,1.782529,,,,,,,,,,,,,,,,,,,,
C,LONG,0.16005678021636088,1.6005678021636087,6.56,3.8483,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,POSITIVE,trend_continuation,147685386.86,128.97,140.0,100.0,8.45,22.53,838355.0,740037.0,0.883,494954.0,352995.0,730443.0,34.5,0.302,1,1.0,99.0,1e-06,0.0,153371.93049357712,0.0,1.577479,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.47298,0.0,0.0,0.0,False,,1.76,0.85,0.55,1.4,1.29,0.72,False,sustained_trend,5.0,False,1.0,0.16005678021636088,0.16005678021636088,n/a,2026-05-07,2026-05-07,,,,
HWM,LONG,0.14443905814566668,1.4443905814566669,7.25,3.8972,poor_rr (0.2:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.0,NEUTRAL,trend_continuation,,,280.0,220.0,2.74,19.28,28843.0,33075.0,1.147,29647.0,15166.0,17105.0,33.5,0.341,1,1.0,99.0,3e-06,0.0,3.671873297115303e-05,0.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.040064,0.0,0.0,0.0,False,,1.78,0.46,1.0,1.4,1.62,1.0,False,sustained_trend,5.0,False,1.0,0.14443905814566668,0.14443905814566668,n/a,2026-05-07,2026-05-07,272.54,239.84,280.0,0.23
GFS,SHORT,0.5121154964992569,5.121154964992569,4.15,4.9056,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, volume_capitulation_reversal","not_extended, trend_aligned",5.5,NEUTRAL,unknown,,,90.0,45.0,26.89,36.56,52785.0,25931.0,0.491,24075.0,33151.0,21490.0,88.8,0.671,3,1.0,0.31011287618317096,1e-05,4.9e-05,612.812946046025,988.0482126193004,1238.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705392,0.725084,0.0,0.0,False,480.297468,0.0,0.0,1.0,1.4,0.84,0.92,True,default,2.5,True,1.0,0.5121154964992569,0.5121154964992569,n/a,2026-05-07,2026-05-07,,,,
NTRA,SHORT,0.5114994530821066,5.1149945308210665,0.0,3.069,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,8.9e-05,7.3e-05,6582.1918433139745,3.5465357342739954e-27,8.064516,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380767,0.426481,0.0,0.0,False,104.565217,,,,,,,,,,,,,,,,,,,,
AXTI,SHORT,0.48728773682101895,4.872877368210189,1.51,4.0094,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.6,POSITIVE,unknown,753572.6,,120.0,40.0,10.68,63.11,159684.0,117493.0,0.736,142945.0,42557.0,91675.0,42.4,1.385,7,1.0,0.10333632043437217,0.000496,0.000987,17917.05230006963,231181.08876279776,21.178571,4,1,0.401768,0.000975,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,7.9e-05,0.423265,0.661775,0.0,0.0,False,10.914286,0.0,0.09,1.0,0.0,0.15,0.28,False,default,2.5,False,1.0,0.48728773682101895,0.48728773682101895,n/a,2026-05-07,2026-05-07,,,,
INDV,SHORT,0.48578516736782085,4.8578516736782085,3.71,4.6619,price_validation_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,unknown,,,40.0,25.0,1.01,36.87,18809.0,4194.0,0.223,3508.0,461.0,19034.0,13.8,0.433,1,0.7,0.0,0.0,0.000161,0.0,0.002318205693906493,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.419178,0.0,0.0,False,294.294118,0.0,0.01,1.0,1.6,0.71,0.38,False,default,2.5,False,1.0,0.48578516736782085,0.48578516736782085,n/a,2026-05-07,2026-05-07,,,,
NAMS,SHORT,0.48578516736782085,4.8578516736782085,2.32,4.3649,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.2,NEUTRAL,unknown,,,35.0,30.0,0.43,13.92,4572.0,8964.0,1.961,5012.0,926.0,7598.0,21.0,0.635,1,0.7,0.0,0.0,0.000225,0.0,4.951566850934505e-06,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.493394,0.0,0.0,False,333.333333,0.0,0.24,1.0,0.0,0.09,1.0,False,default,2.5,False,1.0,0.48578516736782085,0.48578516736782085,n/a,2026-05-07,2026-05-07,,,,
MTSI,SHORT,0.46693200657793243,4.669320065779324,0.0,2.8016,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,0.7,1.2997093073093258,3.3e-05,2.5e-05,74.08147813862914,56.99849783486857,52.875,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.419099,0.445556,0.0,0.0,False,205.125,,,,,,,,,,,,,,,,,,,,
LYV,SHORT,0.4617624489447956,4.617624489447956,0.0,2.7706,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,3.2e-05,4.9e-05,225.51113161314652,2.4351878537162497e-19,34.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.571144,0.340602,0.0,0.0,False,351.886905,,,,,,,,,,,,,,,,,,,,
AAL,SHORT,0.451739542396789,4.51739542396789,1.95,4.3037,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.3,POSITIVE,unknown,2895350.56,13.13,15.0,10.0,13.81,24.13,1036949.0,1779160.0,1.716,534525.0,804658.0,1476926.0,43.8,0.491,1,1.0,0.0,0.0,0.000134,0.0,672364.197796966,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,5e-06,0.0,0.066552,0.0,0.0,False,2.564457,0.0,0.14,1.0,0.0,0.18,0.64,False,default,2.5,False,1.0,0.451739542396789,0.451739542396789,n/a,2026-05-07,2026-05-07,,,,
TFC,SHORT,0.42985726197300317,4.298572619730032,4.45,4.8843,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence","confirmation_volume, room_to_target, trend_aligned",7.0,NEUTRAL,resistance_ema_confluence,,,55.0,40.0,10.57,19.58,87869.0,83289.0,0.948,37487.0,56022.0,77649.0,40.6,0.256,1,1.0,0.0,0.0,6e-06,0.0,3.1498902571936605e-23,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.840927,0.0,0.0,False,6.778261,0.0,0.9,0.17,1.6,1.63,0.15,False,default,2.5,False,1.0,0.42985726197300317,0.42985726197300317,n/a,2026-05-07,2026-05-07,,,,
BWXT,SHORT,0.41479813438869023,4.147981343886903,7.12,5.43,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",none,6.1,NEUTRAL,resistance_ema_confluence,,,230.0,190.0,9.58,9.48,11989.0,7246.0,0.604,9176.0,1282.0,8777.0,55.5,0.497,1,1.0,0.0,0.0,3.3e-05,0.0,1.3244916564688895e-21,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.497084,0.0,0.0,False,18.56,1.71,0.72,1.0,1.6,1.43,0.66,False,default,2.5,False,1.0,0.41479813438869023,0.41479813438869023,n/a,2026-05-07,2026-05-07,209.89,235.08,190.0,0.79
KORU,SHORT,0.3853160250166733,3.8531602501667326,2.71,3.9596,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,bounce_and_fail,,,780.0,600.0,1.5,21.92,10360.0,16490.0,1.592,15507.0,7230.0,4113.0,74.0,1.509,12,1.0,0.03208112047373229,0.001767,0.002789,47.16760263272872,1470.2604502654174,163.375,6,0,0.688886,0.784239,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.561427,0.651335,0.0,0.0,False,,0.0,0.0,1.0,1.0,0.57,0.14,True,default,2.5,False,1.0,0.3853160250166733,0.3853160250166733,n/a,2026-05-07,2026-05-07,,,,
IWM,SHORT,0.37803940026445754,3.7803940026445755,4.22,4.4362,price_validation_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,6.4,POSITIVE,unknown,397062055.4,282.51,300.0,250.0,6.28,11.43,2700291.0,7741769.0,2.867,3147416.0,2734021.0,4560623.0,43.8,0.214,8,1.0,0.09946893820759367,5e-06,8.7e-05,752.4154649404184,1080.6179848686777,20.889737,0,0,0.0,0.656277,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.303506,0.304171,0.0,0.0,False,4.891889,0.0,0.34,1.0,1.6,0.93,0.36,False,default,2.5,False,1.0,0.37803940026445754,0.37803940026445754,n/a,2026-05-07,2026-05-07,,,,
SPX,SHORT,0.375,3.75,0.0,2.25,error: No OHLCV data returned for ticker=SPX,none,none,,,unknown,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,462492.2726628635,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.417372,0.0,0.0,False,7.488372,,,,,,,,,,,,,,,,,,,,
AMZN,SHORT,0.3701876133698396,3.701876133698396,0.0,2.2211,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,1.0,1.2176668444096388,1e-06,1e-06,131.31658164716853,64.70566998685163,7.17842,0,0,0.639246,0.787423,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.576031,0.563413,0.0,0.0,False,10.75052,,,,,,,,,,,,,,,,,,,,
AMKR,SHORT,0.35509109113286697,3.5509109113286694,4.17,3.9665,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.7,NEUTRAL,bounce_and_fail,,,100.0,70.0,38.37,3.14,79640.0,74041.0,0.93,32290.0,90087.0,31304.0,77.9,0.795,2,1.0,0.0,0.0,3.4e-05,0.0,80871.52238325303,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.0,0.505038,0.0,0.0,False,5.585021,0.0,0.65,1.0,1.0,1.29,0.23,False,default,2.5,False,1.0,0.35509109113286697,0.35509109113286697,n/a,2026-05-07,2026-05-07,,,,
DVN,SHORT,0.34190416818865754,3.4190416818865756,0.0,2.0514,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,0.13099870179583026,5.3e-05,1.9e-05,2387.021711237446,9110.860178438143,4.212394,1,1,0.0,0.489127,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.31465,0.20071,0.0,0.0,False,9.400837,,,,,,,,,,,,,,,,,,,,
EXPE,SHORT,0.3371414798096117,3.371414798096117,0.0,2.0228,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,99.0,2.2e-05,2.2e-05,159237.12760861375,3.960940359868956e-19,3.972147,0,0,0.431161,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.507221,0.414665,0.0,0.0,False,42.0,,,,,,,,,,,,,,,,,,,,
QCOM,SHORT,0.3293177322488319,3.2931773224883187,2.72,3.6026,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target","continuation_pattern, not_extended, trend_aligned",5.7,NEGATIVE,unknown,-7357860.98,,210.0,120.0,3.68,40.76,516794.0,343556.0,0.665,302600.0,226625.0,331125.0,100.0,0.639,1,1.0,0.0,0.0,6e-06,0.0,575797.4372818666,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.0,0.18563,0.0,0.0,False,14.0,0.0,0.0,1.0,0.0,0.72,1.0,True,default,2.5,False,1.0,0.3293177322488319,0.3293177322488319,n/a,2026-05-07,2026-05-07,,,,
MCHP,SHORT,0.3206093100908893,3.206093100908893,2.98,3.277,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",3.9,POSITIVE,bounce_and_fail,110114.79,101.53,120.0,62.5,18.13,38.47,250960.0,125043.0,0.498,50025.0,187863.0,138115.0,100.0,0.634,1,1.0,0.0,0.0,8e-06,0.0,12233.524592502152,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.423783,0.0,0.0,False,5.685279,0.0,0.0,1.0,1.0,0.29,0.68,True,default,2.5,False,1.0,0.3206093100908893,0.3206093100908893,n/a,2026-05-07,2026-05-07,,,,
GDX,SHORT,0.31319221599999997,3.13192216,0.0,1.8792,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,0.13433711459901776,0.0,0.0,29936.17455464396,222843.66196192548,12.290698,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.459464,0.597805,0.0,0.0,False,2.091062,,,,,,,,,,,,,,,,,,,,
ANET,SHORT,0.308845474023338,3.08845474023338,0.0,1.8531,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,1.4e-05,7e-06,19072.249592988315,36.32352762008447,23.891172,0,0,0.0,0.000235,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.039084,0.431896,0.0,0.0,False,47.045886,,,,,,,,,,,,,,,,,,,,
INTC,SHORT,0.296529667825347,2.96529667825347,0.0,1.7792,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,1.1944254961479173,4e-06,4e-06,700768.4787199162,1173398.392750205,11.245566,1,0,0.395905,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,1e-06,0.341365,0.337339,0.0,0.0,False,5.497271,,,,,,,,,,,,,,,,,,,,
SCHW,SHORT,0.28913321445631585,2.8913321445631586,0.0,1.7348,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,2.5527524707321223e-10,4e-06,3e-06,1.4015173067286604e-20,5.490220155684382e-11,2.686667,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.435781,0.350784,0.0,0.0,False,3.177936,,,,,,,,,,,,,,,,,,,,
IBIT,SHORT,0.28516721358456,2.8516721358456,0.0,1.711,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,6,1.0,80.8092051109147,4.3e-05,3.1e-05,1757.20692581694,10.872566580781761,2.38586,0,0,0.0,0.000396,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.485261,0.155817,0.0,0.0,False,22.957113,,,,,,,,,,,,,,,,,,,,
TTD,SHORT,0.26282691857502705,2.6282691857502707,7.38,4.1881,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,3.3,POSITIVE,retest_and_confirm,506935.26,23.57,30.0,20.0,27.71,14.86,621717.0,348397.0,0.56,230735.0,226236.0,513143.0,99.1,0.973,3,1.0,5.444680143945207e-08,3e-05,6.8e-05,1.3159051004452144e-13,1.208431960790732e-06,1.745955,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.373217,0.170268,0.0,0.0,False,2.801737,1.57,0.99,0.58,1.4,1.84,1.0,False,default,2.5,False,1.0,0.26282691857502705,0.26282691857502705,n/a,2026-05-07,2026-05-07,23.49,24.97,20.97,1.7
MU,SHORT,0.2575113137049474,2.575113137049474,3.03,2.9566,price_validation_failed,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned",3.8,POSITIVE,unknown,197812213.79,646.84,700.0,300.0,8.25,53.61,1348253.0,1607859.0,1.193,979318.0,740447.0,1236347.0,94.9,0.791,1,1.0,0.0,0.0,1e-06,0.0,331037.109135799,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.510552,0.0,0.0,False,26.933333,0.0,0.0,1.0,1.2,0.42,0.41,True,default,2.5,False,1.0,0.2575113137049474,0.2575113137049474,n/a,2026-05-07,2026-05-07,,,,
AAPL,SHORT,0.25303351042368155,2.5303351042368156,0.0,1.5182,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,1.0,99.0,1e-06,0.0,16446.862635551133,0.001334700791141659,3.787645,1,0,0.175427,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.380097,0.569249,0.0,0.0,False,9.387597,,,,,,,,,,,,,,,,,,,,
