ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,bearish_vol_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
GOOGL,SHORT,0.2527301336382057,2.527301336382057,0.0,1.5164,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,2,1.0,99.0,0.0,0.0,29237.067632552025,0.027583384898765412,1.987624,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.243817,0.556235,0.0,0.0,False,20.846715,,,,,,,,,,,,,,,,,,,,
XLE,SHORT,0.24988399428571428,2.498839942857143,4.94,3.8514,price_validation_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEGATIVE,unknown,-75471583.97,,60.0,55.0,7.24,1.7,1880459.0,3068680.0,1.632,623201.0,1685103.0,2640835.0,70.7,0.266,1,0.7,0.0,0.0,0.0,0.0,102379.74208346277,,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.382285,0.0,0.0,False,1.53821,0.0,0.6,1.0,1.2,1.65,0.49,False,consolidation_break,3.0,False,1.0,0.24988399428571428,0.24988399428571428,n/a,2026-05-07,2026-05-07,,,,
BE,SHORT,0.2436405315791498,2.436405315791498,0.0,1.4618,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,5,0.7,0.4423742278551095,4.2e-05,1.5e-05,253.65859015029852,860.1040957342314,11.588401,0,0,0.381491,0.019689,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.11495,0.013037,0.0,0.0,False,6.721591,,,,,,,,,,,,,,,,,,,,
CRM,SHORT,0.23663339817527773,2.3663339817527773,0.0,1.4198,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,3,1.0,1.708096148846954,5e-06,4e-06,1.6721537981718125e-27,4.894788268507589e-28,1.52203,0,1,0.0,0.37078,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.216541,0.391769,0.0,0.0,False,1.782529,,,,,,,,,,,,,,,,,,,,
RBLX,SHORT,0.18598892480550777,1.8598892480550777,5.58,4.3439,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",8.7,NEGATIVE,trend_continuation,-943769.66,,80.0,35.0,78.65,21.84,275767.0,166678.0,0.604,105867.0,123369.0,213209.0,38.8,0.628,1,1.0,0.0,0.0,3.2e-05,0.0,5.467582711913924e-06,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.482937,0.0,0.0,False,1.386076,2.16,0.57,0.13,1.4,1.09,0.23,False,sustained_trend,5.0,False,1.0,0.18598892480550777,0.18598892480550777,n/a,2026-05-07,2026-05-07,,,,
NET,SHORT,0.1812684119375769,1.812684119375769,1.77,2.7973,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.8,NEGATIVE,unknown,-1753561.01,,260.0,190.0,1.25,26.01,155859.0,102101.0,0.655,73456.0,91823.0,92681.0,87.2,0.758,1,1.0,0.0,0.0,8e-06,0.0,4.0158103953281324e-24,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.253139,0.0,0.0,False,1.212121,0.0,0.0,1.0,0.0,0.08,0.69,True,default,2.5,False,1.0,0.1812684119375769,0.1812684119375769,n/a,2026-05-07,2026-05-07,,,,
VST,SHORT,0.2559966586004701,2.559966586004701,6.77,4.811,watchlist_reeval_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, trend_aligned",room_to_target,7.5,NEGATIVE,unknown,-14187189.94,,175.0,150.0,13.67,2.57,157858.0,213229.0,1.351,118119.0,106326.0,146642.0,40.9,0.541,2,1.0,99.0,7e-06,1.4e-05,0.4170501019454241,7.706266622900177e-18,1.474551,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.253723,0.702832,0.0,0.0,,27.1,1.52,0.76,0.0,1.6,1.98,0.92,False,default,2.5,False,1.0,0.2559966586004701,0.2559966586004701,n/a,2026-05-04,2026-05-04,,,,
NOW,SHORT,0.17951274085453622,1.7951274085453623,5.49,3.2246,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",3.4,POSITIVE,ema_rally,9544664.36,93.62,100.0,80.0,6.85,14.52,706191.0,542231.0,0.768,369715.0,292203.0,586504.0,83.0,0.55,1,1.0,0.0,0.0,3e-06,0.0,2.7304774487589964e-18,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.774521,0.0,0.0,,1.258303,1.77,0.99,0.73,1.2,0.52,0.28,False,default,2.5,False,1.0,0.17951274085453622,0.17951274085453622,n/a,2026-05-04,2026-05-04,,,,
GLD,LONG,0.270073228,2.70073228,4.93,4.1494,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,POSITIVE,ema_pullback,462570621.23,431.82,500.0,360.0,15.83,16.6,3123384.0,1804455.0,0.578,1041974.0,1405251.0,2480614.0,55.8,0.243,1,1.0,99.0,0.0,0.0,265.3155101269288,0.0,1.236371,1,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.327802,0.0,0.0,0.0,,,0.0,0.87,1.0,1.2,1.52,0.34,False,default,2.5,False,1.0,0.270073228,0.270073228,n/a,2026-05-04,2026-05-04,,,,
VEEV,SHORT,0.4397924123461608,4.397924123461608,6.79,5.176,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,4.7,NEUTRAL,unknown,,,175.0,150.0,4.01,10.85,23095.0,13501.0,0.585,10272.0,9171.0,17153.0,90.7,0.537,1,1.0,0.0,0.0,1.9e-05,0.0,422118.24385010725,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.0,0.265734,0.0,0.0,,5.827869,1.58,0.89,0.94,1.4,1.72,0.26,False,default,2.5,False,1.0,0.4397924123461608,0.4397924123461608,n/a,2026-05-04,2026-05-04,,,,
W,SHORT,0.4168336974231232,4.168336974231232,5.26,4.9822,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.6,NEUTRAL,trend_continuation,,,92.5,20.0,39.73,69.79,70374.0,80122.0,1.139,58054.0,19633.0,72809.0,39.2,0.608,1,1.0,0.0,0.0,0.000147,0.0,18.323282192709794,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.570937,0.0,0.0,,32.541667,1.84,0.78,0.12,1.4,0.77,0.35,False,sustained_trend,5.0,False,1.0,0.4168336974231232,0.4168336974231232,n/a,2026-05-04,2026-05-04,,,,
SO,SHORT,0.3492857142857143,3.492857142857143,5.25,4.8014,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,7.4,NEUTRAL,retest_and_confirm,,,100.0,70.0,8.19,24.27,60923.0,46731.0,0.767,23507.0,27120.0,57027.0,36.8,0.179,1,0.7,0.0,0.0,4e-06,0.0,0.020673508496315295,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.530375,0.0,0.0,,9.353488,0.0,0.53,1.0,1.4,1.83,0.5,False,consolidation_break,3.0,False,1.0,0.3492857142857143,0.3492857142857143,n/a,2026-05-04,2026-05-04,,,,
META,SHORT,0.27528249819615513,2.7528249819615516,4.42,3.5824,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",4.4,POSITIVE,unknown,499027000.13,616.64,750.0,600.0,21.59,2.73,2084991.0,997983.0,0.479,721031.0,799680.0,1562263.0,26.6,0.307,2,1.0,0.0,0.0,1e-06,0.0,0.2847201315602857,,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.623018,0.0,0.0,,125.0,1.99,0.66,1.0,0.0,0.61,0.17,False,default,2.5,False,1.0,0.27528249819615513,0.27528249819615513,n/a,2026-05-04,2026-05-04,,,,
MA,SHORT,0.2490504747620667,2.490504747620667,5.77,4.1163,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.7,NEUTRAL,trend_continuation,,,550.0,480.0,9.79,4.18,70065.0,76891.0,1.097,42738.0,40173.0,64045.0,53.5,0.249,1,1.0,0.0,0.0,2e-06,0.0,0.5223301837698461,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.480924,0.0,0.0,,4.13253,1.6,0.94,0.45,1.4,0.84,0.54,False,sustained_trend,5.0,False,1.0,0.2490504747620667,0.2490504747620667,n/a,2026-05-04,2026-05-04,,,,
CCL,SHORT,0.22460806608360567,2.2460806608360566,5.68,3.707,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.4,POSITIVE,retest_and_confirm,4951298.19,27.0,30.0,25.0,11.11,7.41,589202.0,554512.0,0.941,250049.0,446631.0,447034.0,76.6,0.53,1,1.0,0.0,0.0,3.6e-05,0.0,0.5662839150656502,2.851013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.188353,0.0,0.0,,2.413542,1.52,0.94,0.89,1.4,0.75,0.18,False,default,2.5,False,1.0,0.22460806608360567,0.22460806608360567,n/a,2026-05-04,2026-05-04,,,,
IRDM,LONG,0.5084507660823141,5.0845076608231405,6.62,5.7683,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.2,NEUTRAL,trend_continuation,,,45.0,35.0,11.97,12.91,39372.0,6035.0,0.153,13452.0,26970.0,4985.0,82.9,0.698,1,1.0,99.0,0.0003,0.0,7.347294900845327,0.0,23.642384,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.106736,0.0,0.0,0.0,,,2.42,0.81,0.54,1.4,1.4,0.06,False,sustained_trend,5.0,False,1.0,0.5084507660823141,0.5084507660823141,n/a,2026-05-04,2026-05-04,,,,
NVT,SHORT,0.5270550086376622,5.2705500863766215,3.2,4.7553,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target","not_extended, trend_aligned",5.8,NEUTRAL,bounce_and_fail,,,200.0,125.0,19.95,25.03,47264.0,10850.0,0.23,23668.0,26001.0,8445.0,76.0,0.503,2,1.0,0.0,0.0,4.6e-05,0.0,2.596288471754619,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.501635,0.0,0.0,,20.97619,0.0,0.0,1.0,1.0,0.83,0.36,True,default,2.5,False,1.0,0.5270550086376622,0.5270550086376622,n/a,2026-05-04,2026-05-04,,,,
AXSM,SHORT,0.4779271120355208,4.779271120355208,3.4,4.3496,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned",4.7,NEUTRAL,unknown,,,250.0,160.0,13.52,27.35,18506.0,17069.0,0.922,12018.0,6355.0,17202.0,0.4,0.291,1,1.0,0.0,0.0,8.9e-05,0.0,1.70683033756806e-20,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.190368,0.0,0.0,,3.472222,0.0,0.02,1.0,1.4,0.78,0.21,False,default,2.5,False,1.0,0.4779271120355208,0.4779271120355208,n/a,2026-05-04,2026-05-04,,,,
TER,SHORT,0.31362267195284255,3.1362267195284255,4.92,4.0641,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,5.1,NEUTRAL,ema_rally,,,440.0,300.0,24.26,15.28,52713.0,36495.0,0.692,41661.0,19670.0,27877.0,72.2,0.67,3,0.7,0.027112214612116988,1.3e-05,3.7e-05,3.6672896390217136,67.63168725771905,3.1875,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.230132,0.432533,0.0,0.0,,15.8125,0.0,0.94,1.0,1.2,1.25,0.54,False,default,2.5,False,1.0,0.31362267195284255,0.31362267195284255,n/a,2026-05-04,2026-05-04,,,,
SOFI,SHORT,0.2556551672205785,2.556551672205785,6.33,3.8373,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.3,POSITIVE,trend_continuation,1867190.53,16.0,20.0,15.0,25.0,6.25,3042718.0,1546799.0,0.508,1217818.0,894159.0,2477540.0,1.9,0.497,1,1.0,0.0,0.0,4e-05,0.0,77.50131906919059,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.595327,0.0,0.0,,20.459215,2.02,0.75,0.3,1.4,1.65,0.21,False,sustained_trend,5.0,False,1.0,0.2556551672205785,0.2556551672205785,n/a,2026-05-04,2026-05-04,,,,
RIOT,SHORT,0.1766496785152999,1.766496785152999,1.47,2.0642,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,9663341.84,24.1,30.0,15.0,24.43,37.79,575400.0,342880.0,0.596,409430.0,221714.0,287136.0,11.6,0.773,1,1.0,0.0,0.0,0.000138,0.0,1.3002926978457782e-09,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.238926,0.0,0.0,,1.468522,0.0,0.0,1.0,0.0,0.01,0.46,True,default,2.5,False,1.0,0.1766496785152999,0.1766496785152999,n/a,2026-05-04,2026-05-04,,,,
SOUN,SHORT,0.15852680886154974,1.5852680886154973,2.05,2.1076,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",3.5,POSITIVE,unknown,3234039.21,9.7,10.0,8.0,3.84,16.93,628901.0,280338.0,0.446,397273.0,241627.0,270339.0,89.2,1.131,1,1.0,0.0,0.0,9.6e-05,0.0,3.8060034694046103,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.045459,0.0,0.0,,1.301149,0.0,0.14,1.0,0.0,0.42,0.49,False,default,2.5,False,1.0,0.15852680886154974,0.15852680886154974,n/a,2026-05-04,2026-05-04,,,,
SPOT,LONG,0.37261849628400934,3.7261849628400934,2.22,4.2491,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",8.6,NEGATIVE,unknown,-7064388.63,427.49,600.0,400.0,40.37,6.42,84353.0,79419.0,0.942,48910.0,48973.0,65889.0,57.5,0.464,2,1.0,99.0,3.2e-05,0.0,0.004473248355290653,0.0,17.133242,2,0,0.221132,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.586648,0.0,0.0,0.0,,,0.0,0.24,1.0,0.0,0.77,0.21,False,default,2.5,False,1.0,0.37261849628400934,0.37261849628400934,n/a,2026-05-05,2026-05-05,,,,
CIFR,SHORT,0.2207061055001345,2.207061055001345,3.91,2.9965,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.6,POSITIVE,trend_continuation,9311823.63,20.66,25.0,12.0,20.86,41.99,958924.0,503371.0,0.525,365252.0,333853.0,763190.0,7.4,0.99,1,1.0,0.0,0.0,0.000114,0.0,6.743257119738656e-13,15.957143,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.375759,0.0,0.0,,2.148952,0.0,0.45,1.0,1.4,0.76,0.3,False,default,2.5,False,1.0,0.2207061055001345,0.2207061055001345,n/a,2026-05-05,2026-05-05,,,,
U,LONG,0.2994253471593407,2.994253471593407,5.08,4.2411,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",6.1,POSITIVE,unknown,7655558.53,26.77,29.0,20.0,8.49,25.18,475115.0,267007.0,0.562,315575.0,114420.0,312127.0,38.3,0.706,1,1.0,99.0,6.6e-05,0.0,7.223436782280862e-19,0.0,17.873832,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.263663,0.0,0.0,0.0,,,2.18,0.72,1.0,0.0,0.19,1.0,False,default,2.5,False,1.0,0.2994253471593407,0.2994253471593407,n/a,2026-05-05,2026-05-05,,,,
CCJ,LONG,0.2876722634177669,2.876722634177669,5.92,4.8344,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,8.1,NEGATIVE,trend_continuation,-10059660.19,118.73,140.0,90.0,17.93,24.18,181548.0,245430.0,1.352,176525.0,116033.0,134420.0,46.5,0.554,3,1.0,0.08431178729860192,2.1e-05,1e-05,1.2389018856324589e-26,2.9388580774470254e-25,2526.189815,0,0,0.000126,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.007612,0.53211,0.0,0.0,,9.015152,1.52,1.0,0.81,1.4,0.95,0.25,False,sustained_trend,5.0,False,1.0,0.2876722634177669,0.2876722634177669,n/a,2026-05-05,2026-05-05,,,,
EWZ,LONG,0.2672054282319263,2.672054282319263,4.77,4.067,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.5,POSITIVE,ema_pullback,114314555.46,38.8,45.0,30.0,15.98,22.68,3193170.0,1575605.0,0.493,526979.0,1715630.0,2526166.0,52.6,0.282,1,0.7,99.0,5.3e-05,0.0,2.0835146591860317e-21,0.0,41.074468,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.273707,0.0,0.0,0.0,,,1.54,0.61,1.0,1.2,0.09,0.33,False,default,2.5,False,1.0,0.2672054282319263,0.2672054282319263,n/a,2026-05-05,2026-05-05,,,,
SOXX,SHORT,0.31236980880851506,3.123698088085151,3.21,3.8448,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",6.6,NEGATIVE,bounce_and_fail,-17040636.6,,600.0,320.0,21.86,35.01,66857.0,222959.0,3.335,158494.0,51260.0,80062.0,97.0,0.44,1,1.0,0.0,0.0,7.6e-05,0.0,0.0006984117106196534,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.306808,0.0,0.0,,26.473684,0.0,0.0,1.0,1.0,0.56,0.65,True,default,2.5,False,1.0,0.31236980880851506,0.31236980880851506,n/a,2026-05-05,2026-05-05,,,,
LIN,SHORT,0.29233120827725617,2.923312082772562,5.44,4.1937,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,resistance_ema_confluence,,,550.0,490.0,11.37,0.78,23787.0,28400.0,1.194,11591.0,20430.0,20166.0,37.4,0.213,1,1.0,0.0,0.0,1e-06,0.0,175969.7195265576,,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.431078,0.0,0.0,,3.241935,0.0,0.74,1.0,1.6,1.78,0.32,False,default,2.5,False,1.0,0.29233120827725617,0.29233120827725617,n/a,2026-05-05,2026-05-05,,,,
CVS,SHORT,0.2658245213758945,2.658245213758945,3.17,2.9801,watchlist_reeval_failed,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned",3.5,POSITIVE,trend_continuation,31367712.49,87.28,90.0,70.0,3.02,19.87,213063.0,168517.0,0.791,120487.0,65842.0,195251.0,8.4,0.261,1,0.7,0.0,0.0,6e-06,0.0,0.0022741362984242137,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.497321,0.0,0.0,,9.546392,0.0,0.0,1.0,1.4,0.31,0.46,True,default,2.5,False,1.0,0.2658245213758945,0.2658245213758945,n/a,2026-05-05,2026-05-05,,,,
FDX,SHORT,0.2073809603190464,2.073809603190464,4.48,3.9609,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.9,NEUTRAL,retest_and_confirm,,,400.0,340.0,6.4,9.56,43767.0,56336.0,1.287,28625.0,30469.0,41009.0,40.1,0.303,1,1.0,0.0,0.0,1.2e-05,0.0,9.986967533884395e-13,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.494568,0.0,0.0,,1.745283,0.0,0.91,1.0,1.4,1.12,0.05,False,default,2.5,False,1.0,0.2073809603190464,0.2073809603190464,n/a,2026-05-05,2026-05-05,,,,
TEAM,SHORT,0.19302650772582403,1.9302650772582401,2.08,2.7891,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.0,NEUTRAL,unknown,,,100.0,50.0,8.26,45.87,134942.0,90098.0,0.668,79017.0,62661.0,83362.0,57.3,0.726,1,1.0,0.0,0.0,5.9e-05,0.0,4.1474559308682216e-20,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.341933,0.0,0.0,,1.432015,0.0,0.03,1.0,0.0,0.55,0.5,False,default,2.5,False,1.0,0.19302650772582403,0.19302650772582403,n/a,2026-05-05,2026-05-05,,,,
POET,SHORT,0.15431747080161906,1.5431747080161906,3.3,2.5816,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.1,POSITIVE,ema_rally,3309802.77,9.58,10.0,7.0,4.38,26.93,1026503.0,262472.0,0.256,333739.0,379780.0,575456.0,91.1,1.361,1,1.0,0.0,0.0,0.000365,0.0,6.182313299827053e-05,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.687531,0.0,0.0,,,0.0,0.7,0.79,1.2,0.4,0.21,False,default,2.5,False,1.0,0.15431747080161906,0.15431747080161906,n/a,2026-05-05,2026-05-05,,,,
TEVA,SHORT,0.2785002067212804,2.7850020672128037,4.07,3.6135,watchlist_reeval_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,5.0,POSITIVE,unknown,16058444.22,35.97,41.0,26.0,13.86,27.8,352303.0,175517.0,0.498,78300.0,143280.0,306240.0,16.9,0.34,1,1.0,0.0,0.0,7e-06,0.0,10510.873839179116,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.396827,0.0,0.0,,1.970646,0.0,0.06,1.0,1.6,0.79,0.62,False,default,2.5,False,1.0,0.2785002067212804,0.2785002067212804,n/a,2026-05-05,2026-05-05,,,,
APLD,SHORT,0.25456567206458613,2.5456567206458613,2.81,2.9758,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.3,POSITIVE,bounce_and_fail,11218787.77,,60.0,25.0,44.47,39.8,588475.0,296880.0,0.504,310091.0,184309.0,390955.0,16.2,1.006,1,1.0,0.0,0.0,6.7e-05,0.0,8.042690694085946e-12,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.297247,0.0,0.0,,4.86,0.0,0.06,1.0,1.0,0.44,0.31,False,default,2.5,False,1.0,0.25456567206458613,0.25456567206458613,n/a,2026-05-05,2026-05-05,,,,
NN,LONG,0.5346383320662336,5.346383320662335,6.67,5.7942,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,20.0,12.0,2.51,38.49,280053.0,24431.0,0.087,39834.0,149576.0,115786.0,19.2,0.211,2,1.0,99.0,0.001197,0.0,2.90260951528404e-26,0.0,2.723989,0,0,0.468929,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.138796,0.0,0.0,0.0,,,1.63,0.86,1.0,1.4,1.78,0.0,False,sustained_trend,5.0,False,1.0,0.5346383320662336,0.5346383320662336,n/a,2026-05-05,2026-05-05,,,,
XP,LONG,0.524476885988979,5.24476885988979,3.73,4.6214,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence","momentum_aligned, trend_aligned",4.4,POSITIVE,support_ema_confluence,2225972.3,18.79,20.0,18.0,6.44,4.2,213694.0,40145.0,0.188,69127.0,20189.0,164523.0,92.6,0.538,1,1.0,99.0,0.0001,0.0,27816.387513006262,0.0,197.159091,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.314454,0.0,0.0,0.0,,,0.0,0.7,0.55,1.6,0.47,0.41,False,default,2.5,False,1.0,0.524476885988979,0.524476885988979,n/a,2026-05-05,2026-05-05,,,,
AS,LONG,0.4807047925294022,4.807047925294022,6.02,5.5295,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.6,NEUTRAL,support_ema_confluence,,,40.0,30.0,9.62,17.79,33788.0,21665.0,0.641,13638.0,29217.0,12598.0,68.4,0.535,1,1.0,99.0,2e-05,0.0,3.1608183276818322,0.0,40.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.071483,0.0,0.0,0.0,,,1.55,0.84,0.22,1.6,1.49,0.32,False,sustained_trend,5.0,False,1.0,0.4807047925294022,0.4807047925294022,n/a,2026-05-05,2026-05-05,,,,
