ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
IVZ,LONG,0.7791372246158975,7.791372246158975,4.64,6.6077,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.6,NEUTRAL,ema_pullback,,,30.0,23.0,20.94,7.28,160956.0,5922.0,0.037,123037.0,6.0,43835.0,66.6,0.41,0.0,0.64,0.9,1.2,1.64,0.26,5518865031698.025,9,0.7,99.0,0.000405,2.5e-05,488691.9847225627,5.334897737823126e-08,211.828862,242.365789,0,2,0.487465,0.543647
USO,LONG,0.7578650476190476,7.578650476190476,5.84,6.7813,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned,6.2,NEGATIVE,retest_and_confirm,-54622650.2,,130.0,100.0,11.83,13.98,779763.0,1191977.0,1.529,1060953.0,193660.0,717127.0,81.5,0.651,1.93,0.63,1.0,1.4,0.51,0.37,3.3927581371750075,2,1.0,99.0,0.000123,0.0,68008.45265789314,0.0,4.416433,,1,0,0.128444,0.0
AVTX,LONG,0.7062395,7.062395,5.01,6.0542,price_validation_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",5.1,NEUTRAL,pullback_to_support,,,30.0,10.0,104.78,31.74,36811.0,33082.0,0.899,42099.0,24914.0,2880.0,98.8,4.815,0.0,0.99,1.0,1.4,1.42,0.2,8.533924980902139,17,1.0,1.1190930102269454,0.004215,0.002756,1.3341942535252912e-06,1.703157622585715e-06,4.725771,0.811291,0,1,0.187353,0.744566
HUT,LONG,0.7022058333333334,7.022058333333334,6.69,6.738,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.1,POSITIVE,trend_continuation,1417530.97,73.93,100.0,35.0,35.04,52.73,151163.0,103361.0,0.684,122072.0,35450.0,97002.0,35.3,0.985,2.15,0.11,1.0,1.4,1.68,0.35,3.1908864546097213,10,1.0,0.9627018466979629,0.000205,4.7e-05,8.235528766943226,8.554599531714654,3.41291,0.279573,2,2,0.714215,0.53367
USAR,LONG,0.641825055183258,6.41825055183258,6.86,5.8271,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,2.8,POSITIVE,trend_continuation,7236437.5,19.71,20.0,15.0,1.47,23.9,356613.0,146737.0,0.411,250040.0,127614.0,125696.0,21.3,0.985,1.69,0.49,1.0,1.4,1.57,0.72,4494.881856345971,5,1.0,99.0,0.000103,1.1e-05,17115.928144588703,7.615601046158182,2.717762,0.179794,2,0,0.006115,0.0
TSEM,LONG,0.6373449285714285,6.373449285714285,5.73,5.6057,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.5,NEUTRAL,trend_continuation,,,230.0,200.0,3.78,9.76,87556.0,73574.0,0.84,103511.0,26743.0,30876.0,98.0,0.926,2.7,0.0,0.0,1.4,1.63,0.0,1393622.0040577813,7,1.0,99.0,0.000252,2.8e-05,24.695278474098803,4.2550373592566474e-05,186.585831,0.440824,0,0,0.342829,0.478095
MOD,LONG,0.6186038265406169,6.186038265406168,0.0,3.7116,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1153.9632906006766,12,1.0,0.4013747649419035,7.6e-05,8.7e-05,60.54013917878204,107.73710839178452,3.140196,1.020787,1,1,0.373674,0.428627
LCID,LONG,0.6096848019081572,6.096848019081572,2.05,4.8234,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.8,NEGATIVE,unknown,-383868.64,,12.0,5.0,64.5,31.46,245759.0,307677.0,1.252,332727.0,5315.0,215394.0,85.5,0.965,0.0,0.0,1.0,0.0,0.05,1.0,27.989318429358402,4,1.0,56.07464124686594,0.000174,2.2e-05,3313.1665100215528,177.2548037589128,3.239116,0.665159,0,0,0.038063,0.0
KWEB,LONG,0.601973218889519,6.0197321888951905,0.0,3.6118,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,0.534400855994349,8,1.0,0.9477484263093919,9e-05,9.5e-05,76540.45660814481,80760.30989172883,1989.993879,0.175773,1,0,0.583981,0.354768
CENX,LONG,0.6000000000000001,6.000000000000001,5.77,5.811,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.4,NEUTRAL,trend_continuation,,,65.0,55.0,4.79,11.33,21499.0,12476.0,0.58,10331.0,11131.0,12513.0,79.8,0.818,1.86,0.88,0.46,1.4,0.81,0.36,0.0,1,1.0,99.0,0.000128,0.0,480102.9757128034,0.0,26.338346,,0,0,0.0,0.0
REAL,LONG,0.5933333333333333,5.933333333333333,6.66,6.1247,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,5.8,NEUTRAL,support_ema_confluence,,,15.0,10.0,23.2,17.86,78159.0,18309.0,0.234,67369.0,6.0,29093.0,84.8,0.961,1.84,0.06,1.0,1.6,1.81,0.35,19.97630289286313,2,1.0,99.0,0.001476,0.0,3.1610033378060957e-21,0.0,13.938264,,0,0,0.047673,0.0
W,LONG,0.5842300999729213,5.842300999729213,0.0,3.5054,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,376243419.702623,10,1.0,99.0,9.8e-05,0.000202,1.0051679500952265e-06,2.1243994308725864e-13,1.812352,3.270557,1,2,0.000136,0.250959
PONY,LONG,0.5800000000000001,5.800000000000001,4.67,5.681,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.9,NEUTRAL,trend_continuation,,,15.0,10.0,29.48,13.68,92447.0,35793.0,0.387,102176.0,5635.0,20429.0,53.9,0.84,0.0,0.29,1.0,1.4,1.74,0.24,3.0445648051293916e+26,2,1.0,99.0,0.000293,7e-06,831661.4759563127,1.3658133907269019e-21,,32.627119,0,1,0.0,0.0
CORZ,LONG,0.562176869816524,5.621768698165241,6.43,6.0199,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.4,POSITIVE,unknown,41167036.13,19.77,27.0,12.0,36.47,39.35,1328676.0,692925.0,0.522,872615.0,543378.0,605608.0,46.5,0.847,1.79,0.32,1.0,1.2,1.76,0.35,142.41307730354822,7,1.0,2.393879232551451,5.7e-05,1e-05,11217.586513104561,11714.86259683681,924.298209,0.112517,1,1,0.01282,0.004475
CIFR,LONG,0.5555186769224616,5.5551867692246155,6.66,6.0356,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,6.3,POSITIVE,trend_continuation,8947457.09,18.7,20.0,10.0,6.92,46.54,826068.0,446094.0,0.54,459041.0,177617.0,635504.0,50.2,1.111,1.8,0.34,1.0,1.4,1.64,0.48,2.1367746566151853,4,1.0,99.0,0.000145,0.0,206259.09858343666,0.0,0.560176,,0,0,0.446598,0.0
SYY,LONG,0.5145085380791186,5.145085380791185,4.54,4.8945,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",4.8,NEUTRAL,support_ema_confluence,,,80.0,70.0,4.67,8.41,76315.0,22434.0,0.294,27126.0,46201.0,25422.0,94.4,0.271,0.0,0.96,0.0,1.6,1.9,0.08,17454795.83747531,15,1.0,0.28022143022653095,3.5e-05,1.2e-05,1743.658120320605,3111.214797010764,11.482153,14.874516,2,1,0.0,0.0
