ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
KORU,LONG,0.9246923222592165,9.246923222592166,7.05,7.8585,poor_rr (1.0:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,700.0,335.0,12.45,46.18,5684.0,13105.0,2.306,9774.0,5555.0,3460.0,67.7,1.439,1.98,0.54,1.0,1.4,1.45,0.68,False,sustained_trend,5.0,False,622.5,547.8,700.0,1.04,12,1.0,99.0,0.004709,0.0,191672.528425619,0.0,174.0,12,0,0.688886,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.000815,0.0,0.561427,0.0,0.0,0.0,1.0,0.9246923222592165,0.9246923222592165,n/a,2026-05-04,2026-05-04,False,
NPO,LONG,0.6425120300855498,6.4251203008554985,5.04,5.1846,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",2.3,NEUTRAL,trend_continuation,,,280.0,270.0,0.61,2.98,1633.0,1954.0,1.197,1580.0,1237.0,770.0,98.8,0.532,1.71,0.96,0.67,1.4,0.04,0.25,False,default,2.5,False,,,,,1,1.0,99.0,4.1e-05,0.0,223809.0279545711,0.0,5.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.318434,0.0,0.0,0.0,1.0,0.6425120300855498,0.6425120300855498,n/a,2026-05-04,2026-05-04,False,
MTSI,LONG,0.5892679985836,5.892679985836001,0.0,3.5356,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.7,1.299709307309326,3.6e-05,2.7e-05,602082.0831154765,463243.6497372741,52.875,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,1e-05,0.419099,0.445556,0.0,0.0,,,,,,,False,205.125
LOGI,LONG,0.5114994530821066,5.1149945308210665,7.16,5.5455,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.2,NEUTRAL,trend_continuation,,,120.0,100.0,19.93,0.05,9930.0,13498.0,1.359,8001.0,7817.0,7610.0,98.8,0.474,1.67,0.73,1.0,1.4,1.36,1.0,False,sustained_trend,5.0,False,100.06,89.44,120.0,1.88,1,1.0,99.0,4.7e-05,0.0,7.247035315627003e-24,0.0,6.024096,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.393726,0.0,0.0,0.0,1.0,0.5114994530821066,0.5114994530821066,n/a,2026-05-04,2026-05-04,False,
CE,LONG,0.4638140926495628,4.638140926495628,5.8,5.0991,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.2,NEUTRAL,trend_continuation,,,75.0,60.0,8.59,13.13,31498.0,20673.0,0.656,20405.0,7457.0,24309.0,88.8,0.789,1.87,0.74,0.0,1.4,1.64,0.15,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,0.000125,0.0,4.0566551584593803e-20,0.0,3.78458,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125756,0.0,0.0,0.0,1.0,0.4638140926495628,0.4638140926495628,n/a,2026-05-04,2026-05-04,False,
SOXL,LONG,0.42027021270151754,4.202702127015176,6.6,4.5214,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,2.2,POSITIVE,trend_continuation,3734489.41,125.32,130.0,20.0,4.02,84.0,472945.0,494786.0,1.046,383061.0,72392.0,512278.0,85.7,1.218,2.87,0.47,0.1,1.4,1.41,0.35,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,5.4e-05,0.0,732535.3767851449,0.0,2.649635,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-05,0.0,0.476668,0.0,0.0,0.0,1.0,0.42027021270151754,0.42027021270151754,n/a,2026-05-04,2026-05-04,False,
MRVL,LONG,0.41819278664000076,4.181927866400008,6.66,4.909,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.1,POSITIVE,trend_continuation,24767206.69,163.44,180.0,75.0,10.24,54.07,572872.0,716781.0,1.251,329283.0,421733.0,538637.0,100.0,0.858,2.81,0.52,0.2,1.4,1.65,0.08,False,sustained_trend,5.0,False,,,,,6,1.0,99.0,4.7e-05,1e-05,559328.9765234395,7.353726616059075e-07,75.986857,4,1,0.0,0.336907,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.2e-05,0.0,0.75742,0.192819,0.0,0.0,1.0,0.41819278664000076,0.41819278664000076,n/a,2026-05-04,2026-05-04,False,25.596639
SPOT,LONG,0.3730291516033756,3.7302915160337555,3.55,4.5901,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",8.3,NEGATIVE,bounce_and_fail,-8127665.95,440.18,600.0,400.0,36.52,8.99,78185.0,76214.0,0.975,41878.0,48214.0,64307.0,61.5,0.47,0.0,0.21,1.0,1.0,1.15,0.19,False,default,2.5,False,,,,,2,1.0,99.0,3.2e-05,0.0,0.07027918425174169,0.0,17.133242,2,0,0.221132,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.586648,0.0,0.0,0.0,1.0,0.3730291516033756,0.3730291516033756,n/a,2026-05-04,2026-05-04,False,
WIX,LONG,0.37252677712620275,3.7252677712620272,4.68,4.3866,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.6,NEUTRAL,trend_continuation,,,120.0,70.0,49.63,12.72,28092.0,28212.0,1.004,15675.0,18696.0,21933.0,95.1,0.913,0.0,0.7,0.94,1.4,1.64,0.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000147,0.0,1.920199926006066e-09,0.0,9.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.533409,0.0,0.0,0.0,1.0,0.37252677712620275,0.37252677712620275,n/a,2026-05-04,2026-05-04,False,
NOK,LONG,0.3670154441125831,3.6701544411258307,8.01,5.1981,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.8,POSITIVE,trend_continuation,17588875.49,13.27,15.0,7.0,13.29,47.13,1620736.0,341103.0,0.21,478927.0,583893.0,899019.0,99.4,0.73,2.97,0.25,1.0,1.4,1.62,0.76,False,sustained_trend,5.0,False,13.24,11.65,15.0,1.11,1,1.0,99.0,9e-06,0.0,538042.5585202295,0.0,53.196393,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.513534,0.0,0.0,0.0,1.0,0.3670154441125831,0.3670154441125831,n/a,2026-05-04,2026-05-04,False,
