ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
ENVX,LONG,0.6055188706145094,6.055188706145094,1.72,4.5436,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.0,POSITIVE,unknown,173525.4,3.94,10.0,3.0,153.16,24.05,239354.0,65888.0,0.275,52356.0,70758.0,182128.0,98.8,1.172,0.0,0.0,1.0,0.0,0.09,0.63,True,default,2.5,False,1,0.7,99.0,0.000782,0.0,461991.2549899272,0.0,5.527916,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7.5e-05,0.0,0.154659,0.0,0.0,0.0,1.0,0.6055188706145094,0.6055188706145094,n/a,2026-07-24,2026-07-24,False,,,,,
WMB,LONG,0.5220719294099316,5.220719294099316,3.7,4.4804,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",3.8,POSITIVE,support_ema_confluence,15265104.37,73.91,80.0,68.0,8.11,8.11,240972.0,107731.0,0.447,120114.0,22785.0,205804.0,94.4,0.303,0.0,0.93,0.4,1.6,0.68,0.1,False,default,2.5,False,2,1.0,99.0,1.5e-05,0.0,4.9022508732224385e-34,0.0,2.897069,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233091,0.0,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-07-24,2026-07-24,False,,,,,
SOLS,LONG,0.5039418129816942,5.039418129816942,3.09,4.7467,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",6.5,NEUTRAL,unknown,,,65.0,55.0,7.37,9.15,44048.0,51307.0,1.165,70338.0,762.0,24255.0,55.8,0.578,0.0,0.45,1.0,0.0,1.36,0.27,False,default,2.5,False,2,1.0,99.0,0.000109,0.0,9.259202988021746e-25,0.0,8.642937,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.5039418129816942,0.5039418129816942,n/a,2026-07-24,2026-07-24,False,,,,,
FLEX,LONG,0.5014025388911217,5.014025388911217,1.88,4.171,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.5,NEUTRAL,unknown,,,200.0,90.0,68.76,24.06,37996.0,25727.0,0.677,29162.0,15546.0,19015.0,96.6,0.916,0.0,0.41,1.0,0.0,0.1,0.36,False,default,2.5,False,6,1.0,99.0,7.8e-05,8e-06,29.801026231173203,1.8121851317796825e-07,51.511677,0,1,1.5e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.00487,0.246121,0.0,0.0,1.0,0.5014025388911217,0.5014025388911217,n/a,2026-07-24,2026-07-24,False,3.057292,,,,
THC,LONG,0.4870350726722077,4.8703507267220765,6.86,5.3732,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, room_to_target, trend_aligned",not_extended,4.4,NEUTRAL,flag_breakout,,,240.0,185.0,2.92,20.67,16773.0,22172.0,1.322,30490.0,1735.0,6720.0,65.4,0.463,1.75,0.0,1.0,1.6,1.51,1.0,True,consolidation_break,3.0,True,1,1.0,99.0,4.9e-05,0.0,78.70859034114935,0.0,9.287037,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.252867,0.0,0.0,0.0,1.0,0.4870350726722077,0.4870350726722077,n/a,2026-07-24,2026-07-24,False,,,,,
ASHR,LONG,0.46317390952415616,4.631739095241562,2.34,3.6379,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",3.1,POSITIVE,unknown,8852609.86,34.35,36.0,33.0,4.77,3.96,302730.0,255905.0,0.845,90882.0,242990.0,224763.0,96.4,0.266,0.0,0.57,1.0,0.0,0.74,0.03,False,default,2.5,False,1,0.7,99.0,0.000809,0.0,3.80740020785765e-31,0.0,61.955882,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.700159,0.0,0.0,0.0,1.0,0.46317390952415616,0.46317390952415616,n/a,2026-07-24,2026-07-24,False,,,,,
RVMD,LONG,0.43729881007406096,4.37298810074061,0.0,2.6238,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.42213761756085116,3.9e-05,7.4e-05,1.9267836416452336e-25,9.128699085281058e-25,1.095918,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459972,0.336047,0.0,0.0,,,,,,,False,7.432392,,,,
XLE,LONG,0.40353926204211066,4.035392620421106,6.98,4.9917,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.4,NEGATIVE,trend_continuation,-48369806.27,,60.0,50.0,0.64,16.14,1708497.0,2576977.0,1.508,643558.0,1099029.0,2542887.0,75.1,0.278,2.18,0.52,1.0,1.4,1.45,0.43,False,sustained_trend,5.0,False,2,0.7,99.0,0.0,0.0,25557.77842282326,0.0,24.763803,2,0,0.291535,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.511721,0.0,0.0,0.0,1.0,0.40353926204211066,0.40353926204211066,n/a,2026-07-24,2026-07-24,False,,,,,
SOXX,LONG,0.39288861374128764,3.9288861374128765,3.41,4.1474,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.8,NEGATIVE,ema_pullback,-6229996.47,,670.0,490.0,27.13,7.02,176435.0,286427.0,1.623,219732.0,98104.0,145026.0,96.0,0.64,0.0,0.58,1.0,1.2,0.25,0.39,False,default,2.5,False,5,1.0,99.0,5.9e-05,0.0,13597.574508277312,0.0,6.28841,2,0,0.592469,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.49432,0.0,0.0,0.0,1.0,0.39288861374128764,0.39288861374128764,n/a,2026-07-24,2026-07-24,False,,,,,
POET,LONG,0.3597560666654981,3.5975606666549806,1.64,3.2708,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.9,POSITIVE,unknown,1196831.96,6.89,40.0,5.0,480.55,27.43,913546.0,172646.0,0.189,207772.0,123522.0,754898.0,68.0,1.185,0.0,0.29,1.0,0.0,0.04,0.31,False,default,2.5,False,3,1.0,0.22055361541340418,0.00109,0.00025,1.5838462542793172e-31,1.4362460132975527e-30,28.660465,0,0,0.475255,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.171835,0.57199,0.0,0.0,1.0,0.3597560666654981,0.3597560666654981,n/a,2026-07-24,2026-07-24,False,712.6,,,,
