ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
EXE,LONG,0.5531830405210427,5.531830405210427,5.2,5.0459,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,3.6,NEUTRAL,retest_and_confirm,,,95.0,80.0,1.96,14.14,97601.0,109420.0,1.121,53835.0,100365.0,52821.0,69.9,0.353,0.0,0.42,1.0,1.4,1.93,0.44,False,consolidation_break,3.0,False,4,1.0,99.0,0.000329,0.0,2.904865645071664e-15,0.0,80.547286,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,1.0,0.5531830405210427,0.5531830405210427,n/a,2026-07-22,2026-07-22,False,
ASHR,LONG,0.519147000838503,5.191470008385029,4.83,4.7047,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.3,POSITIVE,bounce_and_fail,10065923.45,34.97,36.0,33.0,2.95,5.63,299314.0,252725.0,0.844,81953.0,242937.0,227149.0,100.0,0.288,0.0,0.9,1.0,1.0,1.89,0.04,False,default,2.5,False,2,0.7,99.0,0.001455,0.0,7.66363214942494e-29,0.0,44.727941,0,0,0.419051,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.701194,0.0,0.0,0.0,1.0,0.519147000838503,0.519147000838503,n/a,2026-07-22,2026-07-22,False,
PSKY,LONG,0.5149822498233647,5.149822498233647,4.1,5.1449,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned,6.7,NEGATIVE,pullback_to_support,-624979.3,8.78,12.0,8.0,36.67,8.88,579666.0,595410.0,1.027,82740.0,239130.0,853206.0,94.6,0.647,0.0,0.42,1.0,1.4,0.76,0.52,False,default,2.5,False,2,0.7,99.0,0.000178,0.0,5.154347183354007e-48,0.0,1.838872,0,0,0.424952,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.223544,0.0,0.0,0.0,1.0,0.5149822498233647,0.5149822498233647,n/a,2026-07-22,2026-07-22,False,
MOH,LONG,0.47061245583571215,4.706124558357121,6.0,5.1731,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.1,NEUTRAL,trend_continuation,,,250.0,185.0,12.74,16.57,14976.0,14862.0,0.992,7770.0,5785.0,16283.0,93.0,0.664,2.15,0.89,0.76,1.4,0.23,0.56,False,default,2.5,False,1,1.0,99.0,0.000104,0.0,0.00017021573580846942,0.0,7.495327,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366181,0.0,0.0,0.0,1.0,0.47061245583571215,0.47061245583571215,n/a,2026-07-22,2026-07-22,False,
VST,LONG,0.43753543938122946,4.3753543938122945,5.64,5.6797,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",9.0,NEGATIVE,support_ema_confluence,-14096638.8,,200.0,110.0,19.95,34.03,221236.0,200334.0,0.906,98846.0,141258.0,181466.0,53.8,0.552,1.54,0.53,0.0,1.6,1.89,0.09,False,default,2.5,False,1,1.0,99.0,0.000169,0.0,7.500667946084005e-11,0.0,2.202077,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.210392,0.0,0.0,0.0,1.0,0.43753543938122946,0.43753543938122946,n/a,2026-07-22,2026-07-22,False,
KLAC,LONG,0.431856244532091,4.31856244532091,3.85,4.1543,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.2,POSITIVE,ema_pullback,1267223.62,214.76,270.0,122.0,25.76,43.17,159242.0,258644.0,1.624,86987.0,143627.0,187272.0,100.0,0.966,0.0,0.72,1.0,1.2,0.84,0.1,False,default,2.5,False,7,1.0,1.7978059479495228,1.2e-05,6e-06,9.52996363227134e-22,1.3252213959939177e-21,786.932895,4,1,0.701543,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.624474,0.607306,0.0,0.0,1.0,0.431856244532091,0.431856244532091,n/a,2026-07-22,2026-07-22,False,583.0
LLY,LONG,0.41934882825496395,4.193488282549639,0.0,2.5161,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,16,1.0,99.0,9e-06,9e-06,1476.5668818880665,0.11463411335879041,4.457409,1,2,0.078904,0.262323,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.245354,0.38674,0.0,0.0,,,,,,,False,10.767893
HNGE,LONG,0.41393907777575095,4.13939077775751,0.0,2.4836,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2.1823799842291358e-39,9e-05,7.8e-05,3.863348225125945e-52,1.770245444443335e-13,2.056,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.705486,0.547938,0.0,0.0,,,,,,,False,20.253165
CAT,LONG,0.4115660167697949,4.115660167697949,4.27,4.4988,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.8,NEGATIVE,bounce_and_fail,-21280196.93,,1000.0,600.0,12.45,32.53,125986.0,131078.0,1.04,97530.0,56351.0,103183.0,98.4,0.522,0.0,0.65,1.0,1.0,1.59,0.03,False,default,2.5,False,7,1.0,99.0,2.8e-05,6e-06,20867.830380792417,1.0239283094204448,45.359608,1,0,0.494776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490766,0.15189,0.0,0.0,1.0,0.4115660167697949,0.4115660167697949,n/a,2026-07-22,2026-07-22,False,14.961538
MXL,LONG,0.41015408501086276,4.101540850108628,0.0,2.4609,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,4.2236681344520526e-23,0.000236,0.000163,1.0574365116660796e-27,1.669065021216467e-05,4.966851,2,1,0.462282,0.035972,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.615846,0.25275,0.0,0.0,,,,,,,False,9.73059
