ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
IWM,SHORT,0.2690237124620253,2.6902371246202526,0.0,1.6141,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,1.4655233362543276,1.8e-05,1.3e-05,14403.765407295403,39313.6432589587,23.641631,0,1,0.599104,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.442457,0.430218,0.0,0.0,,,,,8.695279,,
CIEN,SHORT,0.2684692922017762,2.6846929220177618,0.0,1.6108,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,3.4e-05,1.1e-05,0.00027712760669065724,2.5342463337273896e-09,22.028571,1,0,0.464773,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.613022,0.444494,0.0,0.0,,,,,8.272727,,
IBIT,SHORT,0.2663545874389811,2.6635458743898113,1.64,3.4438,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",8.1,NEGATIVE,unknown,-33966288.21,44.77,45.0,35.0,0.55,21.8,3903002.0,2587670.0,0.663,2108655.0,1476038.0,2905979.0,42.3,0.433,0.0,0.0,1.0,0.0,0.18,0.46,1,0.7,0.0,0.0,1.4e-05,0.0,852651.6729467586,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.0,0.162083,0.0,0.0,,,,,5.491989,,
GEV,SHORT,0.2615066353705102,2.615066353705102,2.35,3.2325,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,unknown,,,1200.0,800.0,7.97,28.02,83351.0,101163.0,1.214,63061.0,47296.0,74157.0,64.3,0.516,0.0,0.0,1.0,0.0,0.35,1.0,1,1.0,0.0,0.0,3e-06,0.0,680602.539582937,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.183548,0.0,0.0,,,,,475.0,,
MO,SHORT,0.25916071275940367,2.5916071275940364,5.88,3.8998,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.2,POSITIVE,trend_continuation,3566689.13,64.94,70.0,60.0,7.79,7.61,150848.0,131528.0,0.872,72297.0,80867.0,129212.0,99.4,0.278,1.64,0.77,1.0,1.4,0.91,0.17,1,0.7,0.0,0.0,5e-06,0.0,3.1145541172898093e-13,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.466527,0.0,0.0,,,,,4.50774,,
BE,SHORT,0.25630337733038855,2.5630337733038857,1.4,2.4415,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,15520484.21,230.91,260.0,75.0,12.55,67.53,334779.0,331504.0,0.99,217534.0,208198.0,240551.0,74.6,1.222,0.0,0.0,1.0,0.0,0.25,0.16,1,1.0,0.0,0.0,2.4e-05,0.0,68621.77251801516,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.548499,0.0,0.0,,,,,8.921569,,
IGV,SHORT,0.25343203140763554,2.5343203140763553,1.48,2.3912,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.4,POSITIVE,unknown,16949111.99,88.14,90.0,80.0,2.1,9.25,709926.0,645789.0,0.91,431300.0,372326.0,552089.0,96.1,0.387,0.0,0.0,1.0,0.0,0.31,0.17,1,1.0,0.0,0.0,0.000258,0.0,2.5721310025955892,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.161042,0.0,0.0,,,,,1.676168,,
NBIS,SHORT,0.19820800489697643,1.9820800489697643,3.79,3.388,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEGATIVE,bounce_and_fail,-1075006.46,,200.0,10.0,26.54,93.67,382789.0,326169.0,0.852,238450.0,127801.0,342707.0,79.5,1.001,0.0,0.08,1.0,1.0,1.45,0.25,1,1.0,0.0,0.0,1.7e-05,0.0,0.0017776632317607142,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.015632,0.0,0.0,,,,,2.156105,,
TEAM,SHORT,0.19418562805481265,1.9418562805481265,4.08,3.0949,price_validation_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",4.5,NEUTRAL,unknown,,,105.0,50.0,43.5,31.67,97979.0,72735.0,0.742,61185.0,41458.0,68071.0,100.0,0.995,1.82,0.49,1.0,0.0,0.55,0.22,1,1.0,0.0,0.0,7.3e-05,0.0,0.00017276355307239998,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.341933,0.0,0.0,,,,,1.432015,,
NOW,SHORT,0.17147867086230473,1.7147867086230473,0.0,1.0289,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.2460729332368066e-06,5e-06,2e-06,1.3656633822824231e-09,0.0006080227236051375,12.770667,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.047215,0.774521,0.0,0.0,,,,,1.258303,,
AAPL,SHORT,0.15053730920360758,1.5053730920360757,1.49,1.8997,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.5,POSITIVE,unknown,1453139968.08,273.31,280.0,200.0,2.46,26.82,2667339.0,1825855.0,0.685,1258783.0,1199920.0,2034491.0,78.3,0.28,0.0,0.11,1.0,0.0,0.15,0.23,1,0.7,0.0,0.0,0.0,0.0,0.597183579490365,,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.282498,0.0,0.0,,,,,1.863986,,
AMZN,SHORT,0.14479481676172348,1.4479481676172348,1.38,1.878,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,unknown,1075183609.82,254.31,275.0,200.0,8.13,21.36,3041630.0,1864696.0,0.613,1290268.0,968420.0,2647638.0,78.0,0.403,0.0,0.0,1.0,0.0,0.31,0.07,2,1.0,8.28433906365981,0.0,1e-06,1.0982481057306979,0.13256918835544615,1.240876,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,,1.219573,,
HOOD,SHORT,0.13717553398091797,1.3717553398091797,0.0,0.8231,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,7.618199244713023e-08,2.6e-05,1.9e-05,1.4937467127518148e-11,0.00019607608895087176,1.288969,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.673487,0.76237,0.0,0.0,,,,,1.046053,,
GS,SHORT,0.13490944307553965,1.3490944307553965,2.98,2.4885,price_validation_failed,"momentum_aligned, not_extended, pullback_to_resistance, room_to_target","confirmation_volume, trend_aligned",4.6,POSITIVE,pullback_to_resistance,11044820.65,934.17,1000.0,800.0,7.07,14.34,196113.0,173865.0,0.887,96604.0,62653.0,210721.0,61.9,0.313,0.0,0.19,0.75,1.4,0.64,0.0,1,1.0,0.0,0.0,4e-06,0.0,3.0987511255229227e-09,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.487953,0.0,0.0,,,,,1.269841,,
KKR,SHORT,0.11335729943579143,1.1335729943579143,2.74,2.6288,price_validation_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",6.2,NEGATIVE,bounce_and_fail,-5881353.29,106.01,110.0,80.0,3.82,24.49,120738.0,149428.0,1.238,80618.0,45477.0,144071.0,91.8,0.519,0.0,0.0,1.0,1.0,0.6,0.14,1,1.0,0.0,0.0,9e-06,0.0,7.660575499399003e-31,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.458311,0.0,0.0,,,,,,,
ORBS,LONG,0.4654648234965568,4.654648234965569,3.62,4.2933,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.4,NEUTRAL,trend_continuation,,,1.0,0.5,2.82,48.59,97545.0,55020.0,0.564,84916.0,25713.0,41936.0,6.8,1.365,0.0,0.93,1.0,1.4,0.26,0.03,1,1.0,99.0,0.000182,0.0,605.133851272888,0.0,4.004373,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKLO,SHORT,0.30769395280694006,3.0769395280694005,2.44,3.5105,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",6.2,NEGATIVE,unknown,-1761568.41,,200.0,50.0,191.95,27.01,331777.0,213226.0,0.643,171484.0,97231.0,276288.0,77.6,1.109,0.0,0.12,1.0,0.0,0.85,0.47,3,1.0,0.02019859805300277,3e-06,1.6e-05,3578.72691771406,88588.49778393502,0.250622,0,1,0.0,0.441747,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,1e-06,0.461233,0.750075,0.0,0.0,,,,,0.45,0.4199830792277306,0.3818682038231386
MGM,LONG,0.432655491073725,4.32655491073725,4.39,4.2603,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",3.9,NEUTRAL,ema_pullback,,,40.0,30.0,2.01,23.49,84750.0,69252.0,0.817,40759.0,34817.0,78426.0,83.0,0.462,1.67,0.49,0.0,1.2,1.03,0.0,3,1.0,99.0,2.7e-05,0.0,130.10906280149416,0.0,2.869454,0,0,0.044409,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGV,LONG,0.3703493002039038,3.7034930020390378,6.09,4.1387,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",2.3,POSITIVE,trend_continuation,16949111.99,88.14,90.0,80.0,2.1,9.25,709926.0,645789.0,0.91,431300.0,372326.0,552089.0,96.1,0.387,1.83,0.0,1.0,1.4,1.69,0.17,3,1.0,5.7795541627458045,3.6e-05,6e-06,181214.01443331648,62708.64822113671,1.577266,1,1,0.370429,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,5e-06,0.400576,0.187359,0.0,0.0,,,,,3.071322,0.62498141263968,0.730928861270196
RGTI,LONG,0.36977965543791025,3.6977965543791025,4.01,4.5319,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned","continuation_pattern, momentum_aligned",7.4,NEGATIVE,unknown,-503726.72,,20.0,14.0,11.2,22.16,325398.0,325141.0,0.999,290196.0,120455.0,239888.0,61.4,1.031,2.04,0.56,1.0,0.0,0.04,0.37,3,0.7,99.0,5.3e-05,0.0,59704.09079482349,0.0,0.522106,0,0,0.013018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVAV,SHORT,0.42840225205819266,4.284022520581926,5.63,4.651,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",none,4.1,NEUTRAL,unknown,,,250.0,200.0,20.17,3.86,33460.0,22845.0,0.683,22724.0,12515.0,21066.0,73.6,0.742,1.54,0.64,0.79,1.4,0.79,0.47,7,1.0,99.0,2.1e-05,6.2e-05,6.327229825626697e-07,1.1520234740298317e-09,0.513043,0,0,0.007093,9.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869623,,
PAAS,SHORT,0.4012059728071416,4.012059728071416,5.11,4.079,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.7,POSITIVE,trend_continuation,2705668.81,56.56,60.0,55.0,6.07,2.77,195683.0,67969.0,0.347,59295.0,40523.0,163834.0,70.2,0.631,0.0,0.98,1.0,1.4,1.61,0.13,12,1.0,0.3656752428520176,1.4e-05,2.9e-05,124.09060683687977,113.115493654112,0.138323,1,2,0.0,0.014135,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145739,,
WYNN,SHORT,0.2838464347376148,2.838464347376148,4.42,4.2052,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.3,NEGATIVE,bounce_and_fail,-1575279.31,106.43,120.0,62.5,12.64,41.33,214481.0,76442.0,0.356,49060.0,71549.0,170314.0,70.7,0.428,0.0,0.78,1.0,1.0,1.64,0.0,3,1.0,99.0,3e-06,2.5e-05,0.4818876638044896,7.193629362832469e-07,0.307292,1,1,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367336,0.0,0.0,0.0,,,,,0.355765,0.39148401512513403,0.3498356837330293
SJM,LONG,0.497167219107514,4.97167219107514,4.43,4.7948,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.9,NEUTRAL,trend_continuation,,,100.0,90.0,4.93,5.57,26091.0,7285.0,0.279,3963.0,21671.0,7742.0,90.0,0.308,0.0,0.92,1.0,1.4,1.11,0.0,4,1.0,99.0,9.1e-05,6e-06,74074.1202476838,6.056284936513588e-32,3.143192,1,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.413642,0.0,0.0,0.0,,,,,2.108527,0.5778538255994282,0.3978400915792585
CVS,LONG,0.48733642397180327,4.873364239718033,5.88,4.7207,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,2.6,POSITIVE,support_ema_confluence,26575264.32,76.89,80.0,70.0,4.03,8.97,203988.0,150414.0,0.737,124228.0,51173.0,179001.0,80.1,0.371,1.71,0.81,0.76,1.6,0.99,0.0,17,1.0,99.0,1.6e-05,7e-06,1.3206089086528274,2.4572252064851548e-06,11.599737,0,0,0.0,0.009661,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562937,,
SQQQ,LONG,0.3948313095238095,3.9483130952380954,1.38,3.3882,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.0,POSITIVE,unknown,10588823.54,55.1,74.5,55.0,35.2,0.19,237254.0,75531.0,0.318,216111.0,46524.0,50150.0,65.6,0.635,0.0,0.0,1.0,0.0,0.06,0.32,4,1.0,13.719847034967747,0.0,0.0,10240.996722111895,2239.3099637358973,5.951728,2,0,0.284305,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.692842,0.0,0.0,0.0,,,,,0.167439,0.4616432144348522,0.42831868315129185
AFRM,LONG,0.32098901817174275,3.2098901817174275,6.73,4.8639,watchlist_reeval_failed,"momentum_aligned, pullback_to_support, room_to_target, trend_aligned","confirmation_volume, not_extended",6.2,NEGATIVE,pullback_to_support,-624119.65,,75.0,50.0,12.73,24.85,142466.0,138570.0,0.973,104731.0,54619.0,121686.0,96.2,0.882,2.76,0.0,1.0,1.4,1.57,0.0,2,1.0,99.0,1.2e-05,0.0,4936.609989068989,0.0,1.997113,0,0,0.001757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDGL,SHORT,0.6037166980952381,6.037166980952381,1.92,4.7546,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.8,NEUTRAL,unknown,,,570.0,500.0,7.15,6.01,11504.0,2724.0,0.237,1446.0,6083.0,6699.0,85.4,0.618,0.0,0.55,1.0,0.0,0.37,0.0,7,1.0,99.0,0.000142,0.000331,67909.25999364065,9.603295294580898e-07,38.380952,1,0,0.0,0.499771,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474916,,
TLT,SHORT,0.35811653562093204,3.58116535620932,5.33,4.0696,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.4,POSITIVE,trend_continuation,563313517.13,86.87,90.0,85.0,3.61,2.15,4670167.0,2856498.0,0.612,2052460.0,1447078.0,4027127.0,21.6,0.104,1.63,0.98,0.64,1.4,0.68,0.0,8,1.0,0.06344705282544118,1e-06,1.8e-05,44242.52107111995,99616.29219257887,0.137404,0,1,0.0,0.69585,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.461059,0.0,0.0,,,,,0.226061,,
SHAK,SHORT,0.3567281085465383,3.567281085465383,4.55,4.2086,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,100.0,90.0,0.64,9.42,13458.0,17927.0,1.332,7405.0,6681.0,17299.0,97.0,0.653,0.0,0.77,1.0,1.0,1.79,0.0,1,1.0,0.0,0.0,5.5e-05,0.0,2.834820323833582e-06,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.181818,,
APP,SHORT,0.29487748241203926,2.9487748241203926,3.37,3.1854,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",3.5,POSITIVE,bounce_and_fail,7096577.43,476.6,600.0,200.0,25.73,58.09,184988.0,130581.0,0.706,108634.0,72357.0,134578.0,90.0,0.872,0.0,0.34,1.0,1.0,0.97,0.06,10,1.0,0.04827305568088092,2e-06,4e-06,913.8201434440132,12620.154667440313,0.80603,1,3,0.559248,0.065935,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139874,,
EWY,LONG,0.38598082882815077,3.8598082882815077,5.46,4.7879,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.1,NEGATIVE,trend_continuation,-3834497.53,,160.0,105.0,3.15,32.31,302382.0,234990.0,0.777,213599.0,218437.0,105336.0,77.1,0.529,2.02,0.0,0.0,1.4,1.97,0.07,4,1.0,1.796402434813133,4.5e-05,1.1e-05,127721.82056235061,213296.00442615175,0.259767,2,0,0.057091,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.760402,0.544137,0.0,0.0,,,,,0.017673,,
AMGN,SHORT,0.4546045946115649,4.546045946115649,5.52,4.989,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume,5.3,NEUTRAL,resistance_ema_confluence,,,400.0,300.0,16.12,12.91,47705.0,41369.0,0.867,22357.0,27515.0,39202.0,88.7,0.313,1.56,0.59,0.29,1.6,1.48,0.0,5,1.0,99.0,0.0,1e-05,2541.8528410654853,3.085970730373673e-07,5.8,0,3,0.0,0.322168,,,,,,,,,,,,,,,,,,,,,,,,,,,3.437154,,
ASPI,LONG,0.4285714285714286,4.2857142857142865,5.38,5.3769,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,8.1,NEUTRAL,ema_pullback,,,10.0,5.0,88.68,5.66,124437.0,32627.0,0.262,26486.0,51749.0,78829.0,50.7,1.227,1.73,0.65,1.0,1.2,0.65,0.15,1,0.7,99.0,0.000461,0.0,1.8525521165614533e-20,0.0,24.32,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMH,LONG,0.423834289569241,4.23834289569241,5.93,5.1182,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.1,NEGATIVE,trend_continuation,-56124347.15,,605.0,405.0,27.15,14.88,384036.0,837234.0,2.18,508877.0,352522.0,359871.0,85.3,0.405,2.39,0.0,0.0,1.4,1.98,0.16,14,1.0,2.5063587739718316,1.1e-05,7e-06,22003.65493700515,15802.43790231382,1.985273,1,2,0.114059,0.236979,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.150398,0.292652,0.0,0.0,,,,,16.447795,0.5548691424183435,0.5798336526996704
ACN,LONG,0.42051605870148656,4.205160587014865,2.85,4.1976,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.2,NEUTRAL,ema_pullback,,,300.0,170.0,59.31,9.72,84904.0,54671.0,0.644,36300.0,29512.0,73763.0,71.3,0.422,0.0,0.56,1.0,1.2,0.02,0.07,15,1.0,99.0,1.7e-05,4e-06,16.917290495065618,3.047292608241559e-09,1.195088,2,1,0.005491,0.263629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132953,,
LYB,LONG,0.378994676083472,3.7899467608347197,6.19,4.892,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.7,NEUTRAL,trend_continuation,,,90.0,60.0,25.47,16.35,78359.0,79118.0,1.01,37378.0,48773.0,71326.0,88.6,0.565,1.75,0.85,1.0,1.4,1.19,0.0,9,1.0,0.44888639496630056,1.9e-05,9e-06,12581.691416460244,56057.35240607947,1.000491,2,0,0.341021,0.4017,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.077735,0.51576,0.0,0.0,,,,,0.527435,0.6281132136723354,0.658730806589319
EQT,LONG,0.36484958474578516,3.6484958474578515,4.26,4.5822,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,7.4,NEGATIVE,bounce_and_fail,-4592805.5,58.43,70.0,50.0,19.8,14.43,129356.0,166537.0,1.287,101179.0,78803.0,115911.0,23.3,0.335,0.0,0.71,0.67,1.0,1.53,0.35,8,1.0,0.0723409664261586,3.5e-05,1.2e-05,22.079816443761125,305.218709875806,1.144573,0,1,0.040314,0.101984,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77243,,
TER,SHORT,0.5983468213431635,5.983468213431635,2.38,4.5657,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.3,NEUTRAL,bounce_and_fail,,,440.0,310.0,14.33,19.45,38045.0,23641.0,0.621,26534.0,12572.0,22580.0,95.6,0.825,0.0,0.0,1.0,1.0,0.37,0.01,16,1.0,99.0,1.4e-05,5.7e-05,70819.79268753357,11.89474201542191,1.262217,1,1,5e-06,6e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2.573788,,
LULU,LONG,0.42631052842103145,4.263105284210314,3.88,5.1756,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",9.4,NEGATIVE,trend_continuation,-10038760.38,162.43,200.0,150.0,23.05,7.71,166780.0,148114.0,0.888,59986.0,76042.0,178866.0,45.6,0.43,0.0,1.0,1.0,1.4,0.29,0.19,7,1.0,0.1584201050637024,5.1e-05,2.4e-05,3108.73053025938,26164.4444603739,0.845747,2,0,0.287668,0.035159,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508844,,
PGY,LONG,0.3957223503501407,3.9572235035014067,5.03,4.4876,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.0,NEUTRAL,trend_continuation,,,20.0,10.0,39.42,30.29,69674.0,77322.0,1.11,45388.0,1030.0,100578.0,85.5,1.081,2.11,0.29,1.0,1.4,0.17,0.05,2,1.0,99.0,7.6e-05,2.6e-05,197.25636348601972,1.2595283579845413e-26,0.474057,1,1,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.221728,0.019209,0.0,0.0,,,,,1.238876,0.5933121640932627,0.639984062741766
GOOG,LONG,0.3732855,3.732855,5.67,4.7274,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.8,NEGATIVE,trend_continuation,-29285622.63,336.5,350.0,305.0,4.0,9.37,964835.0,708766.0,0.735,480342.0,411697.0,781562.0,71.6,0.364,2.42,0.0,0.52,1.4,1.33,0.0,4,1.0,99.0,1e-06,0.0,76679.30746268173,0.0,23.251068,0,0,0.145997,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.331067,0.0,0.0,0.0,,,,,,0.4567544707208565,0.25381016901233877
