ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
GLNG,LONG,0.8980004136679832,10.0,8.0,9.2,52.67,46.35,65.31,71.63,2.0,5,fresh
IWM,SHORT,0.34574944462660867,4.277331310060838,9.0,6.1664,242.22,268.75,189.15,162.62,2.0,5,fresh
QQQ,SHORT,0.33332874805930657,3.9991722139278205,9.0,5.9995,582.06,619.41,507.35,470.0,2.0,5,fresh
TLT,SHORT,0.2774051750248722,2.7467746174244345,10.0,5.6481,85.83,91.05,75.39,70.17,2.0,5,fresh
ORCL,SHORT,0.2892138559631114,3.011227741973894,9.0,5.4067,149.68,167.64,113.76,95.8,2.0,5,fresh
WFC,SHORT,0.28585304514422133,2.9359630340252663,7.0,4.5616,77.6,86.91,58.98,49.66,2.0,5,fresh
AMAT,LONG,0.29880225027895846,1.820542432052339,8.0,4.2923,357.06,314.21,442.75,485.6,2.0,5,fresh
