ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
WOLF,LONG,0.49506868950932215,4.950686895093222,5.26,5.2533,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",6.0,NEGATIVE,retest_and_confirm,-3861828.55,28.32,45.0,20.0,59.38,29.17,270113.0,275046.0,1.018,252371.0,47403.0,245385.0,1.6,0.905,0.0,0.93,1.0,1.4,1.86,0.07,False,default,2.5,False,1,1.0,99.0,0.000453,0.0,547383.5732116658,0.0,81.108108,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-05,0.0,0.104229,0.0,0.0,0.0,1.0,0.49506868950932215,0.49506868950932215,n/a,2026-09-04,2026-09-04,False,,,,,
SIRI,LONG,0.48386120941323996,4.838612094132399,4.41,4.7423,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.0,POSITIVE,ema_pullback,37879320.58,29.22,33.0,13.0,12.92,55.52,273600.0,97264.0,0.355,202477.0,14466.0,153921.0,18.7,0.309,0.0,0.88,1.0,1.2,1.3,0.04,False,default,2.5,False,1,1.0,99.0,6.3e-05,0.0,1.6561645682128246e-33,0.0,31.23155,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.295396,0.0,0.0,0.0,1.0,0.48386120941323996,0.48386120941323996,n/a,2026-09-04,2026-09-04,False,,,,,
SMTC,LONG,0.40911477711419714,4.091147771141971,0.0,2.4547,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.8671018879765978e-15,0.000119,0.000107,6.6080543718998284e-21,5.308805920919288e-06,24.799331,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.47897,0.826102,0.0,0.0,,,,,,,False,50.923077,,,,
CRCL,LONG,0.3941715323907866,3.941715323907866,7.77,5.3219,poor_rr (1.5:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,POSITIVE,trend_continuation,6105248.38,,120.0,55.0,17.95,45.94,480254.0,376252.0,0.783,330200.0,118942.0,407364.0,21.6,0.78,2.58,0.54,1.0,1.4,1.82,0.44,False,sustained_trend,5.0,False,3,1.0,99.0,9e-05,0.0,47986.77271583412,0.0,6.543411,3,0,0.578091,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.693451,0.0,0.0,0.0,1.0,0.3941715323907866,0.3941715323907866,n/a,2026-09-04,2026-09-04,False,,101.74,89.53,120.0,1.5
OWL,LONG,0.3799022974284155,3.7990229742841555,6.26,5.0975,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,6.6,NEGATIVE,ema_pullback,-5223732.9,11.77,13.0,10.0,10.4,15.07,314584.0,475385.0,1.511,150890.0,171521.0,467558.0,9.9,0.428,2.25,0.87,0.73,1.2,0.6,0.61,False,default,2.5,False,1,0.7,99.0,6.9e-05,0.0,2.2236465334844095e-21,0.0,2.456116,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.317811,0.0,0.0,0.0,1.0,0.3799022974284155,0.3799022974284155,n/a,2026-09-04,2026-09-04,False,,,,,
SOXX,LONG,0.3772310042649147,3.772310042649147,6.03,5.0552,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.8,NEGATIVE,flag_breakout,-33190348.94,,600.0,450.0,15.96,13.03,255208.0,328053.0,1.285,279604.0,84624.0,219033.0,14.6,0.368,0.0,0.97,1.0,1.6,1.83,0.63,False,default,2.5,False,3,1.0,99.0,9.1e-05,2.4e-05,1059171.4522876213,162.42180033132453,141.491935,0,0,4e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.5e-05,0.0,0.476235,0.259267,0.0,0.0,1.0,0.3772310042649147,0.3772310042649147,n/a,2026-09-04,2026-09-04,False,76.583333,,,,
PURR,LONG,0.37414621905876116,3.7414621905876118,5.4,4.5107,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",continuation_pattern,5.1,POSITIVE,unknown,5600543.86,12.44,15.0,7.0,20.53,43.75,406002.0,133768.0,0.329,227655.0,82189.0,229926.0,14.9,0.946,2.7,0.25,0.42,0.0,1.51,0.52,False,default,2.5,False,1,1.0,99.0,0.000113,0.0,2.0825846227998544e-07,0.0,1019.0,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.811052,0.0,0.0,0.0,1.0,0.37414621905876116,0.37414621905876116,n/a,2026-09-04,2026-09-04,False,,,,,
BMNR,LONG,0.3603202037120131,3.6032020371201314,6.57,4.1926,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,2.1,POSITIVE,trend_continuation,7060312.39,24.87,25.0,15.0,0.44,39.73,1166220.0,506869.0,0.435,518340.0,205950.0,948799.0,11.6,0.751,2.66,0.7,0.3,1.4,1.1,0.41,False,sustained_trend,5.0,False,2,1.0,99.0,4.2e-05,0.0,22926.893809708803,0.0,188.5,2,0,0.491719,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.68485,0.0,0.0,0.0,1.0,0.3603202037120131,0.3603202037120131,n/a,2026-09-04,2026-09-04,False,,,,,
CARR,LONG,0.3589437810347688,3.5894378103476883,4.49,4.4817,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.7,NEGATIVE,bounce_and_fail,-9361612.88,,75.0,52.5,26.74,11.28,57410.0,100507.0,1.751,92775.0,15256.0,49886.0,12.5,0.306,0.0,0.72,1.0,1.0,1.73,0.04,False,default,2.5,False,1,1.0,99.0,5e-06,0.0,4.6211906076677175e-17,0.0,12155.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.150935,0.0,0.0,0.0,1.0,0.3589437810347688,0.3589437810347688,n/a,2026-09-04,2026-09-04,False,,,,,
HOOD,LONG,0.34694688550839864,3.4694688550839863,5.6,4.4947,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, trend_aligned","not_extended, room_to_target",5.4,POSITIVE,ema_pullback,38113900.38,123.23,150.0,70.0,21.61,43.25,1075738.0,734640.0,0.683,624007.0,251403.0,934968.0,24.2,0.611,1.97,0.0,0.0,1.2,1.87,0.56,True,default,2.5,True,6,1.0,24.90017033658035,3.6e-05,5e-06,150186.83695593136,30157.79308451052,5.188837,2,0,0.1455,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.217757,0.028248,0.0,0.0,1.0,0.34694688550839864,0.34694688550839864,n/a,2026-09-04,2026-09-04,False,9.505085,,,,
