ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
ITT,LONG,0.5065163738543761,5.065163738543761,5.03,4.5016,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,2.3,NEUTRAL,flag_breakout,,,195.0,180.0,0.3,7.42,5171.0,8109.0,1.568,8211.0,4642.0,427.0,92.0,0.4,0.0,0.84,0.27,1.6,1.9,0.42,False,default,2.5,False,1,1.0,99.0,3.4e-05,0.0,6.788280808421948e-54,0.0,8.426966,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.55878,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-09,2026-07-09,False,
AS,LONG,0.5065163738543761,5.065163738543761,0.0,3.0391,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,4.133757492005284e-15,4.2e-05,6.7e-05,3.9301610824542525e-55,4.753739291740277e-41,47.144928,0,0,0.0,1e-06,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459276,0.299877,0.0,0.0,,,,,,,False,31.451358
SOLS,LONG,0.5018172522983632,5.018172522983631,2.05,4.2641,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,unknown,,,95.0,55.0,52.73,11.58,41988.0,46251.0,1.102,12127.0,63288.0,12824.0,74.4,0.615,0.0,0.0,1.0,0.0,0.17,0.87,True,default,2.5,False,2,1.0,99.0,0.000109,0.0,2.0830826925485537e-06,0.0,8.642937,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.021682,0.0,0.0,0.0,1.0,0.5018172522983632,0.5018172522983632,n/a,2026-07-09,2026-07-09,False,
NAMS,LONG,0.4808020881400903,4.808020881400903,5.42,5.01,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.9,NEUTRAL,trend_continuation,,,40.0,25.0,12.0,30.0,4412.0,21400.0,4.85,1785.0,10503.0,13524.0,82.3,0.846,2.02,0.78,0.15,1.4,1.07,0.0,False,sustained_trend,5.0,False,1,0.7,99.0,0.000268,0.0,7.50710153599279e-55,0.0,5.298013,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.409477,0.0,0.0,0.0,1.0,0.4808020881400903,0.4808020881400903,n/a,2026-07-09,2026-07-09,False,
SEZL,LONG,0.45161314532608876,4.516131453260888,6.05,4.5331,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.3,NEUTRAL,trend_continuation,,,175.0,75.0,0.15,57.08,28916.0,22755.0,0.787,25031.0,7509.0,19131.0,77.7,0.918,2.7,0.71,0.19,1.4,0.97,0.08,False,sustained_trend,5.0,False,3,0.7,1.628813605295633,0.000252,6.6e-05,1.2247723566470396e-14,1.503882768003698e-14,46.469512,1,0,0.167401,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.592313,0.595135,0.0,0.0,1.0,0.45161314532608876,0.45161314532608876,n/a,2026-07-09,2026-07-09,False,211.0
TER,LONG,0.4033032230673901,4.033032230673901,2.0,3.6165,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.0,NEUTRAL,unknown,,,520.0,300.0,39.71,19.4,47024.0,37899.0,0.806,37684.0,16381.0,30858.0,99.6,1.105,0.0,0.7,0.35,0.0,0.87,0.09,False,default,2.5,False,7,1.0,99.0,4.6e-05,5e-06,5.1275850089782085e-08,3.635931824416851e-23,31.672091,1,0,0.000203,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.147398,0.55377,0.0,0.0,1.0,0.4033032230673901,0.4033032230673901,n/a,2026-07-09,2026-07-09,False,25.0
MTSI,LONG,0.39430035132385316,3.9430035132385317,3.7,4.3415,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.3,NEUTRAL,bounce_and_fail,,,350.0,250.0,7.64,23.11,11539.0,5751.0,0.498,4022.0,10178.0,3090.0,97.8,0.862,0.0,0.59,1.0,1.0,1.02,0.08,False,default,2.5,False,1,1.0,99.0,2.2e-05,0.0,488698.8248515682,0.0,2.148148,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.169312,0.0,0.0,0.0,1.0,0.39430035132385316,0.39430035132385316,n/a,2026-07-09,2026-07-09,False,
HUT,LONG,0.3844168405116757,3.844168405116757,5.12,4.5581,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.5,NEUTRAL,trend_continuation,,,150.0,70.0,38.01,35.6,158599.0,88734.0,0.559,101647.0,47697.0,97989.0,85.2,1.138,0.0,0.92,0.97,1.4,1.63,0.21,False,default,2.5,False,1,0.7,99.0,4e-05,0.0,456635.1418186962,0.0,7.297297,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.261445,0.0,0.0,0.0,1.0,0.3844168405116757,0.3844168405116757,n/a,2026-07-09,2026-07-09,False,
XLE,LONG,0.3695556726448939,3.695556726448939,4.82,5.0938,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",9.0,NEGATIVE,trend_continuation,-77068176.16,,60.0,50.0,9.15,9.04,1924836.0,2627664.0,1.365,707885.0,1285559.0,2559056.0,43.7,0.245,0.0,0.95,1.0,1.4,1.32,0.14,False,consolidation_break,3.0,False,5,1.0,99.0,0.0,0.0,458.3269875235279,2.035421878909622e-14,24.71962,0,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.446567,0.592046,0.0,0.0,1.0,0.3695556726448939,0.3695556726448939,n/a,2026-07-09,2026-07-09,False,16.847826
DELL,LONG,0.3613472871659648,3.6134728716596483,6.64,4.4787,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,3.4,POSITIVE,trend_continuation,25327148.21,452.88,500.0,100.0,10.34,77.93,327476.0,347231.0,1.06,194763.0,159379.0,320565.0,99.6,0.844,2.15,0.71,0.01,1.4,1.89,0.48,False,sustained_trend,5.0,False,2,1.0,99.0,7e-06,0.0,475033.2390459682,0.0,2.304438,2,0,0.442793,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.547952,0.0,0.0,0.0,1.0,0.3613472871659648,0.3613472871659648,n/a,2026-07-09,2026-07-09,False,
