ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,source
CMG,SHORT,0.8361405924234124,9.66062225777452,8.0,8.9964,33.37,37.37,25.36,21.36,2.0,5,fresh
QQQ,SHORT,0.6333769520732364,6.747442031251824,8.0,7.2485,582.06,619.41,507.35,470.0,2.0,5,fresh
IWM,SHORT,0.6194219362666998,6.546945156969016,8.0,7.1282,242.22,268.75,189.15,162.62,2.0,5,fresh
HOOD,SHORT,0.6141035319620156,6.470533674958228,8.0,7.0823,70.89,79.4,53.88,45.37,2.0,5,fresh
ORCL,SHORT,0.5530747688168683,5.593710859306774,9.0,6.9562,149.68,167.64,113.76,95.8,2.0,5,fresh
LEU,SHORT,0.5436873420301981,5.458838226098827,9.0,6.8753,186.76,209.17,141.94,119.53,2.0,5,fresh
AMAT,LONG,0.5695283890320794,5.249375906333078,8.0,6.3496,357.06,314.21,442.75,485.6,2.0,5,fresh
