ticker,direction,pattern,flow_score_raw,flow_score_scaled,price_score,final_score,options_context_score,gamma_regime,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,entry_price,stop_price,target_1,target_2,rr_ratio,time_stop_days,regime_score,agg_premium_alignment,agg_volume_unusualness,source,checks_passed,checks_failed
KORU,LONG,trend_continuation,0.8639240306562224,8.639240306562224,7.06,7.7402,4.7,NEUTRAL,,,565.0,320.0,27.56,27.76,6038,9981,1.653,12265,2963,791,74.6,1.462,442.94,389.79,565.0,602.4,2.3,5,0.7181,0.3109,0.19,watchlist,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
