ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
DJT,LONG,0.6237223155469431,6.237223155469431,2.98,5.0926,price_validation_failed,"confirmation_volume, ema_pullback, not_extended","momentum_aligned, room_to_target, trend_aligned",5.4,POSITIVE,ema_pullback,496309.79,9.18,25.0,5.0,172.48,45.5,317884.0,195276.0,0.614,57503.0,119603.0,336054.0,81.4,0.815,0.0,0.77,0.2,1.2,0.2,0.61,False,default,2.5,False,1,0.7,99.0,0.000301,0.0,632912.6835424432,0.0,4.224739,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.005143,0.0,0.0,0.0,1.0,0.6237223155469431,0.6237223155469431,n/a,2026-08-11,2026-08-11,False,,,,,
EXE,LONG,0.5357948177641058,5.357948177641058,6.7,5.649,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,NEUTRAL,trend_continuation,,,100.0,80.0,1.81,18.55,95339.0,129007.0,1.353,49505.0,121084.0,53757.0,36.4,0.309,1.72,0.57,1.0,1.4,1.91,0.09,False,sustained_trend,5.0,False,3,1.0,99.0,0.000117,0.0,7.21121285275118e-39,0.0,76.399909,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,1.0,0.5357948177641058,0.5357948177641058,n/a,2026-08-11,2026-08-11,False,,,,,
SKHY,LONG,0.499058330685369,4.99058330685369,3.65,4.7303,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",5.7,NEGATIVE,trend_continuation,-9659934.03,,200.0,85.0,43.98,38.81,439231.0,519342.0,1.182,448697.0,175585.0,334291.0,0.0,0.742,0.0,0.7,1.0,1.4,0.46,0.09,False,default,2.5,False,10,1.0,3.1281437348093046,2.6e-05,2e-06,35597.50652347991,102417.78699176358,490.701559,2,0,0.665031,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.255828,0.461039,0.0,0.0,1.0,0.499058330685369,0.499058330685369,n/a,2026-08-11,2026-08-11,False,48.086957,,,,
RMD,LONG,0.47538799202914794,4.75387992029148,6.6,5.4569,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,5.5,NEUTRAL,unknown,,,230.0,220.0,3.78,0.73,11573.0,13217.0,1.142,11044.0,7200.0,6546.0,52.3,0.316,1.84,0.73,1.0,1.4,1.63,0.0,False,sustained_trend,5.0,False,1,1.0,99.0,9e-06,0.0,7.883097854910651e-34,0.0,66.75,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.325121,0.0,0.0,0.0,1.0,0.47538799202914794,0.47538799202914794,n/a,2026-08-11,2026-08-11,False,,,,,
RRX,LONG,0.4558029653594129,4.558029653594129,2.54,4.401,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.8,NEUTRAL,bounce_and_fail,,,280.0,170.0,60.17,2.75,7099.0,8107.0,1.142,5625.0,1188.0,8393.0,47.0,0.503,0.0,0.21,1.0,1.0,0.19,0.14,False,default,2.5,False,1,0.7,99.0,4.9e-05,0.0,0.4866298625330368,0.0,36.375,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461864,0.0,0.0,0.0,1.0,0.4558029653594129,0.4558029653594129,n/a,2026-08-11,2026-08-11,False,,,,,
AXTI,LONG,0.426838430300357,4.26838430300357,6.09,4.7212,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.8,POSITIVE,trend_continuation,404337.11,73.7,100.0,45.0,35.23,39.15,148642.0,106182.0,0.714,122532.0,28626.0,103666.0,8.1,1.289,1.97,0.64,1.0,1.4,0.82,0.25,False,default,2.5,False,7,1.0,4.282272302891498,0.000718,0.000279,23565.452693662908,13757.563173733091,6.129798,1,0,0.258543,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,1e-06,0.132846,0.206201,0.0,0.0,1.0,0.426838430300357,0.426838430300357,n/a,2026-08-11,2026-08-11,False,2.285107,,,,
MDT,LONG,0.3776953373390695,3.776953373390695,6.84,5.1405,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.0,NEUTRAL,trend_continuation,,,95.0,75.0,5.41,16.78,129740.0,90904.0,0.701,65949.0,72491.0,82204.0,89.2,0.306,1.82,0.59,1.0,1.4,1.9,0.13,False,sustained_trend,5.0,False,1,1.0,99.0,6e-06,0.0,588925.5949358144,0.0,7.336854,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.187584,0.0,0.0,0.0,1.0,0.3776953373390695,0.3776953373390695,n/a,2026-08-11,2026-08-11,False,,,,,
RBLX,LONG,0.3733909354064173,3.7339093540641732,1.7,3.977,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",8.0,NEGATIVE,unknown,-1868795.37,,80.0,35.0,118.79,4.28,261178.0,160977.0,0.616,94606.0,113725.0,213824.0,12.7,0.577,0.0,0.16,1.0,0.0,0.54,0.0,False,default,2.5,False,2,1.0,99.0,7.2e-05,0.0,0.0011575135893317579,0.0,3.1104,1,0,0.112709,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.362202,0.0,0.0,0.0,1.0,0.3733909354064173,0.3733909354064173,n/a,2026-08-11,2026-08-11,False,,,,,
GLW,LONG,0.3575786953819732,3.5757869538197316,0.0,2.1455,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,6,1.0,99.0,5.4e-05,4.1e-05,5321.28145587356,5.633933604988732e-10,4.876307,1,1,0.0,0.320074,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.389358,0.146311,0.0,0.0,,,,,,,False,7.084291,,,,
AFRM,LONG,0.35149486103018174,3.5149486103018175,5.6,4.6975,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.3,NEUTRAL,trend_continuation,,,100.0,50.0,31.16,34.42,112820.0,123080.0,1.091,69183.0,43974.0,122743.0,55.5,0.696,1.54,0.97,1.0,1.4,0.55,0.15,False,sustained_trend,5.0,False,1,1.0,99.0,6.6e-05,0.0,0.07402194331072517,0.0,104.117647,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.453425,0.0,0.0,0.0,1.0,0.35149486103018174,0.35149486103018174,n/a,2026-08-11,2026-08-11,False,,,,,
