ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,entry_price,stop_price,target_1,rr_ratio,bearish_vol_oi
EMN,LONG,0.6633688970065255,6.633688970065254,6.21,6.6798,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.5,NEUTRAL,ema_pullback,,,80.0,70.0,5.5,7.69,12121.0,5025.0,0.415,9850.0,1380.0,5916.0,52.3,0.408,1.55,0.57,1.0,1.2,1.78,0.11,False,default,2.5,False,1,1.0,99.0,6.6e-05,0.0,386410.7224898753,0.0,4.118644,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.6e-05,0.0,0.341436,0.0,0.0,0.0,1.0,0.6633688970065255,0.6633688970065255,n/a,2026-05-27,2026-05-27,False,,,,,
CPNG,LONG,0.6381870597186203,6.381870597186204,4.74,5.6529,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.2,POSITIVE,bounce_and_fail,2928172.29,16.58,25.0,15.0,50.83,9.5,489851.0,166101.0,0.339,235515.0,81150.0,339287.0,68.4,0.504,0.0,0.78,1.0,1.0,1.88,0.07,False,default,2.5,False,1,1.0,99.0,5.6e-05,0.0,1327636.9625714659,0.0,11.44763,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.5e-05,0.0,0.472333,0.0,0.0,0.0,1.0,0.6381870597186203,0.6381870597186203,n/a,2026-05-27,2026-05-27,False,,,,,
ACMR,LONG,0.6105979489915672,6.105979489915672,7.74,6.495,poor_rr (1.0:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,100.0,75.0,11.49,16.38,31916.0,8300.0,0.26,12918.0,10004.0,17294.0,94.7,0.972,2.69,0.15,1.0,1.4,2.0,0.5,False,sustained_trend,5.0,False,1,1.0,99.0,0.000134,0.0,645002.7682565507,0.0,300.5,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-06,0.0,0.055726,0.0,0.0,0.0,1.0,0.6105979489915672,0.6105979489915672,n/a,2026-05-27,2026-05-27,False,89.7,78.93,100.0,0.96,
CPRI,LONG,0.605454067503669,6.054540675036691,3.03,5.2963,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.8,NEUTRAL,unknown,,,25.0,12.5,44.05,27.97,130454.0,17494.0,0.134,87643.0,35707.0,24598.0,22.8,0.504,0.0,0.56,1.0,0.0,0.47,1.0,False,default,2.5,False,1,1.0,99.0,0.000471,0.0,59253.59009495094,0.0,682.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,9e-06,0.0,0.332689,0.0,0.0,0.0,1.0,0.605454067503669,0.605454067503669,n/a,2026-05-27,2026-05-27,False,,,,,
ANF,LONG,0.5414824539803834,5.414824539803834,5.56,5.6554,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.4,NEUTRAL,unknown,,,100.0,60.0,19.67,28.2,39680.0,39207.0,0.988,52377.0,5860.0,20650.0,63.4,0.602,0.0,0.57,1.0,1.2,1.8,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,0.000158,0.0,471428.8645164266,0.0,6.102804,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,7e-05,0.0,0.495873,0.0,0.0,0.0,1.0,0.5414824539803834,0.5414824539803834,n/a,2026-05-27,2026-05-27,False,,,,,
VSAT,LONG,0.5242561023747772,5.242561023747772,8.03,6.0503,poor_rr (1.7:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,NEUTRAL,trend_continuation,,,105.0,60.0,20.79,30.98,75943.0,50147.0,0.66,26076.0,4146.0,95868.0,98.0,1.041,2.65,0.37,1.0,1.4,1.94,0.67,False,sustained_trend,5.0,False,2,0.7,1.7547169811320753,0.000286,0.000163,3018218.171085917,1720059.817930684,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.5e-05,2.1e-05,0.092949,0.136637,0.0,0.0,1.0,0.5242561023747772,0.5242561023747772,n/a,2026-05-27,2026-05-27,False,86.93,76.5,105.0,1.73,566.833333
AS,LONG,0.5220719294099316,5.220719294099316,5.52,5.5264,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.3,NEUTRAL,support_ema_confluence,,,42.5,30.0,15.29,18.62,62026.0,28048.0,0.452,71158.0,5573.0,13343.0,20.4,0.452,1.59,0.49,0.05,1.6,1.71,0.08,False,default,2.5,False,3,1.0,4.405088586699006e-09,5.7e-05,3.3e-05,0.0010595394239884298,481052.49333131145,43.572464,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,7e-06,0.459276,0.295029,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-05-27,2026-05-27,False,,,,,22.580135
FLR,LONG,0.47664902271233267,4.7664902271233265,5.47,5.5042,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",7.4,NEUTRAL,support_ema_confluence,,,65.0,40.0,37.39,15.45,93529.0,40154.0,0.429,51898.0,18775.0,63010.0,49.5,0.525,0.0,0.84,1.0,1.6,1.94,0.09,False,default,2.5,False,2,1.0,9.38974910273387e-08,0.000136,8.5e-05,0.002529642839728707,26940.4731910482,120.9,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,2e-06,0.569876,0.409909,0.0,0.0,1.0,0.47664902271233267,0.47664902271233267,n/a,2026-05-27,2026-05-27,False,,,,,5.656716
NVTS,LONG,0.44372535423097814,4.437253542309781,7.43,5.2876,poor_rr (1.6:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.2,POSITIVE,trend_continuation,934103.52,,35.0,15.0,19.17,48.93,313197.0,187349.0,0.598,251725.0,16609.0,232212.0,94.6,1.448,2.81,0.48,1.0,1.4,1.36,0.38,False,sustained_trend,5.0,False,1,0.7,99.0,4.4e-05,0.0,292029.7782016751,0.0,13.857143,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.9e-05,0.0,0.481488,0.0,0.0,0.0,1.0,0.44372535423097814,0.44372535423097814,n/a,2026-05-27,2026-05-27,False,29.37,25.85,35.0,1.6,
POWL,LONG,0.40839212410047665,4.0839212410047665,6.5,5.132,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.7,NEUTRAL,ema_pullback,,,300.0,250.0,2.45,14.63,19433.0,10672.0,0.549,4177.0,8452.0,17476.0,72.0,0.797,2.21,0.68,0.61,1.2,1.79,0.01,False,default,2.5,False,1,1.0,99.0,3e-05,0.0,278532.5964614317,0.0,1.18209,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.115096,0.0,0.0,0.0,1.0,0.40839212410047665,0.40839212410047665,n/a,2026-05-27,2026-05-27,False,,,,,
AXTI,LONG,0.40122116432861904,4.01221164328619,0.0,2.4073,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,99.0,0.000519,0.000492,39498.1371365904,3.2259869618060106e-10,56.176527,1,0,2e-06,0.016942,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,6e-06,0.0,0.227751,0.66151,0.0,0.0,,,,,,,False,,,,,19.200483
TXN,LONG,0.39808465109824004,3.9808465109824005,6.6,4.9904,price_validation_failed,"consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.1,NEUTRAL,unknown,,,340.0,220.0,7.66,30.34,132300.0,111953.0,0.846,105278.0,41853.0,97122.0,99.5,0.482,2.71,0.35,1.0,1.2,1.15,0.2,False,consolidation_break,3.0,False,5,1.0,99.0,9e-06,0.0,55961.45571337298,0.0,124.976681,0,0,0.251161,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.494282,0.0,0.0,0.0,1.0,0.39808465109824004,0.39808465109824004,n/a,2026-05-27,2026-05-27,False,,,,,
RDDT,LONG,0.37536880712100923,3.7536880712100924,5.25,5.1318,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,8.4,NEGATIVE,trend_continuation,-11231728.52,153.31,220.0,115.0,43.5,24.99,245019.0,197289.0,0.805,137146.0,39597.0,265565.0,37.9,0.687,0.0,0.99,1.0,1.4,1.45,0.41,False,default,2.5,False,2,1.0,99.0,0.000102,0.0,368138.520652025,0.0,2.955834,1,0,0.070372,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.116238,0.0,0.0,0.0,1.0,0.37536880712100923,0.37536880712100923,n/a,2026-05-27,2026-05-27,False,,,,,
ARM,LONG,0.3753520087501785,3.753520087501785,6.81,4.5598,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,3.2,POSITIVE,trend_continuation,11906429.18,304.46,350.0,110.0,14.9,63.89,385781.0,452397.0,1.173,319438.0,151636.0,367104.0,98.5,0.906,2.95,0.38,0.21,1.4,1.59,0.28,False,sustained_trend,5.0,False,3,1.0,99.0,2.2e-05,0.0,1.7928310562875798,0.0,16.286839,1,0,0.527238,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.38418,0.0,0.0,0.0,1.0,0.3753520087501785,0.3753520087501785,n/a,2026-05-27,2026-05-27,False,,,,,
TLN,LONG,0.3720634790530079,3.720634790530079,5.71,4.6933,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,430.0,260.0,13.1,31.62,40501.0,30072.0,0.743,17636.0,10210.0,42727.0,77.7,0.599,1.74,0.8,0.21,1.4,1.56,0.0,False,sustained_trend,5.0,False,1,1.0,99.0,2e-05,0.0,319294.95946144336,0.0,19.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.224237,0.0,0.0,0.0,1.0,0.3720634790530079,0.3720634790530079,n/a,2026-05-27,2026-05-27,False,,,,,
DHI,LONG,0.36271148526563474,3.6271148526563475,4.85,3.8486,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",2.9,NEUTRAL,support_ema_confluence,,,150.0,140.0,1.79,4.99,27484.0,31746.0,1.155,26441.0,6827.0,25962.0,65.4,0.392,0.0,0.75,1.0,1.6,1.48,0.02,False,default,2.5,False,1,1.0,99.0,1.1e-05,0.0,2.792704935047966e-13,0.0,3.121118,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.403212,0.0,0.0,0.0,1.0,0.36271148526563474,0.36271148526563474,n/a,2026-05-27,2026-05-27,False,,,,,
AAPL,LONG,0.3591624273569645,3.591624273569645,0.0,2.155,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,7,1.0,99.0,1e-06,1e-06,257604.59287205944,0.1380040442755831,16.491997,2,2,0.388086,0.465109,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.543483,0.349767,0.0,0.0,,,,,,,False,,,,,5.37526
XLE,LONG,0.35535298481834116,3.5535298481834117,4.01,3.9998,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",5.1,NEGATIVE,retest_and_confirm,-94004157.4,,60.0,45.0,4.54,21.6,1864974.0,3232842.0,1.733,1834096.0,515356.0,2748364.0,73.0,0.272,0.0,0.7,1.0,1.4,0.35,0.55,False,default,2.5,False,2,1.0,99.0,0.0,0.0,45627.69184493754,0.0,6.579259,1,0,0.42577,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.461684,0.0,0.0,0.0,1.0,0.35535298481834116,0.35535298481834116,n/a,2026-05-27,2026-05-27,False,,,,,
QCOM,LONG,0.3452707336137752,3.452707336137752,4.95,4.4114,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern",6.0,NEGATIVE,unknown,-7385818.06,,300.0,200.0,31.59,12.27,616781.0,448217.0,0.727,448539.0,178827.0,437632.0,100.0,0.846,2.7,0.38,0.54,0.0,1.06,0.27,False,default,2.5,False,1,1.0,99.0,4e-06,0.0,963908.390073568,0.0,1.172325,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125697,0.0,0.0,0.0,1.0,0.3452707336137752,0.3452707336137752,n/a,2026-05-27,2026-05-27,False,,,,,
DVN,LONG,0.3406700245072553,3.406700245072553,2.81,3.4864,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.7,POSITIVE,bounce_and_fail,17310362.3,44.72,50.0,40.0,11.82,10.54,446504.0,157268.0,0.352,259581.0,139847.0,204344.0,74.2,0.396,0.0,0.34,1.0,1.0,0.27,0.21,False,default,2.5,False,3,1.0,0.1309987017958303,5.5e-05,2e-05,3.3802255920779755e-21,1.2901752253034802e-20,4.212394,1,1,0.0,0.489127,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.31465,0.20071,0.0,0.0,1.0,0.3406700245072553,0.3406700245072553,n/a,2026-05-27,2026-05-27,False,,,,,9.400837
