ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_candle,price_pullback_vol,price_confirm_vol
ZS,SHORT,0.43405804217662486,4.340580421766249,6.04,5.4023,price_validation_failed,"confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, pullback_to_resistance, structural_breakdown",7.1,NEUTRAL,flag_breakdown,,,200.0,120.0,32.04,20.78,92538.0,70945.0,0.767,20848.0,37664.0,61430.0,2.17,0.56,0.3,1.6,0.0,1.0,0.41
AAP,SHORT,0.43,4.3,0.0,2.58,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
SCHW,SHORT,0.42671785831011394,4.267178583101139,0.0,2.5603,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
MRVL,SHORT,0.41032976500898666,4.103297650089867,5.05,5.5266,price_validation_failed,"bearish_rejection_wick, confirmation_volume, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target","bearish_strong_close, bounce_and_fail, flag_breakdown, structural_breakdown, trend_aligned",9.8,NEGATIVE,pullback_to_resistance,-23863582.45,87.93,100.0,75.0,13.75,14.69,511675.0,667315.0,1.304,188736.0,271576.0,421168.0,0.0,0.8,0.87,1.4,0.55,1.0,0.43
ALAB,SHORT,0.4079887478084649,4.079887478084649,5.86,5.0579,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, retest_and_confirm, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.3,NEUTRAL,unknown,,,200.0,80.0,72.35,31.06,123318.0,108936.0,0.883,50221.0,42515.0,85912.0,1.53,0.52,0.16,1.4,0.92,0.47,0.86
AEM,SHORT,0.39230151750580955,3.9230151750580955,4.43,4.7105,price_validation_failed,"confirmation_volume, ema_rally, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, structural_breakdown",7.1,NEUTRAL,unknown,,,220.0,90.0,22.82,49.76,77444.0,60187.0,0.777,22626.0,26320.0,56416.0,2.03,0.0,0.32,1.2,0.33,0.0,0.55
VST,SHORT,0.3890713426626623,3.890713426626623,6.26,5.7834,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, resistance_ema_confluence, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",9.8,NEGATIVE,unknown,-29335648.55,,190.0,110.0,30.12,24.67,147327.0,203322.0,1.38,77596.0,82993.0,114246.0,1.64,0.0,0.16,1.6,1.0,1.0,0.86
HD,SHORT,0.3837692667954338,3.837692667954338,0.0,2.3026,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
CRWD,SHORT,0.377223734339678,3.77223734339678,0.0,2.2633,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
AAOI,SHORT,0.3638829513654974,3.638829513654974,4.47,4.4004,price_validation_failed,"bearish_strong_close, ema_rally, not_extended, room_to_target","bearish_rejection_wick, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown, trend_aligned",6.2,NEUTRAL,unknown,,,100.0,20.0,14.23,77.15,139636.0,100529.0,0.72,58617.0,48931.0,49406.0,0.0,0.95,1.0,1.2,0.84,0.19,0.29
XLI,SHORT,0.359862346454221,3.59862346454221,5.55,5.3843,price_validation_failed,"confirmation_volume, ema_rally, healthy_pullback_volume, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown",9.6,NEGATIVE,unknown,-3242168.05,162.0,185.0,145.0,14.43,10.31,138947.0,488923.0,3.519,66856.0,331916.0,62518.0,2.21,0.0,0.66,1.2,0.47,0.6,0.41
SHOO,SHORT,0.35721416485192375,3.5721416485192377,6.08,4.9101,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, strong_trend, trend_aligned","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.5,NEUTRAL,bounce_and_fail,,,40.0,30.0,25.67,5.75,20513.0,9156.0,0.446,10388.0,185.0,2219.0,2.54,0.22,0.0,1.0,0.66,1.0,0.66
UVIX,SHORT,0.3562011904154593,3.562011904154593,2.02,3.207,price_validation_failed,"healthy_pullback_volume, not_extended, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",4.1,POSITIVE,unknown,1060576.56,9.21,10.0,5.0,9.05,45.47,191857.0,117605.0,0.613,103137.0,59234.0,52304.0,0.0,0.31,1.0,0.0,0.0,0.46,0.25
GOOG,SHORT,0.34824055913110763,3.4824055913110765,0.0,2.0894,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
SOXS,SHORT,0.3425,3.4250000000000003,5.5,4.5225,price_validation_failed,"ema_rally, healthy_pullback_volume, not_extended, room_to_target, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown",5.8,NEUTRAL,unknown,,,45.0,38.0,10.67,6.54,23615.0,12543.0,0.531,12023.0,2100.0,3153.0,1.66,0.77,0.71,1.2,0.0,0.97,0.19
XOP,SHORT,0.3425,3.4250000000000003,2.5,4.3425,price_validation_failed,"bearish_rejection_wick, healthy_pullback_volume, room_to_target","bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned",9.4,NEGATIVE,unknown,-10612680.84,,180.0,145.0,1.63,18.13,160044.0,463483.0,2.896,136054.0,153497.0,133297.0,0.0,0.0,1.0,0.0,0.59,0.61,0.3
VRT,SHORT,0.33742036934485264,3.3742036934485267,0.0,2.0245,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
VIAV,SHORT,0.3293139839069671,3.2931398390696707,4.44,4.4786,price_validation_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",7.5,NEUTRAL,bounce_and_fail,,,35.0,18.0,11.32,42.75,73588.0,9903.0,0.135,5488.0,22551.0,17882.0,0.0,0.76,1.0,1.0,0.71,0.36,0.61
SHLS,SHORT,0.3272944916900273,3.272944916900273,4.22,4.2025,price_validation_failed,"healthy_pullback_volume, not_extended, room_to_target, strong_trend, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown",6.5,NEUTRAL,unknown,,,7.0,5.0,14.75,18.03,65758.0,12031.0,0.183,24308.0,3177.0,40779.0,2.31,0.46,0.26,0.0,0.0,1.0,0.19
TEM,SHORT,0.3228550991779582,3.228550991779582,5.36,4.4823,price_validation_failed,"ema_rally, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",6.3,NEGATIVE,unknown,-4529278.89,,60.0,45.0,27.77,4.17,179907.0,118709.0,0.66,75331.0,50611.0,130115.0,2.15,0.2,0.0,1.2,0.6,0.98,0.24
GLXY,SHORT,0.3181224314583622,3.181224314583622,0.0,1.9087,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
CORZ,SHORT,0.317996417368034,3.1799641736803403,0.0,1.908,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
GDX,SHORT,0.31449166145576213,3.144916614557621,4.5,4.6625,price_validation_failed,"bounce_and_fail, confirmation_volume, strong_trend, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",8.7,NEGATIVE,bounce_and_fail,-114041841.9,80.11,90.0,75.0,12.33,6.39,1081283.0,1051545.0,0.972,322699.0,475182.0,785007.0,2.44,0.0,0.0,1.0,0.51,0.0,0.56
MU,SHORT,0.30889736830419123,3.088973683041912,0.0,1.8534,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
XBI,SHORT,0.308248402532442,3.08248402532442,5.37,4.7922,price_validation_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, retest_and_confirm, trend_aligned","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",8.2,NEGATIVE,unknown,-5049317.97,,135.0,110.0,12.21,8.57,321879.0,572626.0,1.779,217210.0,145456.0,255122.0,1.6,0.43,0.05,1.4,0.76,0.63,0.49
BRKB,SHORT,0.3037287270832688,3.037287270832688,0.0,1.8224,error: No OHLCV data returned for ticker=BRKB,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
ISRG,SHORT,0.30363152650072195,3.0363152650072194,6.17,4.9092,price_validation_failed,"confirmation_volume, ema_rally, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",7.7,NEUTRAL,unknown,,,520.0,450.0,8.79,5.85,51450.0,57255.0,1.113,16777.0,25820.0,37041.0,2.16,0.61,0.0,1.2,0.78,0.89,0.54
SBUX,SHORT,0.29501246853950647,2.950124685395065,0.0,1.7701,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
MSFT,SHORT,0.29162610693054575,2.9162610693054574,5.3,4.7281,price_validation_failed,"confirmation_volume, ema_rally, healthy_pullback_volume, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",8.4,NEGATIVE,unknown,-633014747.2,,575.0,350.0,50.57,8.35,2603936.0,1186226.0,0.456,659051.0,707676.0,1851207.0,2.01,0.0,0.0,1.2,0.61,0.88,0.59
PLTR,SHORT,0.28676203950687496,2.8676203950687498,5.37,4.9048,price_validation_failed,"bearish_strong_close, healthy_pullback_volume, not_extended, retest_and_confirm, room_to_target","bearish_rejection_wick, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",9.3,NEGATIVE,unknown,-27065164.12,150.59,160.0,100.0,6.19,33.63,1834671.0,1953104.0,1.065,574830.0,760230.0,1685179.0,0.0,0.94,1.0,1.4,0.72,1.0,0.31
HOOD,SHORT,0.28479569521460424,2.8479569521460424,6.02,4.15,price_validation_failed,"confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, pullback_to_resistance, room_to_target, structural_breakdown",4.6,NEGATIVE,flag_breakdown,-43088255.25,,100.0,70.0,41.06,1.26,1191664.0,739203.0,0.62,370112.0,369975.0,766489.0,2.25,0.28,0.0,1.6,0.54,0.85,0.51
CRK,SHORT,0.28182282919634294,2.8182282919634294,0.0,1.6909,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
DDOG,SHORT,0.2791883809179535,2.7918838091795353,0.0,1.6751,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
COST,SHORT,0.27485655674052895,2.7485655674052896,4.49,3.9813,price_validation_failed,"bearish_rejection_wick, bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, resistance_ema_confluence","bounce_and_fail, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",6.3,NEUTRAL,unknown,,,1600.0,800.0,64.55,17.72,119753.0,115895.0,0.968,42170.0,41799.0,85547.0,0.0,0.5,0.0,1.6,0.83,0.98,0.59
KRE,SHORT,0.26879613619047615,2.6879613619047618,0.0,1.6128,weak_bearish_flow,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,,,,,,,
NEM,LONG,0.34232736195802344,0.34232736195802344,1.07,0.6334,watchlist_reeval_failed,"confirmation_volume, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.0,0.55,0.0,0.0,0.0,0.53
SLV,LONG,0.29415107253830675,0.29415107253830675,1.39,0.7325,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, not_extended, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.0,0.64,0.0,0.0,0.41,0.33
TSM,LONG,0.2726510575087494,0.2726510575087494,3.38,1.5156,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, support_ema_confluence","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.28,0.51,1.6,0.0,0.49,0.5
BMNR,LONG,0.27110487366467906,0.27110487366467906,4.25,1.8627,watchlist_reeval_failed,"bullish_rejection_wick, confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended","bounce_and_fail, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.91,0.03,1.2,1.0,0.51,0.6
CIA,SHORT,0.589127782069222,0.589127782069222,4.51,2.1575,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,2.01,0.38,0.0,1.0,0.0,0.56,0.56
LEU,SHORT,0.28676273848710104,0.28676273848710104,6.46,2.7561,watchlist_reeval_failed,"bearish_strong_close, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, trend_aligned","bearish_rejection_wick, bounce_and_fail, pullback_to_resistance, room_to_target, structural_breakdown",,,flag_breakdown,,,,,,,,,,,,,1.66,0.35,0.0,1.6,0.95,0.9,1.0
EXE,LONG,0.2270506807804592,0.2270506807804592,3.88,1.6882,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.92,0.37,1.6,0.0,0.0,0.99
OKE,LONG,0.18465883144319192,0.18465883144319192,5.44,2.2868,watchlist_reeval_failed,"confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout",,,unknown,,,,,,,,,,,,,2.21,0.25,0.0,1.2,0.0,0.78,1.0
ASTS,SHORT,0.29893400347472,0.29893400347472,4.27,1.8874,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, retest_and_confirm, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.96,0.36,1.4,0.4,0.68,0.47
SM,SHORT,0.28994788768666385,0.28994788768666385,2.71,1.258,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.71
GDXJ,SHORT,0.2560531170424425,0.2560531170424425,4.47,1.9416,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, strong_trend, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown",,,bounce_and_fail,,,,,,,,,,,,,2.28,0.0,0.0,1.0,0.58,0.0,0.61
AVGO,LONG,0.3238721556621676,0.3238721556621676,2.37,1.1423,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.43,1.0,0.0,0.0,0.46,0.49
LNG,LONG,0.31534403069398415,0.31534403069398415,4.0,1.7892,watchlist_reeval_failed,"confirmation_volume, room_to_target, strong_trend, trend_aligned","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, structural_breakout",,,unknown,,,,,,,,,,,,,2.75,0.0,0.56,0.0,0.0,0.0,0.7
NVO,LONG,0.3044475852671384,0.3044475852671384,2.94,1.3587,watchlist_reeval_failed,"bounce_and_fail, healthy_pullback_volume, room_to_target","bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, not_extended, pullback_to_support, structural_breakout, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.0,0.72,1.0,0.0,0.93,0.29
CVNA,LONG,0.2944799133940591,0.2944799133940591,2.02,0.9847,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.16,0.73,0.0,0.0,0.75,0.38
QQQ,LONG,0.2944003412450158,0.2944003412450158,2.33,1.1086,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.08,1.0,0.0,0.0,0.75,0.5
SOFI,LONG,0.2798175971504504,0.2798175971504504,2.48,1.1599,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.29,0.84,1.0,0.0,0.0,0.35
IWM,SHORT,0.32494924387203705,0.32494924387203705,6.65,2.855,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, strong_trend, structural_breakdown, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance",,,structural_breakdown,,,,,,,,,,,,,2.35,0.54,0.0,2.0,0.59,0.53,0.65
DELL,SHORT,0.3129634552198107,0.3129634552198107,5.13,2.2398,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.14,1.0,1.0,1.0,0.99,1.0
FDX,SHORT,0.2078851240073546,0.2078851240073546,4.32,1.8527,watchlist_reeval_failed,"bearish_strong_close, confirmation_volume, ema_rally, not_extended, room_to_target","bearish_rejection_wick, bounce_and_fail, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.88,0.24,1.2,1.0,0.0,1.0
TQQQ,LONG,0.21720191045381462,0.21720191045381462,2.04,0.9463,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.04,1.0,0.0,0.0,0.54,0.45
NOW,LONG,0.2150877380952381,0.2150877380952381,3.22,1.4171,watchlist_reeval_failed,"confirmation_volume, ema_pullback, healthy_pullback_volume, not_extended","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, room_to_target, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.67,0.0,1.2,0.0,1.0,0.35
SNDK,SHORT,0.2446039259371901,0.2446039259371901,4.33,1.8788,watchlist_reeval_failed,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,bounce_and_fail,,,,,,,,,,,,,0.0,0.49,1.0,1.0,0.89,0.5,0.44
GS,SHORT,0.23166741666666668,0.23166741666666668,5.22,2.227,watchlist_reeval_failed,"bearish_rejection_wick, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, trend_aligned","bearish_strong_close, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown",,,unknown,,,,,,,,,,,,,2.17,0.59,0.26,0.0,0.8,1.0,0.41
XLU,SHORT,0.22806510333333335,0.22806510333333335,4.62,1.9848,watchlist_reeval_failed,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, retest_and_confirm, room_to_target","bearish_rejection_wick, bounce_and_fail, flag_breakdown, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.0,0.87,1.4,1.0,0.65,0.7
COIN,SHORT,0.21890593755569843,0.21890593755569843,4.75,2.0313,watchlist_reeval_failed,"healthy_pullback_volume, not_extended, retest_and_confirm, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.88,1.0,1.4,0.46,0.74,0.27
NVDA,LONG,0.24709278364557738,0.24709278364557738,2.28,1.0603,watchlist_reeval_failed,"confirmation_volume, healthy_pullback_volume, not_extended, room_to_target","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, pullback_to_support, structural_breakout, trend_aligned",,,unknown,,,,,,,,,,,,,0.0,0.19,1.0,0.0,0.0,0.72,0.37
