ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
PWR,LONG,0.6108449790842596,6.108449790842596,0.0,3.6651,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,16,1.0,0.5881345658551201,5.3e-05,4.1e-05,0.0025015426706787346,0.00708891812608001,21.648377,5.418333,0,1,1.9e-05,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.45148,0.418218,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
KRE,LONG,0.5065163738543761,5.065163738543761,5.44,5.6046,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,7.2,NEGATIVE,ema_pullback,-76377397.18,,80.0,65.0,6.69,13.32,581922.0,1167729.0,2.007,438450.0,448205.0,862996.0,12.9,0.231,1,1.0,99.0,0.003009,0.0,2.0396044958507645e-16,0.0,5.623862,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.451141,0.0,0.0,0.0,False,1.74,0.62,1.0,1.2,0.42,0.46,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-08-24,2026-08-24,,,,
EME,LONG,0.4736818997216682,4.736818997216682,1.63,4.7174,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",9.3,NEGATIVE,unknown,-105032.28,762.71,900.0,760.0,18.0,0.36,3510.0,1927.0,0.549,860.0,1168.0,3409.0,30.5,0.387,1,0.7,99.0,1.7e-05,0.0,574789.8648667587,0.0,1.3,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.600411,0.0,0.0,0.0,False,0.0,0.5,1.0,0.0,0.09,0.03,False,default,2.5,False,1.0,0.4736818997216682,0.4736818997216682,n/a,2026-08-24,2026-08-24,,,,
DKS,LONG,0.4641312761679483,4.641312761679483,2.46,4.3187,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.3,NEGATIVE,unknown,-1527656.81,182.74,200.0,160.0,9.39,12.49,17070.0,22168.0,1.299,26245.0,2480.0,10513.0,85.8,0.518,1,1.0,99.0,5.5e-05,0.0,9.637867582474916e-24,0.0,127.290909,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.044698,0.0,0.0,0.0,False,0.0,0.17,1.0,0.0,0.58,0.71,False,default,2.5,False,1.0,0.4641312761679483,0.4641312761679483,n/a,2026-08-24,2026-08-24,,,,
BNO,LONG,0.4527572425816157,4.527572425816157,5.95,5.3488,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,6.5,POSITIVE,trend_continuation,4150004.15,53.09,60.0,50.0,13.03,5.81,277932.0,32477.0,0.117,58328.0,126807.0,125274.0,32.3,0.501,6,1.0,15.858789716004043,0.014792,0.008102,1.1199792835321928e-15,3.5310994835941214e-17,1070.00935,171.947854,0,0,0.0,0.072319,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52239,0.46446,0.0,0.0,False,1.85,0.69,0.05,1.4,0.97,1.0,False,sustained_trend,5.0,False,1.0,0.4527572425816157,0.4527572425816157,n/a,2026-08-24,2026-08-24,,,,
TTWO,LONG,0.4500120813803325,4.500120813803325,3.53,4.8691,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,7.8,NEGATIVE,ema_pullback,-1571670.35,,300.0,200.0,26.42,15.72,138519.0,103633.0,0.748,114140.0,41905.0,86107.0,56.4,0.42,1,1.0,99.0,0.000157,0.0,1.452937842342881e-15,0.0,4.954082,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.542599,0.0,0.0,0.0,False,0.0,0.79,0.38,1.2,0.68,0.47,False,default,2.5,False,1.0,0.4500120813803325,0.4500120813803325,n/a,2026-08-24,2026-08-24,,,,
MOD,LONG,0.3536485853650854,3.5364858536508543,2.02,3.4342,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.3,POSITIVE,unknown,397679.05,187.31,250.0,160.0,33.56,14.52,11169.0,8165.0,0.731,8736.0,3181.0,7417.0,29.5,0.711,1,1.0,99.0,5.8e-05,0.0,8.422914944903562e-24,0.0,5.641026,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.596226,0.0,0.0,0.0,False,0.0,0.53,1.0,0.0,0.24,0.24,False,default,2.5,False,1.0,0.3536485853650854,0.3536485853650854,n/a,2026-08-24,2026-08-24,,,,
CLF,LONG,0.3442493291309178,3.4424932913091784,7.27,5.1622,weak_relative_strength (-2.7% vs SPY),"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.3,POSITIVE,ema_pullback,2371569.9,,15.0,8.0,24.69,33.5,451708.0,241149.0,0.534,228981.0,64816.0,399060.0,50.3,0.677,1,1.0,99.0,0.000118,0.0,1.2390608812685069e-65,0.0,3.225101,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.239306,0.0,0.0,0.0,False,1.66,0.78,1.0,1.2,1.63,1.0,False,default,2.5,False,1.0,0.3442493291309178,0.3442493291309178,n/a,2026-08-24,2026-08-24,,,,
CRCL,LONG,0.34187653509624677,3.4187653509624676,7.27,5.0504,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, volume_capitulation_reversal",not_extended,5.8,POSITIVE,unknown,6547944.57,91.25,100.0,60.0,9.45,34.33,412629.0,321703.0,0.78,255696.0,97964.0,380672.0,39.3,0.835,3,1.0,99.0,9.6e-05,0.0,29.93329562661003,0.0,1.281548,,3,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.72367,0.0,0.0,0.0,False,2.02,0.0,1.0,1.4,1.85,1.0,True,default,2.5,True,1.0,0.34187653509624677,0.34187653509624677,n/a,2026-08-24,2026-08-24,,,,
FN,LONG,0.3357207794092292,3.3572077940922918,2.07,3.9196,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",8.1,NEGATIVE,unknown,-1832924.16,,450.0,400.0,7.27,4.65,10739.0,9843.0,0.917,5500.0,7235.0,7847.0,15.8,0.634,3,1.0,99.0,3.3e-05,1.7e-05,2.1127025541487663e-18,2.2521293195370218e-37,1.549911,84.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.534261,0.541302,0.0,0.0,False,0.0,0.25,1.0,0.0,0.11,0.71,False,default,2.5,False,1.0,0.3357207794092292,0.3357207794092292,n/a,2026-08-24,2026-08-24,,,,
