ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
CHTR,LONG,0.32279412334268004,3.2279412334268005,3.57,4.145,price_validation_failed,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned",7.3,NEUTRAL,trend_continuation,,,400.0,160.0,111.26,15.5,74726.0,64151.0,0.858,31989.0,32674.0,74214.0,55.8,0.487,0.0,0.0,1.0,1.4,0.17,1.0,1,1.0,99.0,1.2e-05,0.0,22943.450903223325,0.0,9.605405,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.52301,0.0,0.0,0.0,,,,
XPEV,LONG,0.32144607637868416,3.2144607637868416,0.0,1.9287,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,5.11326080390034e-13,1.679457009255867e-22,6.849105,16.983051,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,,,,
ALAB,LONG,0.31790219603895165,3.1790219603895165,7.89,4.4365,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,2.4,NEUTRAL,trend_continuation,,,210.0,80.0,0.56,61.69,120494.0,101674.0,0.844,86430.0,41033.0,94705.0,94.5,1.057,2.78,0.0,1.0,1.4,1.77,0.95,1,1.0,99.0,4.8e-05,0.0,9.938857343288322e-08,0.0,23.857143,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.632484,0.0,0.0,0.0,,,,
ORCL,LONG,0.3037559865041824,3.037559865041824,5.9,4.7888,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.5,NEGATIVE,trend_continuation,-45122693.44,,200.0,150.0,16.37,12.72,1422464.0,1129383.0,0.794,871134.0,588029.0,1092684.0,59.6,0.541,2.2,0.56,1.0,1.4,0.11,0.63,1,1.0,99.0,1e-06,0.0,2522.3240366329605,0.0,14.0,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.499918,0.0,0.0,0.0,,,,
HUT,LONG,0.3005895657680579,3.005895657680579,5.4,4.5429,price_validation_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",7.1,NEUTRAL,trend_continuation,,,100.0,35.0,25.96,55.91,146414.0,84187.0,0.575,85252.0,57596.0,87753.0,58.7,1.052,2.37,0.0,0.1,1.4,1.2,0.34,1,1.0,99.0,0.00015,0.0,6.588293221804511e-08,0.0,2.684549,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459926,0.0,0.0,0.0,,,,
SLB,LONG,0.30017530857330665,3.0017530857330668,7.33,4.6399,weak_relative_strength (-9.9% vs SPY),"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.7,POSITIVE,unknown,24305189.91,54.83,65.0,42.5,18.72,22.37,469679.0,296380.0,0.631,163650.0,142947.0,459462.0,77.1,0.391,2.21,0.52,1.0,1.2,1.4,1.0,1,0.7,99.0,7e-06,0.0,477889.3303514831,0.0,4.324242,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3e-06,0.0,0.453049,0.0,0.0,0.0,,,,
MCHP,LONG,0.29220414140923523,2.9220414140923525,6.45,4.356,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.8,POSITIVE,trend_continuation,3296504.72,88.17,120.0,50.0,36.12,43.28,227451.0,92470.0,0.407,41288.0,170613.0,108020.0,100.0,0.615,2.75,0.0,0.32,1.4,1.41,0.57,1,1.0,99.0,1.7e-05,0.0,2.3781011036951505e-22,0.0,1.597451,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.442268,0.0,0.0,0.0,,,,
META,LONG,0.2832716832255845,2.832716832255845,0.0,1.6996,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,3.1540335335156975e-08,1e-06,1e-06,8.720394382735101e-07,27.64838829413067,154.0,6.085714,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.784616,0.776307,0.0,0.0,,,,
RDDT,LONG,0.2799537259659537,2.799537259659537,3.72,3.7958,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.4,NEGATIVE,trend_continuation,-5950402.91,,220.0,115.0,45.07,24.17,230306.0,188042.0,0.816,99883.0,74725.0,243740.0,80.1,0.867,0.0,0.95,1.0,1.4,0.12,0.25,1,1.0,99.0,2.7e-05,0.0,9.290951078790566e-24,0.0,12.844828,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.167754,0.0,0.0,0.0,,,,
AMD,LONG,0.2651186698414665,2.651186698414665,0.0,1.5907,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,99.0,1e-06,0.0,350729.6747019491,0.0,15.388462,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.086405,0.0,0.0,0.0,,,,
APLD,LONG,0.26479697628882004,2.6479697628882004,0.0,1.5888,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281582e-09,0.000198,0.000265,1.5151717080931562e-06,134.35664628087116,2.480984,4.821407,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,,,,
GOOGL,LONG,0.25798993090021,2.5798993090021,6.01,4.3329,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,6.2,NEGATIVE,trend_continuation,-21159433.9,339.79,350.0,300.0,3.01,11.7,1542596.0,1299529.0,0.842,742096.0,628768.0,1471261.0,61.7,0.356,2.37,0.0,0.29,1.4,1.59,0.37,1,1.0,99.0,0.0,0.0,9.803154163452e-07,0.0,5.653308,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.125475,0.0,0.0,0.0,,,,
VRT,LONG,0.2514536401394726,2.514536401394726,0.0,1.5087,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,3e-06,8e-06,1248.3522592170582,0.00035454388249188417,182.958333,4.735915,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.003145,0.162898,0.0,0.0,,,,
AAOI,LONG,0.25070916410633226,2.5070916410633224,6.38,3.9475,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,3.9,POSITIVE,retest_and_confirm,2631893.2,154.81,200.0,20.0,29.27,87.07,131190.0,120124.0,0.916,122488.0,54221.0,74605.0,94.6,1.569,2.44,0.39,0.27,1.4,1.08,0.79,2,1.0,22.16770828212151,9.3e-05,5.6e-05,3296.5378168021216,148.70900387392837,2.752688,311.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.233146,0.123647,0.0,0.0,,,,
MSFT,LONG,0.24802900107324782,2.480290010732478,5.7,4.2501,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.5,NEGATIVE,trend_continuation,-158155392.94,,450.0,400.0,7.27,4.65,2683112.0,1291002.0,0.481,1159777.0,836833.0,1977504.0,98.2,0.381,2.16,0.17,1.0,1.4,0.73,0.24,1,1.0,99.0,0.0,0.0,1881.1889306709838,0.0,2.395833,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.29198,0.0,0.0,0.0,,,,
QBTS,LONG,0.2465738167223449,2.4657381672234493,3.89,3.7599,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",6.8,NEGATIVE,ema_pullback,-612511.63,,30.0,5.0,64.7,72.55,324734.0,220532.0,0.679,184073.0,101568.0,259625.0,76.6,1.084,0.0,0.97,1.0,1.2,0.16,0.56,1,1.0,99.0,3.6e-05,0.0,3.722807307750099e-06,0.0,2.417592,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.109074,0.0,0.0,0.0,,,,
RBLX,LONG,0.23004130652723398,2.30041306527234,0.0,1.3802,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,1.4e-05,2.8e-05,1.3168444251716003e-16,3.23817294893947e-21,2.580858,4.532394,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.429756,0.502153,0.0,0.0,,,,
BMNR,LONG,0.22545523588180225,2.2545523588180223,3.95,3.1123,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",4.0,POSITIVE,trend_continuation,7364642.51,21.91,25.0,18.0,14.1,17.85,1133989.0,508941.0,0.449,641231.0,243265.0,758434.0,0.8,0.842,0.0,0.9,1.0,1.4,0.35,0.29,1,0.7,99.0,9.3e-05,0.0,65013.9074722867,0.0,2.739009,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.105305,0.0,0.0,0.0,,,,
WDAY,LONG,0.22064352943046645,2.2064352943046646,3.39,3.1402,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.1,NEUTRAL,trend_continuation,,,200.0,100.0,74.72,12.64,88220.0,64815.0,0.735,41724.0,32312.0,78999.0,100.0,0.735,0.0,0.28,1.0,1.4,0.09,0.62,1,1.0,99.0,2.9e-05,0.0,14.388214094259594,0.0,1.930159,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.461269,0.0,0.0,0.0,,,,
USO,LONG,0.21224891738909543,2.1224891738909544,5.85,4.0562,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.2,NEGATIVE,trend_continuation,-7736895.39,,150.0,100.0,12.29,25.14,728239.0,1047340.0,1.438,714529.0,525406.0,535644.0,82.9,0.762,2.05,0.43,0.37,1.4,1.57,0.03,1,1.0,99.0,0.000448,0.0,50368.68649673476,0.0,,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.5e-05,0.0,0.851281,0.0,0.0,0.0,,,,
ARM,LONG,0.1870353818219228,1.870353818219228,0.0,1.1222,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,0.42223695503953573,1e-06,5e-06,28305.06527513949,67035.97337302977,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,
CRWD,LONG,0.18079823641902498,1.80798236419025,5.78,3.978,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.7,NEGATIVE,trend_continuation,-9177424.22,,470.0,300.0,6.56,31.98,210430.0,179831.0,0.855,117996.0,84225.0,188040.0,74.2,0.499,1.74,0.54,1.0,1.4,0.94,0.15,1,1.0,99.0,9e-06,0.0,2.297364922374735e-11,0.0,1.836735,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332835,0.0,0.0,0.0,,,,
CEG,LONG,0.17950719609694235,1.7950719609694235,5.4,3.4975,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.9,NEUTRAL,retest_and_confirm,,,350.0,200.0,13.59,35.09,85669.0,121080.0,1.413,73303.0,60201.0,73245.0,91.9,0.579,0.0,0.58,1.0,1.4,1.93,0.49,1,0.7,99.0,5e-06,0.0,440198.01377919444,0.0,1.892857,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.217091,0.0,0.0,0.0,,,,
AMZN,LONG,0.1392018986028929,1.392018986028929,0.0,0.8352,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,8.28433906365978,0.0,1e-06,0.005867686486736393,0.0007082866166687556,1.240876,1.219573,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.282821,0.465222,0.0,0.0,,,,
APH,SHORT,0.37407272168377526,3.7407272168377528,3.59,4.0474,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.5,NEUTRAL,bounce_and_fail,,,150.0,95.0,0.05,36.64,54460.0,80971.0,1.487,72343.0,31607.0,31481.0,98.7,0.606,0.0,0.31,1.0,1.0,1.1,0.17,2,1.0,0.0,0.0,7e-06,0.0,1590.981897724257,,15.995671,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.53164,0.0,0.0,,,,
DPZ,SHORT,0.3736854613614979,3.736854613614979,5.98,4.7824,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,410.0,340.0,10.94,8.0,6309.0,12504.0,1.982,9416.0,3782.0,5615.0,96.5,0.402,1.53,0.93,0.89,1.4,0.77,0.45,1,1.0,0.0,0.0,2.9e-05,0.0,4.222080599667927e-25,,27.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.621069,0.0,0.0,,,,
APLD,SHORT,0.3649232435486766,3.6492324354867662,0.0,2.1895,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,2.8193091857281582e-09,0.000198,0.000265,1.5151717080931562e-06,134.35664628087116,2.480984,4.821407,1,0,0.0,0.584186,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.410047,0.3847,0.0,0.0,,,,
SPY,SHORT,0.35125440469841274,3.5125440469841274,1.25,3.6313,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.5,NEGATIVE,unknown,-3351782980.04,,800.0,600.0,12.4,15.7,5758653.0,12551234.0,2.18,8734930.0,4662626.0,4912331.0,66.0,0.158,0.0,0.0,1.0,0.0,0.12,0.13,2,1.0,0.0,0.0,0.0,0.0,1155.2286030664536,,2.022669,0,0,0.0,0.480203,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.377635,0.0,0.0,,,,
ON,SHORT,0.32521229658445133,3.252122965844513,0.0,1.9513,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.6e-05,0.0,159.04370028990266,,14.234694,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.188261,0.0,0.0,,,,
LITE,SHORT,0.32174487240204397,3.2174487240204397,0.0,1.9305,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,99.0,0.000105,5.2e-05,480.05356394055434,8.036729740243063e-06,34.375,6.2475,1,0,0.0,0.277727,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.001432,0.8145,0.0,0.0,,,,
MRVL,SHORT,0.30564611836006567,3.0564611836006566,0.0,1.8339,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,11,1.0,99.0,8e-05,2e-06,28526.53343203362,1100.4781432976067,105.727082,50.90184,7,0,0.397656,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.657598,0.197832,0.0,0.0,,,,
TER,SHORT,0.30464988932860104,3.04649889328601,1.49,2.9302,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.8,NEUTRAL,unknown,,,440.0,350.0,6.56,15.23,39106.0,24753.0,0.633,28475.0,12734.0,22650.0,97.5,0.838,0.0,0.0,1.0,0.0,0.08,0.41,1,0.7,0.0,0.0,1.2e-05,0.0,649482.8934835366,,25.5,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,3e-06,0.0,0.286259,0.0,0.0,,,,
XPEV,SHORT,0.2981588700467622,2.981588700467622,0.0,1.789,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,0.7,99.0,5.6e-05,4.1e-05,5.11326080390034e-13,1.679457009255867e-22,6.849105,16.983051,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.6571,0.171373,0.0,0.0,,,,
ARM,SHORT,0.29279226879874387,2.9279226879874387,0.0,1.7568,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.42223695503953573,1e-06,5e-06,28305.06527513949,67035.97337302977,1.643478,2.904762,0,1,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.1238,0.745486,0.0,0.0,,,,
CORZ,SHORT,0.29189221015236816,2.9189221015236817,3.01,3.3825,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.1,POSITIVE,bounce_and_fail,23110744.06,21.14,27.0,12.0,27.84,43.18,1199813.0,597283.0,0.498,531557.0,584682.0,680857.0,65.6,0.906,0.0,0.0,1.0,1.0,0.54,0.47,1,1.0,0.0,0.0,9.4e-05,0.0,1.3622369664618488e-16,,13.419811,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.586924,0.0,0.0,,,,
LRCX,SHORT,0.27815220740683944,2.7815220740683944,3.55,3.2758,price_validation_failed,"confirmation_volume, not_extended, room_to_target, shooting_star_at_resistance","momentum_aligned, trend_aligned",4.1,POSITIVE,unknown,22872669.95,270.19,370.0,240.0,36.97,11.15,258000.0,282782.0,1.096,171703.0,150707.0,218372.0,78.1,0.634,0.0,0.23,1.0,1.2,0.51,0.61,2,1.0,0.0,0.0,5e-06,0.0,5.367678699469173,,48.555804,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.230452,0.0,0.0,,,,
