ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bearish_vol_oi,bullish_score_z_shadow,bearish_score_z_shadow
PTON,LONG,0.40079809193549715,4.007980919354972,6.78,4.958,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.6,POSITIVE,trend_continuation,1414524.42,5.2,10.0,3.0,93.05,42.08,527948.0,205292.0,0.389,130302.0,237590.0,365348.0,85.3,0.875,2.29,0.11,1.0,1.4,1.67,0.31,1,1.0,99.0,0.000268,0.0,9.90724067939387e-28,0.0,3.887723,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.585488,0.0,0.0,0.0,,,
SATS,LONG,0.3886891450120111,3.886891450120111,5.34,5.2454,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",8.5,NEGATIVE,trend_continuation,-1084439.88,135.03,150.0,100.0,11.02,25.99,324516.0,137751.0,0.424,72026.0,206677.0,183564.0,62.5,0.632,2.14,0.18,0.0,1.4,1.59,0.03,3,1.0,8.53610177955394e-09,0.000239,9.3e-05,6.23485005049299e-26,1.4608190510162348e-17,2.79202,0,0,0.477696,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.236975,0.063842,0.0,0.0,1.587619,,
SOXX,LONG,0.35840238284380316,3.5840238284380317,5.9,4.582,price_validation_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.1,NEUTRAL,trend_continuation,,,450.0,290.0,7.77,30.55,40142.0,101666.0,2.533,83518.0,20258.0,38032.0,72.5,0.39,2.59,0.0,0.0,1.4,1.9,0.0,1,1.0,99.0,9.5e-05,0.0,5.734619145045427e-09,0.0,582.8,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.320583,0.0,0.0,0.0,,,
PONY,LONG,0.3414994530821066,3.4149945308210663,4.41,4.4705,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.2,NEUTRAL,retest_and_confirm,,,12.5,10.0,8.23,13.42,96487.0,23551.0,0.244,83699.0,15535.0,20804.0,52.1,0.832,0.0,0.37,1.0,1.4,1.58,0.05,1,1.0,99.0,0.000275,0.0,179.396756792084,0.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367252,0.0,0.0,0.0,,,
EXE,LONG,0.34029125100958985,3.4029125100958986,1.59,3.4785,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.5,NEUTRAL,unknown,,,120.0,90.0,25.69,5.73,45564.0,87846.0,1.928,69157.0,29343.0,34910.0,56.1,0.329,0.0,0.09,1.0,0.0,0.37,0.14,1,1.0,99.0,1.3e-05,0.0,5.399592857143898e-10,0.0,750.0,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.069923,0.0,0.0,0.0,,,
PDD,LONG,0.33179163360472236,3.3179163360472237,4.77,4.39,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.5,POSITIVE,retest_and_confirm,22283498.78,104.17,125.0,100.0,19.96,4.03,647082.0,384333.0,0.594,271573.0,330557.0,429285.0,56.7,0.364,1.56,0.66,0.18,1.4,0.87,0.09,6,1.0,99.0,2.8e-05,1.2e-05,76.48211224685039,8.917305706057414e-20,2.443749,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.1561,0.150757,0.0,0.0,2.610623,,
DIA,LONG,0.3278720852059578,3.278720852059578,0.0,1.9672,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2,1.0,2.5467339181793216,0.0,0.0,244.01539302591212,95.81503245551482,172.0,0,0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.645876,0.421066,0.0,0.0,3.242812,,
WDAY,LONG,0.31792606419652475,3.1792606419652474,5.18,4.3036,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.8,NEUTRAL,retest_and_confirm,,,200.0,120.0,56.32,6.21,77218.0,55148.0,0.714,25050.0,30268.0,77048.0,99.7,0.654,0.0,0.85,1.0,1.4,1.45,0.47,1,1.0,99.0,2.7e-05,0.0,554374.2174463085,0.0,1.930159,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-05,0.0,0.461269,0.0,0.0,0.0,,,
WULF,LONG,0.31593743293121523,3.1593743293121523,5.21,4.2227,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,POSITIVE,trend_continuation,15526344.98,20.48,25.0,11.0,21.95,46.34,1424540.0,675807.0,0.474,725607.0,618647.0,756093.0,61.1,1.014,1.95,0.13,0.0,1.4,1.46,0.28,3,1.0,99.0,0.000136,7.5e-05,54.66083853235839,0.348877996617207,45.449125,0,0,0.005034,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.074976,0.509915,0.0,0.0,1.765654,,
ALAB,LONG,0.3009211316418619,3.009211316418619,6.19,4.4216,price_validation_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",5.3,NEUTRAL,trend_continuation,,,200.0,80.0,13.77,54.49,102070.0,84320.0,0.826,64925.0,33907.0,87558.0,79.7,0.98,2.46,0.0,0.25,1.4,1.87,0.2,1,1.0,99.0,5.5e-05,0.0,0.003829416372247493,0.0,23.857143,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.632484,0.0,0.0,0.0,,,
