ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,entry_price,stop_price,target_1,rr_ratio,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
ACMR,LONG,0.6377438387282546,6.377438387282545,7.68,6.6127,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.6,NEUTRAL,trend_continuation,,,100.0,75.0,12.82,15.39,31916.0,8300.0,0.26,12918.0,10004.0,17294.0,93.8,0.955,2.68,0.18,1.0,1.4,1.9,0.51,False,sustained_trend,5.0,False,88.64,78.0,100.0,1.07,2,1.0,99.0,0.000229,0.0,180624.18253365436,0.0,154.37931,1,0,0.039691,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4e-06,0.0,0.074323,0.0,0.0,0.0,1.0,0.6377438387282546,0.6377438387282546,n/a,2026-05-27,2026-05-27,False,
EMN,LONG,0.5971878822768146,5.971878822768146,6.3,6.4159,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.7,NEUTRAL,ema_pullback,,,80.0,70.0,5.39,7.79,12121.0,5025.0,0.415,9850.0,1380.0,5916.0,50.2,0.406,1.55,0.56,1.0,1.2,1.79,0.19,False,default,2.5,False,,,,,1,1.0,99.0,6.6e-05,0.0,207828.30739971486,0.0,4.118644,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,8e-06,0.0,0.341436,0.0,0.0,0.0,1.0,0.5971878822768146,0.5971878822768146,n/a,2026-05-27,2026-05-27,False,
CPNG,LONG,0.5714967161374336,5.714967161374336,4.57,5.2485,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,bounce_and_fail,2511279.92,16.48,25.0,15.0,51.88,8.87,489851.0,166101.0,0.339,235515.0,81150.0,339287.0,70.4,0.509,0.0,0.73,1.0,1.0,1.74,0.09,False,default,2.5,False,,,,,1,1.0,99.0,5.6e-05,0.0,714060.2646702072,0.0,11.44763,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.472333,0.0,0.0,0.0,1.0,0.5714967161374336,0.5714967161374336,n/a,2026-05-27,2026-05-27,False,
CPRI,LONG,0.5617159973469876,5.617159973469876,5.63,5.7176,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,6.1,NEUTRAL,retest_and_confirm,,,25.0,12.5,36.84,31.58,130454.0,17494.0,0.134,87643.0,35707.0,24598.0,11.9,0.457,0.0,0.96,1.0,1.4,1.26,1.0,False,default,2.5,False,,,,,1,1.0,99.0,0.000471,0.0,31869.129452309196,0.0,682.272727,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.332689,0.0,0.0,0.0,1.0,0.5617159973469876,0.5617159973469876,n/a,2026-05-27,2026-05-27,False,
ANF,LONG,0.5414824539803834,5.414824539803834,5.28,5.6914,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,7.0,NEUTRAL,unknown,,,100.0,60.0,22.82,26.31,39680.0,39207.0,0.988,52377.0,5860.0,20650.0,54.3,0.537,0.0,0.74,1.0,1.2,1.34,1.0,False,consolidation_break,3.0,False,,,,,1,1.0,99.0,0.000158,0.0,253554.72110219608,0.0,6.102804,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.7e-05,0.0,0.495873,0.0,0.0,0.0,1.0,0.5414824539803834,0.5414824539803834,n/a,2026-05-27,2026-05-27,False,
VSAT,LONG,0.5242561023747772,5.242561023747772,7.95,6.0263,poor_rr (1.9:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.1,NEUTRAL,trend_continuation,,,105.0,60.0,22.71,29.88,75943.0,50147.0,0.66,26076.0,4146.0,95868.0,98.8,1.055,2.64,0.42,1.0,1.4,1.78,0.71,False,sustained_trend,5.0,False,85.57,75.3,105.0,1.89,2,0.7,1.7547169811320753,0.000286,0.000163,1623327.556279924,925122.1557294191,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,1.1e-05,0.092949,0.136637,0.0,0.0,1.0,0.5242561023747772,0.5242561023747772,n/a,2026-05-27,2026-05-27,False,566.833333
AS,LONG,0.5220719294099316,5.220719294099316,5.58,5.5644,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.4,NEUTRAL,support_ema_confluence,,,42.5,30.0,15.96,18.14,62026.0,28048.0,0.452,71158.0,5573.0,13343.0,21.3,0.454,1.58,0.55,0.11,1.6,1.62,0.12,False,default,2.5,False,,,,,3,1.0,4.405088586699012e-09,5.7e-05,3.3e-05,0.000569865876629638,258730.72262397863,43.572464,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,4e-06,0.459276,0.295029,0.0,0.0,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-05-27,2026-05-27,False,22.580135
NPO,LONG,0.5065163738543761,5.065163738543761,5.88,5.5766,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.4,NEUTRAL,trend_continuation,,,330.0,290.0,4.29,8.35,1973.0,1183.0,0.6,1884.0,7.0,1265.0,50.6,0.413,1.85,0.78,0.17,1.4,1.67,0.0,False,sustained_trend,5.0,False,,,,,1,1.0,99.0,3.7e-05,0.0,2.0973764364172352e-23,0.0,5.0,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.318434,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-27,2026-05-27,False,
BWA,LONG,0.5065163738543761,5.065163738543761,7.78,5.9266,poor_rr (1.1:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.3,NEUTRAL,trend_continuation,,,80.0,62.5,12.95,11.76,36377.0,9449.0,0.26,18193.0,12487.0,15146.0,96.8,0.514,2.37,0.37,1.0,1.4,1.86,0.78,False,sustained_trend,5.0,False,70.83,62.33,80.0,1.08,1,1.0,99.0,5.1e-05,0.0,1.0362796241112313e-27,0.0,833.333333,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.173028,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-05-27,2026-05-27,False,
FLR,LONG,0.47664902271233267,4.7664902271233265,5.38,5.4572,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",7.3,NEUTRAL,support_ema_confluence,,,65.0,40.0,37.42,15.43,93529.0,40154.0,0.429,51898.0,18775.0,63010.0,34.5,0.49,0.0,0.84,1.0,1.6,1.87,0.07,False,default,2.5,False,,,,,2,1.0,9.38974910273386e-08,0.000136,8.5e-05,0.0013605507277826626,14489.74528389191,120.9,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.569876,0.409909,0.0,0.0,1.0,0.47664902271233267,0.47664902271233267,n/a,2026-05-27,2026-05-27,False,5.656716
