ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
EA,LONG,0.5241112151242172,5.241112151242172,0.0,3.1447,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,4,0.7,0.250153389937263,1.6e-05,6.6e-05,1.880555900993475e-54,7.517611100393672e-54,22.026432,12.315271,0,0,0.48855,0.365672,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.370254,0.243755,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
LQD,LONG,0.5220719294099316,5.220719294099316,6.68,5.2344,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,3.1,POSITIVE,trend_continuation,362174449.54,109.43,110.0,55.0,0.54,49.73,511590.0,951159.0,1.859,420164.0,723239.0,319346.0,28.2,0.058,2,1.0,99.0,4.7e-05,0.0,2.381632048981927e-06,0.0,4.380392,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.415608,0.0,0.0,0.0,False,1.54,0.64,1.0,1.4,1.61,0.48,False,consolidation_break,3.0,False,1.0,0.5220719294099316,0.5220719294099316,n/a,2026-06-24,2026-06-24,,,,
ASST,LONG,0.5101140283275732,5.101140283275733,1.66,4.3686,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.6,NEUTRAL,unknown,,,27.0,5.0,115.14,60.16,179646.0,67696.0,0.377,68002.0,51646.0,127694.0,25.8,1.057,2,1.0,99.0,0.003038,0.0,629.7506388615096,0.0,326.776907,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.558563,0.0,0.0,0.0,False,0.0,0.26,1.0,0.0,0.06,0.34,False,default,2.5,False,1.0,0.5101140283275732,0.5101140283275732,n/a,2026-06-24,2026-06-24,,,,
ALKS,LONG,0.5065163738543761,5.065163738543761,7.73,6.3116,poor_rr (0.8:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.3,NEUTRAL,trend_continuation,,,55.0,41.0,9.02,18.73,11722.0,7544.0,0.644,3102.0,8959.0,7205.0,27.3,0.463,1,1.0,99.0,7.5e-05,0.0,6.204002320845347e-06,0.0,130.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.46261,0.0,0.0,0.0,False,2.76,0.26,1.0,1.4,1.67,0.65,False,sustained_trend,5.0,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,50.45,44.4,55.0,0.75
EMN,LONG,0.5065163738543761,5.065163738543761,3.75,4.8576,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.0,NEUTRAL,trend_continuation,,,80.0,65.0,13.64,7.67,12359.0,3237.0,0.262,8450.0,2539.0,4607.0,15.8,0.356,1,1.0,99.0,7.1e-05,0.0,4.2004859894740926e-29,0.0,4.118644,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.341436,0.0,0.0,0.0,False,0.0,0.58,1.0,1.4,0.45,0.31,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,,,,
ZBRA,LONG,0.5065163738543761,5.065163738543761,6.29,5.8196,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.0,NEUTRAL,retest_and_confirm,,,300.0,230.0,21.08,7.18,1580.0,1298.0,0.822,659.0,1086.0,1133.0,61.7,0.485,1,1.0,99.0,0.000243,0.0,1.410271093336429e-47,0.0,83.647059,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.541826,0.0,0.0,0.0,False,1.54,0.83,0.48,1.4,1.81,0.24,False,sustained_trend,5.0,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,,,,
XP,LONG,0.5065163738543761,5.065163738543761,2.63,4.8616,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.7,NEUTRAL,unknown,,,17.0,15.0,9.25,3.6,186359.0,15360.0,0.082,10585.0,22812.0,168322.0,42.6,0.457,1,1.0,99.0,0.000118,0.0,1.8684191489225002e-56,0.0,197.159091,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,False,0.0,0.7,1.0,0.0,0.79,0.14,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-24,2026-06-24,,,,
SMH,LONG,0.5049465387187251,5.049465387187251,0.0,3.0297,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,19,1.0,0.1256370082588747,5.2e-05,0.000117,9789.601814494697,86577.47824610591,49.232828,38.698538,4,4,0.824956,0.601332,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,3e-06,0.464993,0.277453,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
PONY,LONG,0.4958020881400903,4.958020881400903,2.51,4.552,price_validation_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.6,NEUTRAL,bounce_and_fail,,,12.5,5.0,73.37,30.65,58729.0,13556.0,0.231,21101.0,26780.0,24404.0,8.7,0.724,1,0.7,99.0,0.000177,0.0,2.672768644733473e-54,0.0,10.776119,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.184409,0.0,0.0,0.0,False,0.0,0.11,1.0,1.0,0.22,0.17,False,default,2.5,False,1.0,0.4958020881400903,0.4958020881400903,n/a,2026-06-24,2026-06-24,,,,
CLS,LONG,0.48412430829770664,4.8412430829770665,4.06,4.6786,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,NEUTRAL,ema_pullback,,,450.0,300.0,24.23,17.18,52988.0,46509.0,0.878,39545.0,19726.0,40226.0,91.4,0.87,3,1.0,99.0,0.000149,1.6e-05,1411938.7106145876,3.785000161222384e-12,26.222571,5.919355,0,0,0.471433,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,3.2e-05,0.0,0.454992,0.121432,0.0,0.0,False,0.0,0.74,1.0,1.2,0.67,0.45,False,default,2.5,False,1.0,0.48412430829770664,0.48412430829770664,n/a,2026-06-24,2026-06-24,,,,
WBD,LONG,0.4800879394961931,4.800879394961931,4.79,5.2174,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence","room_to_target, trend_aligned",6.9,NEGATIVE,support_ema_confluence,-409013.1,27.21,29.0,20.0,6.62,26.47,728771.0,1420635.0,1.949,502515.0,669269.0,977622.0,74.1,0.344,2,0.7,99.0,5.6e-05,0.0,3.8647888529584097e-57,0.0,12.706656,,0,0,1e-06,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.350035,0.0,0.0,0.0,False,0.0,0.64,0.08,1.6,1.86,0.61,False,default,2.5,False,1.0,0.4800879394961931,0.4800879394961931,n/a,2026-06-24,2026-06-24,,,,
NVTS,LONG,0.46583537566436606,4.658353756643661,3.17,4.7202,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",7.2,NEGATIVE,ema_pullback,-730242.73,18.32,30.0,15.0,63.76,18.12,280630.0,165826.0,0.591,154973.0,91017.0,200466.0,73.1,1.235,2,1.0,3.447350771294433,0.000514,0.000149,1690658.9970343718,490422.6779335114,15.166417,5.274052,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.8e-05,3e-06,0.081665,0.029732,0.0,0.0,False,0.0,0.37,1.0,1.2,0.25,0.35,False,default,2.5,False,1.0,0.46583537566436606,0.46583537566436606,n/a,2026-06-24,2026-06-24,,,,
QUBT,LONG,0.43907678297749486,4.390767829774949,3.51,4.4884,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.2,POSITIVE,trend_continuation,287052.73,9.72,12.0,8.0,23.71,17.53,276400.0,179144.0,0.648,185614.0,80785.0,189145.0,47.6,0.972,3,1.0,99.0,0.000836,0.000279,9.275689779094991e-23,2.2256919122210975e-26,63.91704,174.820513,0,0,0.353233,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.069842,0.006823,0.0,0.0,False,0.0,0.72,1.0,1.4,0.11,0.28,False,default,2.5,False,1.0,0.43907678297749486,0.43907678297749486,n/a,2026-06-24,2026-06-24,,,,
CROX,LONG,0.41015825170589526,4.101582517058953,6.12,5.2668,price_validation_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned,6.9,NEUTRAL,retest_and_confirm,,,135.0,120.0,11.2,1.15,19507.0,15360.0,0.787,6748.0,13223.0,14896.0,62.7,0.476,1,0.7,99.0,0.000117,0.0,2.3966092040377167e-13,0.0,1.099217,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.59169,0.0,0.0,0.0,False,2.28,0.9,0.53,1.4,0.57,0.43,False,default,2.5,False,1.0,0.41015825170589526,0.41015825170589526,n/a,2026-06-24,2026-06-24,,,,
NTR,LONG,0.3723542904588424,3.723542904588424,1.42,3.5478,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.3,NEUTRAL,unknown,,,70.0,60.0,15.95,0.61,43708.0,52778.0,1.208,32714.0,17928.0,45844.0,26.0,0.294,1,1.0,99.0,1.3e-05,0.0,124137.1940092342,0.0,59.117647,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.208767,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.04,0.38,True,default,2.5,False,1.0,0.3723542904588424,0.3723542904588424,n/a,2026-06-24,2026-06-24,,,,
