ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi
DKS,LONG,0.6289550641017962,6.2895506410179625,1.64,4.7568,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.6,NEUTRAL,unknown,,,240.0,195.0,21.94,0.92,8599.0,17909.0,2.083,10485.0,7345.0,8678.0,69.8,0.437,0.0,0.24,1.0,0.0,0.12,0.29,False,default,2.5,False,1,1.0,99.0,5.1e-05,0.0,530854.0157946094,0.0,127.290909,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.044698,0.0,0.0,0.0,1.0,0.6289550641017962,0.6289550641017962,n/a,2026-07-31,2026-07-31,False,
THC,LONG,0.5130364252542352,5.130364252542352,5.86,5.3232,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.0,NEUTRAL,trend_continuation,,,260.0,185.0,2.79,26.86,19413.0,24569.0,1.266,32327.0,3330.0,8325.0,27.8,0.383,2.6,0.37,0.17,1.4,1.32,0.01,False,sustained_trend,5.0,False,2,1.0,99.0,6.1e-05,0.0,2.1318559991131587,0.0,46.310185,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.578988,0.0,0.0,0.0,1.0,0.5130364252542352,0.5130364252542352,n/a,2026-07-31,2026-07-31,False,
MOD,LONG,0.48356561334929726,4.835656133492972,0.0,2.9014,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,6e-05,5.4e-05,463934.3905625925,4.6935227267428536e-42,5.641026,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.7e-05,0.0,0.596226,0.598118,0.0,0.0,,,,,,,False,3.606061
SMTC,LONG,0.4731815525665341,4.731815525665341,4.71,4.9789,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.0,NEUTRAL,trend_continuation,,,140.0,40.0,16.9,66.6,49425.0,39709.0,0.803,9271.0,27582.0,52281.0,92.5,1.023,0.0,0.7,1.0,1.4,1.39,0.22,False,default,2.5,False,1,1.0,99.0,5.5e-05,0.0,558682.6351883318,0.0,45.538462,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.2e-05,0.0,0.423366,0.0,0.0,0.0,1.0,0.4731815525665341,0.4731815525665341,n/a,2026-07-31,2026-07-31,False,
W,LONG,0.45328069435403484,4.532806943540349,4.82,4.7524,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.2,NEUTRAL,ema_pullback,,,100.0,65.0,15.0,25.25,80466.0,93804.0,1.166,48128.0,12803.0,113339.0,75.4,0.803,1.63,0.89,0.68,1.2,0.24,0.18,False,default,2.5,False,3,0.7,99.0,0.000195,0.0,134.29275996565212,0.0,31.688304,0,0,0.580546,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.457852,0.0,0.0,0.0,1.0,0.45328069435403484,0.45328069435403484,n/a,2026-07-31,2026-07-31,False,
FLNC,LONG,0.4513898272329575,4.513898272329575,5.2,4.9369,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,flag_breakout,,,25.0,5.0,77.3,64.54,174195.0,60429.0,0.347,97408.0,2889.0,134327.0,90.2,1.334,0.0,0.78,1.0,1.6,1.4,0.42,False,default,2.5,False,1,0.7,99.0,0.000165,0.0,250249.70804280974,0.0,8.265659,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,5e-06,0.0,0.037796,0.0,0.0,0.0,1.0,0.4513898272329575,0.4513898272329575,n/a,2026-07-31,2026-07-31,False,
NBIS,LONG,0.37733867822035816,3.7733867822035814,4.8,4.5067,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.9,NEGATIVE,trend_continuation,-6601965.29,,250.0,120.0,31.81,36.73,745063.0,916982.0,1.231,815879.0,183586.0,662580.0,91.7,1.364,0.0,0.87,0.46,1.4,1.49,0.58,False,default,2.5,False,7,1.0,2.0779351797115835,0.000211,6e-05,34199.78640006455,41146.358575068094,65.265915,2,1,0.691115,0.034293,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.245811,0.008802,0.0,0.0,1.0,0.37733867822035816,0.37733867822035816,n/a,2026-07-31,2026-07-31,False,6.346311
KLAC,LONG,0.35982823959154886,3.5982823959154886,0.0,2.159,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,0.7936835719631724,6e-06,8e-06,1.8640566762172754e-32,3.522921619014755e-32,1204.0,3,1,0.480057,0.458439,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.655207,0.607306,0.0,0.0,,,,,,,False,583.0
PG,LONG,0.35603805719871523,3.560380571987152,3.58,4.5942,price_validation_failed,"not_extended, pullback_to_support, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",8.7,NEGATIVE,pullback_to_support,-7127142.35,,160.0,130.0,11.28,9.58,215870.0,144776.0,0.671,112259.0,112897.0,135490.0,62.7,0.23,0.0,0.59,0.87,1.4,0.53,0.18,False,default,2.5,False,2,1.0,3.0360151911563634e-34,5e-06,3e-06,5.951183451534863e-50,1.9601955447621343e-16,1.330232,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.397151,0.533855,0.0,0.0,1.0,0.35603805719871523,0.35603805719871523,n/a,2026-07-31,2026-07-31,False,1.679167
COIN,LONG,0.35338163344392304,3.5338163344392304,2.9,4.2769,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",8.2,NEGATIVE,unknown,-16813333.11,146.94,200.0,125.0,36.11,14.93,593311.0,449743.0,0.758,341186.0,206036.0,495832.0,37.2,0.678,0.0,0.46,0.93,0.0,0.51,1.0,False,default,2.5,False,1,0.7,99.0,3.6e-05,0.0,1273374.1007397915,0.0,3.192661,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.37137,0.0,0.0,0.0,1.0,0.35338163344392304,0.35338163344392304,n/a,2026-07-31,2026-07-31,False,
