ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,freight_train,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,entry_price,stop_price,target_1,rr_ratio
MTSI,LONG,0.5767754737655612,5.767754737655611,0.0,3.4607,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,8,0.7,99.0,7.7e-05,0.000111,465488.9377512119,0.4766121695549403,42.09375,74.595569,1,1,0.0,0.008608,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-05,0.0,0.283343,0.175465,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
VIAV,LONG,0.5150471183355585,5.1504711833555845,6.42,5.6012,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.5,NEUTRAL,retest_and_confirm,,,60.0,25.0,14.96,52.1,88971.0,43725.0,0.491,67432.0,10678.0,54586.0,94.3,0.983,3,1.0,1.4996094295056983,0.000142,5.3e-05,306722.9582707435,409070.4582617163,3.22847,1.479798,0,0,0.041369,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,1.2e-05,0.25389,0.3275,0.0,0.0,False,1.77,0.88,0.67,1.4,1.48,0.23,False,sustained_trend,5.0,False,1.0,0.5150471183355585,0.5150471183355585,n/a,2026-06-02,2026-06-02,,,,
XP,LONG,0.5065163738543761,5.065163738543761,3.22,4.7586,price_validation_failed,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned",6.3,NEUTRAL,pullback_to_support,,,17.0,15.0,4.26,8.0,181959.0,13314.0,0.073,13115.0,23344.0,158814.0,63.1,0.49,1,1.0,99.0,0.000112,0.0,9.371971997212798e-30,0.0,197.159091,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.314454,0.0,0.0,0.0,False,0.0,0.3,1.0,1.4,0.16,0.36,False,default,2.5,False,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-06-02,2026-06-02,,,,
EPD,LONG,0.4897256706887352,4.897256706887352,3.42,4.6146,price_validation_failed,"ema_pullback, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",5.7,NEUTRAL,ema_pullback,,,42.0,30.0,11.35,20.47,176285.0,56571.0,0.321,66381.0,8469.0,158006.0,91.2,0.215,1,0.7,99.0,8e-06,0.0,581950.981694694,0.0,2.992174,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2e-06,0.0,0.320906,0.0,0.0,0.0,False,0.0,0.76,0.16,1.2,1.3,0.0,False,default,2.5,False,1.0,0.4897256706887352,0.4897256706887352,n/a,2026-06-02,2026-06-02,,,,
LYV,LONG,0.4496608923511368,4.496608923511368,4.81,4.9713,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.4,NEUTRAL,ema_pullback,,,180.0,120.0,7.46,28.36,78922.0,83160.0,1.054,30129.0,18137.0,113816.0,43.2,0.343,1,0.7,99.0,3.2e-05,0.0,1.741262891061191e-29,0.0,34.0,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.571144,0.0,0.0,0.0,False,1.83,0.83,0.0,1.2,0.92,0.03,False,default,2.5,False,1.0,0.4496608923511368,0.4496608923511368,n/a,2026-06-02,2026-06-02,,,,
INOD,LONG,0.4495268412136709,4.495268412136709,6.37,5.3786,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.1,NEUTRAL,trend_continuation,,,125.0,50.0,8.86,56.46,30825.0,36649.0,1.189,16442.0,35710.0,15322.0,70.1,1.078,2,1.0,99.0,0.000234,0.0,5.036572047935566,0.0,41.6,,2,0,0.473029,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.607861,0.0,0.0,0.0,False,2.74,0.46,0.0,1.4,1.77,0.0,False,sustained_trend,5.0,False,1.0,0.4495268412136709,0.4495268412136709,n/a,2026-06-02,2026-06-02,,,,
CPNG,LONG,0.4311557829228211,4.311557829228211,4.6,4.4958,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,POSITIVE,bounce_and_fail,4712352.87,16.61,25.0,15.0,50.51,9.69,548974.0,170139.0,0.31,238165.0,106064.0,374884.0,71.7,0.514,1,1.0,99.0,5.2e-05,0.0,0.07239130055597638,0.0,11.44763,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.472333,0.0,0.0,0.0,False,0.0,0.87,1.0,1.0,1.61,0.12,False,default,2.5,False,1.0,0.4311557829228211,0.4311557829228211,n/a,2026-06-02,2026-06-02,,,,
UEC,LONG,0.41935548268978695,4.19355482689787,5.71,5.1898,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,6.9,NEUTRAL,flag_breakout,,,20.0,13.0,32.23,14.05,134718.0,53102.0,0.394,69483.0,43636.0,74701.0,58.8,0.866,1,1.0,99.0,0.000113,0.0,0.0019656130381948715,0.0,6.326279,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.481814,0.0,0.0,0.0,False,0.0,0.64,1.0,1.6,1.89,0.58,False,consolidation_break,3.0,False,1.0,0.41935548268978695,0.41935548268978695,n/a,2026-06-02,2026-06-02,,,,
AAPL,LONG,0.4012879280103712,4.0128792801037125,0.0,2.4077,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,13,1.0,1.6432775961500725,1e-06,1e-06,0.03882964850929565,0.02025376354128242,28.046062,52.571717,3,2,0.507711,0.7811,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.528441,0.517766,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,
RVMD,LONG,0.3760847932951023,3.760847932951023,6.29,5.0674,price_validation_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,6.5,NEUTRAL,trend_continuation,,,180.0,50.0,18.42,67.11,61918.0,62007.0,1.001,84446.0,2571.0,36908.0,52.6,0.556,2,1.0,99.0,3.2e-05,0.0,25566.252850246023,0.0,1.159914,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1e-06,0.0,0.385946,0.0,0.0,0.0,False,2.48,0.93,0.65,1.4,0.33,0.49,False,sustained_trend,5.0,False,1.0,0.3760847932951023,0.3760847932951023,n/a,2026-06-02,2026-06-02,,,,
